Pallet: "pallet-identity", Extrinsic: "set_account_id", Steps: 10, Repeat: 100
R,time
1,383000
1,255000
1,231000
1,252000
1,220000
1,240000
1,246000
1,248000
1,275000
1,245000
1,237000
1,220000
1,265000
1,326000
1,253000
1,248000
1,248000
1,246000
1,230000
1,306000
1,304000
1,256000
1,271000
1,237000
1,241000
1,286000
1,251000
1,252000
1,280000
1,228000
1,270000
1,258000
1,251000
1,266000
1,252000
1,272000
1,271000
1,248000
1,240000
1,263000
1,255000
1,277000
1,273000
1,224000
1,271000
1,268000
1,332000
1,239000
1,250000
1,252000
1,228000
1,276000
1,252000
1,236000
1,240000
1,239000
1,252000
1,236000
1,349000
1,268000
1,342000
1,229000
1,251000
1,242000
1,259000
1,240000
1,223000
1,316000
1,255000
1,245000
1,227000
1,245000
1,241000
1,248000
1,324000
1,221000
1,223000
1,369000
1,430000
1,382000
1,269000
1,265000
1,237000
1,243000
1,193000
1,265000
1,245000
1,222000
1,277000
1,271000
1,264000
1,264000
1,267000
1,246000
1,375000
1,234000
1,235000
1,289000
1,263000
1,229000
5,327000
5,246000
5,253000
5,244000
5,304000
5,264000
5,248000
5,369000
5,422000
5,293000
5,284000
5,232000
5,247000
5,239000
5,256000
5,246000
5,249000
5,248000
5,249000
5,262000
5,222000
5,248000
5,257000
5,247000
5,241000
5,245000
5,242000
5,272000
5,248000
5,292000
5,253000
5,287000
5,252000
5,256000
5,249000
5,256000
5,269000
5,263000
5,389000
5,243000
5,267000
5,312000
5,423000
5,305000
5,301000
5,259000
5,222000
5,260000
5,364000
5,248000
5,225000
5,261000
5,262000
5,270000
5,350000
5,269000
5,258000
5,255000
5,429000
5,403000
5,245000
5,237000
5,267000
5,240000
5,263000
5,257000
5,265000
5,275000
5,256000
5,256000
5,262000
5,264000
5,247000
5,252000
5,281000
5,277000
5,282000
5,264000
5,277000
5,261000
5,258000
5,242000
5,246000
5,344000
5,248000
5,236000
5,260000
5,255000
5,209000
5,257000
5,255000
5,262000
5,242000
5,344000
5,264000
5,242000
5,367000
5,253000
5,263000
5,264000
9,401000
9,282000
9,240000
9,261000
9,262000
9,270000
9,290000
9,281000
9,241000
9,228000
9,270000
9,268000
9,260000
9,299000
9,255000
9,266000
9,260000
9,287000
9,274000
9,266000
9,270000
9,257000
9,251000
9,243000
9,298000
9,247000
9,244000
9,268000
9,313000
9,317000
9,247000
9,250000
9,265000
9,248000
9,279000
9,318000
9,262000
9,272000
9,280000
9,256000
