Pallet: "pallet-identity", Extrinsic: "clear_identity", Steps: 10, Repeat: 100
R,S,X,time
25,28,50,610000
25,28,50,594000
25,28,50,600000
25,28,50,649000
25,28,50,598000
25,28,50,651000
25,28,50,611000
25,28,50,611000
25,28,50,664000
25,28,50,609000
25,28,50,598000
25,28,50,597000
25,28,50,615000
25,28,50,600000
25,28,50,614000
25,28,50,617000
25,28,50,623000
25,28,50,611000
25,28,50,618000
25,28,50,670000
25,28,50,618000
25,28,50,592000
25,28,50,624000
25,28,50,618000
25,28,50,594000
25,28,50,620000
25,28,50,602000
25,28,50,670000
25,28,50,607000
25,28,50,619000
25,28,50,607000
25,28,50,691000
25,28,50,647000
25,28,50,609000
25,28,50,648000
25,28,50,607000
25,28,50,620000
25,28,50,591000
25,28,50,601000
25,28,50,610000
25,28,50,654000
25,28,50,611000
25,28,50,603000
25,28,50,605000
25,28,50,620000
25,28,50,593000
25,28,50,591000
25,28,50,600000
25,28,50,611000
25,28,50,599000
25,28,50,590000
25,28,50,596000
25,28,50,588000
25,28,50,647000
25,28,50,601000
25,28,50,604000
25,28,50,598000
25,28,50,596000
25,28,50,594000
25,28,50,595000
25,28,50,591000
25,28,50,626000
25,28,50,611000
25,28,50,600000
25,28,50,698000
25,28,50,602000
25,28,50,608000
25,28,50,599000
25,28,50,616000
25,28,50,586000
25,28,50,589000
25,28,50,700000
25,28,50,594000
25,28,50,596000
25,28,50,598000
25,28,50,610000
25,28,50,603000
25,28,50,646000
25,28,50,607000
25,28,50,593000
25,37,50,670000
25,37,50,664000
25,37,50,655000
25,37,50,661000
25,37,50,663000
25,37,50,648000
25,37,50,651000
25,37,50,645000
25,37,50,659000
25,37,50,641000
25,37,50,649000
25,37,50,638000
25,37,50,666000
25,37,50,656000
25,37,50,668000
25,37,50,655000
25,37,50,815000
25,37,50,640000
25,37,50,656000
25,37,50,637000
25,37,50,670000
25,37,50,653000
25,37,50,641000
25,37,50,647000
25,37,50,678000
25,37,50,717000
25,37,50,660000
25,37,50,646000
25,37,50,666000
25,37,50,659000
25,37,50,736000
25,37,50,663000
25,37,50,643000
25,37,50,651000
25,37,50,655000
25,37,50,640000
25,37,50,662000
25,37,50,652000
25,37,50,670000
25,37,50,640000
25,37,50,659000
25,37,50,659000
25,37,50,600000
25,37,50,662000
25,37,50,652000
25,37,50,643000
25,37,50,653000
25,37,50,649000
25,37,50,648000
25,37,50,658000
25,37,50,643000
25,37,50,666000
25,37,50,668000
25,37,50,647000
25,37,50,643000
25,37,50,655000
25,37,50,651000
25,37,50,650000
25,37,50,637000
25,37,50,662000
25,37,50,658000
25,37,50,642000
25,37,50,653000
25,37,50,645000
25,37,50,673000
25,37,50,646000
25,37,50,656000
25,37,50,651000
25,37,50,656000
25,37,50,669000
25,37,50,652000
25,37,50,628000
25,37,50,642000
25,37,50,639000
25,37,50,638000
25,37,50,673000
25,37,50,718000
25,37,50,657000
25,37,50,723000
25,37,50,641000
25,37,50,645000
25,37,50,646000
25,37,50,746000
25,37,50,648000
25,37,50,669000
25,37,50,661000
25,37,50,663000
25,37,50,697000
25,37,50,648000
25,37,50,651000
25,37,50,657000
25,37,50,669000
25,37,50,653000
25,37,50,647000
25,37,50,704000
25,37,50,634000
25,37,50,661000
25,37,50,700000
25,37,50,636000
25,37,50,646000
25,46,50,708000
25,46,50,722000
25,46,50,691000
25,46,50,691000
25,46,50,728000
25,46,50,684000
25,46,50,696000
25,46,50,692000
25,46,50,708000
25,46,50,698000
25,46,50,678000
25,46,50,703000
25,46,50,696000
25,46,50,716000
25,46,50,705000
25,46,50,709000
25,46,50,741000
25,46,50,700000
25,46,50,696000
25,46,50,689000
25,46,50,706000
25,46,50,668000
25,46,50,788000
25,46,50,691000
25,46,50,693000
25,46,50,713000
25,46,50,687000
25,46,50,693000
25,46,50,687000
25,46,50,778000
25,46,50,697000
25,46,50,697000
25,46,50,681000
25,46,50,696000
25,46,50,673000
25,46,50,706000
25,46,50,716000
25,46,50,695000
25,46,50,717000
25,46,50,732000
25,46,50,713000
25,46,50,703000
25,46,50,700000
25,46,50,698000
25,46,50,703000
25,46,50,750000
25,46,50,703000
25,46,50,703000
25,46,50,687000
25,46,50,682000
25,46,50,688000
25,46,50,690000
25,46,50,679000
25,46,50,680000
25,46,50,710000
25,46,50,688000
25,46,50,694000
25,46,50,700000
25,46,50,694000
25,46,50,805000
25,46,50,696000
25,46,50,725000
25,46,50,693000
25,46,50,701000
25,46,50,703000
25,46,50,694000
25,46,50,694000
25,46,50,692000
25,46,50,691000
25,46,50,828000
25,46,50,688000
25,46,50,695000
25,46,50,706000
25,46,50,679000
25,46,50,787000
25,46,50,702000
25,46,50,690000
25,46,50,689000
25,46,50,689000
25,46,50,687000
25,46,50,702000
25,46,50,827000
25,46,50,680000
25,46,50,691000
25,46,50,683000
25,46,50,698000
25,46,50,686000
25,46,50,688000
25,46,50,709000
25,46,50,675000
25,46,50,697000
25,46,50,698000
25,46,50,724000
25,46,50,711000
25,46,50,686000
25,46,50,691000
25,46,50,700000
25,46,50,730000
25,46,50,768000
25,46,50,697000
25,55,50,743000
25,55,50,724000
25,55,50,740000
25,55,50,745000
25,55,50,741000
25,55,50,729000
25,55,50,746000
25,55,50,767000
25,55,50,717000
25,55,50,739000
25,55,50,726000
25,55,50,739000
25,55,50,728000
25,55,50,740000
25,55,50,730000
25,55,50,740000
25,55,50,755000
25,55,50,726000
25,55,50,744000
25,55,50,754000
25,55,50,723000
25,55,50,734000
25,55,50,734000
25,55,50,733000
25,55,50,755000
25,55,50,735000
25,55,50,802000
25,55,50,740000
25,55,50,756000
25,55,50,727000
25,55,50,743000
25,55,50,715000
25,55,50,728000
25,55,50,738000
25,55,50,717000
25,55,50,732000
25,55,50,721000
25,55,50,754000
25,55,50,735000
25,55,50,724000
25,55,50,764000
25,55,50,767000
25,55,50,722000
25,55,50,751000
25,55,50,733000
25,55,50,689000
25,55,50,721000
25,55,50,728000
25,55,50,726000
25,55,50,731000
25,55,50,749000
25,55,50,740000
25,55,50,724000
25,55,50,743000
25,55,50,729000
25,55,50,764000
25,55,50,738000
25,55,50,753000
25,55,50,733000
25,55,50,951000
25,55,50,740000
25,55,50,745000
25,55,50,728000
25,55,50,740000
25,55,50,727000
25,55,50,746000
25,55,50,759000
25,55,50,732000
25,55,50,1313000
25,55,50,771000
25,55,50,944000
25,55,50,890000
25,55,50,745000
25,55,50,775000
25,55,50,729000
25,55,50,828000
25,55,50,833000
25,55,50,758000
25,55,50,774000
25,55,50,744000
25,55,50,1923000
25,55,50,766000
25,55,50,802000
25,55,50,904000
25,55,50,745000
25,55,50,809000
25,55,50,778000
25,55,50,708000
25,55,50,907000
25,55,50,704000
25,55,50,812000
25,55,50,761000
25,55,50,1109000
25,55,50,760000
25,55,50,1031000
25,55,50,757000
25,55,50,896000
25,55,50,737000
25,55,50,759000
25,55,50,741000
25,64,50,773000
25,64,50,947000
25,64,50,1545000
25,64,50,762000
25,64,50,753000
25,64,50,954000
25,64,50,1293000
25,64,50,784000
25,64,50,806000
25,64,50,773000
25,64,50,790000
25,64,50,770000
25,64,50,1595000
25,64,50,822000
25,64,50,742000
25,64,50,779000
25,64,50,781000
25,64,50,827000
25,64,50,881000
25,64,50,778000
25,64,50,766000
25,64,50,762000
25,64,50,771000
25,64,50,785000
25,64,50,1316000
25,64,50,743000
25,64,50,873000
25,64,50,754000
25,64,50,783000
25,64,50,782000
25,64,50,737000
25,64,50,812000
25,64,50,882000
25,64,50,1318000
25,64,50,833000
25,64,50,777000
25,64,50,770000
25,64,50,789000
25,64,50,777000
25,64,50,785000
25,64,50,827000
25,64,50,986000
25,64,50,782000
25,64,50,802000
25,64,50,785000
25,64,50,814000
25,64,50,935000
25,64,50,1213000
25,64,50,837000
25,64,50,860000
25,64,50,746000
25,64,50,992000
25,64,50,887000
25,64,50,812000
25,64,50,760000
25,64,50,805000
25,64,50,807000
25,64,50,874000
25,64,50,787000
25,64,50,769000
25,64,50,779000
25,64,50,789000
25,64,50,790000
25,64,50,797000
25,64,50,778000
25,64,50,787000
25,64,50,803000
25,64,50,721000
25,64,50,784000
25,64,50,761000
25,64,50,784000
25,64,50,858000
25,64,50,765000
25,64,50,788000
25,64,50,790000
25,64,50,799000
25,64,50,781000
25,64,50,772000
25,64,50,785000
25,64,50,777000
25,64,50,789000
25,64,50,788000
25,64,50,773000
25,64,50,845000
25,64,50,864000
25,64,50,859000
25,64,50,877000
25,64,50,818000
25,64,50,778000
25,64,50,826000
25,64,50,1208000
25,64,50,754000
25,64,50,769000
25,64,50,827000
25,64,50,781000
25,64,50,759000
25,64,50,1251000
25,64,50,814000
25,64,50,970000
25,64,50,1250000
25,73,50,953000
25,73,50,801000
25,73,50,1391000
25,73,50,835000
25,73,50,817000
25,73,50,1010000
25,73,50,890000
25,73,50,959000
25,73,50,1814000
25,73,50,943000
25,73,50,846000
25,73,50,808000
25,73,50,1097000
25,73,50,848000
25,73,50,849000
25,73,50,822000
25,73,50,921000
25,73,50,877000
25,73,50,910000
25,73,50,826000
25,73,50,986000
25,73,50,819000
25,73,50,897000
25,73,50,899000
25,73,50,941000
25,73,50,848000
25,73,50,928000
25,73,50,884000
25,73,50,867000
25,73,50,869000
25,73,50,820000
25,73,50,844000
25,73,50,829000
25,73,50,837000
25,73,50,940000
25,73,50,2114000
25,73,50,877000
25,73,50,1087000
25,73,50,890000
25,73,50,776000
25,73,50,776000
25,73,50,1430000
25,73,50,1012000
25,73,50,820000
25,73,50,827000
25,73,50,823000
25,73,50,827000
25,73,50,854000
25,73,50,837000
25,73,50,883000
25,73,50,1129000
25,73,50,851000
25,73,50,961000
25,73,50,826000
25,73,50,848000
25,73,50,856000
25,73,50,849000
25,73,50,1554000
25,73,50,1271000
25,73,50,1029000
25,73,50,989000
25,73,50,926000
25,73,50,1031000
25,73,50,913000
25,73,50,788000
25,73,50,785000
25,73,50,794000
25,73,50,795000
25,73,50,791000
25,73,50,938000
25,73,50,1124000
25,73,50,757000
25,73,50,830000
25,73,50,827000
25,73,50,1108000
25,73,50,850000
25,73,50,831000
25,73,50,838000
25,73,50,908000
25,73,50,804000
25,73,50,992000
25,73,50,854000
25,73,50,909000
25,73,50,1133000
25,73,50,935000
25,73,50,1125000
25,73,50,886000
25,73,50,916000
25,73,50,821000
25,73,50,836000
25,73,50,1099000
25,73,50,823000
25,73,50,853000
25,73,50,927000
25,73,50,794000
25,73,50,1310000
25,73,50,994000
25,73,50,2016000
25,73,50,908000
25,73,50,837000
25,82,50,993000
25,82,50,992000
25,82,50,878000
25,82,50,874000
25,82,50,895000
25,82,50,881000
25,82,50,882000
25,82,50,888000
25,82,50,1026000
25,82,50,1654000
25,82,50,1265000
25,82,50,842000
25,82,50,886000
25,82,50,1326000
25,82,50,961000
25,82,50,1153000
25,82,50,860000
25,82,50,873000
25,82,50,1331000
25,82,50,1082000
25,82,50,979000
25,82,50,973000
25,82,50,1495000
25,82,50,1774000
25,82,50,888000
25,82,50,863000
25,82,50,859000
25,82,50,1100000
25,82,50,949000
25,82,50,953000
25,82,50,927000
25,82,50,875000
25,82,50,863000
25,82,50,934000
25,82,50,979000
25,82,50,1203000
25,82,50,1841000
25,82,50,868000
25,82,50,1125000
25,82,50,960000
25,82,50,883000
25,82,50,879000
25,82,50,905000
25,82,50,871000
25,82,50,892000
25,82,50,919000
25,82,50,989000
25,82,50,878000
25,82,50,1277000
25,82,50,875000
25,82,50,890000
25,82,50,1123000
25,82,50,887000
25,82,50,977000
25,82,50,1298000
25,82,50,921000
25,82,50,886000
25,82,50,1020000
25,82,50,1021000
25,82,50,882000
25,82,50,983000
25,82,50,1165000
25,82,50,894000
25,82,50,1218000
25,82,50,1418000
25,82,50,858000
25,82,50,866000
25,82,50,932000
25,82,50,1379000
25,82,50,968000
25,82,50,961000
25,82,50,883000
25,82,50,936000
25,82,50,1255000
25,82,50,1192000
25,82,50,914000
25,82,50,1280000
25,82,50,967000
25,82,50,1060000
25,82,50,860000
25,82,50,1099000
25,82,50,1152000
25,82,50,902000
25,82,50,964000
25,82,50,933000
25,82,50,1220000
25,82,50,876000
25,82,50,951000
25,82,50,980000
25,82,50,1416000
25,82,50,923000
25,82,50,854000
25,82,50,937000
25,82,50,855000
25,82,50,852000
25,82,50,1067000
25,82,50,924000
25,82,50,877000
25,82,50,865000
25,82,50,872000
25,91,50,970000
25,91,50,1011000
25,91,50,909000
25,91,50,972000
25,91,50,1047000
25,91,50,1345000
25,91,50,912000
25,91,50,851000
25,91,50,1066000
25,91,50,1043000
25,91,50,1566000
25,91,50,908000
25,91,50,918000
25,91,50,933000
25,91,50,945000
25,91,50,1008000
25,91,50,1034000
25,91,50,934000
25,91,50,1147000
25,91,50,1046000
25,91,50,875000
25,91,50,937000
25,91,50,1048000
25,91,50,918000
25,91,50,1099000
25,91,50,1089000
25,91,50,931000
25,91,50,904000
25,91,50,1225000
25,91,50,902000
25,91,50,976000
25,91,50,946000
25,91,50,1261000
25,91,50,922000
25,91,50,896000
25,91,50,925000
25,91,50,1127000
25,91,50,1941000
25,91,50,839000
25,91,50,955000
25,91,50,863000
25,91,50,973000
25,91,50,961000
25,91,50,1063000
25,91,50,990000
25,91,50,985000
25,91,50,895000
25,91,50,878000
25,91,50,865000
25,91,50,931000
25,91,50,911000
25,91,50,1229000
25,91,50,936000
25,91,50,961000
25,91,50,937000
25,91,50,922000
25,91,50,893000
25,91,50,898000
25,91,50,869000
25,91,50,883000
25,91,50,907000
25,91,50,906000
25,91,50,956000
25,91,50,1037000
25,91,50,921000
25,91,50,931000
25,91,50,991000
25,91,50,974000
25,91,50,900000
25,91,50,914000
25,91,50,895000
25,91,50,910000
25,91,50,962000
25,91,50,921000
25,91,50,1171000
25,91,50,1043000
25,91,50,907000
25,91,50,911000
25,91,50,981000
25,91,50,933000
25,91,50,886000
25,91,50,1158000
25,91,50,1087000
25,91,50,939000
25,91,50,900000
25,91,50,1136000
25,91,50,1580000
25,91,50,1079000
25,91,50,1135000
25,91,50,911000
25,91,50,1489000
25,91,50,1069000
25,91,50,1725000
25,91,50,937000
25,91,50,956000
25,91,50,932000
25,91,50,1892000
25,91,50,1151000
25,91,50,979000
25,91,50,885000
25,50,1,810000
25,50,1,680000
25,50,1,768000
25,50,1,742000
25,50,1,672000
25,50,1,648000
25,50,1,641000
25,50,1,637000
25,50,1,666000
25,50,1,751000
25,50,1,666000
25,50,1,597000
25,50,1,637000
25,50,1,631000
25,50,1,655000
25,50,1,646000
25,50,1,637000
25,50,1,663000
25,50,1,654000
25,50,1,643000
25,50,1,666000
25,50,1,644000
25,50,1,789000
25,50,1,659000
25,50,1,621000
25,50,1,641000
25,50,1,849000
25,50,1,640000
25,50,1,902000
25,50,1,837000
25,50,1,707000
25,50,1,691000
25,50,1,640000
25,50,1,658000
25,50,1,718000
25,50,1,640000
25,50,1,643000
25,50,1,675000
25,50,1,704000
25,50,1,646000
25,50,1,654000
25,50,1,672000
25,50,1,653000
25,50,1,656000
25,50,1,666000
25,50,1,662000
25,50,1,738000
25,50,1,724000
25,50,1,653000
25,50,1,651000
25,50,1,651000
25,50,1,652000
25,50,1,654000
25,50,1,653000
25,50,1,654000
25,50,1,655000
25,50,1,639000
25,50,1,826000
25,50,1,658000
25,50,1,655000
25,50,1,647000
25,50,1,805000
25,50,1,653000
25,50,1,633000
25,50,1,648000
25,50,1,641000
25,50,1,680000
25,50,1,645000
25,50,1,653000
25,50,1,640000
25,50,1,813000
25,50,1,674000
25,50,1,708000
25,50,1,638000
25,50,1,658000
25,50,1,952000
25,50,1,658000
25,50,1,680000
25,50,1,654000
25,50,1,650000
25,50,1,655000
25,50,1,653000
25,50,1,684000
25,50,1,658000
25,50,1,640000
25,50,1,645000
25,50,1,638000
25,50,1,642000
25,50,1,642000
25,50,1,627000
25,50,1,648000
25,50,1,637000
25,50,1,654000
25,50,1,650000
25,50,1,1044000
25,50,1,645000
25,50,1,665000
25,50,1,636000
25,50,1,683000
25,50,1,613000
25,50,10,706000
25,50,10,677000
25,50,10,706000
25,50,10,1389000
25,50,10,662000
25,50,10,662000
25,50,10,650000
25,50,10,661000
25,50,10,728000
25,50,10,655000
25,50,10,665000
25,50,10,666000
25,50,10,669000
25,50,10,634000
25,50,10,661000
25,50,10,653000
25,50,10,666000
25,50,10,661000
25,50,10,675000
25,50,10,662000
25,50,10,655000
25,50,10,675000
25,50,10,666000
25,50,10,663000
25,50,10,667000
25,50,10,842000
25,50,10,646000
25,50,10,660000
25,50,10,670000
25,50,10,685000
25,50,10,657000
25,50,10,669000
25,50,10,714000
25,50,10,663000
25,50,10,661000
25,50,10,665000
25,50,10,666000
25,50,10,664000
25,50,10,666000
25,50,10,641000
25,50,10,683000
25,50,10,710000
25,50,10,667000
25,50,10,682000
25,50,10,659000
25,50,10,661000
25,50,10,671000
25,50,10,660000
25,50,10,660000
25,50,10,666000
25,50,10,656000
25,50,10,651000
25,50,10,687000
25,50,10,651000
25,50,10,676000
25,50,10,682000
25,50,10,653000
25,50,10,664000
25,50,10,667000
25,50,10,726000
25,50,10,660000
25,50,10,695000
25,50,10,700000
25,50,10,653000
25,50,10,666000
25,50,10,678000
25,50,10,1441000
25,50,10,674000
25,50,10,708000
25,50,10,655000
25,50,10,663000
25,50,10,673000
25,50,10,665000
25,50,10,661000
25,50,10,648000
25,50,10,651000
25,50,10,725000
25,50,10,653000
25,50,10,661000
25,50,10,669000
25,50,10,661000
25,50,10,659000
25,50,10,651000
25,50,10,662000
25,50,10,685000
25,50,10,681000
25,50,10,681000
25,50,10,684000
25,50,10,673000
25,50,10,694000
25,50,10,706000
25,50,10,671000
25,50,10,631000
25,50,10,638000
25,50,10,650000
25,50,10,653000
25,50,10,689000
25,50,10,682000
25,50,10,653000
25,50,10,665000
25,50,19,681000
25,50,19,687000
25,50,19,651000
25,50,19,683000
25,50,19,653000
25,50,19,664000
25,50,19,652000
25,50,19,655000
25,50,19,651000
25,50,19,760000
25,50,19,653000
25,50,19,691000
25,50,19,671000
25,50,19,659000
25,50,19,697000
25,50,19,677000
25,50,19,659000
25,50,19,659000
25,50,19,660000
25,50,19,667000
25,50,19,670000
25,50,19,662000
25,50,19,737000
25,50,19,688000
25,50,19,678000
25,50,19,665000
25,50,19,660000
25,50,19,669000
25,50,19,669000
25,50,19,666000
25,50,19,660000
25,50,19,675000
25,50,19,664000
25,50,19,671000
25,50,19,659000
25,50,19,662000
25,50,19,669000
25,50,19,653000
25,50,19,653000
25,50,19,672000
25,50,19,661000
25,50,19,673000
25,50,19,656000
25,50,19,670000
25,50,19,675000
25,50,19,759000
25,50,19,670000
25,50,19,651000
25,50,19,658000
25,50,19,669000
25,50,19,687000
25,50,19,639000
25,50,19,656000
25,50,19,664000
25,50,19,669000
25,50,19,665000
25,50,19,681000
25,50,19,671000
25,50,19,642000
25,50,19,657000
25,50,19,641000
25,50,19,658000
25,50,19,768000
25,50,19,671000
25,50,19,674000
25,50,19,657000
25,50,19,682000
25,50,19,666000
25,50,19,699000
25,50,19,649000
25,50,19,658000
25,50,19,659000
25,50,19,651000
25,50,19,670000
25,50,19,666000
25,50,19,680000
25,50,19,685000
25,50,19,678000
25,50,19,662000
25,50,19,637000
25,50,19,657000
25,50,19,661000
25,50,19,739000
25,50,19,663000
25,50,19,666000
25,50,19,712000
25,50,19,666000
25,50,19,720000
25,50,19,664000
25,50,19,668000
25,50,19,685000
25,50,19,676000
25,50,19,663000
25,50,19,662000
25,50,19,675000
25,50,19,674000
25,50,19,662000
25,50,19,670000
25,50,19,656000
25,50,19,643000
25,50,28,676000
25,50,28,680000
25,50,28,697000
25,50,28,752000
25,50,28,701000
25,50,28,686000
25,50,28,679000
25,50,28,683000
25,50,28,715000
25,50,28,741000
25,50,28,679000
25,50,28,670000
25,50,28,677000
25,50,28,683000
25,50,28,691000
25,50,28,688000
25,50,28,690000
25,50,28,682000
25,50,28,683000
25,50,28,689000
25,50,28,688000
25,50,28,672000
25,50,28,691000
25,50,28,678000
25,50,28,679000
25,50,28,677000
25,50,28,675000
25,50,28,682000
25,50,28,680000
25,50,28,689000
25,50,28,1116000
25,50,28,680000
25,50,28,675000
25,50,28,677000
25,50,28,934000
25,50,28,682000
25,50,28,682000
25,50,28,683000
25,50,28,676000
25,50,28,668000
25,50,28,671000
25,50,28,692000
25,50,28,682000
25,50,28,690000
25,50,28,718000
25,50,28,681000
25,50,28,705000
25,50,28,682000
25,50,28,701000
25,50,28,685000
25,50,28,682000
25,50,28,668000
25,50,28,679000
25,50,28,675000
25,50,28,675000
25,50,28,672000
25,50,28,676000
25,50,28,688000
25,50,28,676000
25,50,28,673000
25,50,28,690000
25,50,28,689000
25,50,28,752000
25,50,28,688000
25,50,28,667000
25,50,28,694000
25,50,28,680000
25,50,28,687000
25,50,28,691000
25,50,28,773000
25,50,28,686000
25,50,28,723000
25,50,28,678000
25,50,28,689000
25,50,28,680000
25,50,28,682000
25,50,28,680000
25,50,28,684000
25,50,28,674000
25,50,28,690000
25,50,28,673000
25,50,28,740000
25,50,28,698000
25,50,28,674000
25,50,28,694000
25,50,28,710000
25,50,28,740000
25,50,28,676000
25,50,28,681000
25,50,28,658000
25,50,28,681000
25,50,28,714000
25,50,28,687000
25,50,28,671000
25,50,28,685000
25,50,28,679000
25,50,28,688000
25,50,28,690000
25,50,28,666000
25,50,28,713000
25,50,37,794000
25,50,37,679000
25,50,37,690000
25,50,37,701000
25,50,37,697000
25,50,37,694000
25,50,37,713000
25,50,37,707000
25,50,37,708000
25,50,37,719000
25,50,37,714000
25,50,37,706000
25,50,37,707000
25,50,37,693000
25,50,37,701000
25,50,37,826000
25,50,37,704000
25,50,37,696000
25,50,37,732000
25,50,37,723000
25,50,37,771000
25,50,37,724000
25,50,37,705000
25,50,37,713000
25,50,37,714000
25,50,37,714000
25,50,37,732000
25,50,37,704000
25,50,37,695000
25,50,37,714000
25,50,37,900000
25,50,37,762000
25,50,37,710000
25,50,37,714000
25,50,37,710000
25,50,37,707000
25,50,37,700000
25,50,37,706000
25,50,37,709000
25,50,37,707000
25,50,37,688000
25,50,37,705000
25,50,37,695000
25,50,37,714000
25,50,37,739000
25,50,37,717000
25,50,37,704000
25,50,37,778000
25,50,37,700000
25,50,37,694000
25,50,37,669000
25,50,37,669000
25,50,37,699000
25,50,37,673000
25,50,37,721000
25,50,37,686000
25,50,37,697000
25,50,37,710000
25,50,37,703000
25,50,37,711000
25,50,37,696000
25,50,37,739000
25,50,37,686000
25,50,37,696000
25,50,37,716000
25,50,37,709000
25,50,37,700000
25,50,37,661000
25,50,37,700000
25,50,37,704000
25,50,37,705000
25,50,37,898000
25,50,37,775000
25,50,37,714000
25,50,37,693000
25,50,37,712000
25,50,37,707000
25,50,37,709000
25,50,37,773000
25,50,37,687000
25,50,37,697000
25,50,37,686000
25,50,37,690000
25,50,37,694000
25,50,37,687000
25,50,37,704000
25,50,37,695000
25,50,37,713000
25,50,37,708000
25,50,37,701000
25,50,37,754000
25,50,37,705000
25,50,37,710000
25,50,37,714000
25,50,37,715000
25,50,37,700000
25,50,37,710000
25,50,37,711000
25,50,37,701000
25,50,37,706000
25,50,46,714000
25,50,46,726000
25,50,46,726000
25,50,46,717000
25,50,46,721000
25,50,46,717000
25,50,46,721000
25,50,46,720000
25,50,46,730000
25,50,46,726000
25,50,46,719000
25,50,46,714000
25,50,46,714000
25,50,46,725000
25,50,46,719000
25,50,46,711000
25,50,46,717000
25,50,46,715000
25,50,46,710000
25,50,46,739000
25,50,46,734000
25,50,46,712000
25,50,46,726000
25,50,46,740000
25,50,46,725000
25,50,46,764000
25,50,46,716000
25,50,46,722000
25,50,46,722000
25,50,46,725000
25,50,46,719000
25,50,46,725000
25,50,46,723000
25,50,46,734000
25,50,46,713000
25,50,46,754000
25,50,46,728000
25,50,46,721000
25,50,46,730000
25,50,46,723000
25,50,46,728000
25,50,46,716000
25,50,46,715000
25,50,46,710000
25,50,46,732000
25,50,46,1002000
25,50,46,714000
25,50,46,722000
25,50,46,720000
25,50,46,717000
25,50,46,735000
25,50,46,727000
25,50,46,716000
25,50,46,786000
25,50,46,724000
25,50,46,705000
25,50,46,719000
25,50,46,714000
25,50,46,716000
25,50,46,1349000
25,50,46,790000
25,50,46,696000
25,50,46,728000
25,50,46,729000
25,50,46,727000
25,50,46,727000
25,50,46,716000
25,50,46,732000
25,50,46,704000
25,50,46,723000
25,50,46,713000
25,50,46,721000
25,50,46,702000
25,50,46,721000
25,50,46,710000
25,50,46,719000
25,50,46,724000
25,50,46,735000
25,50,46,722000
25,50,46,726000
25,50,46,730000
25,50,46,733000
25,50,46,718000
25,50,46,714000
25,50,46,706000
25,50,46,709000
25,50,46,725000
25,50,46,729000
25,50,46,717000
25,50,46,718000
25,50,46,693000
25,50,46,721000
25,50,46,716000
25,50,46,722000
25,50,46,754000
25,50,46,708000
25,50,46,719000
25,50,46,734000
25,50,46,730000
25,50,46,708000
25,50,55,723000
25,50,55,740000
25,50,55,730000
25,50,55,723000
25,50,55,749000
25,50,55,711000
25,50,55,733000
25,50,55,726000
25,50,55,717000
25,50,55,718000
25,50,55,732000
25,50,55,743000
25,50,55,748000
25,50,55,733000
25,50,55,742000
25,50,55,785000
25,50,55,735000
25,50,55,738000
25,50,55,731000
25,50,55,734000
25,50,55,757000
25,50,55,964000
25,50,55,725000
25,50,55,714000
25,50,55,721000
25,50,55,736000
25,50,55,708000
25,50,55,723000
25,50,55,736000
25,50,55,722000
25,50,55,729000
25,50,55,731000
25,50,55,713000
25,50,55,734000
25,50,55,902000
25,50,55,754000
25,50,55,724000
25,50,55,738000
25,50,55,716000
25,50,55,724000
25,50,55,726000
25,50,55,708000
25,50,55,732000
25,50,55,729000
25,50,55,716000
25,50,55,726000
25,50,55,749000
25,50,55,720000
25,50,55,751000
25,50,55,734000
25,50,55,750000
25,50,55,744000
25,50,55,741000
25,50,55,740000
25,50,55,729000
25,50,55,743000
25,50,55,722000
25,50,55,721000
25,50,55,731000
25,50,55,807000
25,50,55,724000
25,50,55,732000
25,50,55,743000
25,50,55,766000
25,50,55,728000
25,50,55,730000
25,50,55,730000
25,50,55,698000
25,50,55,719000
25,50,55,740000
25,50,55,786000
25,50,55,734000
25,50,55,737000
25,50,55,728000
25,50,55,734000
25,50,55,731000
25,50,55,744000
25,50,55,755000
25,50,55,760000
25,50,55,726000
25,50,55,741000
25,50,55,737000
25,50,55,750000
25,50,55,744000
25,50,55,747000
25,50,55,728000
25,50,55,753000
25,50,55,754000
25,50,55,735000
25,50,55,750000
25,50,55,745000
25,50,55,738000
25,50,55,752000
25,50,55,729000
25,50,55,726000
25,50,55,797000
25,50,55,733000
25,50,55,733000
25,50,55,738000
25,50,55,734000
25,50,64,768000
25,50,64,758000
25,50,64,740000
25,50,64,776000
25,50,64,757000
25,50,64,753000
25,50,64,755000
25,50,64,764000
25,50,64,770000
25,50,64,758000
25,50,64,776000
25,50,64,772000
25,50,64,749000
25,50,64,762000
25,50,64,767000
25,50,64,768000
25,50,64,762000
25,50,64,760000
25,50,64,773000
25,50,64,777000
25,50,64,772000
25,50,64,771000
25,50,64,751000
25,50,64,707000
25,50,64,746000
25,50,64,766000
25,50,64,744000
25,50,64,773000
25,50,64,757000
25,50,64,823000
25,50,64,750000
25,50,64,765000
25,50,64,769000
25,50,64,752000
25,50,64,765000
25,50,64,768000
25,50,64,824000
25,50,64,766000
25,50,64,758000
25,50,64,762000
25,50,64,762000
25,50,64,744000
25,50,64,1091000
25,50,64,773000
25,50,64,739000
25,50,64,770000
25,50,64,764000
25,50,64,753000
25,50,64,779000
25,50,64,760000
25,50,64,748000
25,50,64,769000
25,50,64,818000
25,50,64,768000
25,50,64,767000
25,50,64,759000
25,50,64,775000
25,50,64,774000
