Pallet: "pallet-identity", Extrinsic: "request_judgement", Lowest values: [], Highest values: [], Steps: [10], Repeat: 100
r,x,extrinsic_time,storage_root_time
1,100,527672,58430
1,100,429617,57333
1,100,484256,57698
1,100,380972,57644
1,100,404917,56912
1,100,356722,55939
1,100,571928,88830
1,100,680984,90798
1,100,359964,56478
1,100,359784,56542
1,100,355131,55891
1,100,506576,56584
1,100,579103,85601
1,100,703367,85306
1,100,479027,56745
1,100,416752,57045
1,100,432180,59417
1,100,574638,56695
1,100,360012,66858
1,100,359359,56620
1,100,507978,57305
1,100,360755,57083
1,100,360908,55897
1,100,356892,56075
1,100,473685,57744
1,100,381996,57639
1,100,359979,56836
1,100,358374,56773
1,100,358247,56989
1,100,521097,59072
1,100,529204,56612
1,100,515887,56992
1,100,579708,58787
1,100,486440,59055
1,100,402522,56888
1,100,356258,56379
1,100,512471,57755
1,100,361994,57637
1,100,377613,56651
1,100,370056,57501
1,100,360488,63250
1,100,357013,64847
1,100,457246,56139
1,100,463963,56551
1,100,548293,61857
1,100,537319,57357
1,100,482772,58629
1,100,572313,92715
1,100,377337,60944
1,100,437876,58493
1,100,491665,96017
1,100,358121,56875
1,100,384967,58307
1,100,711309,90589
1,100,512629,74172
1,100,391201,57802
1,100,475011,79791
1,100,435933,58172
1,100,372358,59161
1,100,368478,57015
1,100,359777,57361
1,100,575700,59111
1,100,376729,60789
1,100,589528,88416
1,100,368001,58852
1,100,366029,58523
1,100,368148,59452
1,100,369448,58693
1,100,382826,61326
1,100,577331,86662
1,100,450447,63172
1,100,379743,58143
1,100,367201,58187
1,100,573171,60874
1,100,430103,57479
1,100,409615,58579
1,100,514244,59575
1,100,430370,117781
1,100,401512,71467
1,100,363749,59282
1,100,526155,61589
1,100,715308,90321
1,100,461994,71685
1,100,361637,57887
1,100,363166,58764
1,100,377708,58232
1,100,408209,60263
1,100,523312,58733
1,100,478696,57364
1,100,478637,58182
1,100,532178,62420
1,100,383636,60498
1,100,378684,58612
1,100,496411,57552
1,100,685284,87729
1,100,375301,57228
1,100,455016,57975
1,100,471763,65669
1,100,517072,62291
1,100,560111,73676
5,100,490178,67514
5,100,610048,92308
5,100,367084,62731
5,100,365902,59592
5,100,435401,64176
5,100,369576,58990
5,100,364848,58265
5,100,633349,110823
5,100,519181,69255
5,100,712537,63461
5,100,529646,61103
5,100,366662,77361
5,100,593191,145772
5,100,420422,64851
5,100,454497,60349
5,100,367799,60132
5,100,369970,60365
5,100,376089,60525
5,100,622183,92665
5,100,433308,61642
5,100,395139,59360
5,100,514923,67007
5,100,556537,66249
5,100,477365,62182
5,100,540304,61334
5,100,375156,62002
5,100,395815,61735
5,100,374916,61366
5,100,376643,61794
5,100,394410,64169
5,100,387735,60912
5,100,542122,60756
5,100,424315,66157
5,100,564073,62286
5,100,589337,80082
5,100,390340,63446
5,100,401358,61830
5,100,369378,60532
5,100,379505,62453
5,100,441612,60505
5,100,386372,61355
5,100,370263,60193
5,100,374506,67197
5,100,603774,92758
5,100,371695,64959
5,100,523354,59845
5,100,382753,62992
5,100,371460,60400
5,100,739030,109711
5,100,449076,65080
5,100,514102,60464
5,100,487596,63342
5,100,377253,61139
5,100,379422,65453
5,100,378145,60628
5,100,382892,65116
5,100,517821,59466
5,100,637748,60460
5,100,709656,63933
5,100,370934,59980
5,100,561998,62358
5,100,489663,59857
5,100,378438,63033
5,100,528937,61269
5,100,514598,62470
5,100,541787,65437
5,100,416944,68266
5,100,369811,59817
5,100,615177,61998
5,100,481532,67017
5,100,384542,63225
5,100,449079,63362
5,100,477304,66164
5,100,493836,61416
5,100,475234,59477
5,100,374860,60255
5,100,384479,60420
5,100,486829,60581
5,100,551856,60452
5,100,368497,61870
5,100,536646,60527
5,100,455725,59843
5,100,382116,60504
5,100,512916,60115
5,100,424185,60581
5,100,371110,60784
5,100,592924,63904
5,100,367428,61098
5,100,369152,77453
5,100,371743,62127
5,100,700151,134008
5,100,369920,60135
5,100,477479,65602
5,100,464707,60749
5,100,528289,60465
5,100,527445,60099
5,100,667020,65440
5,100,497229,62278
5,100,363553,60044
5,100,473002,63269
9,100,376820,70308
9,100,612321,70898
9,100,371813,68250
9,100,387641,68892
9,100,489398,73417
9,100,433865,71233
9,100,404210,67396
9,100,380409,69306
9,100,413086,84139
9,100,371584,68450
9,100,439258,69401
9,100,415074,67257
9,100,429476,69168
9,100,552621,67460
9,100,424984,72442
9,100,383182,67545
9,100,395473,73127
9,100,389215,73541
9,100,462839,68953
9,100,427258,67712
9,100,392790,67590
9,100,381208,70222
9,100,556297,69444
9,100,412636,69964
9,100,483500,72156
9,100,394172,68049
9,100,375004,68262
9,100,380987,70121
9,100,371422,71309
9,100,383996,70661
9,100,372434,68317
9,100,383518,71425
9,100,503851,84779
9,100,570189,69303
9,100,376721,68119
9,100,475047,69905
9,100,378559,68919
9,100,501227,69465
9,100,380440,70158
9,100,380039,68446
9,100,523968,73972
9,100,502490,69792
9,100,386258,71205
9,100,388228,71470
9,100,380333,77270
9,100,597979,102515
9,100,650736,69492
9,100,394513,71446
9,100,603929,69011
9,100,525967,121568
9,100,380343,81885
9,100,484583,72524
9,100,415461,69619
9,100,592844,103468
9,100,376743,86493
9,100,595822,102332
9,100,373158,68335
9,100,406173,101688
9,100,422262,69542
9,100,373481,69771
9,100,370172,69158
9,100,368730,67421
9,100,372229,68623
9,100,427005,69703
9,100,562960,72308
9,100,434102,74423
9,100,500971,74289
9,100,483717,69547
9,100,467030,68057
9,100,424965,68230
9,100,379539,68754
9,100,376292,66728
9,100,376049,68716
9,100,383033,74310
9,100,375910,68385
9,100,409906,67577
9,100,374629,67602
9,100,368807,68501
9,100,598056,103590
9,100,372187,68350
9,100,380497,87244
9,100,616581,104502
9,100,598705,102365
9,100,471996,68754
9,100,381517,68256
9,100,474811,68219
9,100,372985,67131
9,100,961806,116043
9,100,608469,119161
9,100,378011,68892
9,100,384536,69332
9,100,373194,68099
9,100,469560,68473
9,100,373504,68705
9,100,425603,69086
9,100,391292,68931
9,100,469854,73011
9,100,537226,68735
9,100,519496,72939
9,100,422022,69429
13,100,376925,69833
13,100,382015,86340
13,100,374361,78884
13,100,389046,71438
13,100,475651,69390
13,100,390306,70709
13,100,421685,69209
13,100,488598,74530
13,100,377816,69689
13,100,584381,75844
13,100,383387,71443
13,100,498065,71498
13,100,410206,78998
13,100,728705,106979
13,100,589238,76403
13,100,378652,69820
13,100,508818,72638
13,100,481280,69379
13,100,371276,70221
13,100,373573,69733
13,100,396758,71909
13,100,405383,75535
13,100,385066,72190
13,100,393517,74286
13,100,389259,70180
13,100,502437,73562
13,100,381772,71918
13,100,387294,70796
13,100,543599,69814
13,100,380563,72446
13,100,422784,69878
13,100,524872,70237
13,100,375701,91033
13,100,376176,68955
13,100,402118,75962
13,100,393808,71962
13,100,486416,94801
13,100,782627,108407
13,100,387436,74716
13,100,483581,71459
13,100,377952,70224
13,100,600542,72302
13,100,413127,72630
13,100,586955,84616
13,100,385202,72059
13,100,387084,70377
13,100,544937,72941
13,100,387082,71086
13,100,384201,70471
13,100,441832,72398
13,100,382342,71418
13,100,631679,90885
13,100,380107,69522
13,100,513655,73311
13,100,380472,71336
13,100,486505,71368
13,100,518071,78180
13,100,387753,72792
13,100,498657,73461
13,100,537889,72136
13,100,390869,91960
13,100,747763,111865
13,100,388308,72329
13,100,502726,73153
13,100,524208,75800
13,100,388724,73666
13,100,397302,73430
13,100,389440,72792
13,100,389701,71324
13,100,485932,73158
13,100,494860,71740
13,100,526403,72830
13,100,473649,121215
13,100,571615,78637
13,100,545637,79282
13,100,421276,81845
13,100,555159,75580
13,100,398633,75183
13,100,385904,86875
13,100,513128,73165
13,100,381053,72994
13,100,379999,69884
13,100,475695,85113
13,100,536734,74412
13,100,476029,70809
13,100,614971,147637
13,100,369399,69424
13,100,484132,72291
13,100,486843,69721
13,100,507678,75857
13,100,588426,75186
13,100,588441,92877
13,100,405970,73538
13,100,540252,75321
13,100,535615,78289
13,100,403557,76964
13,100,389568,73534
13,100,383974,72079
13,100,521268,75768
13,100,386162,79962
17,100,413182,77520
17,100,519426,76706
17,100,391093,75956
17,100,639478,118780
17,100,421908,73674
17,100,501095,72112
17,100,391249,73287
17,100,487264,74508
17,100,580783,73371
17,100,382890,73389
17,100,465491,72561
17,100,384691,71856
17,100,495307,72220
17,100,640019,113688
17,100,432087,70748
17,100,521630,71674
17,100,435011,72700
17,100,555479,72675
17,100,397736,73014
17,100,606957,130238
17,100,499046,71438
17,100,637753,73462
17,100,479170,71428
17,100,553726,72356
17,100,400637,71415
17,100,819078,111130
17,100,384504,72593
17,100,564181,72969
17,100,477076,71783
17,100,541619,73036
17,100,380800,168177
17,100,581876,72116
17,100,462980,72006
17,100,414390,76905
17,100,487617,72072
17,100,502593,72462
17,100,383836,72057
17,100,493728,71044
17,100,410410,70947
17,100,535536,71731
17,100,566952,71806
17,100,392547,76599
17,100,510009,73773
