Pallet: "pallet-staking", Extrinsic: "nominate", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,83018,50258
1,83925,49370
1,238774,71814
1,85616,52153
1,242235,72402
1,85531,51081
1,255942,53754
1,98962,49951
1,249728,50252
1,180291,50433
2,88307,53350
2,241389,76969
2,102119,53740
2,230644,56589
2,247922,51714
2,260565,52172
2,268871,50362
2,101578,51822
2,227658,52224
2,87153,52657
3,213099,84799
3,239453,71638
3,88789,54578
3,281918,51657
3,121148,51757
3,101863,51343
3,223383,49583
3,85805,53256
3,181246,52379
3,184018,50391
4,254680,54202
4,86300,57043
4,103194,53244
4,266493,54309
4,89749,56653
4,238270,53724
4,248601,53232
4,234971,54601
4,88390,55790
4,255329,53048
5,100824,57553
5,101264,58568
5,143454,80182
5,97132,57968
5,110011,56229
5,129202,55554
5,262142,56405
5,234968,54322
5,96639,57788
5,271135,79759
6,240171,54658
6,110874,54587
6,292750,53953
6,299626,53661
6,259191,53270
6,267832,54962
6,213600,52409
6,237972,52143
6,285971,74510
6,119178,54914
7,290558,75326
7,105148,53696
7,241165,51945
7,234049,51352
7,113339,53566
7,99163,52897
7,288646,52526
7,100405,53754
7,98625,83379
7,283042,53469
8,232383,53822
8,121095,56619
8,231800,52504
8,97462,50810
8,141903,71496
8,249476,53405
8,104585,56967
8,265601,75269
8,272661,75061
8,261144,54826
9,264325,52752
9,289794,54520
9,116170,56333
9,230642,55135
9,265293,53354
9,234296,55798
9,117281,56080
9,105061,90723
9,237933,55577
9,103479,55729
10,195418,56874
10,104914,56166
10,157560,77930
10,106882,55375
10,104664,57323
10,111540,55581
10,236929,68160
10,244897,55998
10,272978,55112
10,110542,56878
11,271354,53966
11,234716,51893
11,111864,52654
11,244355,95238
11,121893,55520
11,105178,54613
11,118667,54403
11,111334,57173
11,109051,53921
11,273846,75402
12,250920,113953
12,265143,56939
12,226918,55176
12,107968,57424
12,268109,54500
12,270551,78277
12,297854,54221
12,220155,90052
12,120106,57714
12,278721,55623
13,253349,57878
13,290124,61690
13,222555,58989
13,107504,59953
13,119468,59521
13,308003,58048
13,264531,56487
13,114363,57589
13,238152,57087
13,127034,61616
14,125991,59949
14,124224,58714
14,283016,73249
14,222902,57541
14,271528,83369
14,257437,82976
14,295921,59586
14,257007,83430
14,125320,60502
14,260904,81845
15,112715,61120
15,120546,60642
15,230517,59946
15,113866,62797
15,128493,61474
15,119488,67497
15,239247,59815
15,123228,60142
15,119949,61942
15,224590,59418
16,268991,57640
16,268840,59318
16,268773,84262
16,117172,63622
16,297029,59152
16,274163,57157
16,257608,59941
16,111851,59327
16,119692,57434
16,115170,62863
