Pallet: "pallet-staking", Extrinsic: "do_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,2041293,135367
1,1949593,124220
1,2094813,120653
1,2020463,117175
1,1939351,117014
1,1893081,116616
1,1899027,120265
1,3145354,190160
1,2130064,120554
1,2025323,130015
100,2064868,120470
100,1901297,178547
100,1920904,193566
100,3113692,190348
100,2066398,125802
100,1931213,133764
100,2047316,133169
100,2086791,147440
100,2074815,139193
100,1982813,170588
199,2068624,133063
199,1963675,131347
199,2031128,145846
199,1907726,140837
199,2078292,144199
199,1993008,147350
199,2156689,128634
199,2136756,129687
199,2059088,132648
199,2039554,126288
298,2138275,171784
298,2024208,145414
298,2165686,148082
298,2155215,153247
298,2129202,142323
298,2954126,198059
298,2322934,142840
298,2078705,166941
298,1931606,245130
298,3114473,198170
397,2135673,135113
397,2045182,201868
397,1991116,138310
397,2015667,144525
397,2038097,133920
397,2075327,136520
397,1964306,150982
397,2123831,203538
397,1907564,159824
397,2009591,140495
496,2177247,141366
496,1940714,143804
496,2066690,187096
496,3057471,257214
496,2009962,210407
496,1965687,157113
496,2121900,176012
496,3082047,224543
496,2090723,142065
496,2063100,137512
595,3040079,233190
595,2086642,136039
595,1952484,219725
595,2126204,158852
595,1904152,141433
595,2179679,135472
595,2071794,144915
595,2133413,134357
595,1965074,203029
595,2214832,143248
694,3254561,271448
694,2058908,146787
694,2199013,147947
694,2040959,136462
694,1991037,142379
694,2020385,144371
694,2138161,141884
694,2012840,137150
694,1939511,144845
694,2135581,139448
793,1962470,186043
793,2000466,144598
793,2132993,144730
793,2147700,141452
793,1940108,144671
793,2069011,142496
793,2010211,143660
793,2062382,144997
793,1993575,141604
793,2059547,149506
892,2035016,143803
892,3194874,207621
892,2233715,154151
892,2151398,139789
892,2159770,146698
892,1939769,206253
892,2010940,145562
892,2089547,145569
892,2145653,144234
892,2039416,146208
991,2022384,150621
991,2233537,138408
991,2052137,156106
991,2033842,143064
991,1980913,139087
991,2130007,145158
991,1914474,140235
991,2185206,149402
991,1990503,147094
991,2103195,137354
