Pallet: "pallet-staking", Extrinsic: "rebond", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,135669,81006
1,136947,82522
1,134280,81767
1,143211,80721
1,133336,80243
1,134005,80880
1,234905,82511
1,135902,81833
1,135986,82138
1,256973,85205
100,145083,83038
100,145530,83221
100,147844,82882
100,143669,82407
100,316037,81698
100,157379,82226
100,334486,82263
100,247275,81525
100,142728,81540
100,311732,79788
199,164927,78870
199,148785,82963
199,148523,81897
199,305359,79795
199,148867,80972
199,367819,79663
199,153729,82238
199,336806,175869
199,148375,81191
199,269139,83274
298,337226,81603
298,204608,82317
298,160244,84182
298,158187,83335
298,160075,84808
298,308228,85249
298,276752,84581
298,157093,84039
298,340160,81953
298,156605,99763
397,234189,101576
397,164689,82494
397,327096,82544
397,163760,83158
397,379884,83608
397,257829,82710
397,312770,84904
397,239479,115930
397,196834,97829
397,180723,81866
496,266670,84280
496,168801,83821
496,314949,80659
496,171170,97955
496,168824,96223
496,327341,82934
496,205730,99252
496,311243,85609
496,324595,82094
496,373982,119422
595,328527,83848
595,170731,82357
595,271860,82548
595,175156,83434
595,173484,82054
595,299305,83728
595,261106,121701
595,337159,80699
595,177559,84405
595,276232,83394
694,183100,82024
694,182618,83122
694,182333,82019
694,287784,85057
694,182960,82729
694,276793,123189
694,184464,82627
694,360701,85732
694,287230,85778
694,380654,83228
793,189862,82391
793,190188,84407
793,193095,83009
793,188248,82673
793,189632,83014
793,359610,84739
793,190881,84150
793,191103,85253
793,288327,84539
793,193653,83814
892,290615,84745
892,194541,83115
892,193439,83827
892,350578,83348
892,371465,82490
892,285561,120816
892,196783,83604
892,195295,84098
892,292423,84728
892,195850,83499
991,203487,82625
991,245433,83947
991,283903,117743
991,338177,84177
991,200501,81680
991,382472,82904
991,202235,85544
991,281376,80289
991,202935,84065
991,232867,81612
