Pallet: "staking", Extrinsic: "do_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,450000,109000
1,181000,82000
1,366000,79000
1,361000,88000
1,198000,87000
1,379000,78000
1,382000,84000
1,161000,73000
1,166000,77000
1,288000,75000
100,352000,78000
100,352000,95000
100,390000,84000
100,376000,82000
100,339000,84000
100,362000,85000
100,359000,84000
100,189000,78000
100,389000,81000
100,200000,87000
199,196000,81000
199,190000,79000
199,230000,98000
199,192000,79000
199,373000,83000
199,354000,81000
199,371000,78000
199,365000,84000
199,368000,85000
199,335000,78000
298,465000,93000
298,377000,81000
298,396000,83000
298,391000,79000
298,218000,82000
298,363000,84000
298,405000,83000
298,457000,91000
298,372000,80000
298,380000,81000
397,408000,83000
397,430000,87000
397,387000,79000
397,356000,84000
397,421000,84000
397,214000,85000
397,420000,80000
397,399000,82000
397,385000,86000
397,386000,80000
496,415000,85000
496,369000,83000
496,219000,83000
496,361000,81000
496,214000,80000
496,403000,77000
496,248000,92000
496,420000,80000
496,545000,96000
496,238000,90000
595,409000,82000
595,442000,79000
595,253000,91000
595,397000,80000
595,453000,89000
595,391000,85000
595,408000,80000
595,366000,81000
595,220000,81000
595,418000,82000
694,242000,84000
694,426000,87000
694,414000,80000
694,383000,88000
694,584000,110000
694,226000,81000
694,390000,81000
694,401000,80000
694,266000,91000
694,235000,83000
793,428000,91000
793,499000,92000
793,419000,81000
793,459000,84000
793,386000,87000
793,398000,82000
793,231000,81000
793,282000,95000
793,423000,89000
793,418000,82000
892,441000,82000
892,240000,81000
892,276000,92000
892,240000,83000
892,405000,86000
892,280000,94000
892,245000,83000
892,449000,87000
892,389000,87000
892,600000,96000
991,420000,80000
991,246000,82000
991,463000,88000
991,423000,86000
991,446000,82000
991,247000,83000
991,242000,81000
991,231000,77000
991,277000,92000
991,406000,100000
