Pallet: "staking", Extrinsic: "cancel_deferred_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
s,extrinsic_time,storage_root_time
1,769000,133000
1,563000,137000
1,731000,126000
1,774000,138000
1,533000,128000
1,563000,135000
1,746000,127000
1,772000,129000
1,773000,157000
1,943000,147000
100,8971000,160000
100,8682000,135000
100,8899000,126000
100,8649000,124000
100,8763000,128000
100,8558000,122000
100,7528000,97000
100,9948000,127000
100,8424000,143000
100,8649000,133000
199,16053000,166000
199,15918000,181000
199,15917000,164000
199,15937000,178000
199,16298000,174000
199,16111000,175000
199,16057000,168000
199,15974000,190000
199,16122000,177000
199,16550000,179000
298,22325000,137000
298,22692000,162000
298,21655000,144000
298,22052000,586000
298,21307000,131000
298,21450000,142000
298,22175000,150000
298,20242000,128000
298,18902000,137000
298,22225000,135000
397,23412000,126000
397,26926000,159000
397,24381000,111000
397,25880000,125000
397,25669000,121000
397,26324000,219000
397,28752000,147000
397,28411000,117000
397,27675000,135000
397,24303000,112000
496,30400000,109000
496,29871000,106000
496,28352000,111000
496,27551000,118000
496,29234000,104000
496,28077000,111000
496,27899000,104000
496,27031000,108000
496,29272000,104000
496,27510000,107000
595,30418000,104000
595,30241000,96000
595,31919000,473000
595,30744000,108000
595,32000000,111000
595,32987000,495000
595,32408000,109000
595,31972000,108000
595,33147000,110000
595,31010000,103000
694,35599000,90000
694,36544000,98000
694,32953000,87000
694,36293000,89000
694,32662000,88000
694,35247000,524000
694,37013000,112000
694,35798000,106000
694,36199000,586000
694,37680000,105000
793,37605000,102000
793,36674000,695000
793,41864000,132000
793,40436000,94000
793,37021000,89000
793,36602000,377000
793,46649000,555000
793,46919000,112000
793,39096000,364000
793,34720000,89000
892,36456000,73000
892,39258000,71000
892,34890000,76000
892,39588000,89000
892,37603000,83000
892,37615000,72000
892,39124000,88000
892,39033000,74000
892,39057000,337000
892,35682000,79000
991,40402000,185000
991,39011000,64000
991,38930000,74000
991,39886000,71000
991,37276000,66000
991,35640000,69000
991,39306000,71000
991,36880000,405000
991,38552000,73000
991,39007000,75000
