Pallet: "staking", Extrinsic: "rebond", Lowest values: [], Highest values: [1000], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,295000,63000
1,115000,65000
1,282000,50000
1,360000,67000
1,127000,57000
1,140000,63000
1,262000,55000
1,359000,63000
1,140000,60000
1,305000,56000
100,322000,59000
100,147000,60000
100,124000,50000
100,143000,58000
100,385000,67000
100,145000,59000
100,289000,61000
100,284000,57000
100,385000,49000
100,136000,51000
199,379000,59000
199,183000,48000
199,150000,57000
199,296000,60000
199,333000,60000
199,152000,58000
199,320000,59000
199,148000,56000
199,175000,66000
199,152000,59000
298,183000,68000
298,310000,61000
298,381000,64000
298,325000,60000
298,365000,59000
298,356000,59000
298,280000,49000
298,280000,50000
298,421000,50000
298,150000,56000
397,472000,65000
397,345000,62000
397,166000,59000
397,363000,61000
397,162000,57000
397,298000,59000
397,181000,64000
397,331000,59000
397,325000,57000
397,164000,57000
496,422000,66000
496,369000,48000
496,194000,62000
496,176000,58000
496,187000,61000
496,392000,57000
496,170000,58000
496,167000,54000
496,395000,61000
496,171000,59000
595,236000,47000
595,161000,52000
595,194000,60000
595,342000,56000
595,400000,47000
595,396000,67000
595,388000,47000
595,436000,67000
595,181000,58000
595,208000,66000
694,193000,58000
694,180000,55000
694,414000,62000
694,189000,61000
694,211000,65000
694,363000,60000
694,360000,58000
694,211000,64000
694,514000,63000
694,438000,71000
793,399000,67000
793,194000,57000
793,375000,63000
793,201000,59000
793,171000,66000
793,442000,65000
793,386000,49000
793,358000,51000
793,448000,67000
793,165000,48000
892,234000,67000
892,418000,63000
892,381000,60000
892,393000,61000
892,207000,60000
892,365000,57000
892,238000,66000
892,392000,61000
892,396000,62000
892,201000,57000
991,383000,57000
991,219000,60000
991,179000,49000
991,419000,62000
991,422000,61000
991,208000,57000
991,242000,64000
991,426000,62000
991,187000,50000
991,202000,54000
