Pallet: "staking", Extrinsic: "payout_nominator", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
v,extrinsic_time,storage_root_time
0,603000,124000
0,504000,89000
0,353000,98000
0,479000,89000
0,512000,93000
0,477000,100000
0,536000,92000
0,466000,93000
0,319000,87000
0,462000,93000
0,450000,87000
0,499000,93000
0,325000,96000
0,347000,90000
0,515000,89000
0,512000,89000
0,310000,88000
0,483000,96000
0,484000,95000
0,495000,88000
1,583000,98000
1,490000,95000
1,541000,94000
1,534000,94000
1,358000,94000
1,501000,94000
1,518000,95000
1,512000,92000
1,541000,95000
1,528000,97000
1,546000,99000
1,550000,99000
1,530000,96000
1,537000,98000
1,530000,98000
1,505000,97000
1,509000,102000
1,520000,97000
1,530000,97000
1,560000,95000
2,595000,101000
2,573000,101000
2,403000,93000
2,601000,93000
2,574000,97000
2,585000,96000
2,547000,97000
2,597000,99000
2,638000,98000
2,590000,100000
2,566000,106000
2,590000,100000
2,417000,100000
2,461000,108000
2,608000,95000
2,587000,97000
2,581000,114000
2,563000,96000
2,582000,95000
2,562000,100000
3,500000,107000
3,665000,106000
3,520000,121000
3,618000,110000
3,482000,109000
3,482000,108000
3,479000,108000
3,472000,109000
3,706000,110000
3,473000,108000
3,523000,127000
3,640000,109000
3,700000,107000
3,731000,119000
3,636000,109000
3,677000,108000
3,685000,111000
3,681000,108000
3,663000,109000
3,467000,107000
4,731000,110000
4,819000,122000
4,538000,109000
4,720000,110000
4,813000,124000
4,732000,109000
4,679000,107000
4,678000,109000
4,792000,124000
4,723000,108000
4,729000,111000
4,724000,113000
4,719000,108000
4,724000,106000
4,682000,114000
4,759000,124000
4,718000,109000
4,733000,113000
4,593000,124000
4,809000,110000
5,783000,113000
5,749000,109000
5,741000,111000
5,743000,107000
5,839000,123000
5,546000,107000
5,831000,122000
5,819000,123000
5,683000,110000
5,742000,110000
5,724000,107000
5,739000,109000
5,814000,121000
5,541000,107000
5,709000,110000
5,726000,107000
5,744000,109000
5,731000,108000
5,695000,108000
5,744000,110000
6,790000,111000
6,809000,111000
6,789000,112000
6,807000,109000
6,807000,109000
6,700000,122000
6,823000,111000
6,868000,124000
6,748000,108000
6,813000,106000
6,824000,108000
6,810000,110000
6,808000,107000
6,827000,109000
6,830000,108000
6,798000,108000
6,894000,122000
6,620000,109000
6,845000,125000
6,913000,130000
7,845000,110000
