Pallet: "staking", Extrinsic: "payout_nominator", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
v,extrinsic_time,storage_root_time
7,859000,109000
7,926000,126000
7,870000,108000
7,858000,110000
7,859000,112000
7,860000,111000
7,863000,107000
7,862000,112000
7,941000,109000
7,849000,112000
7,853000,108000
7,829000,110000
7,840000,108000
7,850000,108000
7,812000,110000
7,837000,109000
7,868000,109000
7,788000,111000
7,872000,108000
8,954000,111000
8,921000,113000
8,865000,111000
8,888000,119000
8,961000,110000
8,1001000,114000
8,932000,113000
8,952000,110000
8,940000,113000
8,961000,111000
8,962000,114000
8,1041000,127000
8,934000,115000
8,931000,114000
8,966000,115000
8,949000,111000
8,953000,114000
8,940000,111000
8,955000,114000
8,983000,111000
9,979000,112000
9,916000,115000
9,952000,113000
9,989000,113000
9,991000,112000
9,949000,114000
9,973000,115000
9,1105000,128000
9,991000,113000
9,947000,114000
9,974000,116000
9,983000,113000
9,990000,111000
9,920000,94000
9,947000,114000
9,978000,112000
9,996000,113000
9,998000,114000
9,942000,120000
9,1002000,117000
10,1054000,124000
10,860000,119000
10,1047000,121000
10,1058000,120000
10,991000,121000
10,1030000,123000
10,1021000,121000
10,1055000,123000
10,1048000,124000
10,1051000,120000
10,1150000,139000
10,1049000,124000
10,1466000,170000
10,1227000,153000
10,1198000,155000
10,1050000,122000
10,1049000,126000
10,1045000,124000
10,1044000,130000
10,1091000,122000
11,1066000,117000
11,1066000,118000
11,1070000,125000
11,1073000,120000
11,851000,119000
11,862000,119000
11,861000,118000
11,1082000,119000
11,866000,119000
11,1071000,124000
11,1019000,113000
11,1019000,119000
11,1080000,126000
11,1059000,118000
11,1198000,119000
11,877000,119000
11,970000,120000
11,1060000,120000
11,865000,123000
11,862000,120000
12,1134000,117000
12,1160000,122000
12,937000,120000
12,1155000,120000
12,1137000,120000
12,1128000,120000
12,1062000,117000
12,1145000,121000
12,1192000,137000
12,1126000,121000
12,1100000,118000
12,1112000,123000
12,1104000,121000
12,1131000,119000
12,1159000,121000
12,934000,123000
12,1263000,121000
12,1129000,122000
12,1058000,122000
12,1133000,120000
13,1136000,119000
13,1110000,122000
13,1137000,124000
13,1166000,121000
13,1178000,121000
13,1301000,125000
13,1127000,123000
13,1155000,120000
13,1160000,124000
13,1162000,123000
13,1163000,120000
13,1138000,123000
13,1157000,122000
13,1115000,126000
13,1147000,124000
13,1153000,125000
13,1127000,120000
13,1184000,121000
13,1149000,122000
13,1169000,122000
14,1226000,122000
14,1227000,123000
14,1162000,119000
14,1236000,122000
14,1250000,125000
14,1042000,102000
14,1225000,122000
14,1179000,129000
14,1238000,124000
14,1232000,125000
14,1177000,124000
14,1153000,121000
14,1213000,122000
14,1125000,122000
14,1230000,122000
14,1229000,120000
14,1214000,124000
14,1230000,125000
14,1202000,120000
14,1219000,120000
15,1286000,124000
15,1301000,122000
15,1296000,126000
15,1276000,126000
15,1244000,120000
15,1302000,126000
15,1286000,127000
15,1296000,123000
15,1261000,122000
15,1295000,125000
15,1231000,129000
15,1263000,127000
15,1305000,122000
15,1214000,123000
15,1280000,129000
15,1299000,127000
15,1290000,125000
15,1295000,125000
15,1273000,123000
15,1239000,131000
16,1382000,123000
16,1299000,124000
16,1337000,121000
16,1344000,123000
16,1319000,124000
16,1343000,125000
16,1345000,121000
16,1316000,123000
16,1110000,101000
16,1302000,120000
16,1202000,113000
16,1089000,222000
16,1223000,115000
16,1313000,122000
16,1285000,121000
16,1342000,126000
16,1337000,124000
16,1278000,117000
16,1296000,123000
16,1266000,141000
