Pallet: "balances", Extrinsic: "set_balance", Steps: 100, Repeat: 10
E,U,time
407,500,105000
407,500,111000
407,500,106000
407,500,112000
407,500,110000
407,500,149000
407,500,113000
407,500,110000
407,500,110000
416,500,111000
416,500,110000
416,500,113000
416,500,112000
416,500,109000
416,500,110000
416,500,109000
416,500,110000
416,500,111000
416,500,111000
425,500,113000
425,500,110000
425,500,109000
425,500,111000
425,500,112000
425,500,111000
425,500,109000
425,500,109000
425,500,113000
425,500,112000
434,500,109000
434,500,110000
434,500,111000
434,500,110000
434,500,106000
434,500,109000
434,500,107000
434,500,110000
434,500,111000
434,500,120000
443,500,111000
443,500,110000
443,500,112000
443,500,113000
443,500,110000
443,500,113000
443,500,112000
443,500,109000
443,500,112000
443,500,110000
452,500,111000
452,500,114000
452,500,112000
452,500,111000
452,500,119000
452,500,109000
452,500,111000
452,500,113000
452,500,119000
452,500,115000
461,500,110000
461,500,110000
461,500,105000
461,500,109000
461,500,110000
461,500,114000
461,500,110000
461,500,112000
461,500,112000
461,500,111000
470,500,109000
470,500,113000
470,500,111000
470,500,111000
470,500,110000
470,500,114000
470,500,111000
470,500,113000
470,500,111000
470,500,113000
479,500,113000
479,500,113000
479,500,111000
479,500,114000
479,500,112000
479,500,112000
479,500,111000
479,500,116000
479,500,109000
479,500,110000
488,500,111000
488,500,114000
488,500,109000
488,500,112000
488,500,108000
488,500,108000
488,500,111000
488,500,112000
488,500,114000
488,500,110000
497,500,115000
497,500,113000
497,500,111000
497,500,112000
497,500,113000
497,500,108000
497,500,111000
497,500,114000
497,500,111000
497,500,110000
506,500,110000
506,500,105000
506,500,111000
506,500,112000
506,500,112000
506,500,119000
506,500,109000
506,500,104000
506,500,105000
506,500,103000
515,500,106000
515,500,105000
515,500,135000
515,500,111000
515,500,112000
515,500,111000
515,500,108000
515,500,113000
515,500,108000
515,500,120000
524,500,111000
524,500,113000
524,500,102000
524,500,113000
524,500,113000
524,500,115000
524,500,114000
524,500,113000
524,500,109000
524,500,109000
533,500,106000
533,500,113000
533,500,110000
533,500,108000
533,500,111000
533,500,115000
533,500,103000
533,500,114000
533,500,111000
533,500,107000
542,500,113000
542,500,111000
542,500,111000
542,500,111000
542,500,103000
542,500,110000
542,500,111000
542,500,106000
542,500,111000
542,500,104000
551,500,112000
551,500,115000
551,500,112000
551,500,111000
551,500,117000
551,500,109000
551,500,111000
551,500,112000
551,500,112000
551,500,112000
560,500,112000
560,500,111000
560,500,109000
560,500,112000
560,500,105000
560,500,112000
560,500,109000
560,500,112000
560,500,111000
560,500,112000
569,500,110000
569,500,113000
569,500,109000
569,500,112000
569,500,112000
569,500,111000
569,500,113000
569,500,128000
569,500,114000
569,500,110000
578,500,113000
578,500,118000
578,500,111000
578,500,102000
578,500,111000
578,500,112000
578,500,125000
578,500,111000
578,500,112000
578,500,112000
587,500,105000
587,500,111000
587,500,103000
587,500,110000
587,500,113000
587,500,110000
587,500,112000
587,500,110000
587,500,111000
587,500,110000
596,500,102000
596,500,110000
596,500,112000
596,500,110000
596,500,113000
596,500,113000
596,500,111000
596,500,111000
596,500,111000
596,500,110000
605,500,110000
605,500,112000
605,500,112000
605,500,111000
605,500,111000
605,500,109000
605,500,111000
605,500,113000
605,500,112000
605,500,113000
614,500,103000
614,500,113000
614,500,110000
614,500,110000
614,500,111000
614,500,110000
614,500,111000
614,500,111000
614,500,110000
614,500,112000
623,500,113000
623,500,111000
623,500,110000
623,500,109000
623,500,108000
623,500,110000
623,500,111000
623,500,111000
623,500,111000
623,500,109000
632,500,109000
632,500,110000
632,500,110000
632,500,111000
632,500,112000
632,500,113000
632,500,111000
632,500,112000
632,500,114000
632,500,114000
641,500,111000
641,500,111000
641,500,114000
641,500,111000
641,500,104000
641,500,111000
641,500,110000
641,500,109000
641,500,111000
641,500,137000
650,500,102000
650,500,113000
650,500,110000
650,500,112000
650,500,113000
650,500,111000
650,500,112000
650,500,113000
650,500,105000
650,500,109000
659,500,111000
659,500,113000
659,500,114000
659,500,102000
659,500,111000
659,500,111000
659,500,112000
659,500,108000
659,500,119000
659,500,114000
668,500,109000
668,500,111000
668,500,113000
668,500,112000
668,500,110000
668,500,113000
668,500,112000
668,500,111000
668,500,111000
668,500,112000
677,500,109000
677,500,110000
677,500,131000
677,500,112000
677,500,110000
677,500,106000
677,500,113000
677,500,104000
677,500,112000
677,500,112000
686,500,110000
686,500,113000
686,500,113000
686,500,113000
686,500,110000
686,500,108000
686,500,112000
686,500,110000
686,500,114000
686,500,111000
695,500,112000
695,500,113000
695,500,110000
695,500,111000
695,500,104000
695,500,110000
695,500,110000
695,500,112000
695,500,110000
695,500,109000
704,500,112000
704,500,115000
704,500,111000
704,500,110000
704,500,111000
704,500,111000
704,500,113000
704,500,113000
704,500,110000
704,500,114000
713,500,111000
713,500,110000
713,500,111000
713,500,111000
713,500,110000
713,500,110000
713,500,115000
713,500,112000
713,500,109000
713,500,113000
722,500,115000
722,500,108000
722,500,104000
722,500,112000
722,500,109000
722,500,112000
722,500,113000
722,500,111000
722,500,108000
722,500,112000
731,500,110000
731,500,110000
731,500,112000
731,500,110000
731,500,111000
731,500,111000
731,500,112000
731,500,113000
731,500,119000
731,500,113000
740,500,109000
740,500,111000
740,500,112000
740,500,112000
740,500,111000
740,500,109000
740,500,115000
740,500,109000
740,500,110000
740,500,110000
749,500,104000
749,500,114000
749,500,106000
749,500,105000
749,500,111000
749,500,111000
749,500,110000
749,500,113000
749,500,111000
749,500,110000
758,500,111000
758,500,107000
758,500,112000
758,500,112000
758,500,111000
758,500,110000
758,500,109000
758,500,114000
758,500,114000
758,500,111000
767,500,111000
767,500,112000
767,500,113000
767,500,109000
767,500,112000
767,500,112000
767,500,113000
767,500,112000
767,500,104000
767,500,110000
776,500,112000
776,500,111000
776,500,111000
776,500,131000
776,500,129000
776,500,110000
776,500,110000
776,500,110000
776,500,110000
776,500,113000
785,500,112000
785,500,106000
785,500,112000
785,500,109000
785,500,106000
785,500,113000
785,500,110000
785,500,104000
785,500,103000
785,500,112000
794,500,116000
794,500,113000
794,500,111000
794,500,112000
794,500,110000
794,500,113000
794,500,112000
794,500,112000
794,500,111000
794,500,111000
803,500,113000
803,500,113000
803,500,110000
803,500,110000
803,500,113000
803,500,116000
803,500,111000
803,500,112000
803,500,111000
803,500,113000
812,500,106000
812,500,111000
812,500,110000
812,500,111000
812,500,116000
812,500,109000
812,500,109000
812,500,109000
812,500,103000
812,500,112000
821,500,111000
821,500,111000
821,500,112000
821,500,110000
821,500,113000
821,500,112000
821,500,106000
821,500,113000
821,500,105000
821,500,110000
830,500,113000
830,500,111000
830,500,112000
830,500,116000
830,500,111000
830,500,112000
830,500,113000
830,500,111000
830,500,112000
830,500,113000
839,500,112000
839,500,106000
839,500,111000
839,500,113000
839,500,111000
839,500,113000
839,500,112000
839,500,116000
839,500,115000
839,500,111000
848,500,111000
848,500,109000
848,500,105000
848,500,111000
848,500,113000
848,500,112000
848,500,109000
848,500,113000
848,500,114000
848,500,111000
857,500,113000
857,500,110000
857,500,111000
857,500,112000
857,500,106000
857,500,103000
857,500,112000
857,500,112000
857,500,111000
857,500,108000
866,500,113000
866,500,111000
866,500,110000
866,500,123000
866,500,113000
866,500,113000
866,500,106000
866,500,110000
866,500,108000
866,500,108000
875,500,112000
875,500,110000
875,500,113000
875,500,111000
875,500,112000
875,500,112000
875,500,114000
875,500,107000
875,500,114000
875,500,112000
884,500,111000
884,500,112000
884,500,112000
884,500,113000
884,500,111000
884,500,111000
884,500,113000
884,500,110000
884,500,111000
884,500,109000
893,500,105000
893,500,112000
893,500,110000
893,500,109000
893,500,110000
893,500,111000
893,500,120000
893,500,111000
893,500,104000
893,500,113000
902,500,106000
902,500,112000
902,500,110000
902,500,114000
902,500,111000
902,500,112000
902,500,106000
902,500,114000
902,500,103000
902,500,104000
911,500,111000
911,500,111000
911,500,112000
911,500,107000
911,500,109000
911,500,114000
911,500,114000
911,500,114000
911,500,103000
911,500,117000
920,500,112000
920,500,111000
920,500,111000
920,500,110000
920,500,111000
920,500,105000
920,500,111000
920,500,114000
920,500,111000
920,500,117000
929,500,114000
929,500,109000
929,500,111000
929,500,111000
929,500,113000
929,500,106000
929,500,111000
929,500,113000
929,500,104000
929,500,107000
938,500,106000
938,500,118000
938,500,108000
938,500,108000
938,500,112000
938,500,112000
938,500,112000
938,500,112000
938,500,110000
938,500,110000
947,500,114000
947,500,111000
947,500,112000
947,500,110000
947,500,113000
947,500,112000
947,500,114000
947,500,112000
947,500,114000
947,500,110000
956,500,111000
956,500,111000
956,500,113000
956,500,115000
956,500,111000
956,500,112000
956,500,113000
956,500,113000
956,500,111000
956,500,112000
965,500,113000
965,500,115000
965,500,113000
965,500,115000
965,500,113000
965,500,108000
965,500,110000
965,500,113000
965,500,113000
965,500,111000
974,500,114000
974,500,102000
974,500,105000
974,500,111000
974,500,113000
974,500,111000
974,500,111000
974,500,113000
974,500,111000
974,500,109000
983,500,111000
983,500,111000
983,500,113000
983,500,112000
983,500,110000
983,500,112000
983,500,106000
983,500,113000
983,500,112000
983,500,109000
501,1,110000
501,1,108000
501,1,113000
501,1,110000
501,1,111000
501,1,117000
501,1,105000
501,1,131000
501,1,113000
501,1,111000
501,10,108000
501,10,109000
501,10,112000
501,10,111000
501,10,115000
501,10,110000
501,10,108000
501,10,112000
501,10,111000
501,10,108000
501,19,125000
501,19,111000
501,19,110000
501,19,113000
501,19,104000
501,19,112000
501,19,109000
501,19,110000
501,19,102000
501,19,110000
501,28,104000
501,28,111000
501,28,109000
501,28,111000
501,28,109000
501,28,104000
501,28,113000
501,28,107000
501,28,106000
501,28,109000
501,37,112000
501,37,112000
501,37,109000
501,37,109000
501,37,112000
501,37,110000
501,37,111000
501,37,108000
501,37,111000
501,37,112000
501,46,111000
501,46,114000
501,46,109000
501,46,113000
501,46,115000
501,46,238000
501,46,111000
501,46,112000
501,46,112000
501,46,111000
501,55,111000
501,55,114000
501,55,112000
501,55,109000
501,55,113000
501,55,112000
501,55,105000
501,55,109000
501,55,113000
501,55,110000
501,64,111000
501,64,111000
501,64,108000
501,64,102000
501,64,112000
501,64,113000
501,64,111000
501,64,110000
501,64,115000
501,64,111000
501,73,115000
501,73,110000
501,73,109000
501,73,108000
501,73,113000
501,73,116000
501,73,112000
501,73,111000
501,73,113000
501,73,103000
501,82,109000
501,82,104000
501,82,108000
501,82,108000
501,82,107000
501,82,119000
501,82,111000
501,82,112000
501,82,111000
501,82,117000
501,91,106000
501,91,108000
501,91,108000
501,91,114000
501,91,106000
501,91,113000
501,91,104000
501,91,109000
501,91,110000
501,91,106000
501,100,112000
501,100,106000
501,100,111000
501,100,113000
501,100,111000
501,100,112000
501,100,108000
501,100,112000
501,100,112000
501,100,105000
501,109,112000
501,109,111000
501,109,108000
501,109,112000
501,109,112000
501,109,108000
501,109,109000
501,109,110000
501,109,124000
501,109,112000
501,118,113000
501,118,113000
501,118,111000
501,118,111000
501,118,114000
501,118,110000
501,118,111000
501,118,108000
501,118,98000
501,118,111000
501,127,110000
501,127,112000
501,127,112000
501,127,112000
501,127,114000
501,127,112000
501,127,113000
501,127,112000
501,127,112000
501,127,113000
501,136,127000
501,136,112000
501,136,110000
501,136,113000
501,136,119000
501,136,111000
501,136,110000
501,136,111000
501,136,113000
501,136,119000
501,145,111000
501,145,112000
501,145,112000
501,145,111000
501,145,112000
501,145,103000
501,145,109000
501,145,110000
501,145,111000
501,145,109000
501,154,110000
501,154,109000
501,154,114000
501,154,106000
501,154,113000
501,154,111000
501,154,111000
501,154,113000
501,154,108000
501,154,110000
501,163,112000
501,163,114000
501,163,108000
501,163,102000
501,163,112000
501,163,114000
501,163,112000
501,163,135000
501,163,113000
501,163,112000
501,172,109000
501,172,112000
501,172,112000
501,172,109000
501,172,109000
501,172,112000
501,172,103000
501,172,111000
501,172,112000
501,172,111000
501,181,111000
501,181,108000
501,181,111000
501,181,111000
501,181,111000
501,181,117000
501,181,105000
501,181,112000
501,181,111000
501,181,110000
501,190,113000
501,190,111000
501,190,113000
501,190,113000
501,190,108000
501,190,109000
501,190,115000
501,190,169000
501,190,102000
501,190,113000
501,199,112000
501,199,113000
501,199,113000
501,199,109000
501,199,111000
501,199,112000
501,199,110000
501,199,113000
501,199,119000
501,199,114000
501,208,112000
501,208,111000
501,208,112000
501,208,112000
501,208,104000
501,208,110000
501,208,116000
501,208,113000
501,208,115000
501,208,113000
501,217,113000
501,217,111000
501,217,113000
501,217,112000
501,217,104000
501,217,111000
501,217,113000
501,217,112000
501,217,111000
501,217,116000
501,226,110000
501,226,109000
501,226,110000
501,226,112000
501,226,119000
501,226,120000
501,226,112000
501,226,112000
501,226,111000
501,226,110000
501,235,112000
501,235,110000
501,235,104000
501,235,112000
501,235,103000
501,235,110000
501,235,113000
501,235,112000
501,235,109000
501,235,114000
501,244,105000
501,244,109000
501,244,110000
501,244,112000
501,244,112000
501,244,112000
501,244,114000
501,244,115000
501,244,114000
501,244,111000
501,253,112000
501,253,115000
501,253,109000
501,253,101000
501,253,111000
501,253,111000
501,253,110000
501,253,111000
501,253,204000
501,253,105000
501,262,213000
501,262,110000
501,262,111000
501,262,113000
501,262,110000
501,262,112000
501,262,104000
501,262,113000
501,262,107000
501,262,111000
501,271,112000
501,271,113000
501,271,110000
501,271,110000
501,271,109000
501,271,111000
501,271,115000
501,271,111000
501,271,106000
501,271,111000
501,280,111000
501,280,111000
501,280,109000
501,280,112000
501,280,111000
501,280,111000
501,280,111000
501,280,113000
501,280,104000
501,280,111000
501,289,112000
501,289,113000
501,289,112000
501,289,111000
501,289,110000
501,289,110000
501,289,111000
501,289,111000
501,289,113000
501,289,114000
501,298,110000
501,298,105000
501,298,112000
501,298,111000
501,298,114000
501,298,110000
501,298,112000
501,298,111000
501,298,126000
501,298,112000
501,307,111000
501,307,112000
501,307,114000
501,307,111000
501,307,112000
501,307,110000
501,307,101000
501,307,111000
501,307,112000
501,307,113000
501,316,112000
501,316,112000
501,316,110000
501,316,110000
501,316,115000
501,316,111000
501,316,111000
501,316,111000
501,316,113000
501,316,120000
501,325,113000
501,325,114000
501,325,121000
501,325,110000
501,325,113000
501,325,110000
501,325,111000
501,325,105000
501,325,111000
501,325,111000
501,334,112000
501,334,113000
501,334,106000
501,334,117000
501,334,112000
501,334,111000
501,334,114000
501,334,114000
501,334,107000
501,334,109000
501,343,110000
501,343,112000
501,343,113000
501,343,110000
501,343,111000
501,343,119000
501,343,111000
501,343,113000
501,343,111000
501,343,112000
501,352,112000
501,352,112000
501,352,112000
501,352,111000
501,352,111000
501,352,110000
501,352,111000
501,352,112000
501,352,112000
501,352,113000
501,361,111000
501,361,113000
501,361,104000
501,361,112000
501,361,112000
501,361,111000
501,361,110000
501,361,113000
501,361,122000
501,361,113000
501,370,114000
501,370,112000
501,370,113000
501,370,115000
501,370,117000
501,370,114000
501,370,111000
501,370,109000
501,370,112000
501,370,109000
501,379,118000
501,379,112000
501,379,113000
501,379,115000
501,379,110000
501,379,112000
501,379,112000
501,379,108000
501,379,104000
501,379,114000
501,388,106000
501,388,114000
501,388,110000
501,388,113000
501,388,109000
501,388,103000
501,388,110000
501,388,111000
501,388,110000
501,388,112000
501,397,111000
501,397,116000
501,397,115000
501,397,114000
501,397,114000
501,397,111000
501,397,108000
501,397,113000
501,397,114000
501,397,214000
501,406,109000
501,406,108000
501,406,112000
501,406,107000
501,406,108000
501,406,111000
501,406,129000
501,406,111000
501,406,104000
501,406,115000
501,415,106000
501,415,111000
501,415,117000
501,415,106000
501,415,114000
501,415,113000
501,415,112000
501,415,111000
501,415,112000
501,415,113000
501,424,111000
501,424,114000
501,424,111000
501,424,116000
501,424,114000
501,424,112000
501,424,111000
501,424,102000
501,424,112000
501,424,114000
501,433,111000
501,433,111000
501,433,114000
501,433,112000
501,433,107000
501,433,111000
501,433,105000
501,433,113000
501,433,118000
501,433,113000
501,442,111000
501,442,110000
501,442,109000
501,442,112000
501,442,105000
501,442,115000
501,442,112000
501,442,112000
501,442,104000
501,442,114000
501,451,113000
501,451,111000
501,451,109000
501,451,114000
501,451,112000
501,451,113000
501,451,108000
501,451,112000
501,451,112000
501,451,111000
501,460,112000
501,460,110000
501,460,114000
501,460,115000
501,460,102000
501,460,113000
501,460,114000
501,460,113000
501,460,111000
501,460,114000
501,469,113000
501,469,114000
501,469,115000
501,469,111000
501,469,111000
501,469,114000
501,469,103000
501,469,116000
501,469,113000
501,469,126000
501,478,109000
501,478,110000
501,478,120000
501,478,116000
501,478,110000
501,478,109000
501,478,110000
501,478,109000
501,478,116000
501,478,115000
501,487,109000
501,487,112000
501,487,108000
501,487,110000
501,487,111000
501,487,110000
501,487,112000
501,487,108000
501,487,112000
501,487,112000
501,496,106000
501,496,109000
501,496,115000
501,496,113000
501,496,114000
501,496,112000
501,496,112000
501,496,112000
501,496,113000
501,496,113000
501,505,114000
501,505,109000
501,505,110000
501,505,111000
501,505,110000
501,505,113000
