Pallet: "multisig", Extrinsic: "approve_as_multi_approve", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,41189,23270
2,10000,32021,20414
2,10000,31448,19591
2,10000,31323,23064
2,10000,31012,19328
2,10000,30715,19246
2,10000,30730,19106
2,10000,30825,19183
2,10000,30790,19445
2,10000,30520,19014
2,10000,30545,18978
2,10000,30652,19494
2,10000,30443,18943
2,10000,30772,19176
2,10000,30700,18940
2,10000,30624,19001
2,10000,30534,19138
2,10000,30631,19122
2,10000,30655,18812
2,10000,30692,18526
3,10000,28126,19048
3,10000,28036,18958
3,10000,28002,19225
3,10000,27872,18679
3,10000,28415,19576
3,10000,27960,19143
3,10000,28135,19143
3,10000,27849,18562
3,10000,28021,19049
3,10000,27826,18977
3,10000,28021,18948
3,10000,28284,19042
3,10000,28013,19148
3,10000,28320,19534
3,10000,27666,19169
3,10000,27741,19239
3,10000,28156,18939
3,10000,27840,19223
3,10000,27878,19088
3,10000,28212,19380
4,10000,28657,19531
4,10000,28530,19147
4,10000,28753,19434
4,10000,28729,19158
4,10000,28290,19465
4,10000,28518,19238
4,10000,28572,19454
4,10000,28538,19454
4,10000,28738,19404
4,10000,28850,19209
4,10000,28660,18987
4,10000,28662,19414
4,10000,28756,19727
4,10000,28522,19693
4,10000,28465,19624
4,10000,28350,19091
4,10000,28776,19298
4,10000,28265,18908
4,10000,28629,19578
4,10000,28373,19097
5,10000,28833,19422
5,10000,28944,19497
5,10000,29196,19431
5,10000,28803,19321
5,10000,28872,19148
5,10000,28770,19296
5,10000,29009,19984
5,10000,28953,19953
5,10000,29057,19827
5,10000,28732,19552
5,10000,29085,19554
5,10000,28757,19346
5,10000,28781,19297
5,10000,28884,19522
5,10000,28902,19226
5,10000,28764,19607
5,10000,29043,19671
5,10000,28980,19370
5,10000,28784,19216
5,10000,28929,19436
6,10000,29220,19701
6,10000,28935,19800
6,10000,29151,19636
6,10000,29307,19374
6,10000,29047,19482
6,10000,28852,19525
6,10000,29009,19635
6,10000,29443,19373
