Pallet: "scheduler", Extrinsic: "on_initialize", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,extrinsic_time,storage_root_time
0,7547,5550
0,3962,2023
0,3795,1948
0,3764,1904
0,3748,1896
0,3790,1821
0,3836,1831
0,3719,1852
0,3751,1751
0,3820,1884
0,3766,1815
0,3692,1854
0,3777,1849
0,3819,1858
0,3700,1795
0,3714,1831
0,3704,1819
0,3708,1848
0,3766,1787
0,3659,1760
1,42204,33905
1,37740,28234
1,37275,27397
1,37064,26615
1,37064,26483
1,36751,26645
1,36823,26469
1,36776,26793
1,36885,26288
1,36197,26762
1,36411,26686
1,36156,26140
1,36353,26025
1,36699,26376
1,36308,26347
1,36630,26003
1,36372,26181
1,36678,26542
1,36442,26572
1,36542,26336
2,62939,30199
2,60769,29516
2,60445,29392
2,60481,29012
2,60343,29073
2,60673,28791
2,60354,29145
2,60691,28802
2,60431,29245
2,60764,28590
2,60233,29056
2,60558,28623
2,60311,28905
2,60340,28621
2,64447,29110
2,60624,29225
2,60134,28757
2,60268,28650
2,60317,29019
2,60920,28742
3,84989,30645
3,84402,31233
3,84252,31112
3,84456,30621
3,84382,30117
3,86347,31082
3,84421,30855
3,84769,30674
3,84139,30652
3,84524,31001
3,84302,30749
3,84339,30528
3,83939,30964
3,84415,30781
3,84734,30823
3,85307,30778
3,84832,30603
3,84430,30869
3,84627,30806
3,84551,30907
4,106727,35213
4,107250,34654
4,106835,35118
4,106714,34485
4,106639,34687
4,106573,34715
4,106255,34244
4,106506,34307
4,106479,34788
4,106184,34334
4,105831,34524
4,106630,34539
4,119799,34843
4,106799,34286
4,106340,34286
4,106610,34186
4,106018,34355
4,106415,34300
4,106623,34981
4,106626,34658
5,133129,36432
5,131118,36214
5,131142,35975
5,131079,35874
5,131326,36133
5,133270,36713
5,131848,35838
5,131584,36669
5,131512,35977
5,131558,36286
5,130641,35628
5,130685,35600
5,131218,35552
5,130967,36031
5,131527,35664
5,130818,35631
5,130199,35760
5,130985,35302
5,130683,35760
5,131549,35506
6,156821,38140
6,153657,37581
6,153250,37587
6,153005,37287
6,153168,37687
6,153369,37291
6,153006,37467
6,152839,37108
6,152993,36642
6,155534,37207
6,153777,37001
6,154203,37408
6,157153,38192
6,154230,37199
6,153424,37509
6,153386,37783
6,153499,37427
6,153143,37766
6,152942,37964
6,152673,37906
7,174885,39344
7,175229,39184
7,174474,38953
7,174275,38694
7,175692,38595
7,174624,38953
7,174690,38645
7,174911,38504
7,174804,38638
7,175753,38827
7,175683,38804
7,175735,38866
7,175200,39094
7,175216,38563
7,175074,41419
7,174725,38579
7,174886,38458
7,174627,38890
7,174763,38462
7,174177,38195
8,197264,40555
8,197983,39804
8,197275,40101
8,197208,39937
8,197051,39712
8,198500,40119
8,197930,39561
8,198374,39541
8,198118,39800
8,196558,39877
8,197052,40112
8,197120,39858
8,197312,39693
8,198130,39234
8,200552,40464
8,196434,40097
8,197024,39903
8,197498,40258
8,197779,40338
8,197592,39376
9,230065,41643
9,225378,41140
9,224677,41044
9,225171,40684
9,225525,41606
9,224909,41086
9,225237,40989
9,224689,40540
9,225518,40620
9,225210,40945
9,225089,40923
9,224583,40527
9,255666,41432
9,224740,40377
9,224918,41597
9,224468,40865
9,225084,40605
9,224192,41072
9,224306,40616
9,225434,40739
10,247433,42011
10,247303,42675
10,245586,41825
10,245843,41708
10,245787,41622
10,246244,41542
10,246159,42143
10,246313,41709
10,246077,42128
10,249484,42482
10,246972,41628
10,246489,42084
10,246662,42061
10,246069,41877
10,246622,41738
10,246605,42216
10,246404,41970
10,250957,42456
10,246785,41638
10,246289,42059
11,269517,44590
11,269035,43934
11,268806,43165
11,268364,43411
11,268119,43006
11,268187,43527
11,267859,43361
11,268603,43430
11,268395,43508
11,268140,43281
11,267789,43403
11,268125,43875
11,299034,43942
11,268113,43829
11,267824,43466
11,268583,43266
11,268411,43263
11,268716,43038
11,269071,43240
11,268023,46089
12,291278,45777
12,291127,44605
12,291065,44746
12,290138,45112
12,290550,45345
12,290680,45240
12,289599,48242
12,290325,44909
12,290419,44717
12,289724,45560
12,290115,45115
12,290960,44642
12,291448,44952
12,293446,45020
12,290134,44954
12,289970,44663
12,290080,44728
12,291723,45310
12,290835,44914
12,290122,44760
13,343717,46756
13,313242,47117
13,313065,46589
13,312194,46244
13,312906,45662
13,311976,46235
13,312527,46268
13,312522,46577
13,312412,45510
13,312036,46067
13,311258,45650
13,311718,46161
13,312424,45862
13,315733,46813
13,312579,45563
13,312583,45785
13,313632,45856
13,311217,45362
13,311875,45744
13,312327,45959
14,335278,50354
14,334572,49749
14,336236,49680
14,334731,50137
14,334827,49260
14,334605,49855
14,334831,50426
14,335635,49734
14,336385,49867
14,335544,49798
14,335947,49142
14,335036,49629
14,336480,49816
14,335886,49799
14,335510,49845
14,335650,49602
14,334108,49732
14,334534,49427
14,334487,49356
14,335037,50283
15,359081,51130
15,356471,50341
15,358161,51060
15,356359,53340
15,358614,51324
15,357361,50836
15,359023,50679
15,358772,50964
15,357479,50891
15,360212,51917
15,358359,51560
15,355726,51619
15,356922,51497
15,356982,50680
15,357513,51154
15,358773,51432
15,358801,51130
15,356963,51284
15,357152,51273
15,356985,51069
16,378244,58135
16,380184,55490
16,380308,55772
16,379912,55335
16,378250,54770
16,378929,55158
16,379958,55211
16,378047,55242
16,380394,55187
16,380203,54254
16,380446,54745
16,382623,55749
16,383006,54747
16,379681,54347
16,379297,54984
16,379072,54824
16,378538,57723
16,380535,55434
16,380798,54552
16,380564,54425
17,412566,58414
17,410457,58126
17,411115,58362
17,410164,57775
17,411582,58522
17,410208,58158
17,410669,58145
17,409843,57984
17,409332,58296
17,410146,57886
17,410194,57632
17,413841,57955
17,410922,58681
17,409668,58604
17,409032,57651
17,411372,58130
17,411476,57702
17,410429,58243
17,410558,57722
17,412281,57704
18,433735,59954
18,465268,60473
18,434069,59823
18,433268,59970
18,433086,60082
18,434181,60029
18,435935,60160
18,431946,60072
18,433118,60026
18,432857,58963
18,432722,59537
18,434767,59366
18,434310,59558
18,434153,59781
18,433026,59447
18,433877,59107
18,433820,59352
18,432575,59605
18,434051,59945
18,434450,60073
19,485751,61776
19,455818,60349
19,457511,61836
19,457072,60996
19,457341,61190
19,456812,62215
19,454753,61039
19,454852,60969
19,454497,60934
19,458515,61310
19,456448,61232
19,455076,60559
19,455731,61034
19,457444,61024
19,455171,61607
19,457334,60514
19,456164,60835
19,456033,61231
19,458957,60821
19,455664,60475
20,478063,62988
20,477094,62368
20,478902,62830
20,477956,63104
20,477903,62132
20,477804,62838
20,478729,62901
20,478995,63446
20,479186,62959
20,478126,62685
20,478078,62115
20,481334,63749
20,479447,62639
20,478528,62401
20,478731,62857
20,481238,63023
20,478335,62662
20,477756,62522
20,478439,62670
20,477458,62519
21,503009,68233
21,501183,67552
21,501469,67614
21,500905,67304
21,501697,67678
21,501226,67689
21,501882,67808
21,503359,68181
21,503248,68090
21,502454,67240
21,500957,67769
21,502606,67673
21,526735,68897
21,500587,68545
21,502900,67902
21,502385,67439
21,541672,68670
21,501446,68158
21,500800,67261
21,502679,67624
22,527380,72015
22,522288,71259
22,522429,71535
22,522356,70690
22,526331,71195
22,521597,71089
22,523042,70299
22,522196,70904
22,525253,70790
22,521139,71393
22,522403,71141
22,522308,70339
22,525904,71230
22,521787,70388
22,522101,70430
22,522672,70143
22,523443,70613
22,522900,71135
22,523472,70424
22,523429,70782
23,545298,72241
23,544810,72058
23,545343,71874
23,544461,71756
23,544492,71841
23,557820,72049
23,544475,71199
23,554088,72077
23,545809,72239
23,547279,71585
23,544668,70472
23,547876,72341
23,546590,72221
23,544495,71592
23,545530,71999
23,544975,71379
23,544416,71214
23,544763,71924
23,545426,72083
23,545566,71946
24,569245,76590
24,566260,75721
24,571381,76008
24,566358,75849
24,567257,75706
24,568104,76196
24,599911,76797
24,568438,75622
24,567184,76672
24,568023,76324
24,566637,75859
24,567781,75961
24,568041,76266
24,571355,76107
24,568556,75642
24,567971,76510
24,567103,75980
24,568971,76134
24,566111,75440
24,568318,76416
25,592194,78053
25,589973,77382
25,589933,77509
25,588619,77632
25,590267,77139
25,590630,77356
25,591138,78126
25,595515,78134
25,589669,77141
25,590056,76776
25,589865,77083
25,589053,77697
25,590341,77566
25,597220,78728
25,593537,77388
25,590935,77783
25,591548,77311
25,592125,77525
25,590506,77572
25,590575,77853
26,612102,81672
26,616907,82791
26,611335,81541
26,614415,81633
26,642368,81957
26,612491,81663
26,613075,82170
26,615420,82031
26,614293,81621
26,614486,81253
26,613662,81861
26,617749,82121
26,612750,81518
26,613217,81375
26,613387,81473
26,614969,82214
26,614533,80999
26,616681,81419
26,615851,81025
26,613132,82082
27,635468,84562
27,638906,84301
27,636865,85585
27,636295,84619
27,633916,86974
27,634032,84618
27,636265,84689
27,635352,84344
27,634782,83762
27,633877,83429
27,634132,83960
27,635332,84432
27,634736,83802
27,634285,83570
27,639718,84883
27,634344,83211
27,635458,84275
27,636385,85180
27,636385,84035
27,637605,84468
28,657345,87683
28,657836,87460
28,656605,87253
28,656455,87592
28,657067,87130
28,659898,87457
28,657225,87240
28,657559,87596
28,658047,88022
28,655583,88026
28,660762,87591
28,658358,87320
28,656618,87748
28,687865,87537
28,657139,87134
28,658348,87234
28,691476,87790
28,656751,87211
28,656017,87554
28,661138,88243
29,679243,90435
29,681111,90181
29,683979,90573
29,680068,90065
29,678348,90290
29,683988,90564
29,679936,90173
29,681531,90217
29,682153,90976
29,679535,90359
29,679685,89825
29,680886,91825
29,679574,90854
29,679652,90534
29,683690,90548
29,678564,89696
29,679874,90763
29,679585,93525
29,679180,90791
29,679302,90907
30,702102,122349
30,701201,91550
30,703186,92668
30,733275,91820
30,703440,92064
30,702589,91493
30,706612,91566
30,702025,91092
30,701138,92404
30,706098,91860
30,701221,91897
30,703662,92493
30,706851,92453
30,702757,90665
30,701103,91329
30,708046,93457
30,702001,91591
30,701809,90878
30,705321,92538
30,701952,91453
31,726415,93381
31,728967,94640
31,725230,93225
31,726158,92852
31,727052,93703
31,726631,93265
31,724396,92866
31,724906,93490
31,722066,93252
31,757786,94524
31,726221,93353
31,723445,93579
31,730521,93513
31,724780,93052
31,724293,93348
31,727866,93651
31,725080,93076
31,724945,93567
31,725524,93329
31,725383,92773
32,752125,94423
32,747834,94298
32,749668,95248
32,745207,97493
32,748313,95180
32,751254,94604
32,748538,95104
32,747153,93328
32,751533,94166
32,775444,94045
32,747588,95335
32,750579,95079
32,750821,95198
32,748141,94127
32,746089,93255
32,746150,94906
32,748335,94545
32,750618,95288
32,746815,94937
32,748113,95252
33,795555,98543
33,787934,97979
33,788367,97593
33,789088,97939
33,788493,97732
33,790911,98163
33,788129,97379
33,789986,97569
33,796047,98215
33,789381,97853
33,788374,97928
33,788296,97831
33,787252,97727
33,792104,97549
33,787505,97560
33,789077,97458
33,789474,97792
33,791228,97032
33,789239,101067
33,788757,97874
34,811248,98937
34,817196,99516
34,809700,99002
34,811934,98916
34,814800,99869
34,812170,98690
34,817485,99448
34,809312,98113
34,812910,98355
34,811113,97787
34,809489,98097
34,814903,99281
34,811230,98507
34,809199,98438
34,811790,97602
34,811360,98667
34,814281,98766
34,812407,98357
34,812383,97251
34,815540,98196
35,833708,99273
35,832832,98857
35,834628,99692
35,834525,99697
35,838868,100006
35,838347,99073
35,837053,99352
35,832809,99596
35,834634,99295
35,864230,99525
35,833465,99175
35,838307,117593
35,832448,99349
35,835610,99195
35,837959,100335
35,833380,98849
35,832363,129019
35,832973,98709
35,833392,98351
