Pallet: "scheduler", Extrinsic: "cancel", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,extrinsic_time,storage_root_time
1,30353,34303
1,25041,25542
1,24416,24381
1,24256,23650
1,24020,23451
1,24024,23585
1,24125,24160
1,24007,23027
1,23964,23112
1,23691,23153
1,23895,22849
1,23867,22890
1,23673,22718
1,23843,22481
1,23714,22839
1,23790,22740
1,23574,22485
1,23729,22696
1,23889,22950
1,23789,22626
2,27378,25999
2,27712,25771
2,27122,25456
2,27160,24953
2,27010,25042
2,26872,24955
2,26894,25164
2,27185,25076
2,27007,25650
2,27102,25239
2,26943,25321
2,27184,24869
2,27280,24977
2,27305,25101
2,26967,25187
2,27275,25280
2,27042,24947
2,26945,25316
2,26988,25364
2,26812,24685
3,30833,26856
3,30586,26678
3,30728,26469
3,30413,26409
3,30288,25845
3,30546,26198
3,30391,25826
3,30731,26501
3,30511,26564
3,30690,26524
3,30354,25806
3,30409,25680
3,30425,26041
3,30317,25915
3,30023,26015
3,30658,25954
3,30384,25610
3,30517,26038
3,30457,26200
3,30512,26609
4,33592,26359
4,33406,26355
4,33316,26505
4,32978,26399
4,33268,26104
4,33300,27033
4,33394,26219
4,33415,26094
4,33288,26178
4,33107,25943
4,33441,25780
4,33532,26757
4,33092,26307
4,33413,26092
4,33520,26489
4,33083,26241
4,33140,26461
4,33041,26234
4,33436,25964
4,33331,26147
5,37123,26831
5,37061,26808
5,37130,26535
5,37065,26177
5,37113,26659
5,36914,26412
5,37396,26464
5,36933,26534
5,36991,26952
5,37125,26587
5,37137,26680
5,37195,26567
5,37133,26506
5,36940,26954
5,36994,26548
5,36978,26451
5,37095,26509
5,37152,26376
5,37341,26754
5,37100,26657
6,39653,27931
6,39810,27505
6,39428,27193
6,39429,27046
6,39512,27450
6,39160,27692
6,39460,27322
6,39419,27581
6,39646,27374
6,39778,27507
6,39556,27408
6,39332,27135
6,39372,27555
6,39938,27175
6,39570,27307
6,39356,45775
6,39428,27598
6,39578,27559
6,39575,27818
6,39497,27910
7,42624,28437
7,44086,28193
7,42014,27984
7,42056,28038
7,41892,27671
7,41880,27839
7,42400,27670
7,42130,27747
7,41843,27732
7,43791,27575
7,41934,27931
7,42076,27661
7,42177,28139
7,41880,27727
7,41762,27745
7,41748,27945
7,41704,28032
7,42078,27580
7,42081,27706
7,41705,27710
8,44503,28156
8,44407,28065
8,44362,27907
8,44321,27976
8,44669,28177
8,44410,28123
8,44592,27791
8,47512,28337
8,44567,28025
8,44631,27863
8,44776,27754
8,44369,27675
8,44598,27538
8,44472,27802
8,44257,27769
8,44340,27555
8,44245,27596
8,44310,28000
8,44142,27740
8,44498,27837
9,49128,28964
9,49179,28733
9,50310,29178
9,48947,28947
9,49231,28320
9,49285,28943
9,49285,28420
9,49168,28483
9,49330,28691
9,49213,28580
9,49026,28545
9,49013,28448
9,49263,28245
9,48911,28354
9,48916,28363
9,49126,30891
9,49534,28425
9,49284,28260
9,49494,28293
9,49252,28229
10,52370,29087
10,51835,28753
10,51695,28825
10,51720,28881
10,52076,29082
10,51969,29005
10,52039,28948
10,51731,28711
10,82580,29184
10,51695,28750
10,51803,28613
10,51751,28682
10,51873,28433
10,51955,29153
10,51904,28878
10,51960,28725
10,52028,28840
10,51767,29313
10,51794,29074
10,51812,28711
11,54257,29417
11,54556,29645
11,54345,29298
11,54413,29406
11,54148,29235
11,54354,29512
11,54092,29325
11,54149,28963
11,54109,29103
11,54415,28992
11,54331,29058
11,54304,29309
11,54456,31983
11,54273,29214
11,54347,29381
11,54112,29430
11,54185,29156
11,53856,29145
11,54247,29065
11,53972,29090
12,56746,29848
12,56490,30207
12,56781,30105
12,56508,30284
12,56902,29811
12,56659,29852
12,56934,29671
12,56709,30211
12,56746,30056
12,56528,29851
12,56559,30065
12,56986,30069
12,56590,29683
12,56658,29642
12,56591,30204
12,57216,30290
12,56671,30004
12,56864,29869
12,56867,29872
12,56493,29701
13,59116,30319
13,62680,30822
13,59479,30238
13,59498,30338
13,59109,30149
13,59358,29926
13,59189,30624
13,59158,30096
13,59207,29857
13,59056,30465
13,59458,30364
13,59230,30331
13,59157,30457
13,58945,30922
13,59265,30496
13,59391,30614
13,59561,30713
13,60903,30646
13,59375,30201
13,59353,30136
14,61756,30466
14,61670,30550
14,61762,30827
14,61975,30798
14,61548,30833
14,61814,30247
14,61535,30856
14,61888,30522
14,61938,30598
14,61718,30209
14,62034,30575
14,62107,30490
14,61743,30542
14,61405,30100
14,61408,30486
14,61682,30327
14,61813,30693
14,61978,30576
14,61558,30560
14,61918,30192
15,64570,30365
15,64331,30918
15,64518,30910
15,64400,30629
15,64316,30765
15,65137,31077
15,64606,30386
15,64258,30783
15,64395,30836
15,64205,30947
15,64084,30757
15,64424,31220
15,64174,30970
15,64044,30619
15,64226,30508
15,64727,30483
15,64256,30379
15,64357,30505
15,64734,30731
15,64271,30620
16,66752,31232
16,67077,30768
16,66834,30291
16,66484,30728
16,68839,31197
16,66503,30871
16,66605,30898
16,66684,31191
16,66564,31034
16,66413,30728
16,66766,30454
16,66668,30666
16,69386,30774
16,66649,30996
16,66470,30863
16,66437,30672
16,66625,30669
16,66569,30530
16,66605,30600
16,66235,30673
17,73609,31376
17,73836,30718
17,73436,30604
17,73269,30904
17,73887,31167
17,73459,30665
17,73551,30973
17,73918,31145
17,73993,31078
17,74607,30860
17,73770,30981
17,74128,30618
17,73644,30358
17,73919,31056
17,73478,30265
17,73635,31205
17,73654,30539
17,76656,30629
17,73838,30431
17,73606,30817
18,75958,30833
18,76374,30716
18,76093,31254
18,75912,31157
18,75919,31192
18,79007,31374
18,76093,31071
18,75892,30944
18,76139,31057
18,76168,31179
18,76180,31111
18,76242,31132
18,75926,30665
18,76301,31284
18,75856,31218
18,76445,30779
18,75803,31063
18,75788,30722
18,75448,31219
18,76078,31555
19,78334,31477
19,78571,31445
19,78259,31082
19,78544,30921
19,78297,31407
19,78151,30708
19,78725,31721
19,78454,31068
19,81218,31032
19,78672,31357
19,78464,31126
19,78461,31153
19,78559,31413
19,78804,30717
19,78592,31267
19,78226,31200
19,78533,30954
19,78645,30933
19,78559,30686
19,78819,30954
20,81263,31392
20,81003,31802
20,81138,31706
20,81767,31067
20,80998,31556
20,80822,31497
20,80860,31242
20,80437,31457
20,81054,31759
20,80788,31501
20,80692,54925
20,81014,32031
20,80824,31933
20,80742,31684
20,80717,31590
20,80670,31555
20,80776,31404
20,80984,31692
20,81184,31569
20,81059,31811
21,83300,31683
21,83249,31251
21,83730,31471
21,83300,31762
21,83209,31790
21,83462,31475
21,83221,31494
21,83133,31593
21,83735,31590
21,83491,31410
