Pallet: "democracy", Extrinsic: "propose", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,44472,43865
1,41601,37201
1,40913,36838
1,41331,36624
1,40914,36446
1,40435,35769
1,40382,36404
1,39884,36185
1,40083,36169
1,39957,36304
1,40965,36354
1,40122,36012
1,40137,35688
1,39706,36052
1,40132,35980
1,39982,36756
1,40035,35820
1,40154,36017
1,40000,36171
1,39978,35808
2,41016,36931
2,40927,36774
2,40395,36617
2,41156,36933
2,40957,35991
2,41025,36208
2,40547,36455
2,40443,36444
2,40873,36350
2,41228,36557
2,40667,36170
2,40900,36501
2,40750,36234
2,40826,35945
2,40382,36563
2,40795,36075
2,40422,35695
2,40639,35944
2,40502,36107
2,40465,39148
3,41182,38854
3,40817,39165
3,58635,39493
3,45032,39236
3,40890,39687
3,40994,39083
3,40621,38760
3,40439,38890
3,40559,38788
3,40494,38886
3,41505,39105
3,40529,39356
3,40828,38986
3,40845,39201
3,41057,39358
3,40466,39237
3,40815,39582
3,40777,39331
3,40788,39256
3,40616,39368
4,41455,37719
4,40797,37645
4,40716,36988
4,41322,37948
4,41059,37766
4,41069,37656
4,41322,37826
4,41306,37733
4,41624,37693
4,41285,37599
4,41341,37879
4,41097,37640
4,40957,37568
4,41164,37477
4,41367,37386
4,41541,37833
4,41375,37631
4,41640,37590
4,40796,37336
4,41719,37949
5,41641,37698
5,41120,37744
5,41122,37905
5,41325,37944
5,41451,37951
5,40861,38127
5,40977,37991
5,41083,38164
5,41601,37970
5,41209,38006
5,44870,38161
5,41376,38213
5,41115,38109
5,41168,38232
5,40909,37813
5,41259,37635
5,41075,38358
5,41201,37968
5,41620,37823
5,41639,37834
6,41615,41036
6,42504,41641
6,42053,40650
6,41911,40724
6,41250,40556
6,41399,40399
6,41511,40557
6,41308,39929
6,41317,40557
6,41424,40283
6,41719,40714
6,41708,40443
6,40722,40260
6,41663,40002
6,41060,39718
6,41414,40402
6,41377,40096
6,41223,39986
6,41480,40328
6,41625,40256
7,41893,38607
7,42165,38699
7,41609,38711
7,41858,39111
7,41380,38888
7,41681,38647
7,41794,39263
7,41448,38747
7,41534,38858
7,42194,39009
7,41803,39037
7,41657,38859
7,41597,38990
7,41665,38830
7,41466,38915
7,41687,39032
7,41781,38679
7,42077,38883
7,41914,38665
7,41827,38726
8,42483,39148
8,43317,38347
8,43102,38378
8,42685,38972
8,42399,38753
8,42828,38704
8,42616,38544
8,42844,38791
8,42412,37801
8,42754,38288
8,42776,38543
8,43241,38761
8,42521,38782
8,41504,39099
8,42596,38443
8,44215,38662
8,43056,38467
8,43071,38368
8,42464,38694
8,43371,38447
9,42457,40980
9,42860,41327
9,42877,40309
9,45887,41771
9,42947,41127
9,42833,40511
9,43239,40545
9,43303,40621
9,43076,41388
9,43523,40805
9,43220,40471
9,42955,40541
9,42782,40447
9,43140,40713
9,43154,40969
9,43287,40683
9,43014,40796
9,42961,40458
9,46190,41007
9,42739,40936
10,43302,39310
10,43234,38710
10,43013,38935
10,42839,39093
10,43389,39549
10,42965,41872
10,42858,39283
10,43234,38939
10,43332,39005
10,43262,39005
10,42897,39219
10,43122,39290
10,43076,42016
10,42935,39082
10,43006,38604
10,42814,39190
10,43065,39343
10,42616,38430
10,42812,38984
10,43430,38568
11,64863,43442
11,42329,42304
11,42148,42056
11,42126,42021
11,42320,42280
11,42296,41784
11,42454,42119
11,42687,42115
11,42255,42145
11,41795,41904
11,42127,41701
11,41974,41680
11,42248,41867
11,42296,42052
11,42124,42344
11,42406,41861
11,42166,41798
11,42220,42231
11,42329,42169
11,42595,41934
12,63428,41293
12,42227,40341
12,41771,40518
12,42232,40440
12,42339,40962
12,73813,40409
12,42065,40467
12,42299,40023
12,42378,40387
12,42096,40652
12,42140,40520
12,58189,53208
12,42110,40460
12,42445,40182
12,41564,40062
12,42313,40128
12,41686,40091
12,42296,40249
12,41910,40685
12,42123,39938
13,43067,42953
13,42731,42296
13,42644,43056
13,42692,42572
13,43178,43128
13,42534,42625
13,42454,42692
13,42302,43193
13,42425,42715
13,45290,43138
13,42256,42782
13,42606,42586
13,42020,42676
13,42388,42774
13,42369,42918
13,42899,42575
13,42179,42653
13,42575,43255
13,42135,42867
13,42408,42527
14,44307,40311
14,44039,39553
14,43510,40219
14,44203,40558
14,43620,39867
14,43831,40160
14,47312,39884
14,44204,40048
14,43636,40054
14,44140,40457
14,43699,39931
14,44177,40501
14,44566,40707
14,43972,40064
14,44503,40361
14,44125,40138
14,43838,40312
14,73114,40119
14,43862,40157
14,44335,40246
15,44565,40383
15,44364,40617
15,44785,40080
15,44880,41622
15,44351,40146
15,44415,40903
15,44769,40654
15,45517,40828
15,44991,40797
15,44713,40451
15,45108,40260
15,44022,40975
15,44347,40477
15,44875,40193
15,44621,40520
15,44687,39854
15,44760,40823
15,44639,40193
15,44451,40832
15,44292,40460
16,44799,42864
16,44480,43012
16,44998,43128
16,44562,43042
16,44908,43008
16,45052,42827
16,44926,43015
16,44596,42597
16,45092,42956
16,44596,43066
16,44374,43172
16,45243,43185
16,44719,42849
16,44907,43293
16,44585,43288
