Pallet: "proxy", Extrinsic: "remove_proxies", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,17171,30045
1,14551,23702
1,13811,22938
1,13811,22792
1,13954,22697
1,13677,22584
1,14067,22919
1,13860,22422
1,13617,22201
1,13582,22297
1,13598,22373
1,13640,22894
1,13705,22543
1,13572,22530
1,13559,22570
1,13471,22384
1,13535,22116
1,13845,21990
1,13388,22374
1,13497,22171
2,13730,22394
2,13588,22585
2,13609,22132
2,13502,21963
2,13379,22121
2,13437,22472
2,13568,22321
2,13440,22365
2,13358,22278
2,13415,22323
2,13555,22060
2,13388,22387
2,13624,21890
2,13690,22038
2,13582,22187
2,13590,21980
2,13452,22016
2,13362,22301
2,13377,22421
2,13478,22082
3,14231,22743
3,13654,22134
3,13746,22320
3,13709,22510
3,13419,22564
3,13673,22454
3,13574,22438
3,13547,22052
3,13498,22470
3,13766,22182
3,13518,22031
3,13651,22258
3,13616,22300
3,13651,22617
3,13550,22351
3,13699,22570
3,13403,22148
3,13465,22450
3,13469,22355
3,13639,22404
4,13925,22771
4,13827,22335
4,13629,22129
4,13802,21994
4,13893,21977
4,13720,22067
4,13843,22515
4,14001,22084
4,13624,22209
4,13639,22140
4,13822,22122
4,13651,21950
4,13670,22636
4,13516,22525
4,13664,22521
4,13886,22349
4,13604,22058
4,13661,22186
4,13779,22155
4,13657,22323
5,13795,22079
5,13974,22379
5,13781,22245
5,13813,22245
5,13832,22100
5,14103,22108
5,13829,22248
5,13801,22200
5,13461,22079
5,13918,22175
5,13890,22296
5,13868,22717
5,13730,22468
5,13861,22648
5,13694,21996
5,13657,22232
5,13731,22251
5,13945,22488
5,13994,22281
5,13979,22508
6,13795,22677
6,14012,22251
6,13910,22138
6,13982,22025
6,14023,22194
6,14130,21905
6,13780,21935
6,13959,21973
6,14048,22191
6,14053,21970
6,14001,22150
6,13934,21993
6,13870,22186
6,14044,22388
6,13849,22151
6,14054,22120
6,14047,21990
6,14234,22317
6,13856,22136
6,13894,22077
7,14239,22112
7,14529,22380
7,13925,22248
7,14275,22322
7,14327,22506
7,14371,22145
7,14319,22396
7,14176,22266
7,14158,22115
7,14461,22412
7,14203,22476
7,14417,22735
7,14541,22682
7,14147,22428
7,14124,22567
7,14249,22639
7,14025,22085
7,14205,21951
7,14219,22592
7,14309,22384
8,14235,22521
8,14492,22548
8,14325,22506
8,14930,22406
8,14410,22569
8,14597,22596
8,14550,22705
8,14504,22396
8,14434,22524
8,14212,22136
8,14256,22415
8,14421,22783
8,14284,23002
8,14453,22771
8,14188,22617
8,14271,22553
8,14157,22603
8,14146,22397
8,14300,22641
8,14284,22696
9,14649,23046
9,14753,22753
9,14641,22785
9,14691,22746
9,14570,22666
9,14699,22827
9,14519,22864
9,14520,22837
9,14659,22722
9,14585,22583
9,14448,22155
9,14207,22389
9,14397,22766
9,14525,22513
9,14471,22442
9,14228,22452
9,14392,22427
9,14299,22466
9,14368,22685
9,14547,22175
10,14663,22732
10,14587,22777
10,14828,22641
10,17202,23477
10,14943,22882
10,14639,22449
10,14924,22725
10,14805,22805
10,14793,22482
10,14892,22946
10,14693,22760
10,14772,22955
10,14831,22689
10,14852,22465
10,14960,22791
10,14934,22637
10,15041,22932
10,14766,22791
10,14971,22712
10,14671,22685
11,15009,22754
11,14888,22756
11,14866,23066
11,14960,22851
11,14967,22994
11,14799,22937
11,14981,22566
11,14880,22564
11,15084,22611
11,15004,22674
11,14888,22467
11,14701,22636
11,14852,22754
11,14893,22751
11,15014,22724
11,14926,22719
11,14928,22367
11,14978,22488
11,14801,22545
11,17595,22745
12,14889,22654
12,14896,22689
12,15028,22631
12,15157,22993
12,14941,22473
12,14976,22538
12,15115,22320
12,14925,22464
12,15159,22442
12,15065,22507
12,15008,22481
12,15232,22883
12,14774,22525
12,14911,22375
12,14875,22809
12,14919,22935
12,15318,22650
12,15127,23062
12,15014,22954
12,14771,22718
13,14984,22788
13,14930,22477
13,14858,22524
13,14908,22391
13,15170,22730
13,15201,22557
13,15135,22589
13,15177,22638
13,15083,22495
13,15115,22474
13,14803,22414
13,15109,22588
13,15315,23085
13,15021,22823
13,15110,22399
13,15196,22451
13,15242,22544
13,15367,22837
13,15169,22806
13,15111,23022
14,15355,23009
14,15450,23021
14,15416,22817
14,15326,23090
14,15249,22824
14,15471,22660
14,15484,22430
14,16686,23792
14,15297,23002
14,15339,23031
14,15573,23061
14,15248,22818
14,15140,23060
14,15229,22948
14,15353,22872
14,15468,22913
14,15206,22660
14,15132,22712
14,15319,22927
14,15346,22848
15,15401,23087
15,15491,22976
15,15490,23155
15,15278,22757
15,15249,23015
15,15302,22961
15,15423,22694
15,15336,22725
15,15333,22669
15,15435,22850
15,15193,22793
15,15139,22437
15,15291,22764
15,15089,22668
15,15143,22724
15,15119,22966
15,15346,22683
15,15662,23017
15,15118,22915
15,15377,22893
16,15833,23256
16,15422,22657
16,15491,23033
16,15622,22987
16,15705,22865
16,15584,22698
16,15474,22927
16,15482,22876
16,15623,22752
16,15129,23121
16,16447,23792
16,15398,22574
16,15341,22944
16,15532,22844
16,15474,22801
16,15514,22819
16,15483,22926
16,15427,22675
16,15533,22633
16,15444,22642
17,15678,22715
17,15493,22734
17,15680,22971
17,15513,22894
17,15518,23263
17,15336,23074
17,15714,22447
17,15407,22687
17,15682,22990
17,15480,22640
17,15557,22583
17,15438,22718
17,15427,22572
17,15593,22744
17,15372,22711
17,15607,22786
17,15466,22762
17,15538,22779
17,15814,22922
17,15743,22750
18,15777,22720
18,15767,22681
18,15766,22788
18,15507,22771
18,15820,22675
18,15692,22949
18,15473,22902
18,15898,22715
18,15666,23028
18,18541,23048
18,15828,23172
18,15936,22999
18,15619,22834
18,15756,22647
18,15727,23016
18,15653,22688
18,15808,23052
18,15703,22636
18,15754,22977
18,15676,22745
19,15695,23131
19,15670,22662
19,16193,22813
19,15902,22893
19,15866,22752
19,15972,22742
19,15696,22580
19,15604,22863
19,15787,22661
19,15860,23011
19,15813,22864
19,15817,22733
19,15769,22614
19,15800,22519
19,16070,22269
19,15826,22785
19,15801,22856
19,15655,22827
19,15952,22874
19,15946,23015
20,16399,22449
20,16135,23015
20,16036,22785
20,15958,23025
20,16030,22934
20,15934,22587
20,16104,22970
20,16058,22660
20,15835,22615
20,15883,22512
20,15625,22524
20,16010,22688
20,16157,22849
20,16028,22944
20,16249,22831
20,15819,22564
20,16084,22954
20,16428,23113
20,16105,22950
20,15949,22987
21,16098,22902
21,16095,23155
21,16057,22808
21,15821,22669
21,15960,22667
21,16178,22689
21,16080,22680
21,15862,22678
21,16016,22767
21,15885,22581
21,15950,22559
21,15845,22624
21,15989,22652
21,16003,22503
21,15845,22731
21,16112,22593
21,16154,22991
21,15956,23004
21,15939,22691
21,16307,22389
22,16174,22959
22,16235,22977
22,16079,22685
22,16204,22972
22,16254,22990
22,16316,23161
22,16231,23026
22,16214,23005
22,16057,22825
22,16047,22993
22,16323,23007
22,15940,23010
22,16030,22744
22,16009,22783
22,16105,22736
22,16424,22875
22,16423,23142
22,16095,22847
22,16232,23096
22,16258,23056
23,19056,23252
23,16261,22865
23,16193,23015
23,16149,23049
23,16256,22573
23,16298,22667
23,16402,22880
23,16291,22858
23,16246,22556
23,16206,22710
23,16183,23040
23,16386,22777
23,16322,22698
23,16008,22605
23,16134,22559
23,16072,22894
23,16144,22879
23,16178,22839
23,16197,22791
23,16067,22822
24,16270,22706
24,16617,23173
24,16378,22874
24,16450,22822
24,16324,23080
24,16433,23272
24,16347,23128
24,16230,23043
24,16279,22969
24,16221,22790
24,16408,22900
24,16820,23231
24,16545,22979
24,16353,23112
24,16481,22928
24,16363,22771
24,16208,22878
24,16426,23276
24,16193,22730
24,16466,22754
25,16441,22827
25,16756,23098
25,16440,22782
25,16274,22397
25,16498,22617
25,16535,22652
25,16513,22742
25,16455,22699
25,16417,22369
25,16607,22948
25,16881,23152
25,16450,22676
25,16483,22758
25,16226,23170
25,16407,22760
25,16431,22691
25,16194,22922
25,16142,23045
25,16577,22944
25,16749,22951
26,16962,22965
26,16615,22601
26,16540,22867
26,16778,22870
26,16503,23233
26,16633,22808
26,16766,22837
26,16566,23048
26,16487,22690
26,16606,22886
26,16675,23126
26,16604,22666
26,16658,22654
26,16653,23063
26,16592,23037
26,16553,23194
26,16574,22959
26,16751,22954
26,17021,22927
26,16561,22681
27,16940,22659
27,16600,23034
27,16615,22934
27,16800,22842
27,16727,22632
27,16722,22978
27,16537,23148
27,16974,23035
27,16479,22736
27,16828,23132
27,16879,22875
27,16849,22819
27,16685,22981
27,16801,22857
27,16679,22722
27,16653,22765
27,16751,23029
27,16533,22959
27,16622,22857
27,16915,22980
28,16738,23062
28,16759,23035
28,16662,22659
28,16844,22622
28,16689,22813
28,16995,23240
28,16742,22934
28,16815,22779
28,16809,22709
28,16728,22725
28,16619,22804
28,16835,22241
28,16784,22660
28,16643,25648
28,17238,22997
28,16989,22628
28,16764,22985
28,16762,22724
28,16847,23017
28,16762,23047
29,17547,23151
29,17448,22917
29,17948,22961
29,17508,22738
29,17549,23214
29,17393,22483
29,17294,22843
29,17729,22753
29,17095,22728
29,17270,22655
29,18092,23026
29,17403,22811
29,17622,22790
29,17633,22833
29,17464,22737
29,17574,22612
