Pallet: "elections", Extrinsic: "submit_candidacy", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time
1,35231,33586
1,33635,32120
1,33210,31912
1,33104,31771
1,33555,31826
1,32836,31787
1,33405,31968
1,33579,32307
1,32927,32804
1,33399,32168
1,33621,32080
1,33064,32477
1,33557,32154
1,32968,31684
1,33123,31967
1,33285,31692
1,33337,32200
1,33010,31914
1,32827,32177
1,32989,31899
2,34208,31595
2,34008,31884
2,34111,31771
2,34104,31679
2,34358,32046
2,34319,32027
2,33905,32067
2,34143,31615
2,34139,31692
2,33951,31956
2,34033,31828
2,34225,31944
2,33585,32148
2,34161,31475
2,34231,31697
2,34466,31842
2,34139,31882
2,34383,31557
2,33594,31560
2,34190,31479
3,34698,31629
3,34731,31659
3,33438,32511
3,35154,31311
3,34180,31539
3,34573,31738
3,34133,31982
3,34198,31924
3,34401,31985
3,34470,31616
3,34728,31934
3,34417,31612
3,34459,32101
3,34448,31791
3,33518,32161
3,34168,31788
3,34457,31782
3,34613,31394
3,34081,31527
3,34238,31442
4,34773,31933
4,34845,32008
4,34628,31897
4,34805,31443
4,34575,31865
4,34800,31558
4,34932,31917
4,34612,31622
4,34547,32038
4,34847,32032
4,34785,32252
4,34867,32033
4,34946,32010
4,34902,31918
4,34924,31719
4,34770,31606
4,35409,31669
4,35073,31890
4,35110,31938
4,34921,32204
5,34601,32558
5,35148,31763
5,35130,32068
5,35406,32020
5,34873,32035
5,35172,32411
5,35013,32112
5,35359,32087
5,35283,32020
5,35538,31980
5,35086,31456
5,35076,32123
5,35147,32021
5,35217,32278
5,34336,32302
5,35059,31564
5,34402,32538
5,35102,32053
5,35374,32066
5,35428,32313
6,35728,32017
6,35421,32084
6,35360,31927
6,35244,32073
6,35159,32907
6,38384,33230
6,35573,31827
6,35467,31868
6,35228,32201
6,35365,32330
6,35426,32253
6,35421,32291
6,35623,32244
6,35856,32269
6,35460,32301
6,35188,33164
6,35293,31673
6,35948,32081
6,35613,32098
6,35465,32052
7,35816,32443
7,35608,32201
7,35532,32177
7,35244,31958
7,36526,32544
7,35545,32724
7,35230,32069
7,35307,32760
7,35363,32263
7,34866,33173
7,35641,32389
7,35615,32386
7,35664,31921
7,35288,32257
7,35534,32133
7,35931,32497
7,35984,32673
7,35946,32348
7,35725,35550
7,35944,32129
8,35772,32208
8,35956,32335
8,36314,32273
8,35655,32243
8,36061,32271
8,36125,32221
8,35710,32607
8,36199,32294
8,35662,32396
8,35867,32441
8,35671,32575
8,35882,32368
8,34983,32715
8,35897,32477
8,35598,32702
8,36423,33129
8,36017,32755
8,35774,32335
8,36479,32366
8,35446,31970
9,36212,32335
9,35989,33686
9,36575,32692
9,35597,32771
9,35803,33170
9,35775,33436
9,35562,33343
9,36187,32276
9,35813,32658
9,36148,32729
9,35782,32300
9,36405,32788
9,35754,33261
9,36043,32992
9,36646,32575
9,35687,47785
9,36663,32692
9,36375,32795
9,35707,33378
9,36215,32965
10,36702,32528
10,35513,33226
10,35817,33581
10,36497,32704
10,36477,32806
10,36419,33007
10,36143,32919
10,36443,32573
10,36235,32637
10,36321,32190
10,36492,32448
10,35787,33368
10,35915,33659
10,35863,33181
10,36654,32617
10,35950,32865
10,36022,33071
10,36035,36530
10,36592,32983
10,36592,32282
11,37693,33086
11,36268,33368
11,36345,33240
11,37105,33210
11,36709,32748
11,36988,32963
11,36734,32729
11,35992,33502
11,38778,28888
11,38325,28895
11,36020,33201
11,36891,33021
11,36133,33103
11,36075,33698
11,36676,33120
11,38573,28702
11,36408,33201
11,36512,33455
11,36775,32792
11,40132,32721
12,36824,32480
12,36934,32990
12,36931,32991
12,36825,32983
12,36459,33507
12,36633,33489
12,36695,33381
12,36362,34020
12,36863,33269
12,36546,32776
12,36779,32581
12,36783,32530
12,37086,33772
12,36617,33456
12,36707,32781
12,37265,32783
12,36813,32923
12,36910,32766
12,37073,32897
12,37058,32711
13,36745,33434
13,36990,32918
13,36777,33804
13,37292,32627
13,37593,32960
13,37302,33587
13,37335,32726
13,36821,32803
13,37404,32929
13,37438,32946
13,37288,33069
13,37388,32783
13,37558,33493
13,37254,33080
13,37028,32746
13,36806,32895
13,37186,33607
13,36494,33766
13,36949,33528
13,36703,33319
14,37234,32599
14,37677,33123
14,37310,33438
14,37474,33011
14,37616,32926
14,37822,32610
14,37670,32779
14,37140,32951
14,37764,33008
14,36760,34016
14,37166,33508
14,37580,32810
14,37529,33418
14,37526,32971
14,37415,32740
14,37430,32841
14,37660,32984
14,37259,32996
14,37365,33233
14,37037,33700
15,40999,33748
15,37854,33207
15,37840,33725
15,37858,33539
15,37741,33026
15,37429,33480
15,37710,33343
15,37967,33352
15,38044,33316
15,38407,48290
15,38116,33906
15,51091,46189
15,54589,33569
15,38013,34698
15,38496,34099
15,38329,34336
15,38493,34592
15,38515,33846
15,38058,34153
15,39142,34053
16,39145,34057
16,38719,33732
16,38993,34117
16,39234,33935
16,38799,34056
16,37893,32944
16,38078,33703
16,38132,33150
16,38267,33266
16,37967,33024
16,37844,32880
16,37852,33299
16,38231,33090
16,38154,33344
16,37938,32932
16,38129,33556
16,37862,33513
16,38230,33648
16,37757,33401
16,38445,33163
17,38757,33283
17,38715,33858
17,38222,33440
17,38750,33437
17,38957,33445
17,38476,33309
17,38404,33574
17,38348,33460
17,38685,32815
17,38349,33148
17,38369,33196
17,38298,33096
17,38956,33366
17,38377,33593
17,37957,33214
17,38181,32942
17,38953,33722
17,38522,33290
17,38432,33448
17,38316,33269
18,38934,33551
18,38357,33839
18,38878,33176
18,38750,33410
18,38685,33535
18,38862,33025
18,38287,33725
18,39156,33331
18,39240,33419
18,39056,33652
18,38505,33690
18,38514,33299
18,38485,32903
18,38611,36426
18,38377,33733
18,38605,33271
18,38344,33140
18,38660,34494
18,38853,33753
18,38742,33589
19,38921,33706
19,38818,33656
19,39019,33866
19,38982,34093
19,39030,34012
19,38010,34528
19,39168,34238
19,38715,33629
19,38849,34065
19,38799,33589
19,39702,34163
19,38548,34384
19,38527,34503
19,39046,33770
19,38189,34683
19,39271,33784
19,39002,34059
19,39107,33888
19,39027,33742
19,39854,34491
20,39565,33510
20,38219,34374
20,39138,34041
20,39253,33677
20,39304,33785
20,38931,34129
20,38959,33495
20,39153,33995
20,39596,33617
20,39078,33927
20,38840,34108
20,39378,34125
20,39050,34256
20,42062,34068
20,40364,29789
20,39153,33836
20,39709,33641
20,39160,33612
20,38857,33916
20,39176,33466
21,39463,33889
21,39265,33598
21,39211,34042
21,39776,34142
21,39867,33740
21,38354,34660
21,39073,33574
21,40875,34320
21,40307,34869
21,40456,34699
21,40414,34344
21,39675,34338
21,39861,33404
21,39606,33633
21,39626,33741
21,39082,33229
21,39418,34087
21,39989,34191
21,40004,33406
21,39708,34177
22,39884,34401
22,39791,33757
22,40231,33932
22,39676,34302
22,39757,34511
22,40070,34456
22,39875,34088
22,40356,34393
22,39993,33935
22,39920,34324
22,39474,33761
22,40156,33942
22,39584,33960
22,39926,34040
22,40131,33459
22,39710,33654
22,40131,34078
22,40273,33764
22,39802,34882
22,39386,34753
23,40231,34151
23,39879,34476
23,39514,34345
23,40327,34625
23,39171,34365
23,40168,34169
23,39847,33712
23,39755,34041
23,40488,34117
23,40523,33957
23,40151,33948
23,40323,34235
23,40128,33863
23,40270,33683
23,40256,33927
23,38872,34236
23,39225,34643
23,40007,34639
23,39958,34161
23,39644,34540
24,40752,34115
24,40683,34092
24,40354,34381
24,40559,34395
24,40247,34319
24,40149,34791
24,40830,34056
24,40359,34106
24,39672,34914
24,40629,34029
24,40394,34249
24,39774,34834
24,40520,34248
24,40574,33870
24,40595,34193
24,40178,34394
24,39941,34151
24,40528,33768
24,40641,33998
24,40544,33785
25,40505,33968
25,40607,34180
25,40520,34048
25,40411,34529
25,40607,34342
25,40582,34179
25,40867,34093
25,39805,34958
25,40759,34073
25,40736,34079
25,40587,34273
25,43076,35324
25,39764,34587
25,40603,34184
25,40472,33733
25,40700,33962
25,42343,29587
25,40594,35003
25,40553,35077
25,40074,35187
26,42306,35759
26,40249,35210
26,39938,34907
26,40267,35278
26,40862,35919
26,40854,35367
26,40250,34879
26,40258,35185
26,40481,34652
