Pallet: "identity", Extrinsic: "clear_identity", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,s,x,extrinsic_time,storage_root_time
1,100,100,392596,222891
1,100,100,386139,217067
1,100,100,386761,214859
1,100,100,383971,214477
1,100,100,385599,214532
1,100,100,385198,215485
1,100,100,384449,214654
1,100,100,384692,214222
1,100,100,386617,216432
1,100,100,383856,215627
1,100,100,383936,218109
1,100,100,385166,214722
1,100,100,388467,215544
1,100,100,383642,214920
1,100,100,445864,216336
1,100,100,384857,216723
1,100,100,384437,216527
1,100,100,382480,215225
1,100,100,386238,215622
1,100,100,384462,215746
2,100,100,389283,215704
2,100,100,388944,215651
2,100,100,385078,213753
2,100,100,383656,215170
2,100,100,383360,215918
2,100,100,387053,214241
2,100,100,386041,215048
2,100,100,385096,216757
2,100,100,387153,215844
2,100,100,420351,215639
2,100,100,385439,215407
2,100,100,386648,215829
2,100,100,384847,220060
2,100,100,385162,214434
2,100,100,387561,214730
2,100,100,383958,215240
2,100,100,383725,214197
2,100,100,405008,216578
2,100,100,385206,216582
2,100,100,386480,215418
3,100,100,385288,215668
3,100,100,387020,215758
3,100,100,386369,215556
3,100,100,384110,214935
3,100,100,386011,216238
3,100,100,385141,215374
3,100,100,386847,216497
3,100,100,387263,214722
3,100,100,387582,216704
3,100,100,384078,217132
3,100,100,383762,216308
3,100,100,384799,217144
3,100,100,387559,217519
3,100,100,385979,216761
3,100,100,385535,215836
3,100,100,388001,216174
3,100,100,383494,219672
3,100,100,385642,216082
3,100,100,382621,215480
3,100,100,385148,215505
4,100,100,388039,215104
4,100,100,385460,216556
4,100,100,385403,215347
4,100,100,386668,216243
4,100,100,385766,215445
4,100,100,386193,215459
4,100,100,383822,215217
4,100,100,386026,219914
4,100,100,386178,215440
4,100,100,384428,215256
4,100,100,387785,215119
4,100,100,386499,213811
4,100,100,385454,215271
4,100,100,387641,215097
4,100,100,387485,215813
4,100,100,386968,215610
4,100,100,384689,215777
4,100,100,387951,214903
4,100,100,385199,215693
4,100,100,386447,214838
5,100,100,388945,216100
5,100,100,389331,215744
5,100,100,386406,243292
5,100,100,385696,218366
5,100,100,383262,216749
5,100,100,384389,215903
5,100,100,383777,216145
5,100,100,385023,215129
5,100,100,385428,216505
5,100,100,385661,215655
5,100,100,384645,214709
5,100,100,384114,214675
5,100,100,387666,215329
5,100,100,382660,214943
5,100,100,386504,215566
5,100,100,387459,216109
5,100,100,386861,216714
5,100,100,385393,216126
5,100,100,385350,215037
5,100,100,385811,215414
6,100,100,385843,215465
6,100,100,386685,215770
6,100,100,386483,215563
6,100,100,386546,215538
6,100,100,386026,215407
6,100,100,384717,215305
6,100,100,385830,215383
6,100,100,388165,216455
6,100,100,385223,215746
6,100,100,386172,215640
6,100,100,385237,215067
6,100,100,384825,215445
6,100,100,384115,223447
6,100,100,390331,216032
6,100,100,387215,216655
6,100,100,386822,216369
6,100,100,385351,215370
6,100,100,386197,214927
6,100,100,383864,215503
6,100,100,386856,215780
7,100,100,386709,217248
7,100,100,387310,216108
7,100,100,385963,214999
7,100,100,388381,215701
7,100,100,385455,215913
7,100,100,385826,215555
7,100,100,384096,215447
7,100,100,386472,215432
7,100,100,387509,214821
7,100,100,390604,216022
7,100,100,383957,216542
7,100,100,387249,214450
7,100,100,386157,216227
7,100,100,386151,215382
7,100,100,385495,216382
7,100,100,390341,215915
7,100,100,386516,215883
7,100,100,385050,215404
7,100,100,387730,215871
7,100,100,385288,215781
8,100,100,418466,218186
8,100,100,386588,216320
8,100,100,384346,214515
8,100,100,385052,214699
8,100,100,384487,215560
8,100,100,385687,216779
8,100,100,385184,216274
8,100,100,384532,220264
8,100,100,387059,215616
8,100,100,383753,215491
8,100,100,384719,215736
8,100,100,387462,216667
8,100,100,383740,215573
8,100,100,386712,216664
8,100,100,384554,215892
8,100,100,386831,216015
8,100,100,384055,217225
8,100,100,387657,215806
8,100,100,387150,217374
8,100,100,387034,216283
9,100,100,386649,216104
9,100,100,390717,216322
9,100,100,386167,215160
9,100,100,384900,216948
9,100,100,387305,215236
9,100,100,386370,215997
9,100,100,389447,217232
9,100,100,388044,215533
9,100,100,385092,216194
9,100,100,387441,214105
9,100,100,384659,217727
9,100,100,386065,216915
9,100,100,385991,217173
9,100,100,388306,217428
9,100,100,389293,216144
9,100,100,386700,215899
9,100,100,386150,215614
9,100,100,385627,217129
9,100,100,386736,215350
9,100,100,388152,216358
10,100,100,385698,215457
10,100,100,387766,217404
10,100,100,386652,214694
10,100,100,389000,216239
10,100,100,386149,215927
10,100,100,389253,216444
10,100,100,385061,215963
10,100,100,389280,216648
10,100,100,385037,215237
10,100,100,388042,215688
10,100,100,388751,215544
10,100,100,388426,216491
10,100,100,386738,215817
10,100,100,386590,219375
10,100,100,384669,218264
10,100,100,384941,219107
10,100,100,387541,215246
10,100,100,386065,218632
10,100,100,385480,216319
10,100,100,386618,219345
11,100,100,384806,216315
11,100,100,385859,215536
11,100,100,385361,216737
11,100,100,384816,217653
11,100,100,386165,219488
11,100,100,386303,216572
11,100,100,385113,216637
11,100,100,386609,215986
11,100,100,384342,217319
11,100,100,389461,216860
11,100,100,385442,216821
11,100,100,387872,215391
11,100,100,386976,217348
11,100,100,387120,216492
11,100,100,390282,217759
11,100,100,387576,217129
11,100,100,386446,216115
11,100,100,386127,217416
11,100,100,386435,216505
11,100,100,388275,217276
12,100,100,386419,217259
12,100,100,387794,217837
12,100,100,385990,216238
12,100,100,387666,217050
12,100,100,386137,217629
12,100,100,387391,215982
12,100,100,388971,217343
12,100,100,386220,216019
12,100,100,384692,217322
12,100,100,385650,216408
12,100,100,384894,216603
12,100,100,386174,215937
12,100,100,386296,218645
12,100,100,389114,216987
12,100,100,385497,217552
12,100,100,387211,217616
12,100,100,385018,216605
12,100,100,385870,217094
12,100,100,384375,216305
12,100,100,385371,215866
13,100,100,384979,217372
13,100,100,387355,249130
13,100,100,386213,216506
13,100,100,387585,216529
13,100,100,386790,216438
13,100,100,383965,217345
13,100,100,386720,217415
13,100,100,384867,218471
13,100,100,385638,216172
13,100,100,387000,216044
13,100,100,386592,216092
13,100,100,387949,216568
13,100,100,386526,216577
13,100,100,386521,217691
13,100,100,385204,217437
13,100,100,387089,216384
13,100,100,386984,214809
13,100,100,385383,216475
13,100,100,387885,216496
13,100,100,385587,217286
14,100,100,386917,216102
14,100,100,385803,215799
14,100,100,386068,215354
14,100,100,385082,215354
14,100,100,387012,216686
14,100,100,385600,216163
14,100,100,385759,216836
14,100,100,384584,216537
14,100,100,385608,216451
14,100,100,384078,215802
14,100,100,385581,215445
14,100,100,388586,215845
14,100,100,387529,215991
14,100,100,387820,217752
14,100,100,383170,216743
14,100,100,385935,217011
14,100,100,383584,215672
14,100,100,386956,215787
14,100,100,384982,215011
14,100,100,386267,216654
15,100,100,386276,218009
15,100,100,386513,216690
15,100,100,387791,216438
15,100,100,386791,215655
15,100,100,386403,215748
15,100,100,385563,216844
15,100,100,385889,216173
15,100,100,384845,219554
15,100,100,389048,217933
15,100,100,389904,215817
15,100,100,386786,215913
15,100,100,385847,217840
15,100,100,387687,215947
15,100,100,387043,216278
15,100,100,385091,215811
15,100,100,387300,214658
15,100,100,387192,216278
15,100,100,386717,215320
15,100,100,385082,215459
15,100,100,385150,216000
16,100,100,384857,216389
16,100,100,385925,219219
16,100,100,386493,216711
16,100,100,387125,216264
16,100,100,386772,216461
16,100,100,385635,217122
16,100,100,387355,216130
16,100,100,385871,215917
16,100,100,387359,215283
16,100,100,386211,215978
16,100,100,386550,215456
16,100,100,386300,215955
16,100,100,385711,215216
16,100,100,387492,215005
16,100,100,416250,214798
16,100,100,386906,215532
16,100,100,387002,215123
16,100,100,384844,214624
16,100,100,387608,215149
16,100,100,386201,215980
17,100,100,385445,215878
17,100,100,385110,216559
17,100,100,385745,216102
17,100,100,390429,214483
17,100,100,385111,216581
17,100,100,388192,215561
17,100,100,386288,215936
17,100,100,389331,216278
17,100,100,387340,216031
17,100,100,385497,215530
17,100,100,386229,215852
17,100,100,387098,216250
17,100,100,386525,214894
17,100,100,385590,216250
17,100,100,385419,219317
17,100,100,386177,215195
17,100,100,384848,215686
17,100,100,386721,215900
17,100,100,389312,215370
17,100,100,386886,215873
18,100,100,385436,218067
18,100,100,387060,216917
18,100,100,387483,217481
18,100,100,388654,216181
18,100,100,388361,215746
18,100,100,388515,217391
18,100,100,391409,216053
18,100,100,388204,215936
18,100,100,389775,215419
18,100,100,390190,215116
