Pallet: "collective", Extrinsic: "close_early_approved", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,p,b,extrinsic_time,storage_root_time
5,100,1024,114708,53772
5,100,1024,108925,48334
5,100,1024,107306,48118
5,100,1024,101224,48188
5,100,1024,108032,51966
5,100,1024,108036,48333
5,100,1024,108015,48941
5,100,1024,107109,48604
5,100,1024,101146,49055
5,100,1024,107324,48547
5,100,1024,107808,48217
5,100,1024,108433,49017
5,100,1024,108222,48153
5,100,1024,107128,48287
5,100,1024,107379,48511
5,100,1024,108212,48667
5,100,1024,103351,51343
5,100,1024,107538,48584
5,100,1024,107068,48191
5,100,1024,107622,48375
6,100,1024,107992,48390
6,100,1024,108226,48622
6,100,1024,107948,48460
6,100,1024,108413,48718
6,100,1024,108263,48396
6,100,1024,108183,48820
6,100,1024,108615,49145
6,100,1024,108612,48611
6,100,1024,108325,48473
6,100,1024,107660,48266
6,100,1024,108107,48335
6,100,1024,108105,48298
6,100,1024,101346,47784
6,100,1024,104860,48766
6,100,1024,107196,48860
6,100,1024,108291,48071
6,100,1024,107579,47496
6,100,1024,107831,47745
6,100,1024,107975,48207
6,100,1024,101809,48910
7,100,1024,109103,48223
7,100,1024,108671,48487
7,100,1024,107945,47571
7,100,1024,108548,48243
7,100,1024,108063,48975
7,100,1024,108853,49016
7,100,1024,108275,48891
7,100,1024,107963,48112
7,100,1024,108432,48156
7,100,1024,108861,48496
7,100,1024,108173,48645
7,100,1024,108332,48927
7,100,1024,101532,48307
7,100,1024,107961,48477
7,100,1024,102198,48288
7,100,1024,110930,48498
7,100,1024,108396,48246
7,100,1024,102358,47714
7,100,1024,108511,48484
7,100,1024,108571,48428
8,100,1024,111481,48851
8,100,1024,101769,48622
8,100,1024,107960,49281
8,100,1024,107713,48507
8,100,1024,108160,48392
8,100,1024,111719,48959
8,100,1024,108855,48142
8,100,1024,108521,48503
8,100,1024,108607,48343
8,100,1024,109264,48506
8,100,1024,111060,48463
8,100,1024,109156,47735
8,100,1024,109139,49096
8,100,1024,108680,49505
8,100,1024,108176,48859
8,100,1024,111586,48250
8,100,1024,108570,48846
8,100,1024,108597,48323
8,100,1024,108961,48324
8,100,1024,109291,48539
9,100,1024,111415,48932
9,100,1024,109067,48568
9,100,1024,108005,48276
9,100,1024,109245,48398
9,100,1024,108611,48089
9,100,1024,108737,48629
9,100,1024,107528,48875
9,100,1024,109313,48433
9,100,1024,108474,48092
9,100,1024,109268,48929
9,100,1024,110250,48927
9,100,1024,109182,48877
9,100,1024,109007,48644
9,100,1024,109852,48395
9,100,1024,108685,47568
9,100,1024,109921,49252
9,100,1024,109874,49008
9,100,1024,108789,48624
9,100,1024,108305,49059
9,100,1024,108941,48946
10,100,1024,108732,49210
10,100,1024,109742,48989
10,100,1024,109125,48394
10,100,1024,111173,49728
10,100,1024,108486,48408
10,100,1024,110171,48588
10,100,1024,109243,48426
10,100,1024,109651,48924
10,100,1024,108795,48736
10,100,1024,109819,48655
10,100,1024,109412,48002
10,100,1024,109559,48920
10,100,1024,108737,48280
10,100,1024,109307,48454
10,100,1024,109220,47560
10,100,1024,109642,48017
10,100,1024,108913,48788
10,100,1024,110315,48014
10,100,1024,108655,49043
10,100,1024,109685,49011
11,100,1024,109573,76948
11,100,1024,110601,48325
11,100,1024,108824,48928
11,100,1024,108214,48320
11,100,1024,111485,49145
11,100,1024,109773,48075
11,100,1024,109776,48234
11,100,1024,109949,47914
11,100,1024,109770,48324
11,100,1024,110466,49526
11,100,1024,109982,48779
11,100,1024,109879,48520
11,100,1024,108947,48466
11,100,1024,110114,48856
11,100,1024,108617,48311
11,100,1024,110830,48573
11,100,1024,109860,48696
11,100,1024,110512,48472
11,100,1024,109846,48736
11,100,1024,109937,48773
12,100,1024,109423,47914
12,100,1024,109004,48279
12,100,1024,109147,48573
12,100,1024,109654,48265
12,100,1024,109560,48372
12,100,1024,109566,48444
12,100,1024,110546,48097
12,100,1024,109997,47932
12,100,1024,109475,48658
12,100,1024,109614,47883
12,100,1024,109064,48469
12,100,1024,110372,48351
12,100,1024,108809,48157
12,100,1024,109684,48049
12,100,1024,109491,48590
12,100,1024,111013,48125
12,100,1024,112469,49414
12,100,1024,108743,48549
12,100,1024,109088,48878
12,100,1024,109569,47696
13,100,1024,109668,49201
13,100,1024,109756,47700
13,100,1024,103573,48243
13,100,1024,103536,48488
13,100,1024,109685,48410
13,100,1024,109932,48610
13,100,1024,110096,49001
13,100,1024,109886,48761
13,100,1024,109741,48494
13,100,1024,110163,48231
13,100,1024,109123,48596
13,100,1024,110444,48883
13,100,1024,110767,48505
13,100,1024,110400,48469
13,100,1024,109391,48466
13,100,1024,109708,48529
13,100,1024,109884,48378
13,100,1024,109686,48690
13,100,1024,109270,48453
13,100,1024,110569,48292
14,100,1024,110564,48807
14,100,1024,110291,49084
14,100,1024,110759,48538
14,100,1024,110660,48333
14,100,1024,110362,48326
14,100,1024,111058,48521
14,100,1024,113335,48432
14,100,1024,110094,47866
14,100,1024,109113,48682
14,100,1024,110966,48235
14,100,1024,109937,48198
14,100,1024,110585,48459
14,100,1024,110268,48124
14,100,1024,111149,47998
