Pallet: "treasury", Extrinsic: "cancel_bounty", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
u,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
840,66132,2365,2,13,3,3
840,65157,2387,2,13,3,3
840,65591,2404,2,13,3,3
840,65668,2422,2,13,3,3
840,65260,2371,2,13,3,3
840,66467,2395,2,13,3,3
840,65704,2365,2,13,3,3
840,65370,2373,2,13,3,3
840,65372,2361,2,13,3,3
840,65566,2270,2,13,3,3
840,65004,2373,2,13,3,3
840,66167,2300,2,13,3,3
840,65565,2325,2,13,3,3
840,65470,2286,2,13,3,3
840,65583,2386,2,13,3,3
860,65883,2427,2,13,3,3
860,79274,2333,2,13,3,3
860,66618,2428,2,13,3,3
860,66032,2323,2,13,3,3
860,66179,2317,2,13,3,3
860,66071,2274,2,13,3,3
860,66189,2402,2,13,3,3
860,65879,2294,2,13,3,3
860,65347,2346,2,13,3,3
860,65006,2340,2,13,3,3
860,65914,2241,2,13,3,3
860,65588,2345,2,13,3,3
860,68976,2347,2,13,3,3
860,66065,2357,2,13,3,3
860,65818,2286,2,13,3,3
860,65697,2317,2,13,3,3
860,66515,2293,2,13,3,3
860,65672,2341,2,13,3,3
860,65830,2272,2,13,3,3
860,65513,2349,2,13,3,3
880,65624,2371,2,13,3,3
880,65689,2373,2,13,3,3
880,65730,2340,2,13,3,3
880,66108,2356,2,13,3,3
880,65726,2350,2,13,3,3
880,65281,2372,2,13,3,3
880,65101,2355,2,13,3,3
880,65687,2332,2,13,3,3
880,65060,2428,2,13,3,3
880,65424,2407,2,13,3,3
880,65854,2335,2,13,3,3
880,65487,2428,2,13,3,3
880,65376,2396,2,13,3,3
880,65394,2377,2,13,3,3
880,65868,2483,2,13,3,3
880,65870,2298,2,13,3,3
880,65685,2420,2,13,3,3
880,64976,2307,2,13,3,3
880,66094,2327,2,13,3,3
880,65390,2394,2,13,3,3
900,65818,2275,2,13,3,3
900,66141,2299,2,13,3,3
900,65200,2344,2,13,3,3
900,65878,2369,2,13,3,3
900,65460,2481,2,13,3,3
900,65852,2317,2,13,3,3
900,65648,2315,2,13,3,3
900,65485,2360,2,13,3,3
900,65962,2312,2,13,3,3
900,65530,2403,2,13,3,3
900,66148,2288,2,13,3,3
900,65241,2430,2,13,3,3
900,66200,2298,2,13,3,3
900,65625,2321,2,13,3,3
900,65719,2310,2,13,3,3
900,65745,2370,2,13,3,3
900,66112,2412,2,13,3,3
900,65659,2426,2,13,3,3
900,65833,2322,2,13,3,3
900,65815,2372,2,13,3,3
920,65689,2321,2,13,3,3
920,65876,2311,2,13,3,3
920,65473,2316,2,13,3,3
920,65996,2290,2,13,3,3
920,65929,2397,2,13,3,3
920,65986,2316,2,13,3,3
920,65696,2307,2,13,3,3
920,65373,2416,2,13,3,3
920,66106,2409,2,13,3,3
920,65705,2321,2,13,3,3
920,66116,2314,2,13,3,3
920,66272,2266,2,13,3,3
920,66073,2317,2,13,3,3
920,65340,2332,2,13,3,3
920,65538,2288,2,13,3,3
920,65390,2370,2,13,3,3
920,66204,2375,2,13,3,3
920,66105,2368,2,13,3,3
920,65538,2393,2,13,3,3
920,66059,2403,2,13,3,3
940,65880,2395,2,13,3,3
940,66127,2417,2,13,3,3
940,66557,2384,2,13,3,3
940,66528,2420,2,13,3,3
940,65733,2424,2,13,3,3
940,66115,2344,2,13,3,3
940,66345,2375,2,13,3,3
940,66193,2458,2,13,3,3
940,65926,2315,2,13,3,3
940,66293,2325,2,13,3,3
940,66002,2455,2,13,3,3
940,65911,2392,2,13,3,3
940,66171,2371,2,13,3,3
940,66322,2342,2,13,3,3
940,65603,2408,2,13,3,3
940,66007,2457,2,13,3,3
940,65711,2425,2,13,3,3
940,65943,2352,2,13,3,3
940,65291,2277,2,13,3,3
940,65446,2358,2,13,3,3
960,65696,2313,2,13,3,3
960,65622,2408,2,13,3,3
960,65720,2326,2,13,3,3
960,65506,2290,2,13,3,3
960,65693,2291,2,13,3,3
960,65346,2339,2,13,3,3
960,65737,2386,2,13,3,3
960,65660,2391,2,13,3,3
960,65966,2368,2,13,3,3
960,65969,2249,2,13,3,3
960,65563,2376,2,13,3,3
960,65247,2356,2,13,3,3
960,65674,2391,2,13,3,3
960,65820,2422,2,13,3,3
960,65760,2401,2,13,3,3
960,65783,2410,2,13,3,3
960,65552,2336,2,13,3,3
960,65365,2319,2,13,3,3
960,65214,2322,2,13,3,3
960,65479,2382,2,13,3,3
980,65044,2378,2,13,3,3
980,65158,2321,2,13,3,3
980,65425,2389,2,13,3,3
980,65786,2337,2,13,3,3
980,64863,2308,2,13,3,3
980,64923,2340,2,13,3,3
980,65410,2381,2,13,3,3
980,64887,2423,2,13,3,3
980,65037,2255,2,13,3,3
980,64470,2486,2,13,3,3
980,64674,2373,2,13,3,3
980,65360,2395,2,13,3,3
980,65005,2325,2,13,3,3
980,65131,2270,2,13,3,3
980,74102,2375,2,13,3,3
980,64884,2383,2,13,3,3
980,64725,2400,2,13,3,3
980,65081,2295,2,13,3,3
980,65225,2319,2,13,3,3
980,65337,2367,2,13,3,3
1000,65603,2304,2,13,3,3
1000,65607,2286,2,13,3,3
1000,65811,2334,2,13,3,3
1000,65658,2334,2,13,3,3
1000,66097,2289,2,13,3,3
1000,68791,2354,2,13,3,3
1000,66119,2411,2,13,3,3
1000,65633,2312,2,13,3,3
1000,65324,2321,2,13,3,3
1000,66194,2244,2,13,3,3
1000,65685,2320,2,13,3,3
1000,65884,2308,2,13,3,3
1000,66544,2383,2,13,3,3
1000,66267,2321,2,13,3,3
1000,65561,2381,2,13,3,3
1000,66228,2380,2,13,3,3
1000,66331,2405,2,13,3,3
1000,66620,2432,2,13,3,3
1000,66160,2367,2,13,3,3
1000,66318,2316,2,13,3,3

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    65.84
    + u        0
              µs

Reads = 2 + (0 * u)
Writes = 3 + (0 * u)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    u   mean µs  sigma µs       %
    0     66.17     0.163    0.2%
   20     65.64     0.081    0.1%
   40     66.14     0.128    0.1%
   60     66.01     0.196    0.2%
   80     65.92     0.068    0.1%
  100     65.51     0.111    0.1%
  120     65.86     0.125    0.1%
  140     65.75       0.1    0.1%
  160     65.86     0.109    0.1%
  180     65.38     0.064    0.0%
  200     66.12     0.108    0.1%
  220     65.65      0.09    0.1%
  240     65.68     0.057    0.0%
  260     66.02     0.106    0.1%
  280     66.23     0.161    0.2%
  300      65.5     0.086    0.1%
  320     65.74      0.12    0.1%
  340     65.66     0.105    0.1%
  360     65.84     0.111    0.1%
  380     66.08     0.121    0.1%
  400     65.84     0.187    0.2%
  420     65.25     0.125    0.1%
  440     65.66     0.084    0.1%
  460     65.26     0.103    0.1%
  480     66.31     0.119    0.1%
  500     65.58     0.051    0.0%
  520     65.64     0.113    0.1%
  540     65.65     0.072    0.1%
  560     65.52     0.096    0.1%
  580     65.11     0.098    0.1%
  600     65.85      0.11    0.1%
  620     65.74     0.134    0.2%
  640     65.34     0.092    0.1%
  660     65.42     0.141    0.2%
  680     65.47     0.048    0.0%
  700     65.56     0.098    0.1%
  720     65.68     0.124    0.1%
  740     65.61     0.135    0.2%
  760     65.73      0.08    0.1%
  780     65.61     0.174    0.2%
  800     65.51     0.113    0.1%
  820     65.51     0.141    0.2%
  840     65.57     0.093    0.1%
  860     65.93     0.138    0.2%
  880     65.58     0.135    0.2%
  900     65.75     0.087    0.1%
  920     65.85     0.175    0.2%
  940     66.02     0.109    0.1%
  960     65.64     0.074    0.1%
  980     65.08     0.128    0.1%
 1000     66.01     0.217    0.3%

Quality and confidence:
param     error
u             0

Model:
Time ~=    65.84
    + u        0
              µs

Reads = 2 + (0 * u)
Writes = 3 + (0 * u)
