2020-05-04 19:03:32.344 main TRACE benchmark  Start Benchmark: r 1
2020-05-04 19:03:32.344 main TRACE state  3c56: Get d5c41b52a371aa36c9254ce34324f2a53589c0dac50da6fb3a3611eb32bcd27e7ace141eb18ae605626162653a65717569766f636174696f=None
2020-05-04 19:03:32.344 main TRACE state  3c56: Get d5c41b52a371aa36c9254ce34324f2a560dc8ef000cdbdc859dd352229ce16fb7ace141eb18ae605626162653a65717569766f636174696fd18f13f0921a1382200000000000000000=None
2020-05-04 19:03:32.344 main TRACE state  3c56: Get d5c41b52a371aa36c9254ce34324f2a5b262e9238fa402540c250bc3f5d6188d1beec3ae620491f34341b0fa08273974ab1338e2f348379e1d1098edbd890f20a3b97106d0321db1=None
2020-05-04 19:03:32.344 main TRACE state  3c56: Put d5c41b52a371aa36c9254ce34324f2a5b262e9238fa402540c250bc3f5d6188d1beec3ae620491f34341b0fa08273974ab1338e2f348379e1d1098edbd890f20a3b97106d0321db1=Some(8ac766441d894acd6e746109e8d8e7b0a8fee28def21ab10bcd43450c2f7f98d13000064a7b3b6e00d13000064a7b3b6e00d40dedf3d92fb699a45476e238d2fe47ce884e8ba7219dc3c5dce534dfa619d979113000064a7b3b6e00db3b784e4830ebce52ffa2d94a8f613a37d5269eb936a4b0333cf84e4b8b501ec13000064a7b3b6e00dd6d14731456215d86cae04fab59e7ecc6945646af0d045e8fa5d1eac41ce8de313000064a7b3b6e00dd242efea4177658ffb17b09e978d6e4feae4e13837bb9be41ec03543409ea0ee13000064a7b3b6e00dfe9a0a2ebced53546ce87bb3e5a30139572a30532942188e015156c0adc2d13c13000064a7b3b6e00d92a082c92918577b2206357cd95d15913543dbb70320adf5e2d8545e29ee179313000064a7b3b6e00ddb83079e585528fabcdfda90a56bdfa630290ba38677d6b03bc23bbaefd01f2e13000064a7b3b6e00d2c5939cf987c2de6f27953c316f8316ffe93f486baa4ace5d006a568a1407e0513000064a7b3b6e00d0d2fcd4a830c453c344b19f930b6971b37cff3e2365ea202e9d0494fc178b0e913000064a7b3b6e00d15f9d2242b921c8e03cdd130e1c846dcf6c5aa8b962997f42aa36c63d74b43ab13000064a7b3b6e00d4f69bc4a5f5220a4fb80f67da48af87ebf84eb718b2af4a46724aac84d4c9e7a13000064a7b3b6e00db13772bf7e70cd152351115182c5125d0c6e71f1ecbd939f5de5b6aefd68061813000064a7b3b6e00d1779b3b83dbb81612452eee4989d3b28a26cc0ae4003bb51f11a6c0f03dcf48513000064a7b3b6e00df2bc2fa472864e8bc816c494287dd6b63f41c7ba2c46224de168cdf433620f0b13000064a7b3b6e00d73134870a02408761f6cf00f71ee4cc31d402fcd2922ecda1d38a80ece1bba4a13000064a7b3b6e00d5b19459cce503fda6840facc198f07a2e4191291953d198aadc0d460fcbd942813000064a7b3b6e00d04d9251cd4f74ce5770e53c00df2dc466b4d565655a74e73d6437584459fa816c6)
2020-05-04 19:03:32.344 main TRACE state  3c56: Get d5c41b52a371aa36c9254ce34324f2a5b262e9238fa402540c250bc3f5d6188d1beec3ae620491f34341b0fa08273974ab1338e2f348379e1d1098edbd890f20a3b97106d0321db1=Some(8ac766441d894acd6e746109e8d8e7b0a8fee28def21ab10bcd43450c2f7f98d13000064a7b3b6e00d13000064a7b3b6e00d40dedf3d92fb699a45476e238d2fe47ce884e8ba7219dc3c5dce534dfa619d979113000064a7b3b6e00db3b784e4830ebce52ffa2d94a8f613a37d5269eb936a4b0333cf84e4b8b501ec13000064a7b3b6e00dd6d14731456215d86cae04fab59e7ecc6945646af0d045e8fa5d1eac41ce8de313000064a7b3b6e00dd242efea4177658ffb17b09e978d6e4feae4e13837bb9be41ec03543409ea0ee13000064a7b3b6e00dfe9a0a2ebced53546ce87bb3e5a30139572a30532942188e015156c0adc2d13c13000064a7b3b6e00d92a082c92918577b2206357cd95d15913543dbb70320adf5e2d8545e29ee179313000064a7b3b6e00ddb83079e585528fabcdfda90a56bdfa630290ba38677d6b03bc23bbaefd01f2e13000064a7b3b6e00d2c5939cf987c2de6f27953c316f8316ffe93f486baa4ace5d006a568a1407e0513000064a7b3b6e00d0d2fcd4a830c453c344b19f930b6971b37cff3e2365ea202e9d0494fc178b0e913000064a7b3b6e00d15f9d2242b921c8e03cdd130e1c846dcf6c5aa8b962997f42aa36c63d74b43ab13000064a7b3b6e00d4f69bc4a5f5220a4fb80f67da48af87ebf84eb718b2af4a46724aac84d4c9e7a13000064a7b3b6e00db13772bf7e70cd152351115182c5125d0c6e71f1ecbd939f5de5b6aefd68061813000064a7b3b6e00d1779b3b83dbb81612452eee4989d3b28a26cc0ae4003bb51f11a6c0f03dcf48513000064a7b3b6e00df2bc2fa472864e8bc816c494287dd6b63f41c7ba2c46224de168cdf433620f0b13000064a7b3b6e00d73134870a02408761f6cf00f71ee4cc31d402fcd2922ecda1d38a80ece1bba4a13000064a7b3b6e00d5b19459cce503fda6840facc198f07a2e4191291953d198aadc0d460fcbd942813000064a7b3b6e00d04d9251cd4f74ce5770e53c00df2dc466b4d565655a74e73d6437584459fa816c6)
2020-05-04 19:03:32.344 main TRACE state  3c56: Put d5c41b52a371aa36c9254ce34324f2a53589c0dac50da6fb3a3611eb32bcd27e7ace141eb18ae605626162653a65717569766f636174696f=Some(a40400000000000000004341b0fa08273974ab1338e2f348379e1d1098edbd890f20a3b97106d0321db1)
2020-05-04 19:03:32.344 main TRACE state  3c56: Put d5c41b52a371aa36c9254ce34324f2a560dc8ef000cdbdc859dd352229ce16fb7ace141eb18ae605626162653a65717569766f636174696fd18f13f0921a1382200000000000000000=Some(044341b0fa08273974ab1338e2f348379e1d1098edbd890f20a3b97106d0321db1)
2020-05-04 19:03:32.344 main TRACE state  3c56: Get 5f3e4907f716ac89b6347d15ececedcae1791577e4efcb083fdc3cb21e85b2e4=Some(00)
2020-05-04 19:03:32.344 main TRACE state  3c56: Get 5f3e4907f716ac89b6347d15ececedcac29a0310e1bb45d20cace77ccb62c97d=Some(00ca9a3b)
2020-05-04 19:03:32.344 main TRACE state  3c56: Get 5f3e4907f716ac89b6347d15ececedca487df464e44a534ba6b0cbb32407b587=Some(0000000000)
