Pallet: "elections", Extrinsic: "on_initialize", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time
1,7830640,47166
1,7663728,42879
1,7634737,42182
1,7663907,42083
1,7701736,42714
1,7697504,42485
1,7627900,42431
1,7648768,42559
1,7739859,42259
1,7670631,42137
1,7625158,41851
1,7697826,42760
1,7664781,42125
1,7659012,42216
1,7692377,42476
1,7683401,42189
1,7667425,41933
1,7615529,42333
1,7648320,41531
1,7700630,42427
2,9146357,42995
2,9066061,42839
2,9048479,42861
2,9083484,42372
2,9059023,42815
2,9073849,42603
2,9190252,43397
2,9093524,42540
2,9076154,42232
2,9144754,42701
2,9166671,42390
2,9087224,42170
2,9126611,42104
2,9070230,41823
2,9041446,41698
2,9129388,42299
2,9174233,42127
2,9059268,42393
2,9042043,41734
2,9109102,42187
3,10897182,42642
3,11009907,42600
3,10735771,42693
3,10820491,42346
3,10827139,42550
3,10744460,43113
3,10840969,42871
3,10819125,42450
3,10727478,42650
3,10758476,42037
3,10763980,42480
3,10750348,42425
3,10717686,42861
3,10803730,42655
3,10757201,43014
3,10737244,42577
3,10736833,42838
3,10771921,42073
3,10717314,42072
3,10743363,42045
4,12449442,43518
4,12502403,42901
4,12487190,43578
4,12416642,43110
4,12363848,43123
4,12496971,42053
4,12341603,42992
4,12400630,43530
4,12368143,42791
4,12413440,42702
4,12432420,42784
4,12443609,42621
4,12320587,42649
4,12355458,42776
4,12423679,43065
4,12381923,42230
4,12491157,42945
4,12371330,42367
4,12531253,43538
4,12424085,42655
5,14942724,43868
5,14861440,42888
5,14830807,43759
5,14856043,43087
5,14862092,42933
5,14884395,42612
5,14858224,43555
5,14837832,43279
5,14958552,43429
5,14856538,43926
5,14825472,43356
5,14929569,43313
5,14768869,43109
5,14868156,43650
5,14879166,43768
5,14887720,43512
5,14802855,43217
5,14771795,42987
5,14794612,42900
5,14852773,42737
6,17159136,44108
6,17247438,44724
6,17240586,44186
6,17184943,43975
6,17200886,43553
6,17137035,43203
6,17198720,43025
6,17170124,43224
6,17249512,43539
6,17270599,46088
6,17134781,43741
6,17240651,43100
6,17178285,43431
6,17129692,42421
6,17235824,43228
6,17240509,43272
6,17153247,43370
6,17249211,43713
6,17242104,43473
6,17225435,43904
7,19868700,43375
7,19814488,43736
7,19882262,43632
7,19851289,43504
7,19830974,44225
7,19933101,43594
7,19920762,44048
7,19815109,43694
7,19861874,43685
7,19873289,44457
7,19914284,43865
7,19864781,43029
7,19887668,43985
7,19880822,43358
7,19881579,43988
7,19958293,43790
7,19901071,44235
7,19923363,43948
7,19903385,44420
7,19886239,44197
8,23118162,45850
8,23003561,44586
8,23099976,44432
8,23049046,44732
8,23006689,45093
8,23059763,45259
8,23175681,45288
8,23036857,44454
8,23053615,43861
8,23029012,44371
8,22979653,43702
8,23024101,44327
8,23052428,45908
8,23153587,45541
8,23037422,44903
8,22997556,44626
8,22994804,44447
8,23223230,43997
8,22998292,43854
8,23016640,44804
9,27187342,46265
9,26996168,45271
9,26914309,45189
9,27088336,45870
9,27058603,45388
9,27113090,45783
9,27022116,45668
9,26991541,45287
9,27020233,45868
9,27079176,46379
9,26987764,45405
9,27006206,45334
9,27126314,48203
9,27091346,45893
9,26981266,45361
9,27039587,45972
9,27042519,45773
9,27076551,45633
9,27037997,45352
9,27142753,45952
10,30743083,45442
10,30746464,45189
10,30685856,44041
10,30766956,44576
10,30687620,44568
10,30837534,43889
10,30710294,45064
10,30747639,45200
10,30715358,45122
10,30749776,44812
10,30722345,45358
10,30812223,44570
10,30715461,45079
10,30841365,44610
10,30768617,45317
10,30861711,45263
10,30781705,45260
10,30800409,45084
10,30729789,43840
10,30743813,45479
11,34931697,44904
11,35080234,45474
11,35018588,45553
11,35078039,45266
11,34927186,44963
11,35085585,45497
11,34977693,45916
11,35031107,45150
11,34951513,45782
11,35000858,45474
11,34999358,45482
11,35129578,45541
11,34964885,45295
11,34936056,45243
11,34962279,45035
11,35013033,45491
11,35141482,46128
11,34869265,43912
11,34905297,44120
11,34962104,44198
12,39356529,46222
12,39353014,44171
12,39338502,45518
12,39357462,43783
12,39423277,45885
12,39532832,45451
12,39447842,45555
12,39414539,44721
12,39339197,44469
12,39504725,46539
12,39417951,46094
12,39407133,44486
12,39412848,45304
12,39362802,44123
12,39333558,44065
12,39456537,45188
12,39299087,45341
12,39493426,45242
12,39456305,46034
12,39465252,45956
13,44349562,46665
13,44346759,45128
13,44264023,45368
13,44426176,46005
13,44300438,46221
13,44616444,45821
13,44267443,45263
13,44256634,45369
13,44332413,46688
13,44325805,47677
13,44362959,45651
13,44287043,45589
13,44344404,45503
13,44423957,46303
13,44216687,45562
13,44479355,45683
13,44309973,46232
13,44451161,46506
13,44233788,45823
13,44343126,45593
14,49539327,44994
14,49710734,46237
14,49538976,44316
14,49791936,46333
14,49622246,45340
14,49723882,46068
14,49568222,44504
14,49589226,45400
14,49520415,44572
14,49589632,44944
14,50039012,44749
14,49636312,44897
14,49530116,44854
14,49641932,44337
14,49576185,44341
14,49564843,44638
14,49584178,44901
14,49619043,44397
14,49516688,44914
14,49670766,44680
15,55405008,48139
15,55169296,46554
15,55081219,48822
15,55145478,45210
15,55161575,45406
15,55224403,45976
15,55064855,45704
15,55162164,46290
15,55252418,47637
15,55205950,46743
15,55189550,45359
15,55239871,45484
15,55272795,47802
15,55182195,45529
15,55123125,45244
15,55153783,44716
15,55100566,45922
15,55246621,45804
15,55162207,45883
15,55928720,46152
16,61248658,46544
16,61206377,45044
16,61121000,45119
16,61253621,46909
16,61221073,45760
16,61225400,45987
16,61289401,46321
16,61286825,46602
16,61131686,46444
16,61315508,46800
16,61313178,46805
16,61269042,45800
16,61827162,46979
