Pallet: "offences", Extrinsic: "report_offence_babe", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,n,extrinsic_time,storage_root_time
70,16,609190,164248
70,16,607602,165724
70,16,606968,162350
70,16,606522,162647
70,16,605625,166978
70,16,604735,163619
70,16,610303,165388
70,16,603931,164163
70,16,610740,162936
70,16,608995,162843
70,16,609643,164004
70,16,607750,163203
70,16,609678,164837
70,16,612336,164370
70,16,601084,164432
71,16,603625,164735
71,16,612863,163255
71,16,605752,162257
71,16,609700,163389
71,16,608042,163346
71,16,606037,163597
71,16,611739,164229
71,16,610682,164854
71,16,611325,164366
71,16,610891,164912
71,16,607717,164993
71,16,608347,165197
71,16,603764,163645
71,16,607057,165177
71,16,610145,166830
71,16,611612,164237
71,16,610468,163504
71,16,612974,163329
71,16,608683,164997
71,16,611293,164306
72,16,611516,164442
72,16,606372,163672
72,16,606947,163647
72,16,605255,166329
72,16,607449,163088
72,16,608780,164330
72,16,604303,163361
72,16,608844,163171
72,16,607639,165375
72,16,607075,163969
72,16,599814,165611
72,16,608910,165473
72,16,610050,163914
72,16,604568,162103
72,16,603367,164957
72,16,607748,163926
72,16,601595,164847
72,16,605228,164089
72,16,606762,163818
72,16,606507,165187
73,16,610323,163936
73,16,608575,163806
73,16,645757,163751
73,16,611770,163710
73,16,607454,164703
73,16,613838,163797
73,16,610266,164677
73,16,610700,164846
73,16,611130,163822
73,16,609244,164498
73,16,610279,163954
73,16,609059,165514
73,16,606356,164807
73,16,610318,164776
73,16,602286,164833
73,16,601829,163260
73,16,599759,164407
73,16,610985,163451
73,16,601405,163942
73,16,607886,164019
74,16,606486,163620
74,16,612483,165819
74,16,608419,163437
74,16,606787,164322
74,16,608490,164404
74,16,609598,164731
74,16,609027,164359
74,16,609158,164355
74,16,605808,164107
74,16,607497,164092
74,16,608826,164299
74,16,604571,164640
74,16,606055,165152
74,16,613577,164934
74,16,611298,162910
74,16,610619,163499
74,16,610816,165275
74,16,605910,162829
74,16,612731,164568
74,16,611290,163666
75,16,601776,163764
75,16,608781,164334
75,16,604046,163992
75,16,610292,163601
75,16,602931,164063
75,16,608068,163844
75,16,598945,167959
75,16,595233,164228
75,16,609533,164588
75,16,609362,164468
75,16,599450,165461
75,16,612777,164340
75,16,614633,165049
75,16,607873,164193
75,16,602866,164411
75,16,604232,163448
75,16,605243,164948
75,16,610336,164522
75,16,612696,163728
75,16,607518,163226
76,16,600706,163514
76,16,612822,165647
76,16,609462,164779
76,16,609262,163886
76,16,610066,164073
76,16,608992,164213
76,16,613109,165283
76,16,606790,163676
76,16,603906,164830
76,16,608674,164010
76,16,609001,163791
76,16,610666,166980
76,16,609819,163916
76,16,607015,164867
76,16,613194,164457
76,16,612134,164256
76,16,605585,165334
76,16,642998,166129
76,16,609006,163641
76,16,609817,164881
77,16,610754,164249
77,16,605257,164361
77,16,611644,164458
77,16,607871,164410
77,16,607847,163898
77,16,607950,166475
77,16,611692,166403
77,16,612362,164033
77,16,611263,164369
77,16,603294,164392
77,16,610309,164343
77,16,608244,164821
77,16,609031,163378
77,16,613349,167272
77,16,611755,163551
77,16,612633,164081
77,16,616471,165065
77,16,606085,164665
77,16,611969,164578
77,16,609938,166174
78,16,607085,164537
78,16,610298,164310
78,16,613827,164633
78,16,611053,164490
78,16,612152,164442
78,16,609674,164765
78,16,608357,164804
78,16,609366,166382
78,16,609631,165198
78,16,607407,164662
78,16,603728,164457
78,16,610711,164239
78,16,610789,165111
78,16,608279,163930
78,16,608890,163128
78,16,618333,166046
78,16,610834,164510
78,16,603806,165991
78,16,644001,165117
78,16,607851,163101
79,16,605348,164679
79,16,609416,166283
79,16,608414,164685
79,16,608515,164002
79,16,609542,165006
79,16,609004,163982
79,16,610371,162736
79,16,610276,165125
79,16,610749,163711
79,16,608700,164181
79,16,607745,164135
79,16,612578,164901
79,16,602617,165582
79,16,606267,164173
79,16,609542,166672
79,16,607352,164624
79,16,605712,165546
79,16,613335,164404
79,16,607405,165048
79,16,612746,164286
80,16,612935,165145
80,16,609838,165846
80,16,599999,164458
80,16,616538,165489
80,16,610852,163244
80,16,615523,163924
80,16,608709,163594
80,16,607927,166541
80,16,607543,165480
80,16,608261,163666
80,16,608083,167259
80,16,610003,164189
80,16,610839,165002
80,16,609660,163846
80,16,610756,166137
80,16,611014,162943
80,16,606024,168067
80,16,613587,167201
80,16,614079,164656
80,16,616622,166581
81,16,606605,165633
81,16,614113,164647
81,16,610535,163785
81,16,604481,165612
81,16,611116,165628
81,16,613094,164244
81,16,609786,164969
81,16,610737,165887
81,16,597434,164409
81,16,608792,165578
81,16,604819,166602
81,16,611679,166073
81,16,610225,163564
81,16,605718,163878
81,16,611689,169174
81,16,625247,168254
81,16,624013,166378
81,16,628344,167637
81,16,620320,169546
81,16,625548,166943
82,16,611996,169973
82,16,626912,169658
82,16,619107,170801
82,16,620310,169068
82,16,622770,169548
82,16,620340,181436
82,16,606101,164302
82,16,607774,166652
82,16,611707,165322
82,16,610834,163979
82,16,610343,165086
82,16,614023,164939
82,16,611349,163950
82,16,611666,164668
82,16,615200,164761
82,16,608710,164468
82,16,609477,164038
82,16,610057,164661
82,16,608038,164995
82,16,603378,164672
83,16,611271,165436
83,16,609137,164615
83,16,606539,165128
83,16,606296,164745
83,16,604656,168335
83,16,608102,163715
83,16,612751,164743
83,16,602990,164848
83,16,608933,164427
83,16,601735,165076
83,16,612941,164194
83,16,605911,164424
83,16,607078,164016
83,16,612015,166276
83,16,606718,165503
83,16,603018,164153
83,16,609843,164842
83,16,612074,162688
83,16,608381,165235
83,16,611122,165896
84,16,612595,163610
84,16,611041,167291
84,16,614395,165167
84,16,611693,165031
84,16,606865,164649
84,16,614964,164787
84,16,608530,196478
84,16,614289,165008
84,16,611168,164901
84,16,603357,164486
84,16,611430,165226
84,16,610702,164671
84,16,640049,165638
84,16,611484,163860
84,16,609338,165102
84,16,611305,165633
84,16,607931,165667
84,16,608801,165553
84,16,610985,164648
84,16,607685,164461
85,16,611061,164470
85,16,609887,164543
85,16,610672,164568
85,16,607388,166797
85,16,611365,165444
85,16,612473,168822
85,16,611410,165087
85,16,610675,164327
85,16,610510,166159
85,16,612323,165347
85,16,611645,162915
85,16,614649,165546
85,16,611207,164645
85,16,611100,163358
85,16,609686,167040
85,16,611559,164812
85,16,605415,165962
85,16,609211,164897
85,16,604346,165475
85,16,614352,163718
86,16,609728,164018
86,16,614279,163857
86,16,607185,164883
86,16,605828,164767
86,16,607438,199307
86,16,609161,166448
86,16,606929,165246
86,16,676789,164897
86,16,610152,163374
86,16,610145,165562
86,16,619375,164945
86,16,609696,165211
86,16,610856,167836
86,16,607585,165089
86,16,608667,165810
86,16,612369,164444
86,16,608724,165104
86,16,612646,165648
86,16,613772,164728
86,16,613833,164284
87,16,613651,196850
87,16,610467,165200
87,16,613212,164105
87,16,614862,164746
87,16,611196,164735
87,16,609817,165564
87,16,615466,164192
87,16,611789,165472
87,16,610373,166794
87,16,611350,165717
87,16,612486,164937
87,16,614671,165913
87,16,612966,164994
87,16,605314,164481
87,16,605885,164733
87,16,610632,165121
87,16,608937,165053
87,16,606222,163167
87,16,612902,164811
87,16,611142,168763
88,16,615487,164761
88,16,605765,164814
88,16,613292,165771
88,16,613165,164591
88,16,605539,165099
88,16,608841,164793
88,16,607231,165255
88,16,610518,165180
88,16,607626,167459
88,16,605364,165492
88,16,606358,165944
88,16,612648,166083
88,16,611724,163987
88,16,613875,166113
88,16,612396,164045
88,16,612997,164446
88,16,611285,164760
88,16,605118,164639
88,16,611235,168491
88,16,611606,164481
89,16,609316,166192
89,16,615827,164833
89,16,611238,164718
89,16,613209,165425
89,16,617161,164828
89,16,609580,165196
89,16,610075,165572
89,16,607213,165930
89,16,610715,165290
89,16,612085,165995
89,16,612451,166390
89,16,608363,164721
89,16,605049,165816
89,16,610137,164313
89,16,610835,164813
89,16,611430,165084
89,16,609865,167603
89,16,609392,166047
89,16,604465,165956
89,16,606972,164947
90,16,614489,164789
90,16,611196,164195
90,16,612151,165654
90,16,615594,165904
90,16,608473,166887
90,16,610958,164591
90,16,609067,167039
90,16,612900,163742
90,16,604305,164095
90,16,603763,165766
90,16,613111,166286
90,16,610324,166723
90,16,611683,164475
90,16,612334,166771
90,16,610464,165120
90,16,610726,166053
90,16,612824,167569
90,16,606384,165465
90,16,607856,167600
90,16,615276,165807
91,16,612870,165820
91,16,615196,164631
91,16,611773,164441
91,16,611562,164621
91,16,612048,165232
91,16,609455,166832
91,16,612321,164402
91,16,612005,165262
91,16,606025,166248
91,16,602433,164902
91,16,609669,165190
91,16,608993,164903
91,16,608340,183520
91,16,613897,164731
91,16,612317,165659
91,16,646125,167413
91,16,610928,164790
91,16,611805,163989
91,16,615102,164406
91,16,609537,165122
92,16,612336,165399
92,16,617785,165561
92,16,609759,166440
92,16,612876,164699
92,16,610935,164805
92,16,607647,165146
92,16,605004,164117
92,16,609154,165373
92,16,612746,165168
92,16,611130,163752
92,16,610120,164412
92,16,615242,165855
92,16,609186,165666
92,16,611322,166936
92,16,613559,165294
92,16,607967,167007
92,16,609291,165635
92,16,615034,165916
92,16,612659,167233
92,16,612118,165281
93,16,613100,164406
93,16,612196,166191
93,16,612085,166526
93,16,611170,164338
93,16,599405,164103
93,16,625658,204299
93,16,603774,164796
93,16,611247,168746
93,16,607618,163864
93,16,607770,164658
93,16,615805,164137
93,16,608319,167759
93,16,608588,163897
93,16,612626,165236
93,16,612720,164487
93,16,612117,165188
93,16,604993,164428
93,16,610552,166550
93,16,608822,165192
93,16,607380,165860
94,16,610434,166428
94,16,610892,165281
94,16,609196,164185
94,16,607117,166232
94,16,612793,164606
94,16,604689,164828
94,16,611898,167405
94,16,610541,164173
94,16,611477,166188
94,16,614340,165094
94,16,615306,166618
94,16,610933,165304
94,16,617430,164679
94,16,613122,165461
94,16,608910,166188
94,16,610060,164871
94,16,614344,164049
94,16,610288,165046
94,16,610898,164792
94,16,606854,165818
95,16,606191,165615
95,16,611313,164876
95,16,614964,168869
95,16,611377,166329
95,16,612784,164891
95,16,617388,164806
95,16,611549,166552
95,16,609235,165232
95,16,613175,164895
95,16,611102,164372
95,16,610321,165755
95,16,642101,165259
95,16,603797,166369
95,16,613744,164595
95,16,610840,164813
95,16,610140,165193
95,16,607153,165802
95,16,614440,165989
95,16,612798,165993
95,16,613095,165238
96,16,613151,165741
96,16,616882,164885
96,16,616455,166855
96,16,612461,165191
96,16,643600,165212
96,16,609072,164252
96,16,615750,166619
96,16,615808,165273
96,16,610852,165485
96,16,612969,167176
96,16,611820,165757
96,16,602948,166308
96,16,611515,165200
96,16,614932,165891
96,16,599895,165707
96,16,607937,166341
96,16,612367,166142
96,16,636712,178916
96,16,611566,164831
96,16,610094,166633
97,16,616372,166222
97,16,615049,165363
97,16,613915,167276
97,16,610389,165906
97,16,608975,166748
97,16,611791,167314
97,16,614988,165383
97,16,612564,164799
97,16,611125,165487
97,16,604702,166350
97,16,607582,165614
97,16,610148,166098
97,16,601021,165562
97,16,609434,170183
97,16,607178,165625
97,16,611792,166084
97,16,607814,164289
97,16,613012,166326
97,16,612146,165841
97,16,617806,167592
98,16,614526,165364
98,16,614364,166047
98,16,611860,165068
98,16,613585,166214
98,16,611419,165361
98,16,614669,165427
98,16,616399,166716
98,16,612609,165651
98,16,610844,166094
98,16,609779,168894
98,16,610414,165383
98,16,614120,164129
98,16,613920,165422
98,16,612437,164481
98,16,611671,165419
98,16,642334,166286
98,16,614296,166348
98,16,605156,164304
98,16,615099,166292
98,16,607934,165145
99,16,614138,165222
99,16,615021,164759
99,16,613635,166458
99,16,613548,166072
99,16,604912,165500
99,16,612812,197043
99,16,613938,166153
99,16,612749,164797
99,16,612916,167717
99,16,612834,165339
99,16,608258,166717
99,16,615005,168000
99,16,610159,167394
99,16,612706,166975
99,16,616232,167839
99,16,608256,165321
99,16,608702,166145
99,16,611088,166812
99,16,612969,165431
99,16,604392,167975
100,16,613303,167066
100,16,613796,169005
100,16,611030,167048
100,16,615147,167251
100,16,616760,166072
100,16,609174,166978
100,16,609603,167129
100,16,646151,165744
100,16,612353,165008
100,16,608195,166050
100,16,615012,165469
100,16,609953,165673
100,16,607788,164785
100,16,611204,165902
100,16,606696,167143
100,16,611154,165562
100,16,613485,165780
100,16,612710,168489
100,16,611546,166149
100,16,612568,166316
100,0,148450,67881
100,0,146715,67410
100,0,146734,68071
100,0,145076,67748
100,0,147004,67933
100,0,146341,68449
100,0,146685,67724
100,0,145824,67659
100,0,146184,67184
100,0,146860,67527
100,0,146074,67170
100,0,150498,68395
100,0,146070,67532
100,0,146302,67067
100,0,145721,66228
100,0,145816,67632
100,0,146910,67527
100,0,145890,68288
100,0,145421,68170
100,0,146543,67335
100,1,178595,75471
100,1,179040,76142
100,1,177778,76087
100,1,179248,75310
100,1,178140,74969
100,1,178495,75492
100,1,178571,74980
100,1,178391,75906
100,1,178163,75259
100,1,178321,75459
100,1,178216,77219
100,1,178794,75580
100,1,177055,74894
100,1,178456,75603
100,1,178379,74738
100,1,177132,76388
100,1,181031,76051
100,1,179095,75208
100,1,178472,75291
100,1,177450,75372
100,2,206910,81532
100,2,208047,81729
100,2,204802,81794
100,2,208323,81208
100,2,206519,81515
100,2,208132,81774
100,2,210284,80831
100,2,205994,81156
100,2,208041,80006
100,2,207179,80996
100,2,207052,82104
100,2,207717,82068
100,2,205435,80752
100,2,205669,81872
100,2,207210,81797
100,2,205408,81267
100,2,206773,82311
100,2,208381,81942
100,2,205293,81073
100,2,207155,81901
100,3,235917,91807
100,3,236824,87257
100,3,235650,87871
100,3,236411,87494
100,3,235781,88249
100,3,234866,88689
100,3,234523,87687
100,3,235226,87756
100,3,234355,87980
100,3,233572,87304
100,3,237648,88243
100,3,236543,87570
100,3,235540,87258
100,3,236814,87704
100,3,236081,87576
100,3,236951,88424
100,3,235721,87438
100,3,234118,88147
100,3,235381,87383
100,3,235871,87896
100,4,266486,92686
100,4,267410,93182
100,4,266083,92657
100,4,268150,92163
100,4,266448,92508
100,4,265335,92013
100,4,266472,92321
100,4,264381,92189
100,4,264520,91974
100,4,267529,92521
100,4,266388,92756
100,4,266745,92893
100,4,265494,93471
100,4,266404,92600
100,4,266520,90769
100,4,270950,92371
100,4,263722,90249
100,4,266242,91830
100,4,265661,92922
100,4,266223,93044
100,5,291435,101147
100,5,292186,99344
100,5,322680,100432
100,5,294797,99474
100,5,294870,101119
100,5,294196,103002
100,5,293542,101401
100,5,293580,100320
100,5,295104,98859
100,5,296249,100176
100,5,292742,100944
100,5,295908,100380
100,5,294412,100435
100,5,297356,99610
100,5,294480,101421
100,5,295192,101005
100,5,294507,101114
100,5,295631,100862
100,5,325572,101063
100,5,295257,99932
100,6,324985,104403
100,6,354993,105318
100,6,326793,104768
100,6,325178,104279
100,6,325322,106011
100,6,324428,104653
100,6,323230,104988
100,6,325876,105338
100,6,325083,105585
100,6,325420,105113
100,6,325420,103793
100,6,324801,105330
100,6,323782,104603
100,6,323228,105506
100,6,325141,105864
100,6,325371,104778
100,6,324280,104068
100,6,323755,105180
100,6,324040,108878
100,6,325431,105243
100,7,351460,110176
100,7,355080,111738
100,7,348543,111110
100,7,351935,111747
100,7,351427,111364
100,7,352028,110400
100,7,352466,142174
100,7,351220,110354
100,7,351694,110169
100,7,354264,110177
100,7,352950,110610
100,7,346947,110094
100,7,352084,109459
100,7,351485,110504
100,7,355168,110947
100,7,351328,110936
100,7,351149,110816
100,7,351581,109363
100,7,347040,110708
100,7,353502,110210
100,8,382219,115640
100,8,380521,114911
100,8,382927,115091
100,8,382191,114456
100,8,382998,117617
100,8,382365,114849
100,8,382525,114544
100,8,382065,115944
100,8,381500,114213
100,8,385077,114811
100,8,378822,114801
100,8,384205,113136
100,8,381708,113839
100,8,382329,114292
100,8,378089,115153
100,8,381000,115042
100,8,376739,113867
100,8,383135,114393
100,8,382529,114500
100,8,381817,113787
100,9,406196,121337
100,9,410262,120669
100,9,405951,119881
100,9,408193,120984
100,9,408197,120271
100,9,402748,119169
100,9,403604,119880
100,9,409288,120816
100,9,403595,120136
100,9,406501,119669
100,9,413647,121380
100,9,409016,120342
100,9,409208,120129
100,9,409837,120361
100,9,403208,119263
100,9,409946,121724
100,9,408715,120208
100,9,404717,121416
100,9,408866,120454
100,9,410241,119467
100,10,436354,124093
100,10,439298,123598
100,10,436580,125058
100,10,431100,127480
100,10,435226,124819
100,10,438327,124512
100,10,437240,123964
100,10,436995,125661
100,10,435287,124663
100,10,434670,124186
100,10,436325,125288
100,10,430822,124419
100,10,431839,125006
100,10,430648,124967
100,10,437911,124128
100,10,435984,124647
100,10,436668,124306
100,10,433460,124251
100,10,436511,125428
100,10,436063,124586
100,11,459384,129741
100,11,463358,129971
100,11,464506,129238
100,11,465841,129070
100,11,459489,129702
100,11,460140,129580
100,11,467598,129215
100,11,465708,129286
100,11,468086,129311
100,11,460262,130476
100,11,466851,129655
100,11,465080,126946
100,11,466159,128799
100,11,463508,129673
100,11,464730,129860
100,11,465430,129674
100,11,465949,128528
100,11,467589,129079
100,11,466314,129241
100,11,462680,128909
100,12,493744,136718
100,12,498791,135840
100,12,495231,135742
100,12,496824,136463
100,12,488856,135352
100,12,494030,135495
100,12,492734,135303
100,12,493414,136324
100,12,489652,136413
100,12,494685,135694
100,12,488275,136532
100,12,501423,135564
100,12,499360,135278
100,12,495918,136512
100,12,488894,135288
100,12,492140,135470
100,12,492815,135973
100,12,491943,135873
100,12,495136,137227
100,12,491281,136940
100,13,523718,142508
100,13,528253,143859
100,13,525087,143135
100,13,525192,143078
100,13,525953,143190
100,13,526653,141916
100,13,516864,142352
100,13,525124,144708
100,13,529385,144134
100,13,526007,143616
100,13,525618,143336
100,13,523613,143966
100,13,523004,143871
100,13,528036,142995
100,13,522532,143635
100,13,522495,142632
100,13,524738,144891
100,13,524868,143799
100,13,521972,143340
100,13,525450,144645
100,14,558710,150432
100,14,556722,149786
100,14,554324,152320
100,14,557618,153730
100,14,552412,150374
100,14,551498,150375
100,14,548390,150911
100,14,554231,150984
100,14,556053,150129
100,14,558129,150226
100,14,550680,150928
100,14,557899,151279
100,14,552574,151064
100,14,549059,150369
100,14,552931,150648
100,14,553402,149993
100,14,550663,151285
100,14,554910,150881
100,14,553074,149908
100,14,548301,150056
100,15,583903,159282
100,15,585945,158091
100,15,585467,157600
100,15,584427,158326
100,15,580840,158871
100,15,583211,157688
100,15,583554,159511
100,15,589666,157303
100,15,574498,157986
100,15,583069,157440
100,15,585577,158038
100,15,581719,158094
100,15,583415,159326
100,15,584537,160782
100,15,584285,158078
100,15,580751,157340
100,15,586137,159530
100,15,579984,157705
100,15,583410,158253
100,15,584975,157562
100,16,613371,165392
100,16,616710,165668
100,16,609801,197280
100,16,609998,166025
100,16,604725,164941
100,16,615629,165661
100,16,613059,165419
100,16,610389,166534
100,16,613925,165365
100,16,610311,165114
100,16,613905,166701
100,16,610959,166150
100,16,611009,165809
100,16,608130,165450
100,16,609075,164304
100,16,610884,165925
100,16,605822,164863
100,16,611950,164918
100,16,615206,169132
100,16,613892,164770

Median Slopes Analysis
========

Model:
Time ~=    128.8
    + r    0.229
    + n    28.89
              µs

Min Squares Analysis
========

Data points distribution:
    r     n   mean µs  sigma µs       %
    1    16     591.7     1.128    0.1%
    2    16     590.8     1.295    0.2%
    3    16     590.2     1.027    0.1%
    4    16     589.8     1.531    0.2%
    5    16       589     1.627    0.2%
    6    16     590.5     0.909    0.1%
    7    16     592.2     0.888    0.1%
    8    16     591.3     0.946    0.1%
    9    16     590.4     1.724    0.2%
   10    16     594.7      0.93    0.1%
   11    16     594.7       1.2    0.2%
   12    16     593.4     1.175    0.1%
   13    16       592     1.801    0.3%
   14    16     594.3     1.165    0.1%
   15    16     595.3     0.691    0.1%
   16    16     593.2     1.033    0.1%
   17    16     595.9     1.045    0.1%
   18    16     594.3     1.874    0.3%
   19    16     593.8     0.874    0.1%
   20    16     597.2     0.771    0.1%
   21    16     597.7     0.779    0.1%
   22    16     595.8     0.499    0.0%
   23    16     596.7     1.187    0.1%
   24    16     595.5      1.94    0.3%
   25    16     596.2     1.156    0.1%
   26    16     596.3     1.623    0.2%
   27    16     599.6     1.927    0.3%
   28    16     597.3     2.413    0.4%
   29    16       599     0.967    0.1%
   30    16     598.7     1.441    0.2%
   31    16     598.3     1.232    0.2%
   32    16     597.6     1.397    0.2%
   33    16     598.2     1.217    0.2%
   34    16     598.2      0.88    0.1%
   35    16       599     0.941    0.1%
   36    16     599.1      1.94    0.3%
   37    16     598.3     1.768    0.2%
   38    16     598.8     0.804    0.1%
   39    16     598.4     1.238    0.2%
   40    16     599.2     1.502    0.2%
   41    16     600.5     0.846    0.1%
   42    16     602.9     0.871    0.1%
   43    16     603.3     1.529    0.2%
   44    16     602.1     1.018    0.1%
   45    16     603.9     0.931    0.1%
   46    16     602.2      0.74    0.1%
   47    16     603.3      1.04    0.1%
   48    16     603.9     0.792    0.1%
   49    16     603.9     0.969    0.1%
   50    16     603.2     2.023    0.3%
   51    16     603.9     1.388    0.2%
   52    16     603.1     1.011    0.1%
   53    16     602.8     1.183    0.1%
   54    16     604.4     1.361    0.2%
   55    16     603.1      1.18    0.1%
   56    16     605.8     0.723    0.1%
   57    16     604.3     0.507    0.0%
   58    16       604     0.604    0.0%
   59    16     603.5     1.823    0.3%
   60    16     604.3      1.52    0.2%
   61    16       604      1.55    0.2%
   62    16     605.6     1.307    0.2%
   63    16     606.7     0.723    0.1%
   64    16     604.2     1.256    0.2%
   65    16     606.2     0.958    0.1%
   66    16     608.1     1.418    0.2%
   67    16       608     0.596    0.0%
   68    16     608.2     1.057    0.1%
   69    16     608.4     0.981    0.1%
   70    16     607.8     0.999    0.1%
   71    16     609.5      1.23    0.2%
   72    16     606.6     0.845    0.1%
   73    16     609.4     1.086    0.1%
   74    16     608.9     1.184    0.1%
   75    16     606.7     2.297    0.3%
   76    16     609.4      0.58    0.0%
   77    16     610.2     1.358    0.2%
   78    16     609.6     0.918    0.1%
   79    16     608.8     0.834    0.1%
   80    16     610.2     1.251    0.2%
   81    16     611.1     1.481    0.2%
   82    16     611.6     1.675    0.2%
   83    16     608.2     1.501    0.2%
   84    16     610.7      0.91    0.1%
   85    16     610.9     0.482    0.0%
   86    16     610.2     1.311    0.2%
   87    16     611.5     0.921    0.1%
   88    16     610.5     1.838    0.3%
   89    16     610.2     0.719    0.1%
   90    16     611.1     1.058    0.1%
   91    16     611.3     0.974    0.1%
   92    16     611.2     1.166    0.1%
   93    16     610.2      1.65    0.2%
   94    16       611     0.786    0.1%
   95    16     611.8     0.979    0.1%
   96    16     612.7     1.469    0.2%
   97    16     611.1     1.286    0.2%
   98    16       613     1.095    0.1%
   99    16     612.5     1.027    0.1%
  100     0     146.3     0.287    0.1%
  100     1     178.4     0.134    0.0%
  100     2       207     0.545    0.2%
  100     3     235.7     0.324    0.1%
  100     4     266.2     0.248    0.0%
  100     5     294.8     0.428    0.1%
  100     6       325     0.368    0.1%
  100     7     351.7     0.347    0.0%
  100     8     382.1     0.331    0.0%
  100     9       408     1.232    0.3%
  100    10     435.9     0.643    0.1%
  100    11       465     0.942    0.2%
  100    12     493.5     1.125    0.2%
  100    13     524.9     0.718    0.1%
  100    14     553.5     1.275    0.2%
  100    15     583.8     0.611    0.1%
  100    16     611.7      1.21    0.1%

Quality and confidence:
param     error
r         0.001
n         0.018

Model:
Time ~=    125.6
    + r    0.225
    + n    29.09
              µs

