Pallet: "scheduler", Extrinsic: "schedule", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,extrinsic_time,storage_root_time
0,36588,27005
0,22254,21376
0,21806,20689
0,21617,20257
0,21373,19618
0,27708,19818
0,21192,19448
0,21506,19354
0,21145,19446
0,21054,19543
0,21111,19109
0,21216,18910
0,21223,19067
0,21111,19138
0,21153,18940
0,21200,19174
0,21192,23597
0,21450,18967
0,21293,19234
0,21321,19132
1,23451,25960
1,22626,22653
1,22431,22323
1,22674,22055
1,22296,22108
1,22482,21611
1,22163,21880
1,21996,21683
1,22290,21855
1,22234,21932
1,22243,21544
1,22584,21851
1,22261,22018
1,22403,21872
1,22229,21888
1,22086,21871
1,22406,21875
1,22540,21809
1,22121,22186
1,21942,21781
2,22483,21976
2,22327,22046
2,22307,22291
2,22369,22170
2,22254,21920
2,22486,22035
2,22474,21845
2,22508,22257
2,22178,22045
2,22252,21644
2,22378,21669
2,22435,21542
2,22210,21743
2,22361,21453
2,22427,21430
2,22237,24812
2,22355,21818
2,22596,21533
2,22205,21827
2,22337,21844
3,23100,22149
3,22828,22193
3,22690,21757
3,22715,22179
3,22656,22088
3,23141,22302
3,23045,21874
3,22896,21785
3,22687,21785
3,22806,22221
3,22874,22179
3,22990,21860
3,22911,22212
3,22955,21907
3,22732,21896
3,22600,22205
3,22818,21911
3,22971,22056
3,22750,22571
3,22638,22295
4,22951,22338
4,22784,22861
4,22833,22705
4,22900,22589
4,22854,22801
4,25851,23193
4,22832,22510
4,23019,22569
4,22805,22586
4,22784,22458
4,22917,22454
4,22813,22480
4,22737,22420
4,22845,22357
4,22558,22230
4,22794,22148
4,22799,22500
4,22739,22664
4,22570,22467
4,22819,22584
5,23115,22865
5,23262,22706
5,22977,22389
5,22885,22546
5,23000,22770
5,22960,22717
5,22938,22368
5,22913,22543
5,22842,22357
5,22698,22330
5,22932,24951
5,23027,22482
5,22839,22378
5,22938,22443
5,23055,22391
5,22840,22219
5,22778,22455
5,22799,22218
5,22631,22137
5,22808,22389
6,23151,22852
6,23152,22930
6,23316,22778
6,23202,22868
6,23220,22538
6,23243,22506
6,23204,22625
6,23249,22847
6,23115,22700
6,23501,22903
6,23011,22601
6,23190,22606
6,23317,22742
6,23129,22935
6,23144,23055
6,23295,23033
6,23025,22808
6,23044,23253
6,23444,22933
6,23370,23182
7,23326,23038
7,23502,23181
7,23158,22693
7,23613,22904
7,23232,22926
7,23032,22820
7,23387,22701
7,23359,22845
7,23528,22605
7,23204,22549
7,23366,22763
7,23047,22735
7,23276,22832
7,23728,23124
7,23143,22493
7,23452,22718
7,23596,22581
7,23657,23140
7,23220,22408
7,23386,22697
8,23602,22514
8,23536,22522
8,23542,22321
8,23265,22355
8,23320,22709
8,23612,22512
8,23288,22734
8,23321,23096
8,23345,22582
8,23243,22916
8,23552,22721
8,23080,22945
8,23464,22907
8,23334,22858
8,23380,22645
8,23471,22812
8,23368,22520
8,23217,22825
8,23198,22386
8,23254,22793
9,23823,22494
9,23553,22898
9,23649,22750
9,23423,22923
9,23655,22635
9,23706,23007
9,23589,22848
9,23681,22635
9,23499,22937
9,37022,22985
9,23494,22620
9,23684,23089
9,23242,23265
9,23390,22727
9,23750,22961
9,23519,22822
9,23715,23242
9,23565,23031
9,23540,22735
9,23494,23030
10,23638,23298
10,23554,23095
10,23696,23214
10,23453,22870
10,23505,22851
10,23584,22774
10,23516,23134
10,23563,23120
10,23611,23039
10,23508,22802
10,23510,22959
10,23760,23078
10,23585,22738
10,23658,22598
10,23689,22644
10,23401,23174
10,23145,22588
10,23473,22950
10,23528,22663
10,23476,23003
11,23450,23086
11,24016,23107
11,23869,22738
11,23552,23294
11,23576,23384
11,23789,23316
11,23702,23183
11,23867,23068
11,23448,23088
11,23749,23437
11,23785,22773
11,23623,22541
11,23249,23076
11,23615,23031
11,23520,23029
11,23552,22981
11,23663,23242
11,23530,22960
11,23763,22885
11,23655,22677
12,24022,23326
12,24003,23857
12,24021,23514
12,23621,23427
12,23880,23163
12,23840,23050
12,23811,23074
12,23986,22939
12,24002,23159
12,23692,23102
12,24313,23552
12,24109,23188
12,24033,23389
12,23684,23265
12,23938,22965
12,23796,23559
12,23927,23130
12,23994,23221
12,24022,23387
12,23767,23047
13,24183,23381
13,23928,23154
13,23881,23215
13,24164,23554
13,24167,23247
13,23776,23479
13,23634,23506
13,23809,23550
13,23700,23332
13,23773,23431
13,23970,23405
13,23645,23523
13,23681,23204
13,23594,23228
13,23741,23071
13,23460,23101
13,23381,23326
13,23590,23576
13,23956,23007
13,23588,23128
14,24287,23758
14,24015,23699
14,23891,23380
14,24281,23706
14,24265,23633
14,24410,23346
14,24112,23613
14,24228,23566
14,24340,23571
14,24387,41891
14,24407,23553
14,24201,23719
14,24052,23872
14,24453,23791
14,24032,23334
14,24229,23620
14,24153,23985
14,24227,23699
14,24026,23833
14,24149,23505
15,24123,23518
15,23947,23919
15,24296,24486
15,24275,23901
15,24340,23929
15,24203,23527
15,24293,23619
15,24474,23692
15,23999,23548
15,24258,24035
15,24504,23573
15,23990,23288
15,24131,23526
15,24460,24319
15,24256,24006
15,24542,23452
15,24216,23233
15,24107,23645
15,24220,23775
15,24323,24015
16,24076,23786
16,23935,24031
16,24190,23429
16,24055,23440
16,24071,23763
16,24197,23918
16,24334,23849
16,24263,23626
16,24199,23527
16,24319,23157
16,24288,23765
16,23818,23434
16,24090,23379
16,24434,23426
16,24311,23434
16,24185,23213
16,24293,23557
16,23875,23588
16,24069,23596
16,24064,23144
17,24271,24363
17,24218,24138
17,24563,24128
17,24465,24339
17,24435,23705
17,24383,23867
17,24044,23874
17,24013,24060
17,24502,23753
17,24366,23790
17,24285,23921
17,24393,23851
17,24396,23877
17,24454,23977
17,24070,23775
17,24042,23826
17,24351,23700
17,24640,24057
17,24566,23984
17,24209,23981
18,24451,24102
18,24415,24347
18,24505,24273
18,24713,24162
18,24842,24453
18,24873,24076
18,24703,24101
18,24596,24598
18,24235,24129
18,24866,23360
18,24775,23546
18,24352,23950
18,24389,24839
18,24413,24640
18,24585,24020
18,24433,24254
18,24022,24352
18,24655,24024
18,24785,24022
18,24563,24025
19,24681,24396
19,24816,24238
19,24625,24081
19,24301,23837
19,24327,23979
19,24644,24180
19,24590,23910
19,24454,24444
19,24567,24161
19,24191,23969
19,24551,24383
19,24598,24026
19,24403,24051
19,24133,24214
19,24354,24259
19,24476,24023
19,25066,24607
19,24697,24259
19,24573,24195
19,24526,24240
20,25425,23716
20,25101,24472
20,25029,24458
20,24869,24531
20,24903,24497
20,24750,24464
20,24650,24612
20,25067,24202
20,24827,24551
20,24876,24589
20,24495,24263
20,24846,24355
20,24712,24603
20,24689,24499
20,25108,23601
20,25050,24390
20,24679,24481
20,24911,24242
20,24862,24683
20,24946,24330
21,24966,24931
21,25062,23461
21,25173,23550
21,24632,24322
21,24769,24879
21,24819,24858
21,24980,24732
21,24777,24674
21,24957,24892
21,24463,24095
21,24965,24021
21,24559,24492
21,25354,23807
21,24612,25114
21,24724,24754
21,25023,24541
21,24839,24351
21,24611,24944
