Pallet: "identity", Extrinsic: "request_judgement", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,x,extrinsic_time,storage_root_time
1,100,252218,40814
1,100,236326,35467
1,100,236065,35035
1,100,235099,35025
1,100,236194,34577
1,100,236411,34264
1,100,236198,34628
1,100,238653,34797
1,100,235955,34486
1,100,235291,34430
1,100,236040,34332
1,100,235401,34239
1,100,236331,34593
1,100,235490,34380
1,100,236468,34166
1,100,235557,34397
1,100,235694,34418
1,100,235769,34307
1,100,235412,34240
1,100,235145,34311
2,100,236763,34840
2,100,237446,34308
2,100,237465,34618
2,100,236423,34395
2,100,236357,34282
2,100,237229,34653
2,100,235986,34331
2,100,236576,34227
2,100,236696,37795
2,100,235371,34450
2,100,235990,34476
2,100,235822,34259
2,100,236431,34207
2,100,237797,34388
2,100,236867,34375
2,100,267251,34654
2,100,235690,34500
2,100,236488,34484
2,100,236625,34198
2,100,236654,34528
3,100,240112,34957
3,100,236976,34734
3,100,237446,34625
3,100,237875,34450
3,100,237423,34731
3,100,237593,34534
3,100,237043,34489
3,100,236772,34796
3,100,239369,34616
3,100,237262,34767
3,100,235868,34891
3,100,237405,34468
3,100,237290,34597
3,100,236245,34451
3,100,236440,34506
3,100,237400,34536
3,100,236271,35115
3,100,236010,34668
3,100,236629,34494
3,100,236718,34345
4,100,236527,34805
4,100,237437,35171
4,100,237548,35145
4,100,236467,34914
4,100,237682,35449
4,100,239362,35237
4,100,238277,34793
4,100,238237,34765
4,100,238250,34848
4,100,237078,35029
4,100,237705,34801
4,100,236360,34434
4,100,237455,34972
4,100,238233,34700
4,100,237081,34688
4,100,237200,35190
4,100,238374,35262
4,100,237395,34708
4,100,237135,34758
4,100,237699,34695
5,100,239692,35592
5,100,237933,34738
5,100,238974,35165
5,100,238149,35213
5,100,238228,34991
5,100,239393,35181
5,100,238400,35115
5,100,238758,35538
5,100,238182,34982
5,100,238251,34747
5,100,242689,35882
5,100,238014,35183
5,100,237735,34586
5,100,238448,35529
5,100,237891,34761
5,100,237512,34707
5,100,238091,35507
5,100,239230,35380
5,100,238128,34856
5,100,238370,35500
6,100,238719,35033
6,100,242993,35681
6,100,238565,34963
6,100,238337,35766
6,100,238054,34857
6,100,237958,34594
6,100,238876,35895
6,100,238677,35204
6,100,238047,35137
6,100,238642,35417
6,100,238880,35611
6,100,238296,35127
6,100,238858,35232
6,100,238732,34967
6,100,239018,35594
6,100,237971,35168
6,100,238463,35029
6,100,237319,37730
6,100,238343,35510
6,100,238725,35192
7,100,239350,35464
7,100,239274,35245
7,100,240162,35829
7,100,239010,35192
7,100,239278,35609
7,100,239545,35797
7,100,238134,35306
7,100,239727,35650
7,100,239817,35463
7,100,240071,35523
7,100,238623,35240
7,100,237809,35370
7,100,240010,35925
7,100,238760,35616
7,100,237560,35429
7,100,238874,35827
7,100,237877,35331
7,100,237815,35742
7,100,239375,35777
7,100,238233,35566
8,100,238388,35449
8,100,239627,35786
8,100,239508,35310
8,100,238095,35704
8,100,238578,35882
8,100,238187,35632
8,100,239760,35819
8,100,238674,35375
8,100,238553,35384
8,100,239440,35903
8,100,238673,35474
8,100,238908,35312
8,100,244141,36075
8,100,238610,36351
8,100,239449,35962
8,100,238236,35142
8,100,239081,35471
8,100,240169,36210
8,100,238089,35630
8,100,238910,35800
9,100,240387,35534
9,100,239909,36337
9,100,240382,36024
9,100,239501,36333
9,100,239392,36308
9,100,239695,36238
9,100,242688,36354
9,100,238864,35972
9,100,239403,36190
9,100,239611,36431
9,100,239683,35353
9,100,239556,36068
9,100,239252,35881
9,100,240517,36143
9,100,239660,35685
9,100,238942,36066
9,100,239406,35402
9,100,240203,35948
9,100,239041,35635
9,100,240765,35816
10,100,240043,36115
10,100,240526,36148
10,100,239605,35843
10,100,239658,35991
10,100,242469,36118
10,100,240600,36090
10,100,239672,35510
10,100,240619,36157
10,100,239468,36346
10,100,240721,36323
10,100,240019,35966
10,100,240556,36108
10,100,239512,35810
10,100,241201,35830
10,100,239280,35943
10,100,240433,35840
10,100,239252,36184
10,100,239374,35906
10,100,239224,35788
10,100,239365,35839
11,100,240500,36543
11,100,239421,35848
11,100,240623,39297
11,100,239992,35617
11,100,240381,35820
11,100,240537,36634
11,100,239607,35732
11,100,240336,36145
11,100,240450,36031
11,100,240706,36517
11,100,240028,36446
11,100,240500,36120
11,100,241405,36450
11,100,239777,35704
11,100,242444,36221
11,100,239825,35945
11,100,241330,36673
11,100,240212,35956
11,100,243047,36830
11,100,241129,35988
12,100,240483,36265
12,100,241068,36043
12,100,244928,37996
12,100,240427,36195
12,100,239995,36111
12,100,242109,36880
12,100,243342,36698
12,100,239829,36363
12,100,241204,36962
12,100,240369,36475
12,100,244392,36198
12,100,241016,37003
12,100,240039,36495
12,100,241479,36067
12,100,243460,37237
12,100,240620,36237
12,100,239666,35743
12,100,241740,36363
12,100,241530,36551
12,100,239898,36010
13,100,240673,36237
13,100,241388,37015
13,100,239984,36143
13,100,240528,36356
13,100,241647,36942
13,100,240244,36541
13,100,240775,35754
13,100,240756,36610
13,100,241385,37311
13,100,241170,36454
13,100,240889,36063
13,100,240354,36924
13,100,240788,37157
13,100,244119,37569
13,100,240673,35966
13,100,241413,35978
13,100,241257,37447
13,100,240768,36602
13,100,240433,36052
13,100,240743,36006
14,100,242322,37513
14,100,241654,36602
14,100,240796,36020
14,100,241372,36817
14,100,240891,36654
14,100,241902,37328
14,100,241069,36760
14,100,241388,36435
14,100,241445,36273
14,100,241282,36528
14,100,241738,37073
14,100,242381,37792
14,100,241727,36903
14,100,240994,35526
14,100,241137,36517
14,100,244556,36339
14,100,241838,38250
14,100,241376,36942
14,100,240687,36035
14,100,241211,36724
15,100,241881,36891
15,100,242156,37375
15,100,245242,37329
15,100,242708,37592
15,100,241768,36908
15,100,241054,36438
15,100,241606,36403
15,100,242433,37175
15,100,241109,36456
15,100,244922,36442
15,100,241863,37797
15,100,241782,37029
15,100,243674,37321
15,100,242830,36702
15,100,241551,36846
15,100,241149,36165
15,100,244605,36862
15,100,241574,37177
15,100,241323,37054
15,100,241838,37185
16,100,241669,37376
16,100,242977,37372
16,100,242911,37373
16,100,242728,37429
16,100,242614,37476
16,100,242888,37681
16,100,246418,37761
16,100,242684,37316
16,100,242067,36994
16,100,241690,36789
16,100,241661,37620
16,100,241527,36864
16,100,241722,36831
16,100,241513,36758
16,100,241636,36264
16,100,242117,37491
16,100,244102,36696
16,100,242019,36621
16,100,241681,36299
16,100,242563,36497
17,100,243664,37029
17,100,241648,36767
17,100,241369,36213
17,100,241487,36578
17,100,242003,36138
17,100,241922,37190
17,100,241218,36728
17,100,242124,36843
17,100,241306,36665
17,100,241488,36895
17,100,242224,37153
17,100,242408,37048
17,100,242265,37517
17,100,241402,37780
17,100,242699,37360
17,100,244921,37727
17,100,242861,37416
17,100,242491,37647
17,100,241940,37124
17,100,242985,37023
