Pallet: "identity", Extrinsic: "kill_identity", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,s,x,extrinsic_time,storage_root_time
1,100,100,438177,234057
1,100,100,425188,223361
1,100,100,424753,221967
1,100,100,421974,221236
1,100,100,423400,222230
1,100,100,424290,223210
1,100,100,423428,222026
1,100,100,424582,222114
1,100,100,426534,222148
1,100,100,423073,253268
1,100,100,419091,222361
1,100,100,430462,222442
1,100,100,419696,221881
1,100,100,423874,222953
1,100,100,428214,223037
1,100,100,421283,222237
1,100,100,423340,222171
1,100,100,424998,222140
1,100,100,423963,222361
1,100,100,424920,221368
2,100,100,427995,225603
2,100,100,423759,223085
2,100,100,424194,222848
2,100,100,425909,224994
2,100,100,424694,221615
2,100,100,424726,222709
2,100,100,423546,223209
2,100,100,426729,221698
2,100,100,423216,223111
2,100,100,423452,223482
2,100,100,425182,220609
2,100,100,427426,223805
2,100,100,423885,222460
2,100,100,424635,223026
2,100,100,428934,223570
2,100,100,424464,222210
2,100,100,424802,223321
2,100,100,426369,223720
2,100,100,420725,221790
2,100,100,422501,223921
3,100,100,422790,228490
3,100,100,422582,224062
3,100,100,421490,221022
3,100,100,425200,223536
3,100,100,424825,225293
3,100,100,424716,223316
3,100,100,425492,221470
3,100,100,423725,222284
3,100,100,423423,225690
3,100,100,419540,222980
3,100,100,425148,223033
3,100,100,424442,223568
3,100,100,426943,225498
3,100,100,424719,224376
3,100,100,422965,225159
3,100,100,423393,223738
3,100,100,425339,225732
3,100,100,424587,223818
3,100,100,426060,222221
3,100,100,423588,223957
4,100,100,429363,221529
4,100,100,421767,222724
4,100,100,421213,222588
4,100,100,427164,222643
4,100,100,425413,222874
4,100,100,427728,224216
4,100,100,424026,222282
4,100,100,428805,222540
4,100,100,423200,226387
4,100,100,424917,225296
4,100,100,426568,222655
4,100,100,424545,222929
4,100,100,423511,260242
4,100,100,425465,223739
4,100,100,428807,222200
4,100,100,424138,221313
4,100,100,424777,222639
4,100,100,427709,221626
4,100,100,424801,223402
4,100,100,423379,222960
5,100,100,424577,221598
5,100,100,424504,223044
5,100,100,427020,226452
5,100,100,425017,222182
5,100,100,425351,222251
5,100,100,425822,222821
5,100,100,426084,221519
5,100,100,427554,222114
5,100,100,424278,221472
5,100,100,423434,226316
5,100,100,423710,222004
5,100,100,425543,223109
5,100,100,426093,222846
5,100,100,424235,222043
5,100,100,423728,221777
5,100,100,424174,224910
5,100,100,426009,221295
5,100,100,420399,223511
5,100,100,422479,222885
5,100,100,424127,222791
6,100,100,425273,224172
6,100,100,424750,223161
6,100,100,424845,223676
6,100,100,424317,222357
