Pallet: "elections", Extrinsic: "phragmen", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,v,e,extrinsic_time,storage_root_time
53,500,16,97949401,257233
53,500,16,98092477,259808
53,500,16,97902777,257971
53,500,16,98095509,259160
53,500,16,97934780,256761
53,500,16,98230582,277270
53,500,16,98113586,258770
53,500,16,97996280,259062
53,500,16,97980457,258124
53,500,16,98069601,258155
53,500,16,97989185,258982
53,500,16,98020617,259810
54,500,16,97928661,265506
54,500,16,98256227,266539
54,500,16,97858234,265799
54,500,16,98062865,269596
54,500,16,97886241,266005
54,500,16,97900026,264888
54,500,16,98100942,266161
54,500,16,98025397,265993
54,500,16,98219538,266787
54,500,16,98043016,270416
54,500,16,97931813,267284
54,500,16,97993354,267296
54,500,16,98002310,265587
54,500,16,97971783,266365
54,500,16,98106316,265123
54,500,16,98067932,266870
54,500,16,98028741,265373
54,500,16,98208619,268415
54,500,16,98004123,264299
54,500,16,98148622,267306
55,500,16,98263103,264747
55,500,16,98343318,264683
55,500,16,98161032,264649
55,500,16,98230587,266226
55,500,16,98225163,264011
55,500,16,98390439,265792
55,500,16,98267157,266469
55,500,16,98330513,266121
55,500,16,98221241,265327
55,500,16,98270485,266286
55,500,16,98260998,265545
55,500,16,98342294,266701
55,500,16,98276255,265419
55,500,16,98193752,264465
55,500,16,98036665,264457
55,500,16,98228494,264529
55,500,16,98333400,265132
55,500,16,98347184,267295
55,500,16,98140694,264423
55,500,16,98307989,264376
56,500,16,98246926,273736
56,500,16,98461198,274365
56,500,16,98201062,271405
56,500,16,98265100,270686
56,500,16,98198606,270813
56,500,16,98326010,273074
56,500,16,98196539,272205
56,500,16,98311964,271814
56,500,16,98293915,269909
56,500,16,98300971,271926
56,500,16,98248896,271249
56,500,16,98274068,272128
56,500,16,98189790,271771
56,500,16,98267780,272230
56,500,16,98421738,276766
56,500,16,98311354,272634
56,500,16,98280522,270430
56,500,16,98388838,270697
56,500,16,98216315,272052
56,500,16,98296806,272155
57,500,16,98436444,277759
57,500,16,98511323,276827
57,500,16,98461194,275586
57,500,16,98552565,277832
57,500,16,98481199,276164
57,500,16,98598014,277635
57,500,16,98512681,276658
57,500,16,98531390,277772
57,500,16,98435147,276658
57,500,16,98635924,276687
57,500,16,98482470,278066
57,500,16,98424778,277587
57,500,16,98398134,277126
57,500,16,98534461,277896
57,500,16,98491960,276609
57,500,16,98557254,278287
57,500,16,98539579,277739
57,500,16,98609503,278138
57,500,16,98445166,277446
57,500,16,98559653,276929
58,500,16,98977006,273125
58,500,16,98829149,317635
58,500,16,98841483,274204
58,500,16,99038643,274716
58,500,16,98881716,273813
58,500,16,99018121,274502
58,500,16,98813413,272117
58,500,16,99025908,274512
58,500,16,98768021,272945
58,500,16,99033290,274144
58,500,16,98821352,274423
58,500,16,99016362,273582
58,500,16,98920707,273379
58,500,16,98913546,274468
58,500,16,98764503,272903
58,500,16,98988870,273445
58,500,16,98978987,273008
58,500,16,98865539,274113
58,500,16,98875178,275308
58,500,16,99052996,273858
59,500,16,98846119,286326
59,500,16,98881826,286373
59,500,16,98853535,285817
59,500,16,99029575,282794
59,500,16,98901446,282594
59,500,16,98947647,285343
59,500,16,98884936,285662
59,500,16,99042745,284364
59,500,16,98827051,283021
59,500,16,98952818,283855
59,500,16,98790313,283094
59,500,16,99120346,285037
59,500,16,98673878,284968
59,500,16,99052669,283961
59,500,16,98956262,283104
59,500,16,98796053,283660
59,500,16,98842774,286223
59,500,16,99055641,287474
59,500,16,98926588,284626
59,500,16,98857607,283858
60,500,16,98729938,297367
60,500,16,98816359,298003
60,500,16,98782213,297017
60,500,16,98794176,297306
60,500,16,98644290,299733
60,500,16,98919078,294105
60,500,16,98831186,297021
60,500,16,98703151,298692
60,500,16,98631286,296261
60,500,16,98776925,295940
60,500,16,98664742,295794
60,500,16,98750520,298357
60,500,16,98704250,298633
60,500,16,98858391,296978
60,500,16,98719336,297599
60,500,16,98815815,295345
60,500,16,98757778,297262
60,500,16,98720335,295879
60,500,16,98724135,297501
60,500,16,98772513,294585
61,500,16,99221267,296368
61,500,16,99044008,294862
61,500,16,98967185,294092
61,500,16,98928334,295481
61,500,16,98951221,294771
61,500,16,98990457,297088
61,500,16,98832697,294886
61,500,16,98944593,295334
61,500,16,98918375,294717
61,500,16,98924770,293691
61,500,16,98870052,296522
61,500,16,98918852,293315
61,500,16,98913927,294623
61,500,16,99154641,295726
61,500,16,98689312,295174
61,500,16,99250918,295440
61,500,16,98956974,294678
61,500,16,98921108,297564
61,500,16,98811994,294266
61,500,16,98994419,296206
62,500,16,98739534,326612
62,500,16,98750306,324952
62,500,16,98772806,328715
62,500,16,98670315,324465
62,500,16,98639171,324283
62,500,16,98814018,327513
62,500,16,98612784,324489
62,500,16,98616164,325260
62,500,16,98680504,328292
62,500,16,98813372,326246
62,500,16,98741337,327098
62,500,16,98753459,327451
62,500,16,98755097,324806
62,500,16,98588274,326547
62,500,16,98807052,324967
62,500,16,98771691,325906
62,500,16,98696848,327242
62,500,16,98771541,325212
62,500,16,98634418,325556
62,500,16,98619040,325672
63,500,16,98871950,326772
63,500,16,98949044,327028
63,500,16,98887596,326003
63,500,16,98873664,326880
63,500,16,99050238,328231
63,500,16,98825629,322253
63,500,16,98899572,328593
63,500,16,99147357,326673
63,500,16,98757807,324629
63,500,16,99086608,326174
63,500,16,98844592,327808
63,500,16,98933108,327919
63,500,16,98728802,327481
63,500,16,99047161,324887
63,500,16,98888620,324438
63,500,16,99158888,324772
63,500,16,99111341,324447
63,500,16,98928855,330838
63,500,16,98871942,325261
63,500,16,99083847,327288
64,500,16,99596085,335466
64,500,16,99737328,332438
64,500,16,99786817,332325
64,500,16,99645724,333374
64,500,16,99655249,336202
64,500,16,99737370,333346
64,500,16,99621177,332529
64,500,16,99658982,331093
64,500,16,99697761,331605
64,500,16,99718343,332711
64,500,16,100109793,393543
64,500,16,99941206,333739
64,500,16,100123786,345641
64,500,16,99825374,337059
64,500,16,99729495,334205
64,500,16,99902327,335177
64,500,16,99621967,334574
64,500,16,99723507,331356
64,500,16,99629863,331540
64,500,16,99754864,333214
65,500,16,100061234,326318
65,500,16,100027505,326069
65,500,16,100074417,322470
65,500,16,100064631,324809
65,500,16,99969561,323044
65,500,16,99954641,322202
65,500,16,100087049,324545
65,500,16,100027624,324806
65,500,16,100061245,326603
65,500,16,100039346,324035
65,500,16,99980315,325262
65,500,16,100119017,327387
65,500,16,100037641,323688
65,500,16,100206135,323544
65,500,16,100047150,324757
65,500,16,100030371,322672
65,500,16,99993586,327540
65,500,16,100116024,323630
65,500,16,99939495,323151
65,500,16,100114569,324838
66,500,16,100020143,327614
66,500,16,100119202,329437
66,500,16,100285023,327422
66,500,16,100148102,326950
66,500,16,100170839,327653
66,500,16,100214169,328083
66,500,16,100058275,326616
66,500,16,100105333,332002
66,500,16,100100314,327814
66,500,16,100557287,330825
66,500,16,100262950,327371
66,500,16,100595715,328059
66,500,16,100029957,326638
66,500,16,100326053,325640
66,500,16,100036861,326105
66,500,16,100202925,327568
66,500,16,100370869,328152
66,500,16,100236877,330192
66,500,16,100229518,329208
66,500,16,100077889,327042
67,500,16,100321797,339821
67,500,16,100388203,337577
67,500,16,100236020,336340
67,500,16,100254363,338360
67,500,16,100354236,340294
67,500,16,100343985,337219
67,500,16,100254959,336350
67,500,16,100457623,338109
67,500,16,100276665,338260
67,500,16,100354096,336554
67,500,16,100605416,337835
67,500,16,100370260,337574
67,500,16,100263984,336540
67,500,16,100466772,336514
67,500,16,100414641,338509
67,500,16,100306859,335650
67,500,16,100318182,336023
67,500,16,100347892,336488
67,500,16,100309512,338193
67,500,16,100458901,338449
68,500,16,100101005,346341
68,500,16,100086797,347513
68,500,16,99881592,347398
68,500,16,100170199,344926
68,500,16,99934855,343794
68,500,16,100327510,346262
68,500,16,100373326,349689
68,500,16,100407110,346511
68,500,16,100394714,346615
68,500,16,100170223,344369
68,500,16,100009008,346685
68,500,16,100132552,346158
68,500,16,100120616,346367
68,500,16,100033038,347411
68,500,16,100040316,345771
68,500,16,100157494,345160
68,500,16,100097655,347696
68,500,16,100050028,347176
68,500,16,100113854,348127
68,500,16,100090621,347445
69,500,16,100717269,345151
69,500,16,100619935,345024
69,500,16,100579623,346375
69,500,16,100611468,343885
69,500,16,100514797,345255
69,500,16,100718352,343861
69,500,16,100593426,342836
69,500,16,100830022,342362
69,500,16,100601716,342941
69,500,16,100632513,347058
69,500,16,100558647,343868
69,500,16,100714477,344633
69,500,16,100578413,344378
69,500,16,100546021,344566
69,500,16,100839150,346170
69,500,16,100663707,345913
69,500,16,100677384,344123
69,500,16,100826435,349375
69,500,16,100556803,341292
69,500,16,100660075,343472
70,500,16,100615926,355339
70,500,16,100747793,353080
70,500,16,100672494,354062
70,500,16,100668796,353440
70,500,16,100709099,355203
70,500,16,100720261,354321
70,500,16,100719858,352926
70,500,16,100724803,353538
70,500,16,100690514,357206
70,500,16,100731641,356257
70,500,16,100677741,355185
70,500,16,100716239,358190
70,500,16,100760825,355285
70,500,16,100636245,356103
70,500,16,100762823,355628
70,500,16,100709045,355171
70,500,16,100744341,355322
70,500,16,100702644,352708
70,500,16,100581882,354196
70,500,16,100710544,355224
71,500,16,99561023,354839
71,500,16,99656352,355080
71,500,16,99646524,354926
71,500,16,99632554,357127
71,500,16,99521837,357056
71,500,16,99591709,357574
71,500,16,99576238,356688
71,500,16,99626062,354804
71,500,16,99520830,355984
71,500,16,99491031,356930
71,500,16,99603074,358520
71,500,16,99634288,355333
71,500,16,99614642,357665
71,500,16,99579358,355864
71,500,16,99456435,355417
71,500,16,99932518,356499
71,500,16,99507280,357861
71,500,16,99778047,358266
71,500,16,99644061,357923
71,500,16,99619431,357437
72,500,16,100711683,363450
72,500,16,100707309,364655
72,500,16,100621500,362747
72,500,16,100757128,365474
72,500,16,100603650,366258
72,500,16,100750205,365108
72,500,16,100579600,364987
72,500,16,100599447,363687
72,500,16,100546337,364180
72,500,16,100569530,363717
72,500,16,100538957,365127
72,500,16,100833228,365540
72,500,16,100728186,366475
72,500,16,100756427,364029
72,500,16,100608498,366178
72,500,16,100665311,365248
72,500,16,100504580,367837
72,500,16,100761560,364898
72,500,16,100687307,365508
72,500,16,100589237,363323
73,500,16,101028896,362261
73,500,16,100999980,364244
73,500,16,100858154,366854
73,500,16,100919011,364092
73,500,16,100911209,366840
73,500,16,100828701,405237
73,500,16,100909902,364610
73,500,16,100970856,365992
73,500,16,100854101,364622
73,500,16,101051632,362500
73,500,16,100896991,363608
73,500,16,100933664,363743
73,500,16,100993242,364004
73,500,16,101030931,363878
73,500,16,100824710,364143
73,500,16,101014495,362478
73,500,16,101035384,362942
73,500,16,100853747,362858
73,500,16,100917924,365044
73,500,16,100987263,362424
74,500,16,100991200,361020
74,500,16,101053772,362737
74,500,16,100766340,362162
74,500,16,100937689,361650
74,500,16,100838466,361161
74,500,16,100921937,359437
74,500,16,100848148,357590
74,500,16,101149236,360134
74,500,16,100716507,361187
74,500,16,100970260,359836
74,500,16,100859199,388399
74,500,16,100821887,358627
74,500,16,100839412,360440
74,500,16,100840199,359302
74,500,16,101039056,363946
74,500,16,100907704,362718
74,500,16,100784960,358969
74,500,16,100985048,360083
74,500,16,100975432,360385
74,500,16,100927514,359845
75,500,16,100868914,372864
75,500,16,101094974,372615
75,500,16,100993069,370564
75,500,16,101069173,373299
75,500,16,100972634,372371
75,500,16,101082031,372138
75,500,16,100922661,377145
75,500,16,101027367,374354
75,500,16,101093578,374541
75,500,16,101169801,371131
75,500,16,100937694,373059
75,500,16,101189108,374019
75,500,16,101100568,373245
75,500,16,101090726,372400
75,500,16,101057615,373707
75,500,16,101118018,374621
75,500,16,101026630,374827
75,500,16,101030195,374672
75,500,16,101010743,373844
75,500,16,101212506,373427
76,500,16,101069861,370249
76,500,16,101014299,369583
76,500,16,100991405,372597
76,500,16,101410886,372583
76,500,16,101070051,371993
76,500,16,101132864,372269
76,500,16,101118738,372187
76,500,16,101276827,373277
76,500,16,101193276,373636
76,500,16,101070131,370884
76,500,16,100958342,371639
76,500,16,101084473,373540
76,500,16,100917723,371306
76,500,16,101095165,372391
76,500,16,101206523,370423
76,500,16,101078901,371067
76,500,16,100947328,369878
76,500,16,101226313,372595
76,500,16,101123300,370871
76,500,16,101078747,372167
77,500,16,101132790,381188
77,500,16,101088777,381416
77,500,16,101021181,380666
77,500,16,100962532,379362
77,500,16,101028920,378315
77,500,16,101106126,380020
77,500,16,101009574,379838
77,500,16,101077487,379120
77,500,16,101053320,379167
77,500,16,101400076,382022
77,500,16,101195941,379000
77,500,16,101359173,381884
77,500,16,101284454,408702
77,500,16,101268841,376979
77,500,16,101086938,379508
77,500,16,101167139,377658
77,500,16,101196110,380035
77,500,16,101125547,382789
77,500,16,101092566,378294
77,500,16,101280062,378516
78,500,16,100945362,383019
78,500,16,101101660,379969
78,500,16,100944575,383142
78,500,16,101075455,382804
78,500,16,100940856,380176
78,500,16,100942602,380540
78,500,16,100989349,382918
78,500,16,101019570,382355
78,500,16,100896865,385116
78,500,16,100949422,380945
78,500,16,101008410,382055
78,500,16,100955061,382018
78,500,16,101023388,380560
78,500,16,101097484,382898
78,500,16,100909928,382323
78,500,16,100882941,380524
78,500,16,101023171,380071
78,500,16,101090530,382829
78,500,16,100948869,382743
78,500,16,101077470,385867
79,500,16,100845684,385129
79,500,16,100973081,384586
79,500,16,100871360,384486
79,500,16,101050498,383303
79,500,16,100752276,382260
79,500,16,100931165,383481
79,500,16,100960300,381525
79,500,16,101139789,380876
79,500,16,100877505,383289
79,500,16,100953847,382884
79,500,16,100857681,381497
79,500,16,100894231,382309
79,500,16,100935883,382764
79,500,16,100790312,383962
79,500,16,101056204,384965
79,500,16,100982729,382334
79,500,16,100738992,382328
79,500,16,100981183,382819
79,500,16,100929734,382444
79,500,16,101001565,381212
80,500,16,100986340,383085
80,500,16,100982488,383512
80,500,16,101107124,382127
80,500,16,101141325,381587
80,500,16,101035060,384187
80,500,16,101077451,379896
80,500,16,101034577,382523
80,500,16,101054080,381325
80,500,16,101201511,385150
80,500,16,101173914,382355
80,500,16,101233276,380529
80,500,16,101085448,380334
80,500,16,101203491,381146
80,500,16,101091930,381231
80,500,16,100981975,381019
80,500,16,101119181,382265
80,500,16,100957757,381202
80,500,16,101179756,380109
80,500,16,101061976,383069
80,500,16,101049832,381869
81,500,16,100975516,397054
81,500,16,101213118,399793
81,500,16,101076979,396659
81,500,16,101060885,397316
81,500,16,101210301,399940
81,500,16,101195564,397583
81,500,16,101100419,398477
81,500,16,101289811,397986
81,500,16,101168248,395669
81,500,16,101018740,395772
81,500,16,100888268,397702
81,500,16,101214216,400280
81,500,16,101006473,395312
81,500,16,101029565,397924
81,500,16,101106776,397081
81,500,16,101227698,398029
81,500,16,101166669,397427
81,500,16,101165770,396203
81,500,16,101113792,399081
81,500,16,101166483,401131
82,500,16,100711369,404069
82,500,16,100840035,401788
82,500,16,100695476,405164
82,500,16,100820482,404823
82,500,16,100772946,402201
82,500,16,100884729,403376
82,500,16,100860310,406787
82,500,16,100856846,402179
82,500,16,100841185,401865
82,500,16,100814470,404198
82,500,16,100937081,405230
82,500,16,100938046,404197
82,500,16,100810431,402971
82,500,16,100721705,403446
82,500,16,100794064,406200
82,500,16,100755251,403614
82,500,16,100698211,401850
82,500,16,100901582,403142
82,500,16,100761734,404522
82,500,16,100813071,401021
83,500,16,100304777,397474
83,500,16,100526163,399067
83,500,16,100268599,396206
83,500,16,100350343,397251
83,500,16,100466946,394757
83,500,16,100713257,395814
83,500,16,100356761,397601
83,500,16,100487972,396352
83,500,16,100469759,397488
83,500,16,100402545,397051
83,500,16,100457464,396372
83,500,16,100318526,399253
83,500,16,100433270,395800
83,500,16,100339524,397844
83,500,16,100386017,397239
83,500,16,100428376,395412
83,500,16,100436549,397753
83,500,16,100423305,397084
83,500,16,100370872,401785
83,500,16,100603880,397796
84,500,16,100568624,398186
84,500,16,100733142,399169
84,500,16,100678173,402327
84,500,16,100720893,397408
84,500,16,100691995,398234
84,500,16,100698017,398430
84,500,16,100666836,402285
84,500,16,100705819,397285
84,500,16,100665417,400562
84,500,16,100709731,399711
84,500,16,100675635,402098
84,500,16,100745516,397629
84,500,16,100714878,398017
84,500,16,100853933,399642
84,500,16,100539091,400926
84,500,16,100582578,399074
84,500,16,100675782,398445
84,500,16,100677052,397109
84,500,16,100603493,403162
84,500,16,100582313,399008
85,500,16,100797799,403935
85,500,16,100950590,404170
85,500,16,100937974,402373
85,500,16,100945424,401613
85,500,16,100796010,402114
85,500,16,100944141,402731
85,500,16,100876531,405262
85,500,16,100814128,402505
85,500,16,100823354,403984
85,500,16,101095488,403707
85,500,16,100831524,403578
85,500,16,101029166,403792
85,500,16,100748227,402687
85,500,16,100827315,404202
85,500,16,100914035,403991
85,500,16,100916398,402249
85,500,16,100838576,401393
85,500,16,100889870,402393
85,500,16,100815210,401927
85,500,16,100926834,404340
86,500,16,100845199,408849
86,500,16,101158169,408449
86,500,16,101043444,409324
86,500,16,100894294,409457
86,500,16,100878336,409730
86,500,16,100951292,409736
86,500,16,100843792,411806
86,500,16,100877091,408429
86,500,16,100844663,410914
86,500,16,100992407,408578
86,500,16,100975049,408590
86,500,16,101113194,412140
86,500,16,100913365,409032
86,500,16,100898896,408673
86,500,16,100859257,413566
86,500,16,101024582,408930
86,500,16,100977951,410008
86,500,16,101059436,408813
86,500,16,100963858,410091
86,500,16,101081487,440645
87,500,16,101105773,411319
87,500,16,101071668,412992
87,500,16,100923608,415886
87,500,16,101055930,413817
87,500,16,101011875,414536
87,500,16,101087202,413196
87,500,16,101158940,414796
87,500,16,101075585,412987
87,500,16,101029382,412244
87,500,16,106091432,475752
87,500,16,105562786,461682
87,500,16,105414370,447821
87,500,16,101953902,422973
87,500,16,101307435,416069
87,500,16,101290057,414831
87,500,16,101191368,414280
87,500,16,101078184,412275
87,500,16,101219855,447217
87,500,16,101134442,412091
87,500,16,101021211,445236
88,500,16,100879159,422108
88,500,16,100880694,419708
88,500,16,100937711,422218
88,500,16,100884168,422310
88,500,16,100880876,421113
88,500,16,100970172,419731
88,500,16,100936468,420616
88,500,16,100942847,420619
88,500,16,100898715,421847
88,500,16,100828508,419326
88,500,16,100683438,422074
88,500,16,100941094,424419
88,500,16,100798717,422492
88,500,16,100868441,420307
88,500,16,100863482,422455
88,500,16,100956172,421191
88,500,16,100802811,421082
88,500,16,100812546,419741
88,500,16,101559537,424522
88,500,16,100997085,420932
89,500,16,100513917,427772
89,500,16,100757040,428923
89,500,16,100415188,427938
89,500,16,100600460,426138
89,500,16,100492845,427738
89,500,16,100569041,429891
89,500,16,100601683,427580
89,500,16,100648239,425801
89,500,16,100537207,429713
89,500,16,100558687,427136
89,500,16,100433748,426756
89,500,16,100603887,428436
89,500,16,100667794,427631
89,500,16,100529816,429161
89,500,16,100559390,426973
89,500,16,100743906,427071
89,500,16,100439417,430718
89,500,16,100541559,429870
89,500,16,100624099,427438
89,500,16,100508923,428875
90,500,16,100360356,424602
90,500,16,100572686,426234
90,500,16,100334681,427407
90,500,16,100376374,426761
90,500,16,100489921,428086
90,500,16,100370686,427515
90,500,16,100528970,431024
90,500,16,100549971,424277
90,500,16,100414585,425534
90,500,16,100442946,427754
90,500,16,100359351,424529
90,500,16,100488220,423364
90,500,16,100289265,427568
90,500,16,100528054,424424
90,500,16,100404039,426668
90,500,16,100459310,424625
90,500,16,100517909,426235
90,500,16,100381103,425572
90,500,16,100361338,428010
90,500,16,100349581,426147
91,500,16,100256491,424477
91,500,16,100727955,429028
91,500,16,100310207,420921
91,500,16,100509654,424442
91,500,16,100404710,420467
91,500,16,100270580,424016
91,500,16,100283444,422937
91,500,16,100272980,423461
91,500,16,100158798,422255
91,500,16,100211476,421536
91,500,16,100195434,422900
91,500,16,100365191,421399
91,500,16,100149731,420810
91,500,16,100344283,423604
91,500,16,100698492,453943
91,500,16,100614331,434559
91,500,16,101041842,433910
91,500,16,100420438,423130
91,500,16,100308284,423851
91,500,16,100137689,424234
92,500,16,100409533,431706
92,500,16,100743441,439410
92,500,16,100442838,430637
92,500,16,100549209,432908
92,500,16,100332068,433178
92,500,16,100429305,435847
92,500,16,100280711,432956
92,500,16,100531718,431594
92,500,16,100445239,432298
92,500,16,100500513,430212
92,500,16,100397983,434138
92,500,16,100377317,432560
92,500,16,100307083,431901
92,500,16,100443542,432310
92,500,16,100296471,432050
92,500,16,100354694,431282
92,500,16,100546207,430728
92,500,16,100540881,432025
92,500,16,100369625,434253
92,500,16,100582854,430889
93,500,16,100542481,434008
93,500,16,100703966,435100
93,500,16,100922611,448076
93,500,16,100792317,438787
93,500,16,100874926,437471
93,500,16,100883922,435430
93,500,16,100631827,434756
93,500,16,100624615,429963
93,500,16,100640020,434872
93,500,16,100468578,435322
93,500,16,100605093,446270
93,500,16,100621727,435130
93,500,16,100520203,439691
93,500,16,100607463,435672
93,500,16,100671335,433820
93,500,16,100510231,434751
93,500,16,100466848,435617
93,500,16,100561279,437018
93,500,16,100411270,435154
93,500,16,100507864,435608
94,500,16,100423023,442441
94,500,16,100424230,445499
94,500,16,100425716,443927
94,500,16,100451322,441127
94,500,16,100461633,443416
94,500,16,100434725,442555
94,500,16,100395720,444226
94,500,16,100428828,442604
94,500,16,100398323,441673
94,500,16,100375896,441680
94,500,16,100259331,445039
94,500,16,100488973,445369
94,500,16,100414460,443815
94,500,16,100418165,441563
94,500,16,100462031,442728
94,500,16,100484505,444227
94,500,16,100416664,443726
94,500,16,100611615,441601
94,500,16,100464833,445126
94,500,16,100477265,445165
95,500,16,100440680,435853
95,500,16,100669562,438086
95,500,16,100432105,436267
95,500,16,100486050,434929
95,500,16,100412603,436805
95,500,16,100461992,437510
95,500,16,100415975,438390
95,500,16,100308401,436422
95,500,16,100389785,435423
95,500,16,100391020,433835
95,500,16,100422583,436911
95,500,16,100248534,435456
95,500,16,100422685,437488
95,500,16,100408832,436564
95,500,16,100404891,434153
95,500,16,100489878,436035
95,500,16,100371861,436720
95,500,16,100533361,433704
95,500,16,100346913,436805
95,500,16,100479361,436406
96,500,16,100373648,439732
96,500,16,100696464,438676
96,500,16,100511422,439048
96,500,16,100584282,438532
96,500,16,100442542,439117
96,500,16,100547213,439156
96,500,16,100574447,439370
96,500,16,100548941,440857
96,500,16,100554905,440448
96,500,16,100632236,438233
96,500,16,100549510,437568
96,500,16,100561721,440366
96,500,16,100557147,439689
96,500,16,100704872,441451
96,500,16,100392444,437902
96,500,16,100510730,440024
96,500,16,100541315,440397
96,500,16,100682777,438915
96,500,16,100670298,443320
96,500,16,100609735,438527
97,500,16,99678785,443808
97,500,16,99692424,446805
97,500,16,99697766,446521
97,500,16,99664813,443796
97,500,16,99654094,444058
97,500,16,99650875,445701
97,500,16,99528865,446420
97,500,16,99811908,448654
97,500,16,99540854,445245
97,500,16,99632839,445582
97,500,16,99530710,447035
97,500,16,99752204,445082
97,500,16,99658530,449034
97,500,16,99520161,445611
97,500,16,99580772,445381
97,500,16,99672139,448170
97,500,16,99498069,447606
97,500,16,99652218,447233
97,500,16,99613944,447797
97,500,16,99546948,445036
98,500,16,100236423,452817
98,500,16,100496758,454298
98,500,16,100216189,456212
98,500,16,100373431,454516
98,500,16,100276688,456824
98,500,16,100287779,453324
98,500,16,100325426,451938
98,500,16,100308870,451200
98,500,16,100494676,451094
98,500,16,100408143,453264
98,500,16,100369746,452548
98,500,16,100284388,454362
98,500,16,100179504,452206
98,500,16,100335794,451658
98,500,16,100470020,451945
98,500,16,100549746,455622
98,500,16,100286843,455067
98,500,16,100418410,452439
98,500,16,100258338,452864
98,500,16,100530018,456040
99,500,16,99528592,462219
99,500,16,99597464,462230
99,500,16,99563664,489404
99,500,16,99534907,459293
99,500,16,99576211,463000
99,500,16,99669886,462420
99,500,16,99561907,461988
99,500,16,99514473,459461
99,500,16,99718962,459277
99,500,16,99590179,461003
99,500,16,99473010,460088
99,500,16,99766502,463580
99,500,16,99527788,459987
99,500,16,99578521,458766
99,500,16,99658094,460576
99,500,16,99571687,461401
99,500,16,99476872,458669
99,500,16,99745055,458971
99,500,16,99570999,460687
99,500,16,99511332,460897
100,500,16,100075263,459277
100,500,16,100151313,463910
100,500,16,99958601,461205
100,500,16,100049430,491394
100,500,16,100071099,461262
100,500,16,99943151,461666
100,500,16,99949099,460891
100,500,16,100117835,461242
100,500,16,99947132,460598
100,500,16,99944583,461163
100,500,16,100053590,462719
100,500,16,100162933,458875
100,500,16,99992447,462572
100,500,16,100025442,461937
100,500,16,99961138,459484
100,500,16,100041311,460632
100,500,16,100124311,459402
100,500,16,99985746,459460
100,500,16,100105635,465552
100,500,16,99986649,461328
100,1,16,2858882,337326
100,1,16,2876059,336269
100,1,16,2860145,336885
100,1,16,2857972,335652
100,1,16,2867769,337640
100,1,16,2911025,335969
100,1,16,2870667,335093
100,1,16,2877302,336366
100,1,16,2858978,334911
100,1,16,2857075,335806
100,1,16,2875670,338682
100,1,16,2867029,336804
100,1,16,2872519,338514
100,1,16,2879412,335504
100,1,16,2873646,335724
100,1,16,2868978,335356
100,1,16,2865571,338020
100,1,16,2862716,337715
100,1,16,2877829,335772
100,1,16,2865899,337755
100,10,16,4179767,344540
100,10,16,4213204,345105
100,10,16,4183708,346092
100,10,16,4189996,345832
100,10,16,4187148,346834
100,10,16,4175739,345603
100,10,16,4188015,343910
100,10,16,4185299,343684
100,10,16,4194189,344924
100,10,16,4204339,347416
100,10,16,4172716,346221
100,10,16,4191853,344310
100,10,16,4194854,344205
100,10,16,4189428,345418
100,10,16,4179598,346585
100,10,16,4210749,345782
100,10,16,4173767,345255
100,10,16,4204603,345591
100,10,16,4212827,345487
100,10,16,4179636,348131
100,19,16,5841792,346274
100,19,16,5817952,345374
100,19,16,5840229,346324
100,19,16,5824743,347034
100,19,16,5834836,346460
100,19,16,5823250,346418
100,19,16,5830416,345675
100,19,16,5823927,344604
100,19,16,5858845,345409
100,19,16,5839348,346140
100,19,16,5820664,346011
100,19,16,5819901,346868
100,19,16,5865947,347641
100,19,16,5830445,345820
100,19,16,5868484,347574
100,19,16,5842757,345926
100,19,16,5823924,346577
100,19,16,5826035,345716
100,19,16,5816743,347282
100,19,16,5831213,346582
100,28,16,7856366,350926
100,28,16,7852712,350272
100,28,16,7856887,349768
100,28,16,7863354,353371
100,28,16,7837280,351491
100,28,16,7864651,350913
100,28,16,7849721,350428
100,28,16,7853790,350788
100,28,16,7880126,350582
100,28,16,7862603,350540
100,28,16,7862757,349257
100,28,16,7910207,349909
100,28,16,7863391,351516
100,28,16,7851083,349828
100,28,16,7857391,350062
100,28,16,7859166,349103
100,28,16,7871450,352057
100,28,16,7899161,350503
100,28,16,7859766,350142
100,28,16,7863201,351460
100,37,16,9980515,356514
100,37,16,9985857,387990
100,37,16,9983436,357326
100,37,16,9978943,358929
100,37,16,9982388,354735
100,37,16,10006558,357103
100,37,16,10007090,354684
100,37,16,9975561,355257
100,37,16,9994055,355345
100,37,16,9984228,358100
100,37,16,10041397,356756
100,37,16,9985069,355482
100,37,16,10000066,355830
100,37,16,9984607,354339
100,37,16,9984624,356585
100,37,16,9988867,354353
100,37,16,9977873,356364
100,37,16,9991050,356602
100,37,16,9989487,355463
100,37,16,9994537,357603
100,46,16,12170189,359585
100,46,16,12117468,356581
100,46,16,12068454,357027
100,46,16,12090284,358498
100,46,16,12089400,357900
100,46,16,12085310,356098
100,46,16,12091043,358212
100,46,16,12065898,357697
100,46,16,12107392,376510
100,46,16,12124647,358356
100,46,16,12082996,356321
100,46,16,12108581,357564
100,46,16,12115110,357753
100,46,16,12155848,357726
100,46,16,12114457,356556
100,46,16,12095703,361252
100,46,16,12096315,355621
100,46,16,12076729,357670
100,46,16,12105820,357869
