Pallet: "proxy", Extrinsic: "anonymous", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,49135,36368
1,37730,33271
1,37224,32192
1,36837,31823
1,36751,31829
1,36558,32438
1,36624,31734
1,36475,31402
1,36468,31320
1,36602,30988
1,36356,31138
1,36673,31326
1,36505,31577
1,36442,31504
1,36112,31476
1,36406,31525
1,36547,31323
1,36605,31594
1,36351,31861
1,36114,31795
2,36324,31294
2,36214,31784
2,36338,31239
2,36193,31956
2,36413,31353
2,36249,31455
2,36154,31896
2,36516,31935
2,36277,31468
2,36444,31333
2,36498,31212
2,36482,31981
2,36475,31429
2,36391,31094
2,36193,31538
2,36414,30804
2,36484,31609
2,36482,31090
2,36320,31100
2,36361,31690
3,36944,31581
3,36902,31303
3,36786,31321
3,36654,31737
3,36982,31479
3,36918,31504
3,36867,30898
3,36890,31650
3,37183,31592
3,37310,31547
3,37315,31793
3,36875,31424
3,36987,31866
3,36735,31719
3,37308,31400
3,36889,31937
3,36658,31331
3,36955,31830
3,36858,31370
3,36722,31510
4,36644,31222
4,36442,31180
4,36416,31317
4,36472,31416
4,36489,31127
4,36889,31234
4,36638,31207
4,36527,31245
4,36456,31418
4,36329,31362
4,36080,30906
4,36500,31130
4,36405,30887
4,36633,30900
4,36648,31317
4,36289,31354
4,36494,30997
4,36143,31175
4,36286,31119
4,36092,31183
5,36397,31534
5,36554,31260
5,36698,31210
5,36559,31856
5,36647,31501
5,36652,31519
5,36590,31360
5,36685,31615
5,36236,31101
5,36353,31361
5,36525,31220
5,36506,31347
5,36384,31585
5,36973,31750
5,36561,31685
5,36699,31900
5,36382,31082
5,36532,31261
5,36364,31231
5,36410,31517
6,36902,31602
6,36866,31748
6,36708,31607
6,36830,31566
6,36776,31858
6,36761,31051
6,37026,31383
6,36835,31836
6,36831,31726
6,36756,31979
6,36996,31852
6,36851,31829
6,36920,31716
6,39975,32096
6,36670,32065
6,37006,31987
6,37008,31528
6,36938,31587
6,37299,31983
6,36720,31832
7,37254,32029
7,37070,31852
7,37061,32142
7,37054,31761
7,37174,32101
7,37022,31704
7,37355,31967
7,36987,31604
7,36662,31517
7,37139,31679
7,36908,32097
7,36946,32027
7,39866,32617
7,37196,31831
7,37114,32809
7,36959,31758
7,37146,32063
7,36894,32538
7,37075,31864
7,36837,31531
8,37111,32216
8,36422,32194
8,36879,32688
8,36789,31877
8,36694,31940
8,36691,32335
8,37107,32169
8,36816,31857
8,36727,32118
8,36723,31741
8,36760,35239
8,36836,32407
8,36495,32121
8,36692,32363
8,37074,31992
8,36709,31867
8,36714,32057
8,36532,32319
8,36739,32244
8,36800,32303
9,36564,31979
9,36744,32118
9,36419,32139
9,36677,32280
9,36563,32046
9,36629,31942
9,36521,31701
9,36747,32051
9,37382,31867
9,36694,31857
9,36691,31858
9,36736,31701
9,36876,31500
9,37083,31800
9,36706,31827
9,36973,31665
9,36761,31863
9,36776,31945
9,36253,31873
9,36521,32109
10,37032,32338
10,36717,32084
10,36767,32602
10,37039,31977
10,55099,45425
10,36626,31929
10,36634,31389
10,36478,32054
10,36310,31750
10,36447,32128
10,37244,32324
10,36849,32403
10,36603,32558
10,36628,32240
10,36711,32327
10,36335,32294
10,36678,32417
10,36852,32074
10,36813,32143
10,36648,31999
11,37639,32284
11,37031,31936
11,37037,32103
11,37023,32072
11,36608,32552
11,37069,31972
11,37066,32011
11,37058,32054
11,36646,32526
11,36735,31773
11,36836,32429
11,36797,32617
11,36639,32341
11,36934,32177
11,36751,31913
11,36999,34746
11,37038,32910
11,36854,32488
11,36734,32431
11,36702,32169
12,36845,32036
12,36951,32045
12,36900,32441
12,37062,32589
12,36685,32644
12,36877,32387
12,37218,32377
12,36553,32413
12,36852,32639
12,36896,32334
12,37584,32623
12,37141,32375
12,36415,32062
12,36685,32758
12,36612,32477
12,36973,32096
12,36798,32297
12,36629,32386
12,36879,32054
12,36906,32403
13,37113,32174
13,36991,32204
13,36987,32068
13,36875,32241
13,37049,35243
13,37203,32670
13,37024,31563
13,36938,31988
13,37063,32559
13,37092,32471
13,36993,32297
13,36980,32328
13,37670,32024
13,37168,32001
13,36962,31876
13,36958,32507
13,37182,32049
13,37252,32224
13,40117,32333
13,37186,32029
14,37230,32236
14,36860,32624
14,37100,32416
14,37434,32272
14,37155,32828
14,37223,32479
14,37105,31862
14,37338,32585
14,37658,32163
14,37309,32272
14,37129,32657
14,37428,32180
14,37506,32400
14,37336,32433
14,36951,31749
14,37541,32467
14,37598,31872
14,37082,31692
14,37068,32339
14,37022,32156
15,37283,32205
15,37711,32896
15,37312,32380
15,37160,32747
15,37243,32441
15,37856,33097
15,37573,32689
15,37259,32726
15,37470,31963
15,37605,32842
15,36894,32520
15,37020,33093
15,37230,32043
15,37586,32670
15,37336,32156
15,37144,32625
15,37411,32106
15,37306,54764
15,37694,32833
15,37428,32026
16,37412,32221
16,37253,32050
16,37166,31897
16,37369,32235
16,37144,32434
16,37095,32145
16,37078,32536
16,36959,32452
16,37219,31893
16,37265,32230
16,37256,32509
16,37221,32472
16,37149,32181
16,36808,31787
16,37194,31940
16,37211,31609
16,36868,31803
16,37283,32044
16,37191,31594
16,37366,31611
17,37072,32007
17,37037,32560
17,37229,32232
17,37213,32981
17,37409,32472
17,36762,32824
17,36923,32290
17,36925,32654
17,37307,32846
17,37828,32636
