Pallet: "elections", Extrinsic: "renounce_candidacy_candidate", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time
1,19634,31638
1,17976,30784
1,17529,30738
1,17201,31007
1,17091,31133
1,17995,31049
1,17241,30915
1,17207,31216
1,17826,30927
1,17831,30931
1,17106,31739
1,17602,30625
1,17700,30831
1,17475,30929
1,17748,30932
1,17812,31088
1,17853,30807
1,17280,31029
1,17631,31020
1,17542,30881
2,17963,31833
2,17660,31336
2,18019,31890
2,16980,31372
2,17934,30747
2,17855,34540
2,17089,31831
2,16894,31832
2,18036,31164
2,17864,31268
2,17083,32033
2,17555,31876
2,17947,31349
2,17363,31514
2,17016,31465
2,17385,31712
2,17976,31696
2,17937,31376
2,17164,31610
2,17732,31397
3,17694,31085
3,17886,31304
3,17354,31877
3,17190,31447
3,17740,31441
3,18080,31439
3,18344,31384
3,17249,31768
3,17824,31111
3,17993,30894
3,17441,31592
3,17214,31867
3,17761,31174
3,18071,31348
3,18199,31453
3,17803,31084
3,17572,31636
3,17488,31628
3,17279,32083
3,17440,31744
4,17984,31162
4,17688,31630
4,17951,31190
4,17835,31136
4,17817,31024
4,17888,31414
4,18103,31561
4,18223,31182
4,18228,31160
4,18178,30954
4,18158,31178
4,17412,31298
4,17589,31553
4,17947,31291
4,17383,31440
4,18324,31248
4,18004,31760
4,18422,31430
4,18034,31335
4,18057,30953
5,18487,31461
5,18439,31301
5,18615,31765
5,21633,31692
5,18479,31510
5,17912,32327
5,18630,31373
5,18384,31320
5,17861,31816
5,18013,31421
5,18432,31174
5,18411,31268
5,18342,31649
5,18245,31392
5,18417,31691
5,18385,31926
5,18049,32029
5,18610,31498
5,18348,31283
5,18660,31097
6,17748,31959
6,18394,31868
6,18451,31637
6,18246,31649
6,18739,31473
6,18504,31355
6,18437,31504
6,18211,32252
6,18209,31855
6,18493,31234
6,17993,31923
6,18492,31558
6,18375,31893
6,18131,31428
6,18675,31714
6,18613,31311
6,18154,31424
6,18678,31757
6,17638,34895
6,17789,31993
7,18380,31914
7,18747,31723
7,18603,31745
7,17990,32293
7,18749,32048
7,18602,31760
7,18751,31768
7,18448,31599
7,18642,31750
7,18077,32225
7,18609,31801
7,18660,31750
7,18222,32200
7,18618,31367
7,18591,32032
7,18505,31471
7,18863,31724
7,17978,31964
7,18383,31814
7,18807,31744
8,18224,32336
8,18225,32106
8,18150,32381
8,18301,32260
8,18039,32230
8,18378,32262
8,18226,32254
8,18260,32508
8,18662,31668
8,18078,32067
8,17934,32423
8,18254,32313
8,18656,32207
8,18160,32512
8,18071,32006
8,18317,32525
8,18463,31453
8,18081,32212
8,18127,32147
8,18047,32050
9,18370,32537
9,17873,32606
9,18391,32407
9,18127,32347
9,18093,32573
9,18304,32498
9,18222,32277
9,18080,32735
9,18338,32448
9,18196,32271
9,18241,32536
9,18345,32458
9,18048,32428
9,18148,32535
9,18307,32423
9,18089,32255
9,18503,32369
9,18153,32341
9,18141,32782
9,18342,32557
10,18599,32676
10,18223,32771
10,18622,32757
10,18562,32677
10,18513,32684
10,18608,32588
10,18193,32849
10,18388,32674
10,18486,32715
10,18405,32141
10,18108,32617
10,18199,32583
10,18703,32711
10,18183,32500
10,18353,32634
10,18435,32574
10,18998,33217
10,18583,33002
10,18486,32955
10,18376,32661
11,18922,30134
11,18799,30143
11,18835,32941
11,18694,33180
11,18704,33380
11,18711,33083
11,18563,32853
11,18518,33156
11,18524,32775
11,18451,33237
11,18589,32358
11,18760,33046
11,18565,32847
11,18822,32648
11,18128,32636
11,18494,32801
11,18844,32621
11,18492,32798
11,18355,32703
11,18607,32804
12,18900,33026
12,18715,33081
12,18922,32638
12,18887,32729
12,18512,32812
12,18775,33367
12,18858,33228
12,18681,32847
12,18615,32743
12,18680,33035
12,19030,32920
12,18861,33687
12,18975,33199
12,18800,32916
12,18865,33212
12,19115,33299
12,19002,32733
12,18756,32810
12,18986,32801
12,18745,32711
13,18837,32444
13,18741,33355
13,19116,33368
13,19115,30705
13,18924,32974
13,18977,33419
13,18867,33431
13,19040,32974
13,18842,33410
13,19105,33691
13,18677,33141
13,19155,33039
13,18692,33017
13,18913,30583
13,19388,30634
13,19133,32920
13,19195,33368
13,19092,33018
13,19136,33400
13,19092,33076
14,18986,33213
14,19688,33175
14,18944,33042
14,20133,33237
14,19634,33032
14,19200,33007
14,19294,32848
14,19085,32798
14,19020,33389
14,19012,32960
14,19084,33347
14,18865,33154
14,19197,33352
14,19100,33306
14,18942,32737
14,19033,33094
14,19161,33191
14,19035,33287
14,19329,32903
14,18866,33153
15,19165,33515
15,19343,32932
15,19850,33138
15,19414,33945
15,19329,33331
15,19031,33391
15,19453,30761
15,19225,33665
15,19219,30804
15,19110,30727
15,19190,30975
15,19363,33338
15,19604,30838
15,19223,33372
15,19295,33313
15,19488,33612
15,19310,33933
15,19049,33073
15,19746,33631
15,19324,33452
16,19776,33826
16,19688,33679
16,19373,36881
16,19332,34045
16,19259,33808
16,19667,33930
16,19411,33706
16,19563,33830
16,19592,33370
16,19471,33687
16,19357,33562
16,19114,33715
16,19594,33717
16,19420,33323
16,19227,33081
16,19232,33483
16,19494,33692
16,19399,31632
16,19315,33414
16,19314,33280
17,20453,33026
17,20550,33060
17,20246,33471
17,20180,33258
17,20335,32906
17,20192,33335
17,20057,33417
17,20350,33314
17,20160,33984
17,20453,33077
17,20338,33631
17,20517,33350
17,19577,33826
17,20254,33336
17,20189,36246
17,20422,33325
17,20033,33071
17,19672,33713
17,20829,33649
17,20269,33748
18,19806,33954
18,19802,33644
18,20126,33474
18,20066,33468
18,20458,33369
18,20237,33357
18,20228,33062
18,20306,33490
18,20107,33315
18,20525,33042
18,20262,33123
18,20577,33357
18,20239,32735
18,20179,33726
18,20387,33325
18,20440,33241
18,20069,33247
18,19491,33545
18,21948,29175
18,19977,33337
19,19420,34108
19,19679,33647
19,19709,33666
19,19835,33623
19,19774,33896
19,19509,33512
19,19496,33851
19,19613,33776
19,19523,34263
19,19650,33927
19,19497,33840
19,19700,33601
19,19713,33711
19,20701,32818
19,19772,33590
19,19523,33881
19,19714,33972
19,19716,33633
19,19808,34021
19,19895,34220
20,20010,34063
20,20084,34174
20,20401,34046
20,19998,33698
20,19626,33633
20,19800,34217
20,20116,31613
20,19972,31108
20,20037,31133
20,19850,31025
20,19608,30826
20,19721,30827
20,19909,34297
20,20031,33958
20,19936,31008
20,19855,31062
20,19730,31294
20,20005,34119
20,19923,34035
20,19865,34085
21,20095,33556
21,20641,33941
21,19693,33894
21,19878,34524
21,20104,33958
21,20335,34379
21,20677,33252
21,19885,33660
21,20047,34332
21,19699,34538
21,19572,34090
21,19895,33917
21,19621,34153
21,19968,34403
21,19739,34111
21,20188,34152
21,19988,34293
21,20593,33901
21,19995,34327
21,19961,34853
22,20099,34395
22,19904,34147
22,20014,34639
22,20074,34634
22,20142,33635
22,20307,34263
22,20168,34195
22,20233,34488
22,19906,33944
22,20155,34147
22,20182,34323
22,20035,33962
22,20105,33995
22,20058,33776
22,19593,34297
22,20158,34357
22,19960,34180
22,19726,34220
22,19981,34348
22,19776,33890
23,19871,34119
23,20298,34414
23,20061,33987
23,20025,33478
23,20185,33956
23,19945,34171
23,20118,35064
23,20048,33675
23,20346,34145
23,20187,34696
23,20000,34380
23,20395,34110
23,20058,34291
23,20279,34039
23,20244,34215
23,23369,34692
23,20105,34170
23,20132,34313
23,19841,34315
23,20206,33474
24,20215,34805
24,20547,34277
24,20247,34275
24,20412,33991
24,20624,34456
24,20363,34271
24,20363,34061
24,20648,34214
24,20173,34695
24,20195,33820
24,20337,34500
24,19934,34587
24,20483,34371
24,20505,33936
24,20371,34313
24,20314,34203
24,20375,33674
24,20219,34493
24,20354,34175
24,20725,34171
25,20387,35014
25,20711,34370
25,20790,34406
25,20636,34616
25,20631,34634
25,20469,34442
25,20765,35103
25,20545,34778
25,20824,35333
25,20565,34811
25,20549,35088
25,21153,34867
25,20850,35665
25,20695,35053
25,20548,35634
25,20443,35104
25,20854,35039
25,20568,35304
25,20467,34851
25,23662,35483
26,20709,35111
26,20744,35017
26,20369,34811
26,20865,34727
26,20696,34834
26,20693,34972
26,21251,35607
26,20510,34664
26,20743,35218
26,20463,34917
26,20416,34818
26,20560,34925
26,20956,34417
26,20993,34897
26,20502,34774
26,20224,34623
26,20749,34416
26,20887,34758
26,20971,35070
26,21144,35143
27,20623,34600
27,20580,35115
27,21103,34630
27,20782,34711
27,21360,34478
27,20754,34808
27,20712,35042
27,20816,35049
27,21091,34653
27,20622,35046
27,21075,34787
27,20478,35194
27,20938,34957
27,21001,35011
27,20645,34673
27,20796,34898
27,20984,34682
27,20388,34674
27,20645,34744
27,21011,35111
28,21277,35281
28,21206,34801
28,20751,35051
28,20944,34899
28,21062,34670
28,21004,53569
28,20735,35123
28,20990,34699
28,20875,35132
28,20818,35520
28,20841,35152
28,20840,35343
28,20807,34826
28,21128,35083
28,20990,35213
28,20766,35526
28,20935,34956
28,20913,34754
28,20945,35032
28,20554,35386
29,21938,34697
29,21649,34550
29,22361,34731
29,21881,34666
29,21669,35210
29,21511,35055
29,21941,34813
29,20914,35212
29,21365,35488
29,21937,34659
29,21016,35478
29,22069,34498
29,21434,35036
29,21767,34504
29,21723,33866
29,21752,35001
29,21814,34848
29,21718,34259
29,21139,35015
29,22115,34810
30,22208,34934
30,21910,34885
30,22352,35228
30,21868,34802
30,22139,35037
30,22039,34674
30,22051,34720
30,22002,35118
30,22136,34653
30,22178,34490
30,21915,35068
30,21990,34630
30,21846,34642
30,22288,34956
30,21882,34813
30,21255,35654
30,22196,34444
30,21893,34932
30,21886,35003
30,21957,34966
31,21975,35162
31,22124,35133
31,21899,35096
31,22499,34899
31,22226,34990
31,22216,35151
31,22252,35188
31,22029,35150
31,22207,35051
31,22047,35310
31,22243,34920
31,22015,34474
31,21824,35097
31,21859,35198
31,22032,34767
31,21909,34869
31,21900,34691
31,22092,34938
31,22364,34660
31,21957,34774
32,26660,29832
32,26569,29948
32,26915,29858
32,26637,29652
32,26268,29785
32,26584,29809
32,26784,29759
32,26584,29716
32,26823,29930
32,26209,29570
32,26686,29820
32,26870,29904
32,26859,29905
32,26938,30041
32,26470,30072
32,26864,30104
32,26373,29762
32,26629,30167
32,26289,29639
32,26585,29425
33,27174,30292
33,27211,30448
33,27554,30265
33,27343,30318
33,27313,30394
33,27351,30410
33,27297,30316
33,27315,30009
33,27674,30525
33,27761,30743
33,27334,30277
33,27195,30257
33,27861,30102
33,27428,30380
33,27195,30440
33,27276,30374
33,27275,30264
33,27380,30151
33,27182,30074
33,27431,30459
34,28131,30219
34,27528,30610
34,27948,30619
34,27786,30483
34,27964,30308
34,27596,30410
34,28139,30749
34,28038,30534
34,27741,30317
34,27872,30501
34,28055,30815
34,27967,30423
34,27669,30466
34,27747,30338
34,27768,30381
34,27868,30193
34,27899,30388
34,28134,30612
34,27575,30309
34,28028,30200
35,27657,30724
35,27934,30820
35,27725,30888
35,27760,30373
35,28156,30334
35,27441,30736
35,27599,30845
35,27972,30826
35,27628,30569
35,28052,30818
35,28224,30551
35,27885,30458
35,27808,30853
