Pallet: "elections", Extrinsic: "report_defunct_voter_correct", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,v,extrinsic_time,storage_root_time
68,16,335314,63316
68,16,333779,66431
68,16,332332,62752
68,16,332366,63256
68,16,332460,63152
68,16,333092,63025
68,16,328700,62559
69,16,334902,63754
69,16,333346,63076
69,16,334533,63412
69,16,328161,63589
69,16,335318,63427
69,16,334792,63144
69,16,334770,63143
69,16,329274,63240
69,16,334146,63264
69,16,334119,62866
69,16,335016,63420
69,16,327654,63673
69,16,333322,63203
69,16,332981,63713
69,16,339195,62590
69,16,365455,63105
69,16,334856,66415
69,16,334844,62431
69,16,333927,63220
69,16,334325,63836
70,16,335811,63096
70,16,336409,63532
70,16,335343,63347
70,16,336618,63382
70,16,335278,63253
70,16,329126,63098
70,16,336172,63183
70,16,330901,62974
70,16,335036,63044
70,16,336023,63252
70,16,335185,63476
70,16,334826,62936
70,16,336117,63704
70,16,334622,63097
70,16,335691,63153
70,16,335942,63232
70,16,336283,62673
70,16,335649,63633
70,16,335141,62757
70,16,334963,63005
71,16,336289,62944
71,16,337658,63013
71,16,338102,63150
71,16,337398,63583
71,16,339490,63538
71,16,337175,63142
71,16,337794,63405
71,16,338680,63341
71,16,336812,63361
71,16,336506,63165
71,16,338492,64067
71,16,337871,63262
71,16,337377,63250
71,16,337246,63265
71,16,339773,63422
71,16,337166,63623
71,16,337278,63906
71,16,339101,63505
71,16,338843,63521
71,16,338671,63433
72,16,338553,63509
72,16,338942,63473
72,16,338879,63097
72,16,337521,63376
72,16,338354,62871
72,16,338146,63499
72,16,339108,63143
72,16,337882,63031
72,16,338490,63084
72,16,338065,62991
72,16,338504,63457
72,16,339130,63376
72,16,338712,63273
72,16,338196,63809
72,16,339371,63250
72,16,332506,62997
72,16,339518,63020
72,16,338134,62609
72,16,339699,63515
72,16,338061,63134
73,16,339277,62749
73,16,339738,62926
73,16,341152,63297
73,16,339951,62940
73,16,341898,64168
73,16,342409,63193
73,16,335051,63038
73,16,341602,63522
73,16,339739,63729
73,16,340245,63233
73,16,340926,63871
73,16,340889,63690
73,16,339752,63182
73,16,340730,63531
73,16,340138,63455
73,16,340017,63793
73,16,341360,63015
73,16,339799,63376
73,16,340737,63009
73,16,339842,63294
74,16,345053,63723
74,16,342091,63703
74,16,343620,63521
74,16,342794,63617
74,16,341554,63299
74,16,341706,63169
74,16,336128,63177
74,16,335171,63964
74,16,335233,64138
74,16,342074,62678
74,16,341569,63420
74,16,341475,63315
74,16,342071,63462
74,16,342321,63721
74,16,342797,63200
74,16,340235,63698
74,16,341576,63386
74,16,341911,63117
74,16,342256,63528
74,16,342810,63322
75,16,343884,63800
75,16,347227,63695
75,16,344850,63382
75,16,343643,63966
75,16,343368,63627
75,16,343869,63296
75,16,337329,62442
75,16,344390,63458
75,16,344152,63360
75,16,343408,63561
75,16,343480,63376
75,16,342250,63168
75,16,344586,63699
75,16,343996,62895
75,16,344039,63413
75,16,344410,63330
75,16,343751,63375
75,16,345699,63349
75,16,343872,63916
75,16,344149,63778
76,16,340129,63657
76,16,344697,63183
76,16,339722,63211
76,16,345741,63328
76,16,346278,63692
76,16,344096,63716
76,16,344536,63323
76,16,346256,63299
76,16,345542,63760
76,16,346040,63308
76,16,346955,63472
76,16,347009,63566
76,16,346877,63452
76,16,346856,63365
76,16,347797,63531
76,16,346440,63394
76,16,345770,63760
76,16,346287,63503
76,16,345167,63539
76,16,345346,63843
77,16,348732,63590
77,16,347874,64010
77,16,350812,63574
77,16,347694,63668
77,16,348707,63534
77,16,347563,63537
77,16,346373,63134
77,16,347849,63484
77,16,349172,63222
77,16,347140,63863
77,16,347607,63780
77,16,341120,64019
77,16,351026,63492
77,16,347963,63320
77,16,349214,63323
77,16,347398,63470
77,16,347636,63459
77,16,348543,63187
77,16,346913,63898
77,16,348031,63582
78,16,348402,63899
78,16,348446,63747
78,16,351681,63343
78,16,349297,62999
78,16,349555,64059
78,16,348929,63456
78,16,348243,63318
78,16,350260,63758
78,16,349981,63457
78,16,344031,64262
78,16,353311,63317
78,16,349369,63345
78,16,349993,63888
78,16,349990,64209
78,16,349519,63818
78,16,349098,63392
78,16,349473,63882
78,16,349424,63049
78,16,343440,63454
78,16,353790,63335
79,16,351407,63413
79,16,352424,63571
79,16,352278,63371
79,16,351710,63525
79,16,350215,63320
79,16,350837,63680
79,16,355087,63528
79,16,351205,63676
79,16,350219,63151
79,16,350757,63175
79,16,351397,63614
79,16,352156,63791
79,16,350586,63156
79,16,351918,63312
79,16,349570,63931
79,16,350367,63305
79,16,351077,63567
79,16,350582,63508
79,16,350789,63185
79,16,351784,63082
80,16,353849,63557
80,16,355794,63903
80,16,351844,63463
80,16,353874,63656
80,16,352136,63174
80,16,352898,63430
80,16,353362,63617
80,16,353643,63568
80,16,354288,63891
80,16,352070,64001
80,16,346663,63887
80,16,352169,63386
80,16,353391,63761
80,16,352184,63012
80,16,357459,63850
80,16,352584,63490
80,16,353227,63975
80,16,353650,63553
80,16,351498,63498
80,16,352832,63148
81,16,354801,63240
81,16,354666,63832
81,16,354139,64151
81,16,353310,63320
81,16,354808,63176
81,16,353799,63574
81,16,355644,66336
81,16,354759,64220
81,16,353648,63733
81,16,352112,63352
81,16,353293,63968
81,16,353517,63228
81,16,353572,66625
81,16,354055,63834
81,16,354767,63371
81,16,354198,64089
81,16,353359,63600
81,16,354313,63296
81,16,355945,63731
81,16,353300,62710
82,16,355582,63338
82,16,355498,63099
82,16,354652,63410
82,16,357442,63420
82,16,356482,64320
82,16,356350,63373
82,16,357059,63584
82,16,355641,64010
82,16,384021,64008
82,16,358317,64079
82,16,355361,63306
82,16,355218,63413
82,16,355390,63286
82,16,355167,63322
82,16,357795,64195
82,16,355022,63798
82,16,354699,63231
82,16,355011,63187
82,16,357179,63692
82,16,356129,62884
83,16,356758,63409
83,16,356772,63712
83,16,357357,63775
83,16,356864,63635
83,16,358108,65860
83,16,358265,62361
83,16,357350,63499
83,16,357278,63555
83,16,355861,63027
83,16,361083,63677
83,16,350591,63843
83,16,357584,63590
83,16,356715,63687
83,16,356451,63508
83,16,360289,63413
83,16,356784,63292
83,16,356991,63186
83,16,357783,63300
83,16,355979,63428
83,16,361426,63636
84,16,357387,63646
84,16,359372,63331
84,16,358303,63703
84,16,357565,63288
84,16,358105,63302
84,16,356879,63966
84,16,358346,63079
84,16,358355,63353
84,16,361427,63469
84,16,357961,63616
84,16,357783,63804
84,16,357796,63178
84,16,359056,63569
84,16,356259,63855
84,16,358696,63325
84,16,357321,62992
84,16,357200,63450
84,16,361986,63520
84,16,357867,63901
84,16,356190,63612
85,16,360402,63477
85,16,356325,63804
85,16,358415,63773
85,16,359159,62756
85,16,358572,62856
85,16,360930,66169
85,16,359851,63374
85,16,359073,63550
85,16,360364,63628
85,16,360466,64222
85,16,358231,63215
85,16,358521,63327
85,16,357905,63616
85,16,359209,63363
85,16,359410,62865
85,16,359871,62804
85,16,360570,63979
85,16,356060,63223
85,16,358068,63643
85,16,361623,63523
86,16,362910,63798
86,16,363321,63826
86,16,361571,63366
86,16,361547,63723
86,16,361202,63214
86,16,363069,63604
86,16,361364,63962
86,16,362802,63451
86,16,362732,63434
86,16,359334,64073
86,16,362316,64264
86,16,361947,64011
86,16,361110,64083
86,16,366474,63547
86,16,362733,63637
86,16,360508,63613
86,16,361441,63851
86,16,361538,64017
86,16,355611,63795
86,16,361290,63169
87,16,363079,62727
87,16,362331,63813
87,16,364357,63579
87,16,357200,63404
87,16,364745,63891
87,16,363426,63088
87,16,362492,63681
87,16,360294,62799
87,16,363842,63829
87,16,362755,63643
87,16,361895,63924
87,16,363194,63709
87,16,363611,63568
87,16,361779,62969
87,16,363683,63641
87,16,360241,62790
87,16,364337,63554
87,16,362386,63541
87,16,361714,63454
87,16,363768,63809
88,16,366097,63447
88,16,365950,63663
88,16,364664,64142
88,16,366439,63952
88,16,365145,63750
88,16,368152,64073
88,16,364867,63411
88,16,366235,63140
88,16,365718,64128
88,16,365332,63466
88,16,364716,63231
88,16,362682,63237
88,16,366490,63348
88,16,364338,63373
88,16,364183,64187
88,16,368822,63082
88,16,365654,63419
88,16,365032,63169
88,16,362515,63423
88,16,366560,64070
89,16,366047,63945
89,16,366523,63753
89,16,365655,63391
89,16,364486,63338
89,16,366655,64246
89,16,369198,63951
89,16,360098,63555
89,16,366417,63981
89,16,383927,77013
89,16,363560,63501
89,16,367277,63450
89,16,366778,63021
89,16,367282,63624
89,16,365582,63357
89,16,364477,63466
89,16,365812,63606
89,16,365221,63060
89,16,366272,63496
89,16,367189,63594
89,16,366082,63694
90,16,368756,64319
90,16,362883,63586
90,16,368922,63443
90,16,368831,63642
90,16,368873,63738
90,16,365978,63510
90,16,368358,63493
90,16,369628,63265
90,16,369610,63581
90,16,367204,63365
90,16,369006,63699
90,16,368092,63373
90,16,368239,62560
90,16,368493,63201
90,16,369263,64234
90,16,368299,63290
90,16,369364,63454
90,16,368305,63558
90,16,367828,63902
90,16,365858,64191
91,16,363327,63897
91,16,364956,63956
91,16,370998,63522
91,16,364118,63564
91,16,370171,63398
91,16,369913,63000
91,16,370367,63848
91,16,369959,63788
91,16,370685,63658
91,16,368381,63283
91,16,370589,66253
91,16,370326,63367
91,16,371468,63371
91,16,372231,63659
91,16,370627,63812
91,16,369997,63407
91,16,369349,63445
91,16,372274,63327
91,16,363146,63733
91,16,370310,63712
92,16,370570,62870
92,16,370769,63586
92,16,370660,62992
92,16,371358,63101
92,16,375927,63529
92,16,371671,63893
92,16,372949,63909
92,16,373104,63604
92,16,371590,63603
92,16,372044,63571
92,16,372114,63277
92,16,371650,63489
92,16,372292,63205
92,16,372458,63853
92,16,365217,63257
92,16,375488,63417
92,16,371707,63424
92,16,371659,62987
92,16,371918,63364
92,16,371933,63580
93,16,373452,63257
93,16,373392,63000
93,16,373361,63246
93,16,373300,63218
93,16,373604,63528
93,16,371643,63396
93,16,372730,63263
93,16,372572,62936
93,16,375871,63447
93,16,373073,63661
93,16,372711,63694
93,16,373606,63325
93,16,372698,63352
93,16,375340,64070
93,16,366861,63818
93,16,371956,63376
93,16,373266,63488
93,16,373234,63500
93,16,372243,63191
93,16,372755,63412
94,16,375393,63071
94,16,375484,63567
94,16,374551,63367
94,16,375428,63161
94,16,374995,63647
94,16,375473,63539
94,16,375316,63396
94,16,375451,63311
94,16,379690,63666
94,16,376043,64062
94,16,375211,63694
94,16,375222,63335
94,16,375438,64204
94,16,416218,63457
94,16,374171,63720
94,16,373687,63497
94,16,375618,63729
94,16,374255,62775
94,16,375470,63385
94,16,374777,63323
95,16,376585,63636
95,16,377254,63516
95,16,375826,63237
95,16,375175,63750
95,16,376021,62668
95,16,379717,63502
95,16,376592,63277
95,16,377460,62474
95,16,376551,62898
95,16,376886,63377
95,16,376848,63643
95,16,375547,62216
95,16,378747,63673
95,16,369949,64007
95,16,375469,63141
95,16,375799,62935
95,16,375718,63449
95,16,376894,63755
95,16,375507,63366
95,16,378523,63734
96,16,378602,64007
96,16,378055,63774
96,16,377435,63166
96,16,377415,63757
96,16,376985,63639
96,16,377320,63223
96,16,380058,63379
96,16,377351,63501
96,16,381784,63468
96,16,379611,63309
96,16,378210,66339
96,16,377867,63387
96,16,378559,63878
96,16,378091,63860
96,16,377493,63571
96,16,378713,63337
96,16,378400,64108
96,16,376264,62966
96,16,378437,63422
96,16,381720,63629
97,16,380237,63667
97,16,373394,63696
97,16,380113,63420
97,16,379152,63435
97,16,380406,63907
97,16,380009,63409
97,16,380888,62967
97,16,381646,63556
97,16,380081,63327
97,16,379225,63492
97,16,377670,63901
97,16,378183,63867
97,16,383819,64422
97,16,380888,63408
97,16,381245,66194
97,16,380859,63248
97,16,374007,63668
97,16,379896,63069
97,16,379128,63374
97,16,377911,64034
98,16,382731,63429
98,16,381204,63649
98,16,381365,63917
98,16,381171,63736
98,16,380838,63671
98,16,381782,63108
98,16,381016,63466
98,16,382522,63988
98,16,382422,63394
98,16,383253,63824
98,16,381728,63429
98,16,381646,63772
98,16,381495,63315
98,16,380304,64126
98,16,380432,63792
98,16,412770,64461
98,16,381197,63581
98,16,385762,64057
98,16,379972,64100
98,16,384670,63841
99,16,383274,63449
99,16,384313,63171
99,16,383758,63529
99,16,385711,62843
99,16,380863,64208
99,16,387528,63683
99,16,382874,63366
99,16,385429,64092
99,16,382238,63616
99,16,386939,63787
99,16,383470,63362
99,16,387300,63266
99,16,383313,63785
99,16,384128,63748
99,16,383727,64151
99,16,383205,63211
99,16,383460,63582
99,16,413083,63619
99,16,383402,64217
99,16,385445,63788
100,16,384567,64050
100,16,388119,63083
100,16,385050,63990
100,16,381983,63755
100,16,385306,63838
100,16,383885,63303
100,16,384403,64158
100,16,383432,63176
100,16,384367,63771
100,16,382210,63166
100,16,382553,63983
100,16,384111,63774
100,16,382365,63857
100,16,383200,63840
100,16,383086,63801
100,16,384791,63324
100,16,385681,63713
100,16,383108,63350
100,16,386099,63600
100,16,385639,63651
100,1,111504,60429
100,1,111709,61383
100,1,110970,61000
100,1,111207,61611
100,1,114381,61210
100,1,111561,61120
100,1,111764,60541
100,1,112204,61060
100,1,111820,61078
100,1,110488,60884
100,1,110777,61293
100,1,110721,61195
100,1,111438,61274
100,1,111105,61288
100,1,111703,61502
100,1,111540,61149
100,1,110537,60838
100,1,111123,60776
100,1,111573,60990
100,1,111628,60797
100,2,129364,61522
100,2,129360,60818
100,2,129248,60931
100,2,130205,60833
100,2,129892,61666
100,2,130034,60923
100,2,129188,61349
100,2,123396,61182
100,2,122363,61209
100,2,129365,61067
100,2,129985,61348
100,2,129387,61118
100,2,129339,61264
100,2,129850,61348
100,2,129003,60805
100,2,130227,61296
100,2,129525,60770
100,2,128921,60658
100,2,129227,60975
100,2,123711,60850
100,3,148412,61018
100,3,148036,61402
100,3,147879,60896
100,3,147897,61377
100,3,148330,60904
100,3,148518,61517
100,3,148650,60735
100,3,147522,60957
100,3,147733,61215
100,3,147860,61208
100,3,148878,61155
100,3,148194,64194
100,3,148291,61331
100,3,148162,60708
100,3,148040,61691
100,3,147765,61507
100,3,147820,61228
100,3,147685,60609
100,3,148688,61398
100,3,162596,74282
100,4,167738,61716
100,4,167381,61337
100,4,166902,61419
100,4,174037,61859
100,4,165830,61497
100,4,166529,61606
100,4,167046,61400
100,4,167046,61758
100,4,166658,61255
100,4,167283,61214
100,4,165721,60921
100,4,166605,60715
100,4,166082,61092
100,4,167374,61505
100,4,257899,61258
100,4,166140,61482
100,4,167394,61039
100,4,167201,61379
100,4,165967,61253
100,4,166926,61518
100,5,184350,61634
100,5,184025,60970
100,5,183168,61150
100,5,184035,60895
100,5,187779,61396
100,5,182767,61409
100,5,183377,61158
100,5,183487,61479
100,5,178109,60673
100,5,183986,61209
100,5,184251,61118
100,5,184312,60915
100,5,184603,60645
100,5,184060,61015
100,5,184574,60938
100,5,183921,61330
100,5,183597,61265
100,5,183363,61393
100,5,178148,61386
100,5,183898,61480
100,6,203438,61297
100,6,202595,61270
100,6,203036,61593
100,6,203745,61175
100,6,203330,61182
100,6,202809,61187
100,6,203452,61879
100,6,204022,62150
100,6,202963,61271
100,6,202751,61504
100,6,202496,61203
100,6,197095,61367
100,6,203840,61063
100,6,203371,61341
100,6,203403,60756
100,6,205613,61156
100,6,204171,60969
100,6,203275,61555
100,6,196769,61832
100,6,202145,61319
100,7,221870,61015
100,7,221049,60852
100,7,221926,61008
100,7,256613,61526
100,7,220759,61191
100,7,221057,61118
100,7,221071,61253
100,7,221793,61299
100,7,221439,61223
100,7,221293,61224
100,7,221143,61376
100,7,220539,60952
100,7,221494,61745
100,7,220580,61128
100,7,221230,61461
100,7,222120,61058
100,7,221334,61322
100,7,221096,61298
100,7,224506,61531
100,7,219735,60810
100,8,239507,63184
100,8,239337,63560
100,8,239387,63253
100,8,237870,63425
100,8,239025,63272
100,8,242023,63301
100,8,239878,63202
100,8,238290,63390
100,8,239886,63160
100,8,240618,63050
100,8,239163,63054
100,8,239137,63305
100,8,239721,63007
100,8,239537,63143
100,8,238927,62640
100,8,242333,63368
100,8,239124,62995
100,8,238991,63465
100,8,232477,63429
100,8,238722,63513
100,9,250795,63416
100,9,257685,63780
100,9,257252,63382
100,9,257424,62786
100,9,256057,63336
100,9,259338,63613
100,9,257891,62866
100,9,257550,63573
100,9,258414,63483
100,9,257773,63336
100,9,257720,63181
100,9,257556,63586
100,9,257801,63271
100,9,257710,63255
100,9,261891,64070
100,9,257320,62929
100,9,258865,62822
100,9,261181,63359
100,9,257648,63767
100,9,256696,63233
100,10,279724,62937
100,10,276292,62815
100,10,276524,63410
100,10,275524,63075
100,10,276005,63406
100,10,270053,63969
100,10,277040,63870
100,10,275759,63616
100,10,275509,63443
100,10,276094,63102
100,10,276089,63323
100,10,276108,63359
100,10,276397,62798
100,10,276799,63793
100,10,276229,62959
100,10,275988,63104
100,10,275355,63671
100,10,275118,63045
100,10,276604,62947
100,10,276090,63888
100,11,297057,64311
100,11,294510,63476
100,11,293908,63559
100,11,293230,63406
100,11,294011,63068
100,11,293962,63201
100,11,293843,64078
100,11,294458,63509
100,11,293440,63280
100,11,293616,63281
100,11,294750,62990
100,11,294936,63668
100,11,293152,63969
100,11,295445,66266
100,11,295128,63694
100,11,294567,64138
100,11,294678,63636
100,11,293048,62960
100,11,295292,63694
100,11,294937,63489
100,12,313156,63381
100,12,314676,63329
100,12,312209,63905
100,12,312122,63063
100,12,311296,63294
100,12,311495,62949
100,12,313614,63261
100,12,312532,63854
100,12,312474,63165
100,12,311802,62675
100,12,313768,64085
100,12,311394,63565
100,12,310883,63429
100,12,311010,63762
100,12,312380,63537
100,12,312791,62873
100,12,311686,63125
100,12,310536,62727
100,12,312842,63290
100,12,311414,62958
100,13,330211,63281
100,13,330390,63472
100,13,329677,63949
100,13,331042,63378
100,13,331247,63069
100,13,331568,66064
100,13,327802,63904
100,13,328311,63302
100,13,329873,63220
100,13,330861,63468
100,13,330932,63447
100,13,330403,63487
100,13,334722,63740
100,13,330842,63859
100,13,330514,62597
100,13,324818,63448
100,13,330376,62974
100,13,330754,63184
100,13,329090,63797
100,13,331758,64229
100,14,348505,62982
100,14,352088,63647
100,14,347658,63765
100,14,347447,62538
100,14,348237,62992
100,14,348891,62993
100,14,348899,63573
100,14,348394,63031
100,14,348632,63063
100,14,347330,63468
100,14,349976,63610
100,14,347891,62990
100,14,348491,63440
100,14,346515,63904
100,14,387057,63995
100,14,348898,63156
100,14,346723,62859
100,14,346785,63118
100,14,348923,63752
100,14,346746,63585
100,15,366554,63269
100,15,367558,63453
100,15,367666,63426
100,15,366976,62998
100,15,366750,62682
100,15,367422,63501
100,15,366694,63897
100,15,367792,63718
100,15,367092,63691
100,15,366908,63483
100,15,368074,63808
100,15,366763,63351
100,15,365447,62955
100,15,366753,63611
100,15,364553,63402
100,15,367166,63580
100,15,367445,63785
100,15,368124,63643
100,15,367237,63432
100,15,361163,63660
100,16,384524,63791
100,16,382753,63289
100,16,384844,63195
100,16,383026,63680
100,16,383749,63727
100,16,386080,63520
100,16,384297,63176
100,16,384266,63280
100,16,384777,63103
100,16,385142,63582
100,16,384095,63384
100,16,385056,63262
100,16,387061,63338
100,16,385429,63506
100,16,386978,63626
100,16,384423,63946
100,16,384417,63768
100,16,383813,63644
100,16,385792,63759
100,16,386060,63681

Median Slopes Analysis
========

Model:
Time ~=        0
    + c    1.757
    + v    18.22
              µs

Min Squares Analysis
========

Data points distribution:
    c     v   mean µs  sigma µs       %
    1    16     210.5     0.468    0.2%
    2    16     212.4     0.442    0.2%
    3    16     214.5     0.223    0.1%
    4    16     216.7     0.285    0.1%
    5    16     217.9     0.308    0.1%
    6    16     220.1     0.357    0.1%
    7    16     221.3     0.271    0.1%
    8    16       224     0.798    0.3%
    9    16     224.1       0.3    0.1%
   10    16     225.9     0.271    0.1%
   11    16     228.1     0.236    0.1%
   12    16     229.6     0.223    0.0%
   13    16     230.9      0.33    0.1%
   14    16     232.5     0.301    0.1%
   15    16     234.1     0.268    0.1%
   16    16     235.7     0.133    0.0%
   17    16     237.4     0.261    0.1%
   18    16     239.2     0.315    0.1%
   19    16     240.1     0.304    0.1%
   20    16     242.3      0.44    0.1%
   21    16     244.2      0.32    0.1%
   22    16       246     0.507    0.2%
   23    16       248     0.307    0.1%
   24    16     250.8     1.999    0.7%
   25    16     251.8     0.455    0.1%
   26    16     252.2     0.329    0.1%
   27    16     253.9     0.346    0.1%
   28    16     256.5     0.294    0.1%
   29    16     258.2     0.587    0.2%
   30    16     259.5     0.792    0.3%
   31    16     259.7     0.298    0.1%
   32    16     268.5     0.259    0.0%
   33    16     274.8     0.436    0.1%
   34    16     275.3     0.327    0.1%
   35    16     277.7     0.437    0.1%
   36    16     279.8     0.347    0.1%
   37    16       282     0.415    0.1%
   38    16     283.3     0.476    0.1%
   39    16     285.1     0.465    0.1%
   40    16     286.4     0.213    0.0%
   41    16     288.8     0.295    0.1%
   42    16     290.2     0.235    0.0%
   43    16     291.9     0.348    0.1%
   44    16     293.4      0.38    0.1%
   45    16     295.2     0.277    0.0%
   46    16     297.1     0.381    0.1%
   47    16     298.6     0.281    0.0%
   48    16     300.4     0.323    0.1%
   49    16     301.7     0.372    0.1%
   50    16     302.8     0.386    0.1%
   51    16       305     0.315    0.1%
   52    16     306.5     0.296    0.0%
   53    16     307.9      0.62    0.2%
   54    16     309.4     0.482    0.1%
   55    16     310.3     0.246    0.0%
   56    16     312.1     0.634    0.2%
   57    16     314.9     0.402    0.1%
   58    16     315.7     0.187    0.0%
   59    16     317.6     0.373    0.1%
   60    16     319.2     0.355    0.1%
   61    16     321.3     0.421    0.1%
   62    16     323.1     0.474    0.1%
   63    16     324.5     0.181    0.0%
   64    16     325.5     0.519    0.1%
   65    16     327.6     0.181    0.0%
   66    16     328.9     0.206    0.0%
   67    16     330.9     0.287    0.0%
   68    16     332.7     0.242    0.0%
   69    16     334.3     0.467    0.1%
   70    16     335.5     0.337    0.1%
   71    16     337.7     0.476    0.1%
   72    16     338.4     0.275    0.0%
   73    16     340.3     0.424    0.1%
   74    16     341.9     0.277    0.0%
   75    16     343.9     0.207    0.0%
   76    16     345.8     0.417    0.1%
   77    16     347.9     0.371    0.1%
   78    16     349.4     0.318    0.0%
   79    16     351.1     0.393    0.1%
   80    16     352.9     0.523    0.1%
   81    16       354     0.414    0.1%
   82    16     355.8     0.572    0.1%
   83    16     357.1      0.35    0.0%
   84    16     357.9     0.315    0.0%
   85    16     359.2     0.611    0.1%
   86    16     361.8     0.526    0.1%
   87    16     362.8     0.574    0.1%
   88    16     365.4     0.505    0.1%
   89    16     366.1     0.395    0.1%
   90    16     368.5     0.286    0.0%
   91    16     370.1     0.357    0.0%
   92    16     371.8     0.225    0.0%
   93    16       373      0.28    0.0%
   94    16     375.3     0.147    0.0%
   95    16     376.3     0.454    0.1%
   96    16     378.1     0.392    0.1%
   97    16     379.9     0.546    0.1%
   98    16     381.6      0.46    0.1%
   99    16       384     0.758    0.1%
  100     1     111.4     0.204    0.1%
  100     2     129.3     0.179    0.1%
  100     3     148.1     0.188    0.1%
  100     4     166.9     0.274    0.1%
  100     5     183.8     0.267    0.1%
  100     6     203.1     0.254    0.1%
  100     7     221.2     0.219    0.0%
  100     8     239.2      0.23    0.0%
  100     9     257.6      0.13    0.0%
  100    10     276.1     0.167    0.0%
  100    11     294.3     0.375    0.1%
  100    12       312     0.446    0.1%
  100    13     330.5     0.317    0.0%
  100    14     348.3      0.47    0.1%
  100    15       367     0.251    0.0%
  100    16     384.4     0.437    0.1%

Quality and confidence:
param     error
c         0.003
v         0.031

Model:
Time ~=        0
    + c    1.775
    + v    18.51
              µs

