Pallet: "offences", Extrinsic: "report_offence_im_online", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,o,n,extrinsic_time,storage_root_time
50,100,16,117151560,11291062
50,100,16,118084998,11289082
50,100,16,118131392,11295750
50,100,16,117162518,11290729
50,100,16,116990442,11299395
50,100,16,117250116,11261043
50,100,16,117940148,11301630
50,100,16,117986178,11286346
50,100,16,117334659,11297176
50,100,16,117569297,11253214
50,100,16,117696496,11287388
51,100,16,117913438,11348702
51,100,16,118233788,11292137
51,100,16,118518550,11274425
51,100,16,118270861,11304995
51,100,16,118072705,11289219
51,100,16,117771268,11309357
51,100,16,118404359,11266176
51,100,16,118429765,11320612
51,100,16,117810131,11334238
51,100,16,118154913,11313334
51,100,16,118290574,11266544
51,100,16,117777257,11290030
51,100,16,118544979,11371038
51,100,16,118695546,11335620
51,100,16,118373430,11275870
51,100,16,118371706,11268927
51,100,16,118361785,11313009
51,100,16,118776596,11260677
51,100,16,118427046,11275135
51,100,16,117868410,11292917
52,100,16,118774733,11337553
52,100,16,118675669,11282409
52,100,16,118773012,11308961
52,100,16,119453551,11279481
52,100,16,119194086,11330627
52,100,16,120368026,11351878
52,100,16,118540046,11282512
52,100,16,119325025,11274303
52,100,16,118772622,11270810
52,100,16,118500263,11377658
52,100,16,119563353,11293573
52,100,16,118915176,11356475
52,100,16,119270000,11287885
52,100,16,118786950,11317289
52,100,16,119052735,11292904
52,100,16,119496120,11336503
52,100,16,119102912,11251004
52,100,16,118537058,11255248
52,100,16,118808648,11293865
52,100,16,118937907,11274204
53,100,16,120014903,11288993
53,100,16,120102705,11288678
53,100,16,119674414,11368193
53,100,16,119777892,11348730
53,100,16,120627302,11360349
53,100,16,119432375,11362151
53,100,16,119585942,11314203
53,100,16,119558065,11321197
53,100,16,119491346,11341685
53,100,16,119611418,11323094
53,100,16,119690265,11397467
53,100,16,119359538,11359728
53,100,16,119468643,11361159
53,100,16,119447988,11296074
53,100,16,119849856,11311406
53,100,16,119469414,11357390
53,100,16,119887068,11283131
53,100,16,119475192,11324880
53,100,16,120931554,11373888
53,100,16,119652329,11280025
54,100,16,120351905,11316930
54,100,16,120570379,11312619
54,100,16,120115797,11329100
54,100,16,120407377,11324827
54,100,16,119886639,11344802
54,100,16,120485881,11303033
54,100,16,120464693,11304105
54,100,16,120396827,11303339
54,100,16,120716480,11345428
54,100,16,120616801,11389175
54,100,16,120492532,11300776
54,100,16,120639254,11323969
54,100,16,120041838,11363859
54,100,16,119859471,11267354
54,100,16,120343495,11289878
54,100,16,119984883,11315051
54,100,16,119940135,11327549
54,100,16,119743432,11332466
54,100,16,120652250,11372117
54,100,16,120500632,11318492
55,100,16,121094114,11332011
55,100,16,121011302,11320422
55,100,16,120634469,11305201
55,100,16,120786110,11345032
55,100,16,120957502,11290018
55,100,16,120436568,11330163
55,100,16,120656588,11306657
55,100,16,120623037,11327459
55,100,16,121062622,11334791
55,100,16,121741043,11324770
55,100,16,120566735,11314448
55,100,16,120790048,11336632
55,100,16,121290031,11287040
55,100,16,121182611,11296205
55,100,16,121207249,11416860
55,100,16,120642692,11384650
55,100,16,121106454,11364146
55,100,16,120864873,11288793
55,100,16,120846840,11302081
55,100,16,120470158,11285901
56,100,16,122084699,11329070
56,100,16,122156313,11331889
56,100,16,122038183,11314619
56,100,16,122267419,11345092
56,100,16,121407941,11347394
56,100,16,121550677,11345537
56,100,16,121833238,11303143
56,100,16,121860777,11332342
56,100,16,122060022,11325048
56,100,16,121950374,11306208
56,100,16,121361381,11408002
56,100,16,122551730,11340371
56,100,16,122407711,11333483
56,100,16,121614798,11350075
56,100,16,121759183,11339331
56,100,16,121367431,11285346
56,100,16,122656050,11343798
56,100,16,122127600,11331388
56,100,16,121654377,11296952
56,100,16,121714366,11327308
57,100,16,122920411,11396624
57,100,16,121801422,11360623
57,100,16,122687008,11363432
57,100,16,122194461,11367991
57,100,16,122348192,11367541
57,100,16,122013168,11348799
57,100,16,123055005,11352667
57,100,16,122433479,11319125
57,100,16,122086752,11361701
57,100,16,122564264,11337835
57,100,16,121610364,11392167
57,100,16,122196255,11377336
57,100,16,122170394,11364588
57,100,16,122309608,11399378
57,100,16,122966613,11356027
57,100,16,123132268,11364912
57,100,16,122159578,11352980
57,100,16,122367935,11372381
57,100,16,122620471,11365538
57,100,16,122646570,11356972
58,100,16,123031161,11432551
58,100,16,122814373,11339869
58,100,16,123060824,11371556
58,100,16,122516642,11378033
58,100,16,122513834,11315284
58,100,16,123708289,11400161
58,100,16,123346271,11402609
58,100,16,122350147,11414396
58,100,16,123347694,11384301
58,100,16,123140951,11431383
58,100,16,122814342,11361656
58,100,16,123033237,11356388
58,100,16,123160639,11391004
58,100,16,123330083,11353587
58,100,16,122693701,11382593
58,100,16,123201469,11404459
58,100,16,122906405,11402957
58,100,16,123628322,11371436
58,100,16,123076099,11354835
58,100,16,122728601,11352178
59,100,16,123495021,11338311
59,100,16,123599957,11383145
59,100,16,123796497,11374737
59,100,16,123338973,11377515
59,100,16,123386113,11392526
59,100,16,123970278,11379468
59,100,16,123587151,11384709
59,100,16,124327665,11367441
59,100,16,123743290,11395507
59,100,16,123713066,11456219
59,100,16,123524266,11388615
59,100,16,123631227,11371829
59,100,16,123479314,11378078
59,100,16,123546636,11404281
59,100,16,123334176,11401856
59,100,16,123790871,11366986
59,100,16,123587730,11401018
59,100,16,123114072,11362008
59,100,16,124479735,11357574
59,100,16,123293753,11354729
60,100,16,124125458,11359398
60,100,16,124740867,11355478
60,100,16,124216885,11400715
60,100,16,124204957,11377707
60,100,16,124912913,11401734
60,100,16,124704713,11397235
60,100,16,124646121,11359808
60,100,16,124269490,11374678
60,100,16,124546069,11336443
60,100,16,124234021,11358666
60,100,16,125015535,11428418
60,100,16,124943420,11415798
60,100,16,124178622,11376691
60,100,16,124269604,11392068
60,100,16,124450372,11472200
60,100,16,124330125,11396059
60,100,16,125103116,11401096
60,100,16,124366147,11414342
60,100,16,124310400,11409057
60,100,16,124163297,11391179
61,100,16,125231967,11421333
61,100,16,124979565,11424212
61,100,16,125534410,11424707
61,100,16,125720519,11358653
61,100,16,124522417,11375077
61,100,16,124882951,11396588
61,100,16,125946791,11335183
61,100,16,125171667,11413145
61,100,16,124873374,11382372
61,100,16,125185700,11359135
61,100,16,125140782,11469468
61,100,16,125801786,11382140
61,100,16,125988982,11416321
61,100,16,125082996,11424528
61,100,16,124439411,11410710
61,100,16,125176401,11400955
61,100,16,124792371,11413422
61,100,16,125387338,11424775
61,100,16,124932157,11431520
61,100,16,125435676,11440008
62,100,16,132977856,11428728
62,100,16,132388208,11446721
62,100,16,132603455,11421631
62,100,16,132785162,11404555
62,100,16,131966567,11450668
62,100,16,132423858,11423001
62,100,16,132402621,11463323
62,100,16,132738271,11440790
62,100,16,132692533,11423739
62,100,16,132748662,11436221
62,100,16,132885274,11445993
62,100,16,132654800,11407180
62,100,16,133510081,11376491
62,100,16,131947714,11452188
62,100,16,133049527,11412410
62,100,16,132158429,11385044
62,100,16,132731599,11455734
62,100,16,132805380,11503233
62,100,16,132563775,11428186
62,100,16,132344201,11425055
63,100,16,137841721,11443322
63,100,16,138030107,11413293
63,100,16,137597460,11457563
63,100,16,138321613,11481936
63,100,16,137797060,11422295
63,100,16,137392921,11403092
63,100,16,137751074,11413443
63,100,16,137792349,11435335
63,100,16,137842095,11448258
63,100,16,137512963,11485832
63,100,16,138257653,11409736
63,100,16,137448599,11411542
63,100,16,137781692,11433448
63,100,16,137529759,11417719
63,100,16,137453835,11403495
63,100,16,137797989,11424147
63,100,16,137234235,11429856
63,100,16,137545056,11421382
63,100,16,137553955,11481002
63,100,16,138048113,11417071
64,100,16,138628164,11457950
64,100,16,139281992,11437028
64,100,16,138669766,11459613
64,100,16,138080564,11453512
64,100,16,138987038,11406855
64,100,16,137871880,11453309
64,100,16,138189844,11429416
64,100,16,138875259,11441383
64,100,16,138171445,11442367
64,100,16,138335479,11452099
64,100,16,139073398,11403991
64,100,16,138656756,11421895
64,100,16,138424013,11412059
64,100,16,138278835,11444155
64,100,16,138194276,11405920
64,100,16,138213690,11477193
64,100,16,138738164,11426226
64,100,16,139030469,11422601
64,100,16,139086826,11434104
64,100,16,138569748,11465370
65,100,16,138978650,11459517
65,100,16,138841983,11494020
65,100,16,139858888,11444684
65,100,16,139425097,11474438
65,100,16,139278562,11423739
65,100,16,139020213,11490357
65,100,16,138716946,11434735
65,100,16,139764710,11516808
65,100,16,139831761,11464926
65,100,16,139365153,11456341
65,100,16,139954942,11473648
65,100,16,138853603,11523070
65,100,16,139153937,11471852
65,100,16,139167195,11457987
65,100,16,138934321,11460217
65,100,16,138855588,11426535
65,100,16,139385135,11443638
65,100,16,139612319,11440149
65,100,16,139553407,11421953
65,100,16,139287545,11448025
66,100,16,139559145,11476754
66,100,16,139516522,11429043
66,100,16,140085369,11453626
66,100,16,140141597,11482114
66,100,16,140120786,11469413
66,100,16,139978535,11462489
66,100,16,139971002,11465809
66,100,16,139571675,11456699
66,100,16,139703161,11484856
66,100,16,139930779,11452928
66,100,16,140636665,11478431
66,100,16,140089151,11483611
66,100,16,139871287,11548348
66,100,16,139747313,11417438
66,100,16,139568785,11423951
66,100,16,139468546,11499445
66,100,16,140739563,11436225
66,100,16,140489078,11453104
66,100,16,140263007,11462058
66,100,16,139902256,11476042
67,100,16,140419283,11529933
67,100,16,140544522,11498423
67,100,16,140787871,11553269
67,100,16,140683532,11452226
67,100,16,140466024,11530525
67,100,16,140887423,11518038
67,100,16,140829656,11480644
67,100,16,140258080,11479480
67,100,16,140685242,11507120
67,100,16,140673201,11475342
67,100,16,140840433,11510001
67,100,16,140431593,11477832
67,100,16,140918511,11488285
67,100,16,140283192,11468817
67,100,16,140498661,11481917
67,100,16,140188211,11506562
67,100,16,140270164,11467262
67,100,16,140765368,11532422
67,100,16,140968785,11486425
67,100,16,140881109,11473414
68,100,16,141824393,11480403
68,100,16,141604088,11532289
68,100,16,140773740,11498509
68,100,16,141705102,11482304
68,100,16,141108900,11542313
68,100,16,141446853,11475942
68,100,16,141344931,11480849
68,100,16,141168659,11506960
68,100,16,141346291,11464898
68,100,16,141471654,11465945
68,100,16,141375122,11540746
68,100,16,141570937,11480619
68,100,16,141628294,11506376
68,100,16,141211564,11531689
68,100,16,142022731,11477414
68,100,16,141903425,11481671
68,100,16,141099658,11519161
68,100,16,140972661,11465495
68,100,16,141950902,11489561
68,100,16,140946874,11555471
69,100,16,141277395,11507778
69,100,16,142042657,11565844
69,100,16,142071732,11506819
69,100,16,141633017,11502152
69,100,16,141778642,11546926
69,100,16,142189574,11501158
69,100,16,142247656,11531209
69,100,16,142559207,11523627
69,100,16,142694887,11534634
69,100,16,142149261,11488394
69,100,16,141825971,11520293
69,100,16,141275335,11489114
69,100,16,142121432,11516472
69,100,16,141452939,11494840
69,100,16,141470678,11546648
69,100,16,142425302,11479511
69,100,16,141651351,11479844
69,100,16,141916381,11464210
69,100,16,142029689,11521172
69,100,16,141758654,11499128
70,100,16,142092294,11498469
70,100,16,142508659,11500669
70,100,16,143023793,11481130
70,100,16,143666293,11502937
70,100,16,142805958,11496455
70,100,16,141971706,11561634
70,100,16,142723564,11501137
70,100,16,142077833,11583542
70,100,16,143129191,11519331
70,100,16,142599733,11525921
70,100,16,142552597,11500641
70,100,16,142584276,11573586
70,100,16,142376952,11482494
70,100,16,143040482,11561535
70,100,16,143063352,11548909
70,100,16,142897533,11522152
70,100,16,143356918,11503029
70,100,16,142833566,11627776
70,100,16,142865312,11518795
70,100,16,143092667,11530211
71,100,16,143284974,11548908
71,100,16,143114984,11551222
71,100,16,143239781,11532760
71,100,16,143584796,11530042
71,100,16,143174883,11568547
71,100,16,143079172,11547385
71,100,16,143906642,11530919
71,100,16,143470868,11535060
71,100,16,143138653,11549263
71,100,16,142953449,11536846
71,100,16,142965432,11522143
71,100,16,142964532,11541190
71,100,16,144136224,11550394
71,100,16,143456021,11593475
71,100,16,143846284,11550594
71,100,16,143048850,11548894
71,100,16,143266599,11521920
71,100,16,143302708,11550804
71,100,16,143349593,11532702
71,100,16,143807192,11517093
72,100,16,143567428,11484560
72,100,16,143643766,11528424
72,100,16,143527333,11544079
72,100,16,144143883,11523536
72,100,16,143467898,11582975
72,100,16,143522473,11485228
72,100,16,144610843,11503762
72,100,16,144617730,11604977
72,100,16,143732171,11549952
72,100,16,143747092,11537307
72,100,16,143780664,11483673
72,100,16,143781422,11533783
72,100,16,144185230,11570576
72,100,16,144798807,11574842
72,100,16,144187454,11494851
72,100,16,143770439,11487375
72,100,16,143522279,11533028
72,100,16,144364569,11529949
72,100,16,143697231,11519538
72,100,16,144066532,11513534
73,100,16,145080226,11555817
73,100,16,144460787,11552871
73,100,16,144264869,11562099
73,100,16,145081238,11568654
73,100,16,144866752,11541820
73,100,16,145293980,11551235
73,100,16,144670780,11561014
73,100,16,145210611,11573149
73,100,16,144407008,11521484
73,100,16,145029004,11541610
73,100,16,145002388,11578646
73,100,16,144648911,11561902
73,100,16,144950019,11569666
73,100,16,144211723,11543365
73,100,16,143882994,11538510
73,100,16,144505303,11553206
73,100,16,144710059,11546440
73,100,16,144648703,11531764
73,100,16,144515564,11592195
73,100,16,144533824,11549333
74,100,16,146021983,11515568
74,100,16,144745649,11514412
74,100,16,145058911,11573201
74,100,16,145039962,11517556
74,100,16,144626625,11504902
74,100,16,144877625,11557634
74,100,16,145148993,11572724
74,100,16,144608215,11502665
74,100,16,145563526,11565448
74,100,16,145736505,11540739
74,100,16,146073005,11578015
74,100,16,145134985,11570686
74,100,16,145422247,11599145
74,100,16,145376167,11626532
74,100,16,144946329,11537206
74,100,16,145304948,11621243
74,100,16,144960746,11572695
74,100,16,144885997,11600444
74,100,16,145465915,11599714
74,100,16,145393209,11579021
75,100,16,146834210,11592034
75,100,16,146095059,11562114
75,100,16,145895217,11640224
75,100,16,145498260,11574965
75,100,16,145928203,11538527
75,100,16,146011942,11576237
75,100,16,145958333,11542076
75,100,16,145688607,11565963
75,100,16,146296129,11593422
75,100,16,146251669,11677324
75,100,16,146478807,11569909
75,100,16,146163292,11568543
75,100,16,145735328,11556207
75,100,16,145692098,11558268
75,100,16,145535251,11630090
75,100,16,146023279,11556665
75,100,16,145991781,11565221
75,100,16,145549118,11597359
75,100,16,146190006,11551956
75,100,16,146097948,11563964
76,100,16,146176413,11542002
76,100,16,146261223,11571152
76,100,16,146231164,11580581
76,100,16,146073535,11541570
76,100,16,146035430,11564808
76,100,16,146992764,11565830
76,100,16,146353527,11543075
76,100,16,146776988,11515511
76,100,16,146160559,11638106
76,100,16,146789035,11571157
76,100,16,146703523,11583515
76,100,16,147321757,11621816
76,100,16,146569483,11649274
76,100,16,146787087,11653261
76,100,16,146940036,11667519
76,100,16,147076521,11561572
76,100,16,146416328,11580806
76,100,16,146353552,11570775
76,100,16,146602112,11532569
76,100,16,146651037,11567363
77,100,16,147426876,11597919
77,100,16,147033410,11603581
77,100,16,147722773,11625047
77,100,16,147274104,11623083
77,100,16,147913641,11599218
77,100,16,147520014,11588827
77,100,16,146833773,11580263
77,100,16,147031285,11567909
77,100,16,147389415,11568933
77,100,16,147125090,11652369
77,100,16,147946631,11599396
77,100,16,147469230,11575894
77,100,16,147296992,11670573
77,100,16,147240604,11604989
77,100,16,147708618,11597004
77,100,16,147391730,11565343
77,100,16,147407746,11595305
77,100,16,147983752,11596489
77,100,16,148248067,11599481
77,100,16,147486571,11585800
78,100,16,148190714,11634341
78,100,16,148128062,11584901
78,100,16,147951526,11618218
78,100,16,148429639,11608132
78,100,16,148248609,11602352
78,100,16,148488301,11601178
78,100,16,148638297,11577801
78,100,16,147736173,11621198
78,100,16,149310095,11632419
78,100,16,148194657,11620863
78,100,16,148532658,11623207
78,100,16,148190738,11604318
78,100,16,148104154,11567225
78,100,16,147973690,11566143
78,100,16,147467595,11582689
78,100,16,148093311,11600672
78,100,16,147810532,11549888
78,100,16,147803947,11633056
78,100,16,147626480,11614012
78,100,16,147678518,11617710
79,100,16,148394542,11693670
79,100,16,148707848,11574438
79,100,16,148525713,11583067
79,100,16,149162171,11660889
79,100,16,149268235,11598984
79,100,16,148762811,11629586
79,100,16,148600549,11626615
79,100,16,149061527,11609396
79,100,16,148134094,11548331
79,100,16,149160283,11603754
79,100,16,148923258,11583634
79,100,16,148216017,11602001
79,100,16,148424416,11606212
79,100,16,148696728,11611450
79,100,16,148747291,11572483
79,100,16,148144639,11582984
79,100,16,149066665,11602995
79,100,16,148477185,11631734
79,100,16,148918741,11646570
79,100,16,148665672,11635730
80,100,16,149403970,11598829
80,100,16,149638428,11638905
80,100,16,149657126,11624411
80,100,16,149300820,11592656
80,100,16,148902710,11608193
80,100,16,149963457,11599772
80,100,16,149379691,11656165
80,100,16,149560025,11587577
80,100,16,149419611,11624050
80,100,16,149548770,11673297
80,100,16,149691002,11587743
80,100,16,149323314,11589023
80,100,16,149428340,11604142
80,100,16,149864762,11547509
80,100,16,149314952,11570550
80,100,16,150347753,11671523
80,100,16,149523977,11638390
80,100,16,149229730,11648588
80,100,16,149142794,11629295
80,100,16,148960753,11626254
81,100,16,150015842,11637342
81,100,16,150257140,11604720
81,100,16,150093223,11671562
81,100,16,150421815,11618577
81,100,16,149999973,11649800
81,100,16,150329082,11590796
81,100,16,149825048,11620013
81,100,16,150381729,11618169
81,100,16,149557001,11676064
81,100,16,149906380,11706086
81,100,16,149617209,11642444
81,100,16,150268379,11654659
81,100,16,150534261,11698666
81,100,16,151031324,11657047
81,100,16,150591457,11609390
81,100,16,150181607,11651113
81,100,16,150136609,11628295
81,100,16,149759243,11626171
81,100,16,150012422,11653183
81,100,16,149848459,11570368
82,100,16,150308189,11649910
82,100,16,151380383,11691117
82,100,16,151390708,11765056
82,100,16,151051113,11651722
82,100,16,150442276,11660708
82,100,16,150147647,11609339
82,100,16,150930219,11645992
82,100,16,150611967,11603719
82,100,16,150327208,11653613
82,100,16,150333464,11617251
82,100,16,150373779,11668496
82,100,16,150463838,11649630
82,100,16,150609142,11625619
82,100,16,151344207,11644391
82,100,16,150357916,11676618
82,100,16,150330056,11700318
82,100,16,150933364,11680715
82,100,16,150201145,11766836
82,100,16,150887881,11618151
82,100,16,150927771,11640013
83,100,16,151153160,11628105
83,100,16,151231496,11599010
83,100,16,151608155,11627555
83,100,16,151617744,11646874
83,100,16,151727382,11647041
83,100,16,151002597,11568698
83,100,16,151791246,11608576
83,100,16,151219470,11614863
83,100,16,151570155,11629693
83,100,16,151063806,11642143
83,100,16,151258624,11599276
83,100,16,151509500,11640464
83,100,16,152276567,11641945
83,100,16,152310827,11734007
83,100,16,151178486,11659436
83,100,16,151515783,11674318
83,100,16,152145115,11669047
83,100,16,151678737,11610163
83,100,16,151368853,11669165
83,100,16,151446881,11600959
84,100,16,152926741,11688385
84,100,16,152634673,11643342
84,100,16,151767443,11608563
84,100,16,151633527,11640606
84,100,16,152028513,11662225
84,100,16,152008808,11624130
84,100,16,152735339,11698338
84,100,16,151757783,11639719
84,100,16,151550312,11624095
84,100,16,151991208,11656226
84,100,16,151180626,11617184
84,100,16,152289251,11635740
84,100,16,152289742,11707451
84,100,16,151857740,11689803
84,100,16,152479305,11680373
84,100,16,152133443,11653212
84,100,16,151975402,11617333
84,100,16,151538566,11651521
84,100,16,152479712,11652701
84,100,16,151850202,11637692
85,100,16,154237959,11697797
85,100,16,152203352,11727811
85,100,16,153041754,11668703
85,100,16,153121516,11632280
85,100,16,152914926,11661773
85,100,16,153199757,11661743
85,100,16,152567154,11669144
85,100,16,152363581,11664451
85,100,16,152803653,11705234
85,100,16,153556294,11734069
85,100,16,153040396,11711455
85,100,16,152363807,11661661
85,100,16,152736682,11634085
85,100,16,152479194,11643724
85,100,16,152088362,11671330
85,100,16,152903663,11647921
85,100,16,153055628,11681399
85,100,16,152989390,11667285
85,100,16,152978480,11682991
85,100,16,153247025,11672644
86,100,16,153520058,11678044
86,100,16,153371807,11667725
86,100,16,154191645,11679473
86,100,16,153165676,11676598
86,100,16,153549517,11680188
86,100,16,153280757,11679274
86,100,16,152844009,11722410
86,100,16,152754503,11643194
86,100,16,153035048,11653208
86,100,16,153357360,11660125
86,100,16,153445453,11633007
86,100,16,153138141,11626340
86,100,16,154532543,11703698
86,100,16,154113927,11684571
86,100,16,153272759,11660694
86,100,16,153474973,11807591
86,100,16,153008382,11650828
86,100,16,153049930,11699444
86,100,16,153515145,11683242
86,100,16,152864997,11660722
87,100,16,154117077,11719435
87,100,16,153822402,11676925
87,100,16,153661269,11769094
87,100,16,153730468,11673217
87,100,16,153918002,11745263
87,100,16,154430848,11649392
87,100,16,154180520,11640622
87,100,16,153982922,11664538
87,100,16,154203149,11672383
87,100,16,153969617,11670175
87,100,16,154024299,11700360
87,100,16,154588641,11946052
87,100,16,153858467,11808190
87,100,16,154097307,11666457
87,100,16,154716458,11704255
87,100,16,154797669,11731784
87,100,16,154222079,11716537
87,100,16,154256862,11685865
87,100,16,154252136,11738112
87,100,16,154547516,11678334
88,100,16,154505489,11685927
88,100,16,154976974,11750219
88,100,16,155121564,11696907
88,100,16,154559975,11738526
88,100,16,154821332,11720883
88,100,16,154807799,11684896
88,100,16,154999125,11811962
88,100,16,155793755,11782236
88,100,16,154809562,11723550
88,100,16,155230105,11746572
88,100,16,155559952,11767589
88,100,16,154823127,11807978
88,100,16,155490456,11672538
88,100,16,154769244,11718719
88,100,16,155356320,11892870
88,100,16,155376686,11678562
88,100,16,154797219,11659132
88,100,16,154910875,11680734
88,100,16,155600805,11633950
88,100,16,154991570,11653888
89,100,16,155931505,11691220
89,100,16,154983580,11702865
89,100,16,155606486,11688151
89,100,16,156593458,11793496
89,100,16,155415362,11722052
89,100,16,156139649,11736175
89,100,16,155515828,11858714
89,100,16,155794702,11766738
89,100,16,156072056,11775953
89,100,16,155829221,11688436
89,100,16,155115920,11651824
89,100,16,155329474,11679648
89,100,16,155129564,11711591
89,100,16,155196167,11747671
89,100,16,155087305,11674725
89,100,16,155342083,11702770
89,100,16,155076211,11713424
89,100,16,155579277,11713420
89,100,16,155354995,11671751
89,100,16,155396441,11714566
90,100,16,155748666,11664348
90,100,16,155984228,11678731
90,100,16,155684934,11701889
90,100,16,156052201,11776999
90,100,16,155834219,11635802
90,100,16,155787864,11684174
90,100,16,155720305,11678141
90,100,16,156290912,11739632
90,100,16,156317462,11725669
90,100,16,156087596,11696027
90,100,16,156671599,11680020
90,100,16,155805956,11694868
90,100,16,156577107,11713992
90,100,16,156493499,11671289
90,100,16,156487163,11709558
90,100,16,155802666,11660475
90,100,16,156078560,11738016
90,100,16,156329994,11707591
90,100,16,156377625,11689312
90,100,16,156314359,11666737
91,100,16,157461851,11826636
91,100,16,157759382,11718702
91,100,16,157096770,11685318
91,100,16,156609843,11808236
91,100,16,156781571,11714110
91,100,16,156826762,11695459
91,100,16,156879837,11717140
91,100,16,156651508,11706690
91,100,16,156791392,11658311
91,100,16,157246092,11714019
91,100,16,156802224,11748413
91,100,16,156920110,11696687
91,100,16,156708924,11780813
91,100,16,157080480,11764037
91,100,16,157554385,11671091
91,100,16,156812905,11759121
91,100,16,157420886,11682913
91,100,16,157396760,11728952
91,100,16,157371368,11728879
91,100,16,156888913,11674437
92,100,16,157398593,11726864
92,100,16,157456759,11772652
92,100,16,157751839,11743600
92,100,16,158084344,11739214
92,100,16,157478865,11726488
92,100,16,157425152,11705876
92,100,16,157291981,11672038
92,100,16,157778239,11760408
92,100,16,158168700,11765930
92,100,16,157820889,11817108
92,100,16,157700617,11678320
92,100,16,157230456,11661047
92,100,16,156747389,11672753
92,100,16,158360813,11722633
92,100,16,157757957,11709770
92,100,16,158534687,11680398
92,100,16,157499995,11659700
92,100,16,157344894,11681977
92,100,16,157014187,11680383
92,100,16,157982197,11786757
93,100,16,158697180,11755264
93,100,16,158448961,11763870
93,100,16,157981515,11799520
93,100,16,158801016,11729304
93,100,16,158181799,11723781
93,100,16,158409637,11763182
93,100,16,158374055,11717816
93,100,16,158645901,11718224
93,100,16,158123326,11696411
93,100,16,157994127,11771448
93,100,16,158909869,11692187
93,100,16,158384268,11733615
93,100,16,157900063,11775348
93,100,16,157683510,11710783
93,100,16,158571167,11701950
93,100,16,158204166,11772084
93,100,16,161668487,11719033
93,100,16,157909776,11726938
93,100,16,158256633,11720502
93,100,16,158454496,11759864
94,100,16,158812071,11765226
94,100,16,158780860,11750539
94,100,16,158890981,11804886
94,100,16,159556473,11791648
94,100,16,159287845,11777950
94,100,16,159730689,11751881
94,100,16,159379192,11688833
94,100,16,159195202,11822937
94,100,16,158891122,11797175
94,100,16,159141748,11750354
94,100,16,158687904,11681051
94,100,16,159295815,11762134
94,100,16,158959255,11745646
94,100,16,158764882,11776156
94,100,16,158436004,11717746
94,100,16,159079780,11710825
94,100,16,159822468,11740067
94,100,16,158713554,11688779
94,100,16,158846349,11696856
94,100,16,159264010,11756542
95,100,16,159815520,11757307
95,100,16,159846540,11727853
95,100,16,159164256,11779473
95,100,16,159941781,11806189
95,100,16,159618955,11734635
95,100,16,159601472,11742196
95,100,16,159314790,11816281
95,100,16,159668839,11747621
95,100,16,160076098,11703672
95,100,16,159421803,11774461
95,100,16,159725351,11738468
95,100,16,159160522,11788774
95,100,16,159928449,11700050
95,100,16,159529364,11807769
95,100,16,160213493,11738163
95,100,16,159619681,11748702
95,100,16,159113804,11764730
95,100,16,160071979,11787172
95,100,16,160115285,11750426
95,100,16,159829499,11718262
96,100,16,160689694,11805503
96,100,16,160458957,11902113
96,100,16,160613865,11753117
96,100,16,160146981,11784580
96,100,16,160450944,11762962
96,100,16,160327374,11775166
96,100,16,160242688,11771017
96,100,16,160336248,11736303
96,100,16,160467946,11758670
96,100,16,159839500,11740271
96,100,16,160303130,11747186
96,100,16,159870926,11750528
96,100,16,160050069,11769183
96,100,16,159940184,11801347
96,100,16,160360843,11720211
96,100,16,160288521,11738722
96,100,16,160965096,11732539
96,100,16,159982890,11797184
96,100,16,160323196,11740491
96,100,16,160451147,11775316
97,100,16,161592100,11747944
97,100,16,161168350,11830666
97,100,16,160762262,11762182
97,100,16,160605511,11797998
97,100,16,161287144,11834655
97,100,16,161257381,11803647
97,100,16,160959767,11851579
97,100,16,161123899,11854382
97,100,16,160564333,11827189
97,100,16,160846935,11763080
97,100,16,160948722,11833180
97,100,16,161107983,11817176
97,100,16,160969292,11801964
97,100,16,160522499,11835220
97,100,16,160936450,11797734
97,100,16,160465405,11802491
97,100,16,160812531,11855076
97,100,16,160402579,11785943
97,100,16,161123725,11796027
97,100,16,160261267,11778121
98,100,16,162063029,11894452
98,100,16,161855964,11837524
98,100,16,162284439,11790657
98,100,16,162284724,11745245
98,100,16,161541105,11855877
98,100,16,161661034,11745473
98,100,16,161703535,11874241
98,100,16,161934491,11852531
98,100,16,161006457,11760385
98,100,16,162190072,11817940
98,100,16,161575825,11837447
98,100,16,161135197,11888352
98,100,16,162193979,11824614
98,100,16,161310166,11858067
98,100,16,161783711,11858018
98,100,16,162153710,11803271
98,100,16,161237769,11863047
98,100,16,161975245,11813779
98,100,16,161951849,11752850
98,100,16,161577198,11788672
99,100,16,162355942,11803818
99,100,16,162445655,11762215
99,100,16,162342061,11855608
99,100,16,162663145,11834866
99,100,16,161728712,11862227
99,100,16,161833739,11810824
99,100,16,162950577,11815846
99,100,16,162873865,11838742
99,100,16,163310407,11789094
99,100,16,162265033,11770919
99,100,16,161698720,11825297
99,100,16,162353465,11803256
99,100,16,162280816,11864909
99,100,16,162214240,11874134
99,100,16,161860286,11846648
99,100,16,162512616,11889326
99,100,16,161939687,11835848
99,100,16,162315713,11850871
99,100,16,161303762,11852602
99,100,16,162362664,11898958
100,100,16,162385866,11838924
100,100,16,163026478,11915452
100,100,16,163522843,11829171
