Pallet: "offences", Extrinsic: "report_offence_grandpa", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,n,extrinsic_time,storage_root_time
69,16,600154,163642
69,16,602029,162115
69,16,605830,162771
69,16,602529,163311
69,16,604223,162127
69,16,601343,162342
69,16,602123,163466
69,16,606167,165746
69,16,602069,163183
69,16,605464,162872
69,16,604354,162379
69,16,606684,161884
69,16,602588,163338
69,16,607804,163252
69,16,602027,163671
69,16,602247,162533
69,16,607032,162816
69,16,605334,161581
69,16,598154,162432
70,16,603555,163419
70,16,604684,162967
70,16,606521,162535
70,16,604320,162366
70,16,604660,162643
70,16,600901,162701
70,16,604804,161934
70,16,606245,163583
70,16,604422,162609
70,16,606979,164029
70,16,604051,165352
70,16,598463,164441
70,16,603373,163615
70,16,610458,162655
70,16,605201,162976
70,16,604059,164148
70,16,608877,162747
70,16,605089,162008
70,16,606328,161827
70,16,608046,162352
71,16,602371,162602
71,16,605437,162559
71,16,607073,163071
71,16,601904,164698
71,16,604800,162075
71,16,604635,161759
71,16,604083,162396
71,16,603747,163710
71,16,607208,163008
71,16,600697,166126
71,16,605394,162679
71,16,604059,163531
71,16,605122,162631
71,16,601243,163046
71,16,599753,162789
71,16,603618,162518
71,16,608330,161829
71,16,598171,165022
71,16,604871,163586
71,16,604238,162756
72,16,602416,162512
72,16,605435,163355
72,16,602463,161918
72,16,603271,163180
72,16,605101,162244
72,16,605607,163540
72,16,600370,163051
72,16,604398,163388
72,16,602394,163684
72,16,601044,163858
72,16,603801,163084
72,16,604168,194029
72,16,600749,162624
72,16,604196,162878
72,16,608160,163058
72,16,604220,162839
72,16,601409,163262
72,16,630984,162207
72,16,606666,162172
72,16,606487,162801
73,16,604017,163358
73,16,602729,162598
73,16,605494,163305
73,16,606879,163137
73,16,602503,163584
73,16,603370,162408
73,16,606075,163346
73,16,597383,162480
73,16,606715,163534
73,16,603639,163241
73,16,603115,166098
73,16,603824,163603
73,16,603565,164240
73,16,610750,163840
73,16,602126,163330
73,16,607057,164555
73,16,606641,162766
73,16,606461,164487
73,16,600388,162963
73,16,608144,163788
74,16,601560,163248
74,16,604125,162537
74,16,604939,164337
74,16,600632,162462
74,16,604277,164397
74,16,599575,164050
74,16,601677,162957
74,16,602799,162839
74,16,607028,162457
74,16,603332,165550
74,16,604680,164052
74,16,601794,164076
74,16,603696,164355
74,16,604793,163611
74,16,604931,162261
74,16,609572,163114
74,16,608711,162394
74,16,606816,162483
74,16,610030,163449
74,16,602300,162400
75,16,608038,162817
75,16,601677,164256
75,16,608016,163953
75,16,604201,163522
75,16,605059,164606
75,16,605113,163422
75,16,605804,164085
75,16,604475,163493
75,16,602544,166826
75,16,603396,163401
75,16,603465,163573
75,16,606845,163022
75,16,607520,163082
75,16,600870,164549
75,16,609234,162822
75,16,605125,163327
75,16,604888,162729
75,16,611746,163473
75,16,603922,161871
75,16,605681,162924
76,16,606094,163743
76,16,604594,163584
76,16,604300,163547
76,16,604771,164787
76,16,602502,163125
76,16,603184,165300
76,16,604661,163046
76,16,603571,165351
76,16,604653,162605
76,16,606963,163885
76,16,609140,163691
76,16,603918,164869
76,16,601000,164491
76,16,608321,163580
76,16,599823,164616
76,16,606238,162151
76,16,608535,163823
76,16,604453,163048
76,16,603857,163137
76,16,604818,163887
77,16,603618,164382
77,16,607742,163008
77,16,604701,163962
77,16,602287,163445
77,16,601194,164428
77,16,606643,163969
77,16,611663,162947
77,16,604735,162410
77,16,607220,163448
77,16,602236,163756
77,16,604272,162204
77,16,602892,163963
77,16,606057,163508
77,16,605448,162827
77,16,604418,162860
77,16,607465,163214
77,16,605234,164393
77,16,603471,164982
77,16,604533,165488
77,16,606420,164228
78,16,605654,163787
78,16,600530,164315
78,16,605579,166941
78,16,604492,162832
78,16,605479,164273
78,16,605562,163260
78,16,607394,163994
78,16,607005,165832
78,16,635432,164528
78,16,602047,164143
78,16,603226,162914
78,16,604637,164969
78,16,605777,163921
78,16,606146,163671
78,16,606246,164065
78,16,600429,163774
78,16,601342,163143
78,16,600356,163938
78,16,603026,164555
78,16,608855,162946
79,16,609132,164082
79,16,606047,193247
79,16,642066,164045
79,16,606761,164581
79,16,607181,164096
79,16,604338,162273
79,16,605900,164422
79,16,605776,164071
79,16,604992,162624
79,16,602898,163460
79,16,609190,163409
79,16,604989,162644
79,16,605085,164093
79,16,604071,163333
79,16,605550,163788
79,16,601798,163982
79,16,606772,163525
79,16,603014,164915
79,16,606767,164355
79,16,603128,163551
80,16,606345,163648
80,16,600779,165121
80,16,604861,163699
80,16,612213,164678
80,16,601117,164815
80,16,605728,164256
80,16,633778,165697
80,16,601873,163100
80,16,604100,165237
80,16,603990,164018
80,16,607061,163294
80,16,604331,163413
80,16,604543,163859
80,16,603847,162593
80,16,601663,163222
80,16,605607,162660
80,16,605485,166587
80,16,605332,164640
80,16,602992,163476
80,16,634646,163931
81,16,599887,163564
81,16,606106,164848
81,16,606834,162197
81,16,607170,163022
81,16,602674,164034
81,16,645025,164518
81,16,604902,164171
81,16,607479,163188
81,16,605742,163414
81,16,605001,163376
81,16,606052,163103
81,16,602842,163331
81,16,606569,165177
81,16,607969,162230
81,16,609116,162447
81,16,604969,167204
81,16,601887,164722
81,16,601760,164864
81,16,606677,163296
81,16,604735,163613
82,16,606139,164699
82,16,610817,163691
82,16,606306,164611
82,16,604966,164071
82,16,605050,162994
82,16,606474,163647
82,16,603820,163926
82,16,605766,163802
82,16,606710,164970
82,16,605712,164393
82,16,606367,163032
82,16,600104,194326
82,16,606906,163827
82,16,604662,162883
82,16,697161,164245
82,16,605049,164849
82,16,607897,163490
82,16,637237,163789
82,16,604494,163272
82,16,606040,164230
83,16,604213,162951
83,16,603784,164701
83,16,604606,163219
83,16,608043,162808
83,16,604029,163136
83,16,600817,164458
83,16,602149,164363
83,16,601663,166643
83,16,602759,165229
83,16,606021,162908
83,16,609833,164112
83,16,607304,163561
83,16,606603,163397
83,16,609779,163845
83,16,604473,164022
83,16,600745,163328
83,16,613033,164822
83,16,602398,162821
83,16,606043,163523
83,16,602941,163729
84,16,610239,163280
84,16,606006,164953
84,16,605784,162696
84,16,606966,163859
84,16,604592,164007
84,16,600608,163696
84,16,608639,164438
84,16,607281,164308
84,16,604972,164682
84,16,606828,163762
84,16,607569,164691
84,16,602546,164457
84,16,611981,165308
84,16,604459,163731
84,16,610742,163618
84,16,607356,163709
84,16,604656,163419
84,16,606413,163436
84,16,608069,164326
84,16,604301,163916
85,16,607563,163625
85,16,607239,163156
85,16,605394,167813
85,16,604602,164028
85,16,605595,164390
85,16,607965,162727
85,16,606911,164344
85,16,605037,164438
85,16,610380,164286
85,16,605132,190828
85,16,605690,164002
85,16,607288,164701
85,16,602183,163970
85,16,607859,163444
85,16,610630,164260
85,16,603780,163507
85,16,606330,164152
85,16,605305,164332
85,16,606888,168560
85,16,607820,164019
86,16,603974,164416
86,16,609000,164819
86,16,602845,163866
86,16,602192,163444
86,16,611823,164664
86,16,603831,163428
86,16,606259,164254
86,16,609642,165736
86,16,607437,164667
86,16,605227,163886
86,16,604202,164753
86,16,608079,165394
86,16,606395,163757
86,16,603931,165753
86,16,605649,164480
86,16,602280,163260
86,16,603206,163422
86,16,606751,164945
86,16,606453,163665
86,16,603465,164109
87,16,607566,164080
87,16,605866,163525
87,16,605669,164500
87,16,609429,164931
87,16,603267,164573
87,16,604635,163346
87,16,608725,165357
87,16,605657,162788
87,16,605853,164122
87,16,609433,163146
87,16,606356,163583
87,16,603138,165011
87,16,599751,164020
87,16,606749,166788
87,16,606011,164089
87,16,605719,164731
87,16,610611,165355
87,16,610266,163662
87,16,605097,163707
87,16,611057,164329
88,16,601879,163103
88,16,607832,163318
88,16,608208,164324
88,16,606665,164270
88,16,603763,164060
88,16,604199,163842
88,16,602300,163859
88,16,602254,165293
88,16,605890,164409
88,16,604122,167196
88,16,605710,164953
88,16,605847,165384
88,16,607573,166150
88,16,604705,164676
88,16,608083,165467
88,16,608332,163857
88,16,608122,165301
88,16,606600,163641
88,16,606181,166437
88,16,605365,165116
89,16,607311,165346
89,16,606654,165749
89,16,603255,163614
89,16,606821,165894
89,16,609697,164228
89,16,602351,169196
89,16,606174,164821
89,16,604109,165327
89,16,611087,163833
89,16,606643,163631
89,16,604836,163315
89,16,608754,164012
89,16,604330,163081
89,16,604947,163042
89,16,608008,164396
89,16,602606,162799
89,16,606533,164955
89,16,607361,163909
89,16,605687,164466
89,16,604927,163302
90,16,609970,163769
90,16,603814,165581
90,16,604737,164071
90,16,604609,164769
90,16,609494,165299
90,16,606139,163924
90,16,604952,164600
90,16,610213,163894
90,16,604369,163817
90,16,608092,165872
90,16,609924,165697
90,16,605814,164331
90,16,606450,164454
90,16,608331,164474
90,16,607087,165323
90,16,606811,164964
90,16,604761,164714
90,16,604450,164284
90,16,604865,164177
90,16,604896,164506
91,16,606572,163892
91,16,606869,164342
91,16,606241,163624
91,16,612953,163955
91,16,610525,163919
91,16,605897,165301
91,16,612884,164099
91,16,605063,165606
91,16,609421,164707
91,16,607737,163746
91,16,607000,164667
91,16,607276,164221
91,16,609686,164923
91,16,609875,167385
91,16,609744,165249
91,16,604630,165060
91,16,605058,165040
91,16,604736,164329
91,16,607041,164587
91,16,608336,164676
92,16,605054,163491
92,16,605468,164129
92,16,611597,165306
92,16,605862,164961
92,16,602822,163995
92,16,607395,164514
92,16,601906,164265
92,16,603074,164811
92,16,603263,163365
92,16,605129,167609
92,16,606257,164307
92,16,605345,164430
92,16,611311,163990
92,16,604783,165131
92,16,605193,166670
92,16,612206,164829
92,16,605078,165460
92,16,605685,165916
92,16,609360,164268
92,16,607295,165458
93,16,609331,164081
93,16,608091,164525
93,16,609020,162864
93,16,601605,163695
93,16,609419,163401
93,16,607523,166558
93,16,609871,165988
93,16,605434,163548
93,16,609357,164529
93,16,608235,164962
93,16,605737,164894
93,16,608599,163620
93,16,609212,163434
93,16,606977,164049
93,16,613041,164989
93,16,605552,163759
93,16,613195,164274
93,16,609601,164266
93,16,602727,164234
93,16,606295,163983
94,16,609953,165272
94,16,606550,168078
94,16,609102,165251
94,16,608264,164419
94,16,637026,164965
94,16,610930,165217
94,16,609843,165747
94,16,612639,165253
94,16,607646,166687
94,16,608759,164290
94,16,606278,164351
94,16,606263,164760
94,16,609606,164488
94,16,608692,164124
94,16,606168,164840
94,16,607495,164264
94,16,610660,164507
94,16,604409,168067
94,16,603400,164548
94,16,604383,164098
95,16,615110,164257
95,16,607568,164255
95,16,604483,163445
95,16,637807,164752
95,16,602606,163805
95,16,607337,166133
95,16,606822,164597
95,16,602704,165882
95,16,606106,165897
95,16,608185,164365
95,16,605303,164253
95,16,606013,164701
95,16,609681,164562
95,16,637132,164366
95,16,606542,164912
95,16,607575,163616
95,16,608534,166787
95,16,608276,164540
95,16,606770,164783
95,16,612429,164932
96,16,606956,165997
96,16,605709,165506
96,16,611890,166625
96,16,607206,164588
96,16,611087,165914
96,16,603307,163711
96,16,603340,168612
96,16,604054,166271
96,16,608820,167087
96,16,611932,165949
96,16,608696,166737
96,16,607217,164924
96,16,610173,165266
96,16,608605,164250
96,16,608122,164292
96,16,605282,165504
96,16,609521,165641
96,16,606334,166840
96,16,608071,164883
96,16,606392,165247
97,16,605015,164526
97,16,606887,164947
97,16,612663,167179
97,16,608463,166289
97,16,608387,164371
97,16,612320,164265
97,16,606187,164058
97,16,606322,166046
97,16,613200,165010
97,16,606047,164308
97,16,603737,164159
97,16,607343,164574
97,16,610276,164544
97,16,606266,164217
97,16,609148,164672
97,16,602135,164108
97,16,605095,164736
97,16,605421,165976
97,16,607364,164732
97,16,603700,164879
98,16,607124,164955
98,16,609789,164027
98,16,609501,165481
98,16,609855,165502
98,16,609655,164822
98,16,606783,164609
98,16,608620,165055
98,16,610355,164739
98,16,608633,164663
98,16,608930,164430
98,16,610296,165473
98,16,608832,168619
98,16,611289,165156
98,16,601088,164842
98,16,641662,164964
98,16,609997,164670
98,16,608378,165629
98,16,639094,163998
98,16,609062,165107
98,16,608127,165136
99,16,609200,165903
99,16,603715,165307
99,16,609884,166916
99,16,607924,165282
99,16,605194,165117
99,16,603660,166064
99,16,610939,165313
99,16,606943,165081
99,16,609835,164934
99,16,608573,167148
99,16,604316,164210
99,16,611401,165702
99,16,610341,165108
99,16,607172,165399
99,16,608129,166049
99,16,608716,165525
99,16,609098,165624
99,16,607689,164497
99,16,608662,164983
99,16,607982,165158
100,16,605173,168711
100,16,605887,165553
100,16,611330,164498
100,16,609595,164849
100,16,610546,164847
100,16,610938,165239
100,16,607317,165810
100,16,606452,166178
100,16,610291,165396
100,16,608375,165950
100,16,608917,164681
100,16,609342,165875
100,16,606826,165797
100,16,607435,168862
100,16,604379,165174
100,16,604336,165684
100,16,609502,165450
100,16,607595,166404
100,16,608027,166324
100,16,611804,166125
100,0,149859,67971
100,0,148522,67464
100,0,148210,67143
100,0,148200,67791
100,0,149559,66950
100,0,148066,67958
100,0,151362,67758
100,0,148698,67592
100,0,148757,67746
100,0,148036,67213
100,0,148086,66960
100,0,148503,67962
100,0,148147,67413
100,0,151929,66327
100,0,147066,66818
100,0,146982,67080
100,0,148475,66967
100,0,148137,66772
100,0,147384,66628
100,0,147454,66523
100,1,182745,76036
100,1,180065,75099
100,1,179268,74904
100,1,180338,74924
100,1,179349,74648
100,1,179764,75475
100,1,179620,75712
100,1,179627,75998
100,1,180523,74801
100,1,180929,75385
100,1,181853,74546
100,1,180350,75677
100,1,181144,75244
100,1,180805,75504
100,1,181608,75672
100,1,181193,76061
100,1,180036,75312
100,1,179682,75711
100,1,179815,75269
100,1,182204,75274
100,2,208961,81216
100,2,208288,81620
100,2,208563,81731
100,2,209533,80663
100,2,208351,81407
100,2,208435,80856
100,2,207809,81405
100,2,208266,83400
100,2,208367,80932
100,2,210274,80995
100,2,207250,80778
100,2,207816,81209
100,2,209568,81048
100,2,209138,81003
100,2,208522,81769
100,2,207249,81152
100,2,207612,81457
100,2,207651,80876
100,2,208468,81115
100,2,207572,81258
100,3,235973,87082
100,3,237586,117336
100,3,236124,87827
100,3,236518,87843
100,3,237362,87096
100,3,236847,87016
100,3,238172,87634
100,3,238368,87591
100,3,236988,87885
100,3,235962,87709
100,3,237782,87478
100,3,237045,86301
100,3,236374,86970
100,3,238147,86623
100,3,237064,86255
100,3,236960,87969
100,3,237684,87211
100,3,237178,86779
100,3,236416,87069
100,3,235310,86741
100,4,267701,91577
100,4,268208,91500
100,4,266159,90650
100,4,265631,91556
100,4,265424,91794
100,4,275348,93697
100,4,264899,92573
100,4,265896,92173
100,4,267444,92054
100,4,266894,91340
100,4,265751,90776
100,4,264436,91361
100,4,264888,95451
100,4,265435,91136
100,4,266045,91880
100,4,265319,92482
100,4,266157,91749
100,4,265083,91217
100,4,266108,92002
100,4,265602,91438
100,5,294456,99844
100,5,295413,99696
100,5,292646,99257
100,5,292876,98746
100,5,293347,100253
100,5,294488,99336
100,5,295784,98941
100,5,297092,99954
100,5,294016,99654
100,5,298072,99709
100,5,292935,99319
100,5,292633,100185
100,5,294241,102503
100,5,294333,100788
100,5,292540,99948
100,5,294567,99293
100,5,293953,99172
100,5,295035,99130
100,5,296053,99768
100,5,295798,99815
100,6,323508,102664
100,6,326307,104305
100,6,324580,103874
100,6,325348,103455
100,6,325253,104552
100,6,324267,103984
100,6,326097,103326
100,6,326034,104519
100,6,326049,104197
100,6,325278,103463
100,6,327720,103310
100,6,328509,103485
100,6,325916,103541
100,6,328776,103941
100,6,326919,103976
100,6,326380,104378
100,6,327871,103057
100,6,325418,103932
100,6,327656,105055
100,6,326759,104783
100,7,352594,110027
100,7,350771,109987
100,7,351474,108617
100,7,350532,109164
100,7,382643,110986
100,7,352439,110049
100,7,380945,110886
100,7,350220,109374
100,7,351986,108599
100,7,351531,108407
100,7,353813,108959
100,7,353174,110342
100,7,354024,110083
100,7,351532,108853
100,7,350822,109760
100,7,353396,109344
100,7,350043,109121
100,7,352722,109153
100,7,350381,110556
100,7,351976,109215
100,8,382478,113898
100,8,382110,114071
100,8,383024,113895
100,8,380673,112596
100,8,379660,114253
100,8,381196,114867
100,8,381630,115337
100,8,382895,114257
100,8,379067,114726
100,8,379126,116070
100,8,378422,114507
100,8,380435,113795
100,8,381102,113271
100,8,383669,114080
100,8,379144,117229
100,8,382328,113800
100,8,381660,113445
100,8,383250,114718
100,8,379659,112790
100,8,384009,114261
100,9,406475,120143
100,9,407021,120185
100,9,407186,119897
100,9,405533,119115
100,9,406843,119251
100,9,407698,119112
100,9,407652,118448
100,9,406765,118319
100,9,411102,119638
100,9,406741,120023
100,9,404531,119740
100,9,408635,119690
100,9,409688,120195
100,9,408730,119559
100,9,409338,117975
100,9,407006,119868
100,9,406258,118897
100,9,408016,119514
100,9,406875,119510
100,9,406491,121991
100,10,434588,124380
100,10,432667,124715
100,10,433691,123671
100,10,434436,123284
100,10,435171,124310
100,10,431869,124639
100,10,435364,123475
100,10,432064,124496
100,10,435628,123840
100,10,434256,123333
100,10,435799,124135
100,10,432889,124225
100,10,433839,123509
100,10,434627,122799
100,10,435542,123977
100,10,433084,123646
100,10,433987,123560
100,10,434169,123233
100,10,436824,122870
100,10,434580,123591
100,11,470387,127767
100,11,462680,127942
100,11,461019,128865
100,11,463041,127850
100,11,464068,128607
100,11,461209,127973
100,11,461984,127432
100,11,463393,127693
100,11,475898,130412
100,11,477048,130561
100,11,475074,130422
100,11,471906,131546
100,11,472316,132061
100,11,475007,129471
100,11,474909,131480
100,11,473115,131014
100,11,473601,131214
100,11,476178,130392
100,11,474436,131884
100,11,473359,130318
100,12,502666,137866
100,12,501861,138023
100,12,501697,137591
100,12,493185,135407
100,12,489497,134841
100,12,486930,135206
100,12,490397,134679
100,12,491370,135844
100,12,487058,138046
100,12,494811,135739
100,12,496693,135299
100,12,491603,134902
100,12,494780,136698
100,12,489440,134054
100,12,490410,134105
100,12,489439,134433
100,12,492089,134667
100,12,491431,134710
100,12,490217,135785
100,12,495335,134958
100,13,520667,140917
100,13,522207,141009
100,13,523087,142378
100,13,522324,141773
100,13,520545,141398
100,13,521949,141877
100,13,523819,142944
100,13,519545,143361
100,13,520223,141264
100,13,520569,142847
100,13,523795,142830
100,13,550857,143935
100,13,521638,142596
100,13,520004,143120
100,13,520198,141964
100,13,519012,141813
100,13,522652,144889
100,13,521555,141635
100,13,521650,142525
100,13,518543,142566
100,14,554988,149616
100,14,549032,153421
100,14,548471,148499
100,14,551808,149216
100,14,551559,150893
100,14,551136,149513
100,14,559546,149784
100,14,549921,149049
100,14,555244,149088
100,14,549300,149171
100,14,551801,149301
100,14,553617,149293
100,14,549571,149552
100,14,550240,148645
100,14,556476,150664
100,14,549337,149404
100,14,553547,148877
100,14,553260,149766
100,14,550746,149222
100,14,551474,149986
100,15,579602,156436
100,15,578152,157954
100,15,583789,156410
100,15,578120,157071
100,15,577051,157486
100,15,580353,157808
100,15,577604,157676
100,15,579133,158582
100,15,586609,158627
100,15,580883,157135
100,15,577703,157623
100,15,578720,158997
100,15,581098,155794
100,15,579909,156263
100,15,582785,156847
100,15,582222,157097
100,15,578993,155958
100,15,577966,156497
100,15,578463,156031
100,15,580263,156529
100,16,609157,164871
100,16,606780,164265
100,16,610617,164539
100,16,608720,196109
100,16,607809,166026
100,16,608784,165119
100,16,611846,165208
100,16,607182,163774
100,16,606555,164283
100,16,609692,164549
100,16,609772,165394
100,16,605794,164584
100,16,610493,163866
100,16,608688,165752
100,16,612797,164899
100,16,604333,163830
100,16,608726,166689
100,16,608653,163869
100,16,611894,164577
100,16,613323,165057

Median Slopes Analysis
========

Model:
Time ~=    130.3
    + r    0.222
    + n    28.56
              µs

Min Squares Analysis
========

Data points distribution:
    r     n   mean µs  sigma µs       %
    1    16     585.3     1.372    0.2%
    2    16     585.9     0.748    0.1%
    3    16     586.6     1.403    0.2%
    4    16       585      1.29    0.2%
    5    16     587.5     1.495    0.2%
    6    16     587.5     0.856    0.1%
    7    16     588.7     1.131    0.1%
    8    16     587.3     1.088    0.1%
    9    16     588.3     0.691    0.1%
   10    16     589.3     0.671    0.1%
   11    16     589.3     0.653    0.1%
   12    16     589.7     0.576    0.0%
   13    16     590.9     0.562    0.0%
   14    16     590.3     1.031    0.1%
   15    16       590     0.774    0.1%
   16    16     591.6     1.339    0.2%
   17    16     591.8     1.278    0.2%
   18    16     591.3     0.986    0.1%
   19    16     591.5     0.441    0.0%
   20    16     592.7     1.151    0.1%
   21    16     592.3     1.574    0.2%
   22    16     592.7     1.192    0.2%
   23    16       593     1.389    0.2%
   24    16     593.3     0.965    0.1%
   25    16     593.3     0.937    0.1%
   26    16     592.7     0.582    0.0%
   27    16     593.6     0.989    0.1%
   28    16     594.9     1.249    0.2%
   29    16     594.5     0.712    0.1%
   30    16     593.7     0.977    0.1%
   31    16     595.1     0.588    0.0%
   32    16       594     0.986    0.1%
   33    16     594.9     0.977    0.1%
   34    16     594.5     1.116    0.1%
   35    16     595.4      0.57    0.0%
   36    16     594.8     0.798    0.1%
   37    16     595.9     1.705    0.2%
   38    16       596     0.948    0.1%
   39    16     596.8      0.75    0.1%
   40    16       595     1.226    0.2%
   41    16     596.5     1.441    0.2%
   42    16     597.9     1.473    0.2%
   43    16     599.6     1.134    0.1%
   44    16     598.1     0.929    0.1%
   45    16       600     1.089    0.1%
   46    16     599.5     1.012    0.1%
   47    16     599.1     1.014    0.1%
   48    16     600.4     0.934    0.1%
   49    16     600.5     0.406    0.0%
   50    16     599.4     1.645    0.2%
   51    16     598.4     0.588    0.0%
   52    16     599.7     1.314    0.2%
   53    16     598.5     0.816    0.1%
   54    16     599.7     0.825    0.1%
   55    16     599.9     0.512    0.0%
   56    16     598.5     0.962    0.1%
   57    16     599.3     0.936    0.1%
   58    16     598.6     1.376    0.2%
   59    16     599.6     0.837    0.1%
   60    16     598.7     0.819    0.1%
   61    16     599.5     1.108    0.1%
   62    16     600.7     1.645    0.2%
   63    16     601.4     1.213    0.2%
   64    16     599.8     1.361    0.2%
   65    16     601.3     1.085    0.1%
   66    16     604.6     1.219    0.2%
   67    16     603.5     0.677    0.1%
   68    16     603.3     0.867    0.1%
   69    16     603.6     1.444    0.2%
   70    16     604.9     0.727    0.1%
   71    16     604.1     0.758    0.1%
   72    16     603.9     0.946    0.1%
   73    16     604.6     1.313    0.2%
   74    16     603.9     0.883    0.1%
   75    16     605.1     0.806    0.1%
   76    16     604.6     0.586    0.0%
   77    16     604.9     0.807    0.1%
   78    16     604.9     1.031    0.1%
   79    16     605.6      0.75    0.1%
   80    16     604.7     0.678    0.1%
   81    16     605.7     0.764    0.1%
   82    16     605.9     0.539    0.0%
   83    16     604.5      1.24    0.2%
   84    16     606.3     0.957    0.1%
   85    16     606.4     0.819    0.1%
   86    16     605.2     1.125    0.1%
   87    16     606.4     0.957    0.1%
   88    16     605.8     0.926    0.1%
   89    16       606      0.85    0.1%
   90    16     605.9     1.077    0.1%
   91    16     607.6     1.115    0.1%
   92    16     605.6     0.663    0.1%
   93    16     608.2     1.001    0.1%
   94    16     608.2     1.151    0.1%
   95    16     607.3     0.765    0.1%
   96    16     607.6     0.891    0.1%
   97    16     606.8     0.959    0.1%
   98    16     609.2     0.501    0.0%
   99    16     608.3     0.611    0.1%
  100     0     148.3     0.211    0.1%
  100     1     180.3     0.447    0.2%
  100     2     208.2     0.254    0.1%
  100     3     236.9     0.333    0.1%
  100     4     265.8     0.275    0.1%
  100     5     294.3     0.543    0.1%
  100     6     326.1     0.478    0.1%
  100     7       352     0.674    0.1%
  100     8     381.3     0.849    0.2%
  100     9     407.1     0.426    0.1%
  100    10     434.3     0.416    0.0%
  100    11     471.1     3.905    0.8%
  100    12       492     1.618    0.3%
  100    13     521.3     0.724    0.1%
  100    14     551.5     1.106    0.2%
  100    15     579.4     0.852    0.1%
  100    16     608.6      0.87    0.1%

Quality and confidence:
param     error
r         0.001
n         0.016

Model:
Time ~=    128.8
    + r     0.22
    + n    28.66
              µs

