Pallet: "staking", Extrinsic: "set_validator_count", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time
0,3410,21490
0,1957,13521
0,1885,12573
0,1769,12107
0,1849,11855
0,1774,11924
0,1764,11711
0,1750,11584
0,1756,11530
0,1746,11731
0,1763,11765
0,1754,11513
0,1780,11647
0,1697,11505
0,1789,11724
0,1809,11465
0,1732,11508
0,1758,11406
0,1745,11529
0,1751,11698
20,1706,11561
20,1720,11416
20,1713,11648
20,1766,11505
20,1732,11443
20,1718,11715
20,1705,11532
20,1785,11609
20,1702,11550
20,1688,11480
20,1702,11545
20,1762,11721
20,1716,11496
20,1770,11790
20,1712,11557
20,1738,11727
20,1757,11531
20,1799,11592
20,1798,11458
20,1725,11454
40,1757,11673
40,1758,11435
40,1701,11483
40,1680,11363
40,1707,11407
40,1743,11603
40,1745,11480
40,1744,11564
40,1741,11502
40,1725,11446
40,1686,11483
40,1713,11488
40,1695,11353
40,1710,11583
40,1715,11463
40,1736,11561
40,1687,11480
40,1730,11563
40,1684,11479
40,1673,11568
60,1716,11550
60,1736,11503
60,1686,11544
60,1687,11413
60,1707,11484
60,1730,11697
60,1676,11497
60,1723,11607
60,1656,11469
60,1714,11533
60,1673,11514
60,1755,11509
60,1636,11454
60,1712,11584
60,1662,11547
60,1729,11600
60,1677,11429
60,1720,11471
60,1683,11541
60,1978,11908
80,1745,11692
80,1769,11652
80,1709,11518
80,1731,11644
80,1733,11517
80,1765,11646
80,1719,11579
80,1752,11645
80,1783,11541
80,1787,11499
80,1761,11619
80,1719,11505
80,1720,11485
80,1755,11654
80,1703,11531
80,1729,11421
80,1713,11539
80,1782,11570
80,1776,11616
80,1678,11504
100,1716,11415
100,1740,11479
100,1777,11566
100,1767,11373
100,1710,11369
100,1722,11460
100,1709,11517
100,1770,11422
100,1678,11493
100,1717,11508
100,1741,11636
100,1708,11562
100,1705,11387
100,1710,11486
100,1658,11317
100,1681,11576
100,1727,11445
100,1739,11400
100,1744,11511
100,1725,11606
120,1669,11475
120,1723,11411
120,1723,11551
120,1751,11493
120,1659,11542
