Pallet: "indices", Extrinsic: "free", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
0,35442,34102
0,26874,29790
0,26225,28875
0,26379,28600
0,25658,28685
0,25623,27668
0,25482,28132
0,25523,28458
0,25727,28089
0,25588,27913
0,25512,27737
0,25362,28071
0,25435,28280
0,25417,28513
0,25568,28006
0,25571,28108
0,25452,28102
0,26057,28111
0,25444,28290
0,25582,28177
20,25724,27637
20,26040,27851
20,26028,27778
20,25653,27506
20,25817,27845
20,25962,27858
20,25625,28135
20,25751,27421
20,25691,27782
20,25499,27761
20,25750,27278
20,25801,28250
20,25500,27936
20,25917,27576
20,25713,27545
20,25563,27438
20,25541,27346
20,25694,27741
20,25683,27855
20,25597,27580
40,25584,27547
40,25196,28142
40,25563,27961
40,25343,27264
40,25664,27288
40,25649,27487
40,25240,27703
40,25630,28057
40,25735,30344
40,25485,27991
40,25455,27604
40,25389,27582
40,25332,27498
40,25204,27492
40,25211,27498
40,25318,27387
40,25170,27290
40,25383,27512
40,25073,27209
40,25458,27637
60,25535,27543
60,25670,27262
60,25377,27269
60,25395,27407
60,25408,27379
60,25475,27349
60,25433,27288
60,25428,27519
60,25427,27221
60,25158,27126
60,25305,27821
60,25239,27367
60,25344,27533
60,25530,27817
60,25596,27263
60,25580,27325
60,25539,27765
60,25643,27359
60,25449,27740
60,25342,27543
80,28074,27755
80,25287,27247
80,25020,27150
80,25563,27943
80,25141,27657
80,25299,27806
80,25383,27762
80,25173,27602
80,25406,28004
80,25157,27209
80,25215,27613
80,25426,27514
80,25326,27290
80,25379,27433
80,25113,27635
80,25426,27250
80,25099,27749
80,25126,27377
80,25299,27440
80,25568,27409
100,25717,27560
100,25545,27504
100,25511,28152
100,25771,27659
100,25519,27336
100,25553,27328
100,25239,27281
100,25627,26931
100,25344,27672
100,25290,27221
100,25544,27534
100,25430,27562
100,44354,40805
100,25553,27188
100,25278,27456
100,25583,27453
100,25557,27271
100,25590,27258
100,25424,27211
100,25344,27552
120,25279,27550
120,25417,27070
120,25795,27873
120,25971,27990
120,25785,27667
120,25631,27670
120,25790,27752
120,25484,27948
120,25688,27668
120,26096,27654
120,25905,27275
120,25876,27410
120,25870,28365
120,25525,28238
120,25660,27483
120,25768,27431
120,25803,27257
120,25843,27259
120,25629,27334
120,25630,27138
140,25834,27543
140,25862,27292
140,25639,27386
140,25776,29778
140,26034,27222
140,25688,27223
140,26007,27596
140,25870,27341
140,25888,27552
140,26028,27804
140,25867,27957
140,25729,27266
140,25812,27408
140,25791,27161
140,25905,27747
140,25843,27317
140,25806,27756
140,25948,27545
140,25505,27241
140,25616,27278
160,25318,27194
160,25631,27432
160,25346,27277
160,25688,27234
160,25894,27245
160,25660,27361
160,25523,27385
160,25483,27004
160,25698,27694
160,25629,27235
160,25540,27142
160,25261,27377
160,25846,27096
160,25799,27048
160,25516,27548
160,28001,27679
160,25570,27406
160,25504,27340
160,25520,27092
160,25440,27195
180,25283,27419
180,25383,27973
180,25385,27531
180,25354,27470
180,25370,27457
180,25385,27483
180,25385,26979
180,25347,27238
180,25293,27553
180,25159,27367
180,25306,27286
180,25505,27363
180,25397,27530
180,25172,27456
180,25334,26948
180,25502,26806
180,25193,27643
180,25317,27580
180,25287,27572
180,25198,27359
200,25774,27325
200,25758,27488
200,25557,27311
200,25535,27121
200,25428,27372
200,25502,27323
200,25341,27270
200,28579,27791
200,25425,27423
200,25025,26914
200,25384,27548
200,25250,26973
200,25391,27218
200,25465,27649
200,25482,27621
200,25372,28220
200,25788,27701
200,25536,27349
200,26060,27461
200,25560,27453
220,25284,27400
220,25340,27684
220,25445,27434
220,25425,27599
220,25242,27397
220,25470,27237
220,25591,27363
220,25509,27556
220,25531,27219
220,25459,27331
220,25345,27494
220,25419,27020
220,25691,27027
220,25471,26940
220,25421,27257
220,25334,27234
220,25572,27372
220,25126,27347
220,25318,27414
220,25658,27722
240,25645,27523
240,25640,27504
240,25690,27483
240,25575,27609
240,25668,27273
240,25917,27453
240,25432,27205
240,25408,27148
240,25493,27147
240,25608,27618
240,25539,27000
240,25527,26924
240,25722,27307
240,25654,27427
240,25402,27074
240,25479,27147
240,25519,27208
240,25650,27184
240,25685,27387
240,25645,27190
260,25664,26939
260,25533,27103
260,25465,27287
260,25383,27318
260,25258,27398
260,25568,27241
260,25480,27299
260,25317,27216
260,25548,27512
260,25371,27410
260,25401,27090
260,25567,27376
260,25422,26929
260,25399,27516
260,24966,27605
260,25460,27007
260,25451,27242
260,25371,27331
260,25279,27365
260,25500,27606
280,25788,27608
280,25835,27776
280,25549,27434
280,25575,27527
