Pallet: "staking", Extrinsic: "set_invulnerables", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
v,extrinsic_time,storage_root_time
0,3994,18903
0,2371,14116
0,2243,13154
0,2224,13152
0,2115,12796
0,2164,12630
0,2197,12593
0,2183,12665
0,2037,12410
0,2208,12378
0,2159,12293
0,2162,12427
0,2148,12361
0,2152,12352
0,2151,12316
0,2158,12423
0,2159,12409
0,2187,12396
0,2166,12379
0,2149,12304
20,2529,15499
20,2398,14485
20,2385,14257
20,2389,14252
20,2357,13985
20,2355,13818
20,2344,13957
20,2374,13937
20,2324,14271
20,2284,13878
20,2382,14046
20,2324,13957
20,2319,13952
20,2397,14046
20,2304,14084
20,2341,13978
20,2378,14123
20,2355,13914
20,2394,13801
20,2353,14100
40,2825,15918
40,2847,15412
40,2740,14900
40,2652,15037
40,2583,14866
40,2604,14813
40,2627,14866
40,2590,14906
40,2673,14816
40,2652,14760
40,2650,14759
40,2579,14821
40,2637,14693
40,2542,14795
40,2595,14748
40,2646,14774
40,2612,14899
40,2678,14618
40,2687,14718
40,2783,27672
60,2807,15726
60,2784,15538
60,2730,15412
60,2726,15312
60,2780,15422
60,2778,15736
60,2730,15631
60,2705,15467
60,2675,15498
60,2682,15516
60,2730,15516
60,2677,15435
60,2691,15260
60,2697,15460
60,2750,15451
60,2729,15529
60,2678,15397
60,2757,15383
60,2728,15359
60,2787,15404
80,5517,16803
80,2880,16178
80,2808,16081
80,2775,16285
80,2732,16118
80,2762,16070
80,2782,16153
80,2774,16223
80,2786,16116
80,2766,16096
80,2833,16240
80,2847,16073
80,2803,16290
80,2789,16043
80,2814,16224
80,2792,16240
80,2821,16101
80,2690,16325
80,2794,16325
80,2765,16285
100,2977,17174
100,2983,16819
100,3006,16969
100,2861,16979
100,2882,16819
100,2921,16868
100,2943,16800
100,2919,16831
100,2946,16810
100,2934,16619
100,2935,16792
100,2874,16562
100,2883,16887
100,2880,16725
100,2940,16682
100,2887,16738
100,2871,16846
100,2855,16682
100,2869,16687
100,2865,16875
120,2979,17659
120,3008,17511
120,3044,17506
120,3024,17639
120,2971,17476
120,2979,17709
120,2992,17565
120,3059,17489
120,2965,17502
120,3105,17549
120,2971,17439
120,2941,17490
120,3020,17365
120,2992,17525
120,2980,17379
120,3163,17632
120,3059,17548
120,3112,17657
120,3045,17404
120,2906,17396
140,4579,18451
140,3217,18437
140,2983,18108
140,3111,18205
140,3072,18028
140,3055,18407
140,3187,18235
140,3154,18217
140,3161,18134
140,3122,18410
140,3099,18133
140,3105,18179
140,3093,18291
140,3109,18315
140,3058,18154
140,3140,18259
140,3139,18289
140,3078,18216
140,3056,18273
140,3042,18162
160,3197,18919
160,3184,18956
160,3269,18780
160,3362,18985
160,3176,18806
160,3174,18936
160,3124,18684
160,3189,18729
160,3182,18736
160,3184,18659
160,3164,18751
160,3275,18906
160,3242,18783
160,3231,18810
160,3225,18711
160,3082,18749
160,3189,18761
160,3275,18809
160,3137,18861
160,3211,18586
180,3312,19489
180,3346,19423
180,3250,19484
180,3327,19349
180,3361,19387
180,3269,19523
180,3308,19375
180,3338,19747
180,3280,19546
180,3371,19510
180,3289,19341
180,3266,19430
180,3315,19471
180,3336,19459
180,3223,19493
180,3297,19364
180,3313,19517
180,3332,19535
180,3299,19508
180,3328,19626
200,3464,20180
200,3437,20179
200,3452,20118
200,3406,20246
200,3402,20241
200,3468,20159
200,3361,20085
200,3405,20068
200,3336,20096
200,3442,20202
200,3440,20183
200,3450,20246
200,3400,20118
200,3432,20101
200,3382,20138
200,3392,20197
200,3407,20203
200,3437,20106
200,3497,20001
200,3373,20132
220,3506,20905
220,3503,20788
220,3479,20629
220,3520,20886
220,3500,20776
220,3519,20943
220,3553,20743
220,3474,20878
220,3459,20853
220,3529,20877
220,3562,20878
220,3481,21005
220,3543,20783
220,3493,20852
220,3512,20738
220,3504,20774
220,3513,20876
220,3539,20734
220,3523,20925
220,3505,20568
240,3622,21547
240,3653,21426
240,3536,21376
240,3594,21512
240,3592,21424
240,3573,21456
240,3557,21516
240,3644,21431
240,3616,21360
240,3663,21592
240,3615,21472
240,3619,21423
240,3570,21622
240,3618,21454
240,3631,21487
240,3668,21319
240,3501,21485
240,3626,21449
240,3614,21627
240,3570,21722
260,10604,22804
260,3820,22193
260,3713,22174
260,3717,22237
260,3723,22274
260,3635,22282
260,3713,22334
260,3698,22207
260,3735,22172
260,3731,22163
260,3681,22177
260,3639,22247
260,3738,22069
260,3731,22136
260,3702,22311
260,3691,22257
260,3760,22285
260,3766,22160
260,3715,22371
260,3750,22161
280,3809,22900
280,3803,22912
280,3871,22853
280,3882,22933
280,3847,22885
280,3849,22749
280,3838,22808
280,3818,22824
280,3820,22752
280,3840,22831
280,3811,22632
280,3800,22841
280,3834,22884
280,3811,22922
280,3803,22767
280,3829,22889
280,3823,22786
280,3811,22744
280,3824,22705
280,3839,22962
300,3844,23689
300,3888,23752
300,3962,23741
300,3902,23576
300,3957,23450
300,3842,23432
300,3868,23604
300,3862,23522
300,3906,23699
300,3876,23752
300,3893,23507
300,3891,23628
300,3861,23462
300,3951,23615
300,4044,23772
300,3904,23498
300,3895,23571
300,3949,23620
300,3886,23749
300,3848,23575
320,3979,24481
320,4009,24037
320,4052,24186
320,4012,24242
320,4007,24114
320,4033,24365
320,4050,24014
320,4033,24280
320,4046,24238
320,4080,24431
320,4055,24191
320,3995,24281
320,3969,24275
320,4035,24245
320,3985,24005
320,3971,24141
320,4055,24392
320,3975,24277
320,4008,24336
320,3984,24121
340,5769,25392
340,4127,24878
340,4134,25080
340,4174,24944
340,4201,25000
340,4104,24992
340,4101,24931
340,4187,24771
340,4159,24930
340,4062,25066
340,4177,24919
340,4101,24862
340,4097,24799
340,4089,24734
340,4129,24837
340,4062,24805
340,4224,24738
340,4186,24972
340,4121,24832
340,4178,24879
360,4233,25568
360,4254,25555
360,4185,25482
360,4178,25538
360,4263,25478
360,4194,25581
360,4252,25605
360,4258,25461
360,4252,25650
360,4160,25638
360,4237,25883
360,4178,25522
360,4209,25576
360,4257,25545
360,4278,25576
360,4188,25511
360,4195,25301
360,4180,25477
360,4180,25636
360,4258,25482
380,4302,26222
380,4287,26112
380,4339,26197
380,4411,26505
380,4345,26415
380,4318,26282
380,4292,26257
380,4330,26255
380,4369,26204
380,4328,26372
380,4350,26124
380,4371,26365
380,4301,26236
380,4302,26150
380,4236,26152
380,4292,28866
380,4381,26325
380,4375,26256
380,4381,26274
380,4308,26157
400,4430,26975
400,4492,27035
400,4319,27047
400,4454,26946
400,4353,27036
400,4400,27017
400,4411,26975
400,4460,26880
400,4438,26964
400,4359,27059
400,4392,26966
400,4450,26886
400,4431,26883
400,4452,27050
400,4463,26903
400,4456,26910
400,4384,26950
400,4416,26940
400,4398,26895
400,4409,26797
420,4539,27787
420,4526,27651
420,4531,27721
420,4523,27612
420,4549,27603
420,4522,27542
