Pallet: "staking", Extrinsic: "set_invulnerables", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
v,extrinsic_time,storage_root_time
420,4547,27506
420,4545,27596
420,4582,27687
420,4468,27530
420,4463,27668
420,4603,27869
420,4474,27770
420,4542,27825
420,4450,27623
420,4457,27559
420,4472,27674
420,4422,27636
420,4535,27835
420,4448,27671
440,4652,28229
440,4580,28300
440,4626,28206
440,4655,28533
440,4593,28211
440,4626,28235
440,4596,28426
440,4620,28192
440,4633,28304
440,4637,28420
440,4622,28463
440,4590,28379
440,4576,28346
440,4599,28326
440,4685,28409
440,4719,28544
440,4589,28415
440,4597,28287
440,4550,28337
440,4606,28414
460,4737,29056
460,4784,29174
460,4710,29084
460,4771,28949
460,4943,29374
460,4742,29025
460,4681,29030
460,4748,29030
460,4734,28953
460,4717,29156
460,4740,28969
460,4723,29124
460,4751,29173
460,4731,29147
460,4798,28938
460,4893,29087
460,4702,29020
460,4745,28859
460,4732,29184
460,4794,29090
480,4830,29959
480,4828,29798
480,4907,29737
480,4947,29820
480,4832,29851
480,4769,32095
480,4827,29846
480,4869,29844
480,4855,29806
480,4804,29915
480,4819,29737
480,4866,29673
480,4849,29724
480,4805,29773
480,4881,29755
480,4849,29830
480,4855,29763
480,4820,29674
480,4836,29689
480,4874,29742
500,4897,30473
500,4908,30325
500,4907,30444
500,4888,30461
500,4896,30441
500,4888,30340
500,4956,30618
500,4912,30646
500,4925,30502
500,4932,30523
500,4990,30324
500,4945,30470
500,4936,30403
500,5046,30534
500,4992,30375
500,4939,30356
500,4974,30703
500,4946,30623
500,4947,30391
500,5024,30675
520,10065,31697
520,5191,31378
520,5180,31485
520,5052,31096
520,5137,31342
520,5237,31510
520,5062,31099
520,5072,31385
520,5099,31337
520,5195,31262
520,5090,31159
520,5165,31192
520,5187,31192
520,5175,31466
520,17538,31405
520,5103,31329
520,5101,31171
520,5187,31198
520,5109,31384
520,5154,31319
540,5236,32082
540,5295,31844
540,5291,31968
540,5283,34606
540,5211,32024
540,5222,32070
540,5248,31900
540,5260,32079
540,5356,32073
540,5227,32142
540,5239,32044
540,5240,32076
540,5284,32197
540,5204,32091
540,5209,31984
540,5225,32109
540,5197,31868
540,5229,32105
540,5242,32071
540,5156,31933
560,5320,32679
560,5369,33004
560,5403,32804
560,5366,32840
560,5272,32752
560,5324,32744
560,5337,32670
560,5247,32710
560,5311,32551
560,5339,32641
560,5370,32844
560,5337,32604
560,5333,32552
560,5333,32847
560,5336,32634
560,5358,32709
560,5364,32648
560,5342,32668
560,5335,32601
560,5461,32852
580,7012,33604
580,5575,33378
580,5474,33198
580,5416,33331
580,5531,33265
580,5509,33383
580,5471,33158
580,5516,33592
580,5538,33494
580,5549,33567
580,5531,33371
580,5519,33386
580,5468,33331
580,5518,33331
580,5598,33541
580,5453,33589
580,5532,33431
580,5469,33386
580,5496,33334
580,5459,33266
600,5610,34216
600,5703,34030
600,5684,34154
600,5646,34174
600,5693,34188
600,5703,34346
600,5681,34068
600,5681,33993
600,5655,34057
600,5631,33989
600,5632,34000
600,5650,34029
600,5729,34133
600,5750,34172
600,5644,33972
600,5653,33925
600,5684,33922
600,5679,34165
600,5763,34072
600,5687,34073
620,5872,34932
620,5792,34743
620,5758,34709
620,5680,34624
620,5752,34760
620,5749,34730
620,5709,34688
620,5740,34990
620,5863,35042
620,5775,34861
620,5755,34785
620,5770,34967
620,5705,34748
620,5714,34967
620,5767,34881
620,5693,34800
620,5782,34945
620,5798,34857
620,5816,34688
620,5719,34783
640,5899,35556
640,5879,35456
640,5847,35575
640,5931,35504
640,5991,35684
640,5895,35613
640,5898,35568
640,6157,36480
640,6011,36356
640,6016,36588
640,6012,36455
640,6068,36369
640,6314,36997
640,6178,36365
640,6021,36422
640,6050,36283
640,5965,35513
640,5953,35498
640,5912,35603
640,6054,35637
660,6029,36352
660,6029,36295
660,6019,36361
660,6080,36344
660,6049,36189
660,6068,36325
660,6074,36254
660,6084,36397
660,6004,36242
660,5973,36226
660,6062,36358
660,5969,36306
660,5999,36254
660,6014,36273
660,6004,36337
660,6070,36392
660,6021,36298
660,6057,36299
660,6017,36140
660,6041,36231
680,6155,37227
680,6048,58003
680,6214,37226
680,6142,37193
680,6139,37168
680,6156,36987
680,6222,37183
680,6134,37096
680,6147,37134
680,6268,37216
680,6252,37132
680,6200,37210
680,6181,36998
680,6189,37166
680,6261,37071
680,6195,37181
680,6166,37270
680,6210,37157
680,6135,36885
680,6179,37044
700,6322,37880
700,6213,37464
700,6322,37467
700,6319,37502
700,6284,37476
700,6255,37370
700,6311,37478
700,6288,37653
700,6214,37748
700,6230,37318
700,6435,37556
700,6274,37539
700,6216,37579
700,6306,37334
700,6278,37478
700,6269,37301
700,6272,37514
700,6268,40074
700,6328,37653
700,6292,37418
720,8183,38283
720,6417,38084
720,6398,38348
720,6503,38305
720,6286,40618
720,6474,38415
720,6410,38129
720,6411,38259
720,6471,38452
720,6379,38399
720,6417,38260
720,6325,40603
720,6509,38323
720,6433,38273
720,6363,38450
720,6349,38368
720,6453,38369
720,6459,38408
720,8514,56557
720,6473,38365
740,6450,38828
740,6536,38848
740,6520,38983
740,6458,39085
740,6523,38828
740,6584,38886
740,6529,38853
740,6535,38939
740,6566,38825
740,6475,38636
740,6489,38825
740,6529,38860
740,6562,39137
740,6473,39005
740,6475,38857
740,6555,38969
740,6504,38768
740,6464,38893
740,6500,38784
740,6537,39098
760,6547,39814
760,6627,39658
760,6723,39700
760,6677,39792
760,6607,39593
760,9001,67342
760,6573,39651
760,6645,39718
760,6606,39599
760,6620,39688
760,6671,39752
760,6577,39571
760,6816,40279
760,6637,39777
760,6701,39597
760,6617,39693
760,6664,39733
760,6579,39685
760,6589,39687
760,6733,39767
780,6829,40477
780,6765,40467
780,6794,40519
780,6764,40430
780,6873,40283
780,6863,40536
780,6739,40446
780,6812,40312
780,6821,40309
780,6754,40261
780,6863,40375
780,6781,40223
780,6851,40530
780,6851,40351
780,6774,40261
780,6738,40304
780,6753,40212
780,6796,40485
780,6761,40282
780,6763,40231
800,6910,41173
800,6881,41125
800,6869,41111
800,6888,41063
800,6842,41100
800,6921,41104
800,6841,40968
800,6900,41157
800,6917,41098
800,6930,41181
800,6913,41079
800,6866,41198
800,6867,40970
800,6916,41059
800,6890,41070
800,6876,41139
800,6759,40948
800,6933,41208
800,6968,40972
800,6899,40989
820,6923,41812
820,6986,41516
820,6999,41779
820,6959,41605
820,7121,41892
820,6954,41452
820,6995,41562
820,6968,41661
820,6950,41531
820,7032,41671
820,7097,41757
820,6990,41642
820,7025,41745
820,7017,41639
820,6992,41507
820,6993,41793
820,6958,41746
820,6930,41735
820,7035,41603
820,7021,42019
840,8490,42784
840,7133,42513
840,7232,42491
840,7031,42320
840,7071,42363
840,7172,42527
840,7075,42360
840,7092,42306
840,7241,42489
840,7074,42445
840,7163,42294
840,7119,42423
840,7057,42221
840,7071,42402
840,7223,42572
840,7211,42401
840,7167,42375
840,7131,42410
840,7135,42265
840,7028,42346
860,7267,43383
860,7246,43036
860,7270,43144
860,7293,43118
860,7242,42796
860,7279,43037
860,7325,43165
860,7292,43092
860,7204,43147
860,7285,43028
860,7274,43034
860,7242,43024
860,7362,43308
860,7219,43077
860,7163,43013
860,7157,43221
860,7190,43232
860,7205,43069
860,7242,43094
860,7189,42890
880,7362,43713
880,7324,43629
880,7322,43408
880,7257,43733
880,7472,43622
880,7417,43650
880,7440,43496
880,7423,43572
880,7255,43492
880,7441,43450
880,7532,43878
880,7333,43735
880,7392,43744
880,7368,43731
880,7402,43726
880,7395,46067
880,7347,43793
880,7296,43691
880,7464,43735
880,7422,43739
900,7497,44961
900,7488,44738
900,7601,44516
900,7472,44490
900,7490,44593
900,7504,44455
900,7494,44360
900,7497,44612
900,7517,44504
900,7404,44480
900,7410,44579
900,7438,44422
900,7501,44377
900,7543,44373
900,7550,44513
900,7464,44631
900,7487,44529
900,7481,44536
900,7626,44667
900,7561,44269
920,7654,45447
920,7595,45123
920,7611,45083
920,7614,45001
920,7627,45091
920,7583,45140
920,7544,45101
920,7633,45302
920,7637,44985
920,7617,45326
920,7754,45313
920,7696,45072
920,7650,45230
920,7612,44945
920,7694,45021
920,7887,45671
920,7676,45143
920,7644,45308
920,7627,45231
920,7701,45050
940,7835,46073
940,7929,46079
940,7847,46141
940,7913,46039
940,7825,46109
940,7843,46036
940,7911,46156
940,7835,46116
940,7867,46002
940,7885,46184
940,7870,46246
940,7874,46257
940,7821,46059
940,7910,45822
940,7822,45931
940,7786,45930
940,7837,46262
940,7830,45928
940,7817,45912
940,7829,46047
960,7865,46584
960,7998,46556
960,7930,46539
960,7919,46756
960,7958,46653
960,7891,46529
960,7799,46473
960,7873,46512
960,7907,46480
960,7885,46550
960,7889,46394
960,7790,46511
960,7856,46421
960,7820,48511
960,7901,46584
960,7828,46393
960,7922,46394
960,7820,46510
960,7797,46564
960,7968,46571
980,7867,47383
980,7886,47224
980,7996,47143
980,8059,47191
980,8162,47494
980,7945,47462
980,8024,47382
980,8051,47343
980,8053,47152
980,8130,47372
980,8052,47441
980,8063,47432
980,8012,47417
980,8000,47471
980,7966,47223
980,8100,47320
980,7851,47270
980,7951,47180
980,7922,47189
980,7974,47355
1000,8204,48268
1000,8076,47841
1000,8125,48084
1000,8130,47989
1000,8069,47719
1000,8344,47833
1000,8132,47782
1000,8103,47892
1000,8111,47891
1000,8072,47957
1000,8193,47834
1000,8065,47921
1000,8104,48059
1000,8155,47918
1000,8201,47897
1000,8274,47990
1000,8196,47701
1000,8039,47927
1000,8094,47767
1000,8169,47750

Median Slopes Analysis
========

Model:
Time ~=    2.207
    + v    0.005
              µs

Min Squares Analysis
========

Data points distribution:
    v   mean µs  sigma µs       %
    0     2.168     0.014    0.6%
   20     2.362     0.015    0.6%
   40     2.643     0.022    0.8%
   60     2.728     0.016    0.5%
   80     2.791     0.012    0.4%
  100     2.905     0.025    0.8%
  120     3.006     0.024    0.7%
  140     3.106     0.021    0.6%
  160     3.196     0.018    0.5%
  180     3.312     0.013    0.3%
  200      3.42     0.017    0.4%
  220      3.51     0.007    0.1%
  240     3.608     0.016    0.4%
  260     3.721     0.011    0.2%
  280     3.824     0.009    0.2%
  300      3.89     0.011    0.2%
  320     4.016     0.018    0.4%
  340      4.14     0.027    0.6%
  360     4.219     0.027    0.6%
  380     4.329     0.021    0.4%
  400     4.423     0.018    0.4%
  420     4.513     0.028    0.6%
  440     4.611     0.014    0.3%
  460     4.743     0.011    0.2%
  480     4.842     0.013    0.2%
  500     4.934     0.014    0.2%
  520     5.149     0.033    0.6%
  540     5.236     0.011    0.2%
  560     5.341      0.01    0.1%
  580     5.509     0.021    0.3%
  600     5.674     0.014    0.2%
  620     5.756     0.017    0.2%
  640     5.986     0.041    0.6%
  660     6.033     0.016    0.2%
  680     6.177      0.02    0.3%
  700     6.284     0.014    0.2%
  720     6.434     0.026    0.4%
  740     6.514     0.019    0.2%
  760     6.637     0.024    0.3%
  780     6.789     0.023    0.3%
  800     6.894     0.015    0.2%
  820     6.992     0.017    0.2%
  840     7.126     0.034    0.4%
  860     7.248     0.022    0.3%
  880     7.386      0.03    0.4%
  900     7.495     0.009    0.1%
  920     7.637     0.017    0.2%
  940     7.846     0.016    0.2%
  960     7.881     0.025    0.3%
  980     8.007     0.035    0.4%
 1000     8.131      0.03    0.3%

Quality and confidence:
param     error
v             0

Model:
Time ~=    2.208
    + v    0.006
              µs

