Pallet: "proxy", Extrinsic: "remove_proxy", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,19531,28120
1,15474,24223
1,14939,23315
1,14755,22798
1,14708,22839
1,14618,22693
1,14700,22599
1,14651,22464
1,14803,22730
1,14765,22308
1,14614,22802
1,14556,22792
1,14570,22687
1,14497,22313
1,14775,22370
1,14721,22597
1,14543,22079
1,14688,22320
1,14557,21824
1,14466,22089
2,15532,23215
2,15177,23133
2,14955,23215
2,15587,23477
2,15186,23264
2,14919,22750
2,14862,22709
2,14884,22481
2,15020,22655
2,14842,22644
2,15003,22734
2,14901,22479
2,14779,22712
2,15186,22531
2,14780,23391
2,14805,23124
2,15031,22854
2,14829,23042
2,14974,22404
2,14993,22810
3,15243,22754
3,15287,23302
3,15246,23400
3,14814,22890
3,15105,22860
3,15104,22932
3,15256,22678
3,15078,22764
3,15280,22842
3,14987,22859
3,14874,22940
3,15271,23503
3,14890,22954
3,15090,23026
3,15080,25758
3,15069,23243
3,15057,22862
3,15007,22851
3,15183,22924
3,14924,22751
4,15410,23521
4,15220,23084
4,15228,23321
4,15212,22937
4,15318,22808
4,15351,23221
4,15263,22907
4,15120,22800
4,15355,22863
4,15152,23002
4,15129,23068
4,15308,23293
4,15139,22791
4,15408,23219
4,15206,22817
4,15211,22875
4,15143,22745
4,15306,22679
4,15274,23162
4,15154,23472
5,15622,23616
5,15360,23080
5,18521,23457
5,15426,23265
5,15568,23000
5,15433,22877
5,15566,22706
5,15656,23051
5,15345,22671
5,15438,22930
5,15457,22895
5,15496,23144
5,15416,23004
5,15520,23231
5,15631,23199
5,15414,23096
5,15418,22983
5,15399,23341
5,15431,22897
5,15533,23021
6,15815,23233
6,15736,23071
6,15849,23029
6,15694,23474
6,15671,23651
6,15699,23306
6,15873,23264
6,34234,36822
6,15515,22862
6,15647,23374
6,15766,23063
6,15498,23265
6,15481,23248
6,15590,23035
6,15470,23211
6,15534,23290
6,15571,23386
6,15528,23016
6,15777,23355
6,15464,23438
7,15915,23393
7,15863,23299
7,15958,23057
7,15923,23753
7,15913,23186
7,15927,23471
7,15734,23277
7,15893,23192
7,15689,23314
7,15785,23147
7,16259,23125
7,15871,23067
7,15761,23136
7,15824,23398
7,15657,22925
7,16052,23731
7,15963,23509
7,15958,23134
7,15769,23109
7,15927,23248
8,16127,23813
8,16119,23842
8,16183,23782
8,16173,23790
8,16386,23949
8,16181,23789
8,16273,23569
8,16029,23674
8,16006,23306
8,16006,23370
8,16398,23730
8,16085,26184
8,16381,23415
8,16084,23817
8,16128,23819
8,16038,23565
8,16001,23507
8,16077,23871
8,16018,23675
8,16192,23349
9,16522,23760
9,16450,23933
9,16542,23694
9,16264,24138
9,16435,23978
9,16366,23491
9,16482,23864
9,16278,23662
9,16491,23350
9,16297,23654
9,16199,23811
9,17223,23827
9,16428,23494
9,16416,23651
9,16538,23645
9,16359,23099
9,16237,23209
9,16229,23390
9,16360,23458
9,16320,23628
10,16699,24254
10,16729,23895
10,16572,24230
10,16388,23846
10,16331,23569
10,16297,23424
10,16199,23981
10,16474,23817
10,16223,24060
10,16435,23387
10,16270,23924
10,16461,23958
10,16569,23509
10,16366,23820
10,16474,23955
10,16297,23776
10,16342,24111
10,16374,23655
10,16203,23798
10,16393,23610
11,16463,23892
11,16581,23952
11,16242,24236
11,16435,23870
11,16624,23944
11,16503,23659
11,16608,23859
11,16302,24142
11,16618,23727
11,16484,23891
11,16534,23502
11,16583,23753
11,16470,23607
11,16515,23516
11,16562,23688
11,16472,23795
11,16326,23839
11,16469,23581
11,16426,23810
11,16462,23601
12,16593,24229
12,16897,24014
12,17051,23847
12,16756,23889
12,16564,23721
12,16634,23920
12,16764,23805
12,16559,23926
12,16816,23502
12,16706,23937
12,16717,23796
12,16588,23734
12,16606,23563
12,16906,23780
12,16668,23597
12,16756,23774
12,16514,23532
12,16856,23733
12,16714,23572
12,16648,23485
13,17108,23992
13,17207,23501
13,16889,23687
13,16764,24133
13,16794,23891
13,16727,23448
13,16689,23582
13,16806,24090
13,16760,23669
13,16761,23717
13,16736,23772
13,16839,24004
13,16825,23722
13,16734,23561
13,16448,23750
13,16882,23871
13,16881,24075
13,17318,24123
13,16801,24053
13,16866,23636
14,17345,23924
14,17158,24239
14,17129,24458
14,17028,24142
14,17084,24121
14,17000,24084
14,16988,24160
14,17059,24017
14,17160,23997
14,17021,24363
14,17117,23748
14,19761,24583
14,17077,23625
14,17068,23817
14,16954,23781
14,16960,23738
14,17035,23443
14,16925,23671
14,16721,23536
14,16969,23547
15,16938,23707
15,16970,24017
15,17165,23951
15,17062,23635
15,17161,23952
15,17167,23810
15,17272,24234
15,16854,23828
15,16955,24088
15,17014,24026
15,16805,23768
15,17069,23844
15,17012,23780
15,17052,23636
15,16851,23589
15,17005,23638
15,16923,23678
15,17109,23957
15,16887,23569
15,16865,24030
16,17340,24174
16,17296,23737
16,17059,23665
16,17276,24285
16,17268,23810
16,17367,24066
16,17414,23602
16,16927,23525
16,17059,23777
16,17304,23647
16,17149,23736
16,17289,23793
16,17203,23855
16,17167,23730
16,17265,24119
16,17143,23651
16,17504,23785
16,17253,23997
16,17231,23551
16,17206,24055
17,17354,24103
17,17245,24108
17,17373,23802
17,17291,23879
17,17293,23893
17,17305,23735
17,17236,23966
17,17610,24132
17,17294,23969
17,17313,23825
17,17282,23963
17,17465,23761
17,17476,23488
17,17475,23645
17,17323,23637
17,17533,23538
17,17173,23844
17,17223,23731
17,17223,23847
17,17309,23861
18,17550,23770
18,17438,23896
18,17326,24020
18,17444,23832
18,17410,23727
18,17482,24123
18,17413,24152
18,17572,23691
18,17390,23966
18,17313,24007
18,17638,23918
18,17662,23756
18,17364,24013
18,17454,24048
18,17321,24006
18,17335,24323
18,17504,23919
18,17557,23777
18,17401,23920
18,17277,24034
19,17920,23879
19,17493,24076
19,17558,24125
19,17799,24039
19,17720,23811
19,17835,23869
19,17664,23906
19,17814,24041
19,17611,23512
19,17564,23673
19,17495,23521
19,17549,23490
19,17662,23752
19,17492,23708
19,17329,23855
19,17575,24111
19,17963,24027
19,17577,23861
19,17684,24222
19,17783,23801
20,17894,23989
20,17771,23885
20,17692,23605
20,17955,23826
20,17685,23926
20,17860,23760
20,17695,23771
20,17897,26646
20,18011,23943
20,18202,23900
