Pallet: "indices", Extrinsic: "claim", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
0,41083,32940
0,30366,29583
0,29928,28635
0,29342,28328
0,28958,28041
0,28680,28074
0,28666,27613
0,28751,27846
0,28577,27975
0,28981,27541
0,28875,27675
0,28760,27102
0,28877,27414
0,29062,27168
0,28892,27028
0,28502,26837
0,28412,26953
0,28749,27084
0,56835,27442
0,28572,27873
20,28518,27983
20,28619,27479
20,28829,28442
20,28788,27049
20,28679,27080
20,28699,27469
20,28735,27740
20,28755,27696
20,28652,27979
20,28780,27469
20,28723,27377
20,28835,27665
20,28973,27183
20,28805,27050
20,28589,27320
20,28617,27410
20,28694,27453
20,28744,27534
20,28635,27225
20,28534,27433
40,28694,27827
40,28601,27831
40,29040,27673
40,28785,27578
40,28777,27193
40,28934,26898
40,29029,27339
40,28908,27065
40,29032,27746
40,28781,26832
40,28837,26994
40,28815,27412
40,28874,27410
40,29002,27928
40,28880,27474
40,28859,27536
40,28702,26907
40,28792,26861
40,28675,26670
40,28669,27116
60,28531,27166
60,28849,27208
60,28692,26851
60,28648,26532
60,28712,27160
60,29022,27170
60,28726,26852
60,28782,27761
60,28844,27501
60,28534,27313
60,28876,27642
60,28796,27562
60,28850,26769
60,28886,26837
60,28823,26904
60,28603,27047
60,28722,26995
60,28674,26932
60,28851,26783
60,28755,27007
80,28636,27185
80,28572,26848
80,28589,26931
80,28686,26643
80,28981,27022
80,28752,27390
80,28782,27105
80,28360,30246
80,28735,27580
80,28621,26733
80,28726,27274
80,28667,26916
80,28368,27733
80,28532,27030
80,28881,27222
80,28498,27222
80,28539,26873
80,28710,27197
80,28373,27005
80,28508,26981
100,28505,27438
100,28574,26920
100,28619,26870
100,28657,26990
100,28797,26775
100,28586,27050
100,28701,26677
100,28498,27148
100,28667,27273
100,28597,27130
100,28690,26812
100,28764,26831
100,28396,26818
100,29019,26939
100,28470,26709
100,28541,27620
100,28801,27028
100,28556,26848
100,28858,26588
100,28408,26909
120,28625,27196
120,28613,26658
120,28774,26499
120,28853,27168
120,28474,27303
120,28363,26944
120,28323,26507
120,28782,27689
120,28684,27333
120,28774,27442
120,28865,26716
120,28094,27307
120,28544,27294
120,28574,27508
120,28886,26778
120,28645,26750
120,28934,26748
120,28767,26930
120,28703,26984
120,28666,26800
140,28868,26519
140,28374,26788
140,28623,27114
140,28702,27066
140,28969,26853
140,28576,26631
140,28549,27106
140,28544,26637
140,28673,27059
140,28864,27281
140,28651,27258
140,28537,26987
140,28747,26688
140,28649,27701
140,28774,26652
140,28695,26641
140,28736,26781
140,28824,26445
