Pallet: "staking", Extrinsic: "do_slash", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
l,extrinsic_time,storage_root_time
1,53691,53681
1,43696,49986
1,43652,49374
1,42867,48979
1,42830,48471
1,42890,48692
1,42976,48904
1,42790,49146
1,43157,49094
1,42638,48861
1,43032,48572
1,42395,48693
1,42777,48022
1,42163,48343
1,42402,48540
1,42470,48223
1,42682,48372
1,42493,48638
1,42566,48266
1,42356,48126
20,45743,48094
20,45744,49226
20,45974,48484
20,46155,48473
20,45800,48435
20,45555,48767
20,46120,48637
20,46304,48067
20,46037,48772
20,45946,48846
20,46006,48495
20,46084,48257
20,45881,48267
20,45843,48391
20,45785,48033
20,45951,48664
20,46571,48870
20,45513,48086
20,45575,48256
20,46175,48263
39,46905,48444
39,46846,48165
39,46801,48378
39,46388,48459
39,46907,48203
39,47391,48746
39,46696,48139
39,46885,48145
39,46622,48003
39,46635,48392
39,47130,48383
39,47356,48326
39,47205,48587
39,47315,49242
39,46892,48646
39,46626,47700
39,46942,48149
39,46914,47832
39,47153,48395
39,47077,48347
58,48325,48727
58,48504,48393
58,48128,48558
58,48543,48431
58,48673,48687
58,48687,48466
58,48411,48115
58,48333,48359
58,48343,47621
58,48778,48598
58,47942,48025
58,48274,48228
58,48476,48111
58,48640,48522
58,48526,48459
58,48606,48836
58,48370,48624
58,48271,48232
58,48120,48660
58,48669,49124
77,50891,48194
77,51118,48831
77,50614,48959
77,50692,48389
77,51173,48350
77,50579,48940
77,50060,48330
77,50888,49061
77,50701,48225
77,50585,48664
77,50185,48440
77,50311,48378
77,50175,48877
77,56019,48730
77,50137,48681
77,50600,48359
77,50372,48331
77,50879,48550
77,50538,49037
77,50409,49086
96,51880,48970
96,51270,48738
96,51373,48226
96,51017,48874
96,51104,48773
96,51005,48624
96,51023,48501
96,51505,48155
96,50913,48738
96,51177,48737
96,51417,48436
96,50571,48104
96,51667,48273
96,51134,48965
96,51678,48795
96,51164,49132
96,51054,48519
96,51196,48212
96,51416,48757
96,51368,48538
115,53109,48424
115,53042,48322
115,52603,48317
115,52743,48958
115,53077,49005
115,52915,48681
115,52813,49285
115,52759,48780
115,52753,48676
115,52466,48275
115,52741,48355
115,52477,48388
115,53037,48510
115,53077,48928
115,52793,48452
115,53335,48787
115,52955,47738
115,52415,48535
115,52484,48248
115,52775,48640
134,53886,48428
134,54659,48985
134,54598,48701
134,54181,48668
134,54754,48183
134,53977,47749
134,54710,48518
134,54444,48618
134,54397,48282
134,54232,48463
134,54050,48367
134,53865,48400
134,54601,48412
134,53981,48619
134,54498,48593
134,54730,48984
134,53906,48519
134,53582,48363
134,54610,48511
134,54616,48447
153,56082,48795
153,55426,48834
153,58856,49383
153,56657,48665
153,55993,48690
153,56440,48769
153,56205,48759
153,56414,48714
153,55685,48740
153,55401,48968
153,55862,48520
153,55905,48923
153,55641,49260
153,56155,49306
153,56223,49145
153,55656,49236
153,56185,49634
153,56260,48908
153,55927,49177
153,55939,48640
172,56628,48820
172,56726,48783
172,56335,48592
172,56665,48727
172,56775,48714
172,56599,48391
172,56961,48888
172,56056,48981
172,56575,48886
172,56811,49402
172,56548,49017
172,57066,48994
172,56409,48854
172,56647,48574
172,56510,49006
172,56196,48623
172,56430,48739
172,56191,48470
172,56693,49181
172,56441,48795
191,59175,49130
191,58455,49312
191,58893,48866
191,58739,49387
191,58862,49025
191,58695,48456
191,58303,48589
191,58594,48450
191,58634,49219
191,58454,48471
191,58728,48303
191,58912,48855
191,58515,48694
191,58316,48824
191,58248,48497
191,57815,48494
191,59042,48696
191,58727,48623
191,58878,48275
191,58410,49186
210,59605,48856
210,59496,48850
210,59541,48731
210,59593,48834
210,59308,48804
210,59783,48562
210,59280,48390
210,59475,48883
210,59658,48772
210,62644,48870
210,58988,48688
210,59741,48283
210,59436,48799
210,59752,48585
210,59448,49060
210,60250,49224
210,59763,48498
210,59234,48711
210,59747,48867
210,59011,49037
229,60748,48236
229,60910,48908
229,61008,51465
229,60366,48469
229,61095,48591
229,60784,48172
229,60507,48350
229,60348,47872
229,60458,48248
229,60521,48400
229,60788,48516
229,60595,47631
229,60521,48638
229,60867,48252
229,60914,48363
229,60769,48542
229,61092,48698
229,60423,48874
229,60532,48872
229,60656,48684
248,62224,48756
248,62082,48082
248,62548,48515
248,62890,48175
248,62714,48331
248,62944,48682
248,62418,48466
248,62293,47790
248,63002,48429
248,62483,48674
248,62432,48298
248,63082,48709
248,62262,48002
248,62099,48353
248,62749,48446
248,62661,48436
248,62769,48613
248,61970,48877
248,62304,48280
248,62548,48612
267,64560,48857
267,63650,48661
267,65239,49062
267,64309,48253
267,64005,48854
267,64379,48833
267,64348,48369
267,63999,48555
267,64076,48753
267,63727,48724
267,63960,48415
267,63774,49204
267,63887,48134
267,63538,48428
267,63929,48974
267,64019,48233
267,64687,48468
267,64376,48878
267,64364,49434
267,64375,49169
286,65169,49603
286,64888,48404
286,64740,49002
286,65101,48840
286,64749,49385
286,65348,48736
286,65446,48860
286,68138,49125
286,64957,48736
286,64973,48866
286,64948,47926
286,64815,48130
286,64897,48542
286,65420,49297
286,64771,47907
286,65062,49257
286,64969,48517
286,64510,48552
286,65094,48366
286,64490,48861
305,66391,49074
305,66145,48236
305,66399,48725
305,65987,49121
305,66124,48513
305,66212,48634
305,66371,48468
305,66379,48280
305,66721,49040
305,65892,48784
305,66974,48952
305,66412,48285
305,66633,48446
305,66758,48527
305,66415,48728
305,66418,48384
305,65953,48348
305,66134,48013
305,66309,48238
305,66259,48554
324,67404,48356
324,67438,48829
324,68501,47833
324,68103,48054
324,68147,48227
324,71011,48800
324,68195,48633
324,68087,48130
324,68251,48423
324,68173,48117
324,68032,48935
324,67535,47841
324,67963,48443
324,67780,48121
324,67940,48618
324,67913,47818
324,67867,48511
324,67553,48283
324,68007,48404
324,67847,47826
343,68831,48531
343,68833,48073
343,69296,48166
343,68729,47550
343,68981,48520
343,68591,48069
343,68790,48536
343,68865,48443
343,69392,48520
343,68813,48485
343,71861,48600
343,68531,48084
343,68741,48391
343,69011,48916
343,68485,48036
343,68635,48478
343,68503,48037
343,69203,48391
343,68417,48032
343,68711,47729
362,69815,48637
362,69815,48939
362,70615,49007
362,70664,48344
362,70781,48743
362,70378,48419
362,70541,48595
362,70255,48316
362,70367,48618
362,70123,48129
362,70059,47969
362,69591,48349
362,70189,48709
362,70030,48526
362,69895,48063
362,69693,48876
362,70539,48652
362,70189,48946
362,70378,48604
362,70089,48487
381,71116,48549
381,71372,48160
381,71202,48301
381,71433,48822
381,71757,48865
381,70978,48225
381,71244,48227
381,70746,48451
381,71441,48706
381,71432,48173
381,71821,47891
381,71588,48483
381,71591,48487
381,71513,48325
381,71635,48465
381,71267,48424
381,70984,48439
381,71325,47946
381,71111,48192
381,71560,48610
400,72669,48116
400,72612,47880
400,73195,48074
400,72923,48214
400,72945,48076
400,73039,48696
400,72733,48348
400,72530,48648
400,72346,48067
400,72450,48648
400,72669,48396
400,72588,48207
400,75690,49125
400,72364,48212
400,72539,48581
400,72847,48659
400,72654,47924
400,72853,48377
400,72738,48441
400,72784,48423
419,73112,48276
419,73905,48796
419,73985,49173
419,73344,48072
419,73951,51143
419,73922,49402
419,74041,48818
419,74399,48820
419,74001,48217
419,73869,48665
419,74328,48589
419,73598,47744
419,74308,48768
419,73070,48848
419,73544,48736
419,73229,48708
419,74160,47931
419,74098,48464
419,73848,48943
419,73722,49062
438,75756,48977
438,74883,49288
438,74818,49021
438,75206,49404
438,74742,48641
438,74807,49739
438,75382,49534
438,75300,48863
438,75813,49013
438,75527,49182
438,75168,49547
438,75281,48892
438,74862,49870
438,75607,48662
438,75721,49579
438,75296,48932
438,75634,49094
438,75022,48947
438,75494,49167
438,75400,48981
457,76960,49083
457,76431,49011
457,76863,48922
457,76758,49575
457,76816,49012
457,76737,48909
457,76756,48909
457,76736,49006
457,76782,49263
457,77118,49105
457,76507,49375
457,76868,49096
457,76952,49315
457,76877,49024
457,76647,49382
457,76610,49617
457,76602,48833
457,76273,48752
457,76464,49342
457,76187,48576
476,78441,49573
476,78523,49323
476,78208,49549
476,77721,49144
476,78020,49703
476,78172,50028
476,77681,48933
476,78423,49356
476,77860,49569
476,77971,49182
476,77840,49296
476,78131,49460
476,78402,48684
476,77757,49657
476,78562,49515
476,78282,49898
476,77678,49377
476,78169,49467
476,78335,49759
476,78207,50116
495,80675,49623
495,81118,49817
495,80996,49517
495,81181,49971
495,80947,49284
495,81806,49332
495,81393,49727
495,81357,49802
495,80938,53607
495,80958,50238
495,81635,49147
495,81456,49558
495,81853,50669
495,80827,49863
495,81024,49319
495,81085,49869
495,81412,49260
495,81272,49872
495,81053,48513
495,81203,49568
514,84019,50727
514,83017,49826
514,82827,49256
514,82781,50071
514,82831,49407
514,83109,49262
514,82905,49938
514,82878,49755
514,82805,49709
514,82951,49980
514,83401,49900
514,83006,52546
514,83400,49869
514,83476,49330
514,83059,49728
514,83023,49886
514,82823,50088
514,83269,50070
514,82872,49828
514,82553,49941
533,84013,50259
533,84196,50220
533,84221,50447
533,84544,50240
533,84782,50241
533,84071,49876
533,84672,50664
533,84712,50084
533,84482,50493
533,84432,49887
533,84405,49919
533,83482,50068
533,84004,49583
533,84120,50104
533,84768,50218
533,84270,49699
533,84356,49803
533,84095,50038
533,83628,50101
533,84074,49469
552,85921,50141
552,85966,50227
552,86329,49871
552,86309,50507
552,85805,50466
552,86564,50506
552,85264,49989
552,85780,49886
552,86152,49683
552,85959,50225
552,86252,50344
552,86158,50471
552,85927,50137
552,85963,50464
552,85823,50188
552,86348,50177
552,116799,50110
552,85568,49907
552,85746,49315
552,86482,49886
571,86759,50124
571,86786,50986
571,86480,50414
571,86297,50258
571,86171,49806
571,86256,50535
571,86437,50302
571,117343,50465
571,86467,50618
571,86674,50043
571,86415,50576
571,87137,50590
571,86462,50200
571,86583,50851
571,87382,50603
571,86867,49991
571,86649,49984
571,86645,50101
571,89435,50278
571,86293,49977
590,87328,49866
590,88112,49667
590,88061,50580
590,87665,50073
590,88027,50028
590,88493,49755
590,88363,49955
590,87892,50450
590,87970,49992
590,90585,50383
590,88130,49818
590,87611,49865
590,87788,49598
590,87895,50012
590,87338,50416
590,87950,49971
590,87871,50096
590,87690,49825
590,88383,50201
590,87911,50203
609,89915,52853
609,89610,50800
609,88933,50205
609,89213,50508
609,89121,49884
609,89619,50102
609,89555,50191
609,89002,50695
609,89270,50644
609,89192,50072
609,89332,49862
609,88948,53517
609,89600,50364
609,89254,50105
609,89255,50374
609,89575,50238
609,89218,49993
609,89508,50211
609,89795,50627
609,89413,50133
628,90820,49921
628,90292,50354
628,93548,51123
628,90766,50136
628,91006,50120
628,90808,50421
628,91157,50285
628,90799,50040
628,91771,50331
628,90994,50397
628,90996,50504
628,90754,50781
628,90735,50146
628,93938,50747
628,91076,49993
628,91200,50054
628,90777,50271
628,91216,50416
628,91024,49934
628,91215,50003
647,91868,50406
647,91949,50500
647,91810,50206
647,91379,50333
647,94538,51038
647,91746,50669
647,92206,50310
647,91565,50245
647,91717,50500
647,91737,50683
647,91146,50583
647,91417,50461
647,91306,50341
647,91523,50416
647,91259,50223
647,120115,50686
647,91443,50172
647,91574,50459
647,91348,50656
647,91140,49832
666,93595,51098
666,93124,50657
666,93122,50188
666,93099,50689
666,92391,50202
666,92765,51044
666,93666,50063
666,93581,50484
666,92603,50361
666,92922,50282
666,92788,50369
666,92905,50147
666,93059,50278
666,93289,50122
666,92977,50139
666,92798,50406
666,92845,50570
666,93406,50547
666,93287,50431
666,92840,50410
685,94614,50163
685,93960,50485
685,94481,50559
685,94324,50365
685,94899,50251
685,94945,50049
685,94647,49866
685,94444,53793
685,94715,50598
685,94497,50445
685,94839,50392
685,94052,50581
685,94131,50636
685,93695,50164
685,94035,50933
685,94677,50162
685,93987,50502
685,94418,50878
685,97372,50456
685,94217,50249
704,95548,50906
704,96064,50859
704,96388,50825
704,95851,50295
704,96040,50109
704,95666,51074
704,95968,50375
704,95894,50746
704,96681,51239
704,96259,50812
704,96195,50577
704,95870,50523
704,96167,50605
704,95921,50710
704,95638,50938
704,96182,50703
704,96023,50374
704,96577,50659
704,95818,50581
704,95799,49992
723,97266,50653
723,96664,50562
723,96758,50484
723,96620,49914
723,96827,50066
723,97146,50975
723,97098,50059
723,96984,50653
723,96830,50775
723,96554,50367
723,99139,50439
723,96916,50384
723,96727,50612
723,97723,50260
723,97302,50776
723,96891,50476
723,97172,50385
723,97426,50198
723,96784,50447
723,96425,50590
742,97795,50693
742,97941,50726
742,97681,50663
742,97483,50790
742,97525,50673
742,98445,51089
742,97827,50307
742,97757,50156
742,98283,50635
742,98292,50374
742,97957,50282
742,98230,81709
742,97880,50220
742,97914,50648
742,97813,50790
742,97785,50920
742,98107,50657
742,98291,50417
742,97936,50800
742,98340,50866
761,100297,50660
761,99384,50867
761,99652,50173
761,99694,50678
761,99500,50363
761,99276,50624
761,99613,51206
761,99737,50341
761,99547,50155
761,99766,51194
761,99366,50419
761,99564,50201
761,99058,53109
761,100132,51004
761,99022,50309
761,98906,50651
761,99444,50500
761,99128,50184
761,100085,50864
761,100057,51302
780,101004,50816
780,101550,50419
780,101083,50750
780,101733,50843
780,101117,50344
780,101610,50602
780,101444,50740
780,101645,50957
780,101161,50853
780,101410,50812
780,101531,50971
780,101406,50791
780,101209,50840
780,110401,51629
780,101345,51076
780,101546,50412
780,102009,50545
780,101234,50325
780,101077,50709
780,101450,50012
799,102276,50734
799,101513,50734
799,102434,50650
799,102369,50495
799,102369,51184
799,102236,50742
799,101584,50722
799,101774,50628
799,101772,50892
799,101826,50893
799,101857,51452
799,101807,51093
799,101653,50978
799,101849,50509
799,105789,50743
799,102274,50999
799,102103,51111
799,101692,50553
799,102458,50769
799,102610,51377
818,103109,50489
818,103494,51224
818,103708,51102
818,103515,50886
818,103491,51165
818,103702,51236
818,103519,51168
818,103490,50717
818,104339,51495
818,103723,51171
818,102819,50941
818,103396,51300
818,103104,51342
818,103190,51006
818,103579,51050
818,103608,50453
818,103407,50689
818,103357,50607
818,103166,50737
818,103177,50592
837,104594,50322
837,104260,50929
837,104222,51003
837,104160,51286
837,104643,51237
837,134764,51070
837,105017,50878
837,104154,50201
837,104231,50425
837,104138,51144
837,104742,51025
837,105099,50819
837,104171,51243
837,104266,50696
837,104443,51307
837,104386,53851
837,105014,50826
837,104530,50595
837,104643,50914
837,104762,51182
856,106167,51057
856,105756,50717
856,105785,51644
856,105909,50944
856,105998,50724
856,105770,50797
856,106354,51079
856,105506,51489
856,106533,51643
856,105918,50902
856,105782,51259
856,106049,51677
856,105718,51119
856,105943,50790
856,106267,50973
856,105593,50827
856,106687,50808
856,105362,51130
856,105922,50694
856,105150,50691
875,107721,51135
875,107815,50875
875,107555,51355
875,107321,50776
875,107638,50733
875,107441,50602
875,107751,50530
875,107523,51254
875,108210,51048
875,107101,51062
875,107614,51033
875,107241,51005
875,107686,50623
875,107320,50655
875,107578,50500
875,107729,51505
875,110195,51348
875,107309,51014
875,107448,51273
875,107113,50892
894,108042,51179
894,107939,50643
894,108602,51073
894,108100,50519
894,108451,51216
894,107942,50707
894,108089,53791
894,108204,51075
894,108234,51035
894,108239,50472
894,108489,51171
894,108140,50684
894,108569,50528
894,108012,50759
894,108481,50157
894,108566,51022
894,107969,50741
894,108534,50566
894,108063,50782
894,108401,50808
913,110196,50616
913,109959,50618
913,109855,50646
913,109675,50799
913,109809,50712
913,108862,51015
913,109927,51238
913,109676,50937
913,109929,50908
913,109538,51516
913,109688,50914
913,108993,51062
913,110162,51331
913,109429,50601
913,109507,50944
913,108961,50472
913,109429,50396
913,109760,50866
913,109710,50811
913,110144,50543
932,111552,50907
932,111313,51333
932,111304,50940
932,111951,51155
932,111367,50584
932,111724,50663
932,111573,51298
932,111894,51474
932,111580,50845
932,110885,51063
932,111582,51171
932,111072,51473
932,111107,50581
932,110957,51009
932,110954,50900
932,111390,50751
932,110891,50700
932,126923,51146
932,111246,50757
932,111590,51089
951,112203,50975
951,112630,50863
951,112649,50559
951,112519,51245
951,112605,51279
951,112688,51013
951,112227,50789
951,112744,51211
951,112702,51256
951,111916,51302
951,112586,50944
951,112323,51045
951,112395,51534
951,112202,50933
951,112680,50981
951,112425,51020
951,112449,51071
951,112336,50806
951,112082,51187
951,112373,51179
970,112882,50938
970,113067,51403
970,112912,50853
970,112245,50744
970,114206,51542
970,113424,51162
970,113152,50915
970,112952,50978
970,113200,51625
970,112855,50958
970,112751,51284
970,113517,50995
970,113159,51052
970,113496,51393
970,113608,51084
970,112904,51123
970,113627,51266
970,113138,51789
970,113257,51326
970,113192,50975
989,114879,51788
989,115152,51558
989,115151,51893
989,115212,51299
989,114997,51403
989,115233,51307
989,114696,54057
989,115287,51466
989,114429,51808
989,114374,51839
989,115168,51445
989,114619,51016
989,114891,51402
989,114038,51043
989,114639,51494
989,114595,51984
989,117800,51476
989,114589,51610
989,114719,51578
989,115173,50967

Median Slopes Analysis
========

Model:
Time ~=    44.52
    + l    0.071
              µs

Min Squares Analysis
========

Data points distribution:
    l   mean µs  sigma µs       %
    1     42.75     0.144    0.3%
   20     45.93     0.095    0.2%
   39     46.92     0.095    0.2%
   58     48.44     0.095    0.1%
   77     50.59     0.137    0.2%
   96     51.22     0.118    0.2%
  115     52.82     0.098    0.1%
  134     54.35     0.222    0.4%
  153     56.04      0.13    0.2%
  172     56.57     0.086    0.1%
  191     58.64     0.128    0.2%
  210     59.57     0.108    0.1%
