Pallet: "multisig", Extrinsic: "as_multi_create", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,63706,30670
2,10000,50313,27823
2,10000,50107,26699
2,10000,49821,26356
2,10000,49901,26110
2,10000,49152,25938
2,10000,49363,25888
2,10000,48907,25853
2,10000,49020,25999
2,10000,49187,26047
2,10000,49132,25824
2,10000,48927,25672
2,10000,49000,25729
2,10000,49340,25827
2,10000,49052,26119
2,10000,48909,25849
2,10000,48985,26012
2,10000,48631,25559
2,10000,49114,26401
2,10000,49045,26116
3,10000,53548,27319
3,10000,49717,26526
3,10000,49460,26831
3,10000,49321,26485
3,10000,49662,26553
3,10000,49377,26819
3,10000,49542,26527
3,10000,49288,26559
3,10000,49513,26530
3,10000,49457,26218
3,10000,49559,26300
3,10000,49353,27178
3,10000,49468,26297
3,10000,49690,26158
3,10000,49596,26279
3,10000,49490,25920
3,10000,49655,26374
3,10000,49110,26185
3,10000,49569,26676
3,10000,49937,26496
4,10000,50322,26220
4,10000,50208,26717
4,10000,50279,26556
4,10000,49881,26557
4,10000,50265,26659
4,10000,49969,26767
4,10000,50257,26968
4,10000,50456,26401
4,10000,50107,26709
4,10000,50615,26757
4,10000,50213,26554
4,10000,49985,26149
4,10000,50012,26248
4,10000,49895,26553
4,10000,49672,26482
4,10000,49805,26438
4,10000,50095,26272
4,10000,50114,26490
4,10000,50279,26390
4,10000,50135,26648
5,10000,50966,26913
5,10000,50650,26804
5,10000,50681,26456
5,10000,50608,26821
5,10000,50446,27373
5,10000,50354,27292
5,10000,50620,26879
5,10000,50683,26892
5,10000,50572,26523
5,10000,50267,26615
5,10000,50406,26381
5,10000,50580,26571
5,10000,50700,26874
5,10000,50584,26676
5,10000,50590,26721
5,10000,50302,27073
5,10000,50340,26328
5,10000,51145,27130
5,10000,50647,26672
5,10000,50705,26460
6,10000,50321,26642
6,10000,50043,26844
6,10000,50382,26872
6,10000,50637,26801
6,10000,49684,26788
6,10000,49914,26950
6,10000,49781,27097
6,10000,49800,26671
6,10000,50103,26875
6,10000,49658,26413
6,10000,49859,26771
6,10000,49618,26862
6,10000,50212,26917
6,10000,49784,26507
6,10000,50903,27193
6,10000,50448,26899
6,10000,49875,26808
6,10000,49760,26497
6,10000,50094,26902
6,10000,50092,27112
7,10000,50786,26761
7,10000,50690,26874
7,10000,50439,26923
7,10000,50339,27222
7,10000,50383,26975
7,10000,50677,26460
7,10000,50460,27101
7,10000,50538,26735
7,10000,50313,26493
7,10000,53694,27208
7,10000,50576,27687
7,10000,50444,26866
7,10000,50564,26876
7,10000,50233,26460
7,10000,50594,26601
7,10000,50118,27418
7,10000,50424,26809
7,10000,50682,26591
7,10000,50637,26781
7,10000,50702,26808
8,10000,51086,27355
8,10000,50633,27234
8,10000,50926,27684
8,10000,50485,27096
8,10000,53665,27318
8,10000,50705,26896
8,10000,50878,27359
8,10000,50924,27452
8,10000,50877,27073
8,10000,50848,26673
8,10000,51091,26881
8,10000,50712,27213
8,10000,50752,27131
8,10000,50541,27429
8,10000,51297,26991
8,10000,50921,26938
8,10000,50936,27172
8,10000,50746,27160
8,10000,50781,27332
8,10000,51025,27081
9,10000,51510,26831
9,10000,51087,27708
9,10000,51417,27201
9,10000,51293,27206
9,10000,51178,27147
9,10000,51631,27503
9,10000,51385,27226
9,10000,50918,27346
9,10000,51412,27635
9,10000,51007,27244
9,10000,50895,27028
9,10000,50902,27194
9,10000,52434,27400
9,10000,51215,27447
9,10000,51303,26943
9,10000,50891,27646
9,10000,51133,27443
9,10000,51127,26978
9,10000,51121,27083
9,10000,50639,27188
10,10000,51490,27042
10,10000,51581,27598
10,10000,51229,27414
10,10000,51582,27212
10,10000,51116,27392
10,10000,51664,27430
10,10000,51241,27167
10,10000,51231,27696
10,10000,51635,27586
10,10000,51189,27385
10,10000,51003,27284
10,10000,50980,27407
10,10000,50714,27356
10,10000,50841,27323
10,10000,50987,27173
10,10000,50879,27332
10,10000,51166,27446
10,10000,50697,27038
10,10000,51569,27115
10,10000,51074,27116
11,10000,51792,27440
11,10000,52075,27407
11,10000,51923,27620
11,10000,51951,27316
11,10000,51457,27419
11,10000,51365,27578
11,10000,51458,27041
11,10000,51479,27074
11,10000,51326,27321
11,10000,51388,27292
11,10000,53464,27915
11,10000,52287,27579
11,10000,52059,27233
11,10000,51289,27166
11,10000,51600,27322
11,10000,51600,27338
11,10000,51307,27365
11,10000,51702,27538
11,10000,52319,27256
11,10000,51936,27372
12,10000,52153,27463
12,10000,52113,27920
12,10000,52918,27915
12,10000,52109,28090
12,10000,51699,28181
12,10000,52362,27447
12,10000,52470,27319
12,10000,51593,27517
12,10000,52136,27801
12,10000,52641,27655
12,10000,51968,27334
12,10000,51662,27609
12,10000,52015,27482
12,10000,51824,27434
12,10000,52181,27343
12,10000,51753,27293
12,10000,52232,27403
12,10000,51914,27614
12,10000,52006,27456
12,10000,52500,27752
13,10000,51847,27366
13,10000,51844,27945
13,10000,52056,27676
13,10000,51434,27367
13,10000,51668,27576
13,10000,51779,27750
13,10000,51892,27746
13,10000,52048,27633
13,10000,52027,27797
13,10000,52439,27543
13,10000,51872,27575
13,10000,52313,27417
13,10000,51929,27846
13,10000,51647,27044
13,10000,52107,27097
13,10000,52013,27787
13,10000,52450,27345
13,10000,51477,27247
13,10000,51755,27440
13,10000,51722,27235
14,10000,52089,27250
14,10000,52481,27815
14,10000,52227,27570
14,10000,52867,28072
14,10000,52271,27747
14,10000,52075,27791
14,10000,51894,45490
14,10000,52641,27366
14,10000,52246,27522
14,10000,52552,27415
14,10000,51898,27704
14,10000,52306,27716
14,10000,52396,27543
14,10000,52422,27625
14,10000,52198,27817
14,10000,52066,27609
14,10000,52325,27382
14,10000,52559,27627
14,10000,52261,27141
14,10000,51935,27816
15,10000,52014,28004
15,10000,51767,28007
15,10000,52672,27938
15,10000,51769,27706
15,10000,51448,27674
15,10000,51963,27790
15,10000,52084,27851
15,10000,52066,27996
15,10000,52139,28143
15,10000,51696,27736
15,10000,51638,27800
15,10000,51846,27362
15,10000,52414,27924
15,10000,51991,27884
15,10000,51972,27744
15,10000,51689,27771
15,10000,51749,28006
15,10000,52475,28307
15,10000,52095,27540
15,10000,51843,27880
16,10000,52682,28079
16,10000,52925,27927
16,10000,52238,27604
16,10000,52729,27971
16,10000,52187,27510
16,10000,52617,27942
16,10000,52736,27985
16,10000,52927,27637
16,10000,52760,27918
16,10000,52382,27793
16,10000,52487,27348
16,10000,52405,27763
16,10000,52840,27781
16,10000,52304,27894
16,10000,52364,27621
16,10000,52508,27791
16,10000,65441,27760
16,10000,52433,27618
16,10000,52623,28018
16,10000,52814,28063
17,10000,52724,27510
17,10000,52456,27769
17,10000,52432,27910
17,10000,52469,28185
17,10000,52367,27848
17,10000,52728,27663
17,10000,53071,28157
17,10000,52553,28104
17,10000,52455,27886
17,10000,52334,27836
17,10000,52417,27767
