Pallet: "collective", Extrinsic: "execute", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,b,extrinsic_time,storage_root_time
6,1024,26403,16908
6,1024,25872,16868
6,1024,26370,17123
6,1024,26020,17083
6,1024,26330,16775
6,1024,26179,17008
6,1024,29679,17323
6,1024,26401,16910
6,1024,26142,17175
6,1024,26274,16934
6,1024,26308,16757
6,1024,26423,16811
6,1024,26232,16609
6,1024,26153,16567
6,1024,26132,16876
7,1024,26457,16924
7,1024,26314,16879
7,1024,26382,16854
7,1024,26106,16899
7,1024,26197,17035
7,1024,26106,16604
7,1024,26365,16789
7,1024,26252,16996
7,1024,26323,16715
7,1024,26385,16698
7,1024,26118,16440
7,1024,26365,16703
7,1024,25989,16668
7,1024,26453,16590
7,1024,26094,16819
7,1024,26180,16899
7,1024,26132,16741
7,1024,26290,16826
7,1024,26309,16893
7,1024,25926,16522
8,1024,26859,17094
8,1024,26633,16789
8,1024,26646,16637
8,1024,26531,16769
8,1024,26385,16517
8,1024,26539,16763
8,1024,26484,16700
8,1024,26403,16572
8,1024,26551,16640
8,1024,26406,16746
8,1024,26591,16817
8,1024,26640,16865
8,1024,29556,17140
8,1024,26415,16683
8,1024,26464,16852
8,1024,26317,16538
8,1024,26165,16921
8,1024,26426,17025
8,1024,26692,16601
8,1024,26395,16669
9,1024,26404,16738
9,1024,26527,16656
9,1024,26382,16525
9,1024,26311,16560
9,1024,26312,16762
9,1024,26066,16640
9,1024,26357,16814
9,1024,26653,16682
9,1024,26208,16607
9,1024,26228,16593
9,1024,26337,16709
9,1024,26369,16747
9,1024,26325,16633
9,1024,26386,16826
9,1024,26222,16617
9,1024,26132,16895
9,1024,26200,16694
9,1024,26493,16570
9,1024,26388,16713
9,1024,26149,16580
10,1024,27036,16852
10,1024,26681,16948
10,1024,26637,17009
10,1024,26742,17101
10,1024,26665,17249
10,1024,26730,17034
10,1024,26511,16406
10,1024,26746,16862
10,1024,26579,16610
10,1024,26750,17028
10,1024,26473,16841
10,1024,26646,16589
10,1024,26747,16695
10,1024,26900,16869
10,1024,26234,16865
10,1024,26305,16625
10,1024,26576,16519
10,1024,26423,16642
10,1024,26596,16580
10,1024,26496,16611
11,1024,26596,16935
11,1024,26628,17034
11,1024,26776,16834
11,1024,26377,16816
11,1024,26886,16748
11,1024,26626,16552
11,1024,26699,16775
11,1024,26383,16619
11,1024,26812,16991
11,1024,26756,17041
11,1024,27058,16870
11,1024,26385,16694
11,1024,26256,16968
11,1024,26314,16788
11,1024,26918,16914
11,1024,26620,16977
11,1024,26685,16821
11,1024,26454,16747
11,1024,26600,16906
11,1024,26530,16863
12,1024,26776,16799
12,1024,26778,16881
12,1024,26881,17220
12,1024,27001,16813
12,1024,27005,16807
12,1024,26460,17020
12,1024,26658,16971
12,1024,26670,16727
12,1024,26581,16823
12,1024,26612,16886
12,1024,26745,16827
12,1024,26441,19762
12,1024,26820,16647
12,1024,27210,16818
12,1024,26773,16868
12,1024,26504,16606
12,1024,26561,16894
12,1024,26735,16781
12,1024,26545,16852
12,1024,26829,16646
13,1024,27270,17030
13,1024,26975,17010
13,1024,27139,16884
13,1024,27161,17031
13,1024,27180,16688
13,1024,26923,16563
13,1024,26908,16756
13,1024,27182,16889
13,1024,26943,16971
13,1024,27302,16885
13,1024,27046,16955
13,1024,26889,16912
13,1024,27103,16739
13,1024,27232,16810
13,1024,27032,16856
13,1024,26803,16800
13,1024,27180,16575
13,1024,27177,16825
13,1024,27262,17133
13,1024,27167,16880
14,1024,27180,17074
14,1024,27326,17025
14,1024,27098,16590
14,1024,27142,16933
14,1024,27182,16927
14,1024,27086,17113
14,1024,27034,16890
14,1024,27076,16604
14,1024,26983,16527
14,1024,27075,16598
14,1024,27255,16876
14,1024,27299,17139
14,1024,27103,16878
14,1024,26995,16753
14,1024,27152,16850
14,1024,26808,16827
14,1024,26965,16715
14,1024,27289,16804
14,1024,27083,16719
14,1024,27104,17101
15,1024,27374,17079
15,1024,27367,17099
15,1024,27286,16777
15,1024,27199,17106
15,1024,27376,16983
15,1024,27563,17063
15,1024,27296,16930
15,1024,27293,17026
15,1024,27236,17060
15,1024,27672,16886
15,1024,27413,16950
15,1024,27320,16794
15,1024,27577,16772
15,1024,27615,16759
15,1024,27346,16752
15,1024,27316,16678
15,1024,27117,16823
15,1024,27118,16623
15,1024,27031,16791
15,1024,27508,16896
16,1024,27491,16710
16,1024,27357,16837
16,1024,27271,16959
16,1024,27105,16958
16,1024,27389,16876
16,1024,27205,16862
16,1024,27219,17077
16,1024,27456,16762
16,1024,27423,16727
16,1024,27203,16815
16,1024,27285,16863
16,1024,27575,16978
16,1024,27108,16620
16,1024,27181,16587
16,1024,27051,16984
16,1024,27024,16905
16,1024,27202,16966
16,1024,28108,16916
16,1024,27465,16945
16,1024,27526,16845
17,1024,27713,16976
17,1024,27667,16812
17,1024,27442,16632
17,1024,27345,16879
17,1024,27287,16687
17,1024,27826,16903
17,1024,27322,16937
17,1024,27502,16824
17,1024,27248,16696
17,1024,27678,16817
17,1024,27238,17109
17,1024,27814,16759
17,1024,27371,16912
17,1024,27248,16731
17,1024,27551,17128
17,1024,27513,16954
17,1024,27451,16842
17,1024,27668,16777
17,1024,27487,16933
17,1024,27317,16685
18,1024,27582,16899
18,1024,27737,17088
18,1024,27539,16853
18,1024,27528,16945
18,1024,27468,19865
18,1024,27798,16880
18,1024,27389,17030
18,1024,27288,17248
18,1024,27597,17283
18,1024,27699,16993
18,1024,27469,16824
18,1024,27400,16974
18,1024,27641,17103
18,1024,27512,16967
18,1024,27394,17087
18,1024,27584,16977
18,1024,27517,16795
18,1024,27208,16889
18,1024,27376,16841
18,1024,27617,16904
19,1024,27445,16691
19,1024,27490,16967
19,1024,27354,17118
19,1024,27899,16911
19,1024,27648,17013
19,1024,27532,16972
19,1024,27453,17027
19,1024,27815,17160
19,1024,27592,16950
19,1024,27453,16864
19,1024,27482,16841
19,1024,27684,16993
19,1024,27616,16935
19,1024,27661,16831
19,1024,27394,16948
19,1024,27259,16751
19,1024,27618,16986
19,1024,27617,16986
19,1024,27443,17012
19,1024,27248,16934
20,1024,27826,17165
20,1024,27642,17313
20,1024,27501,16857
20,1024,27727,17164
20,1024,27396,17099
20,1024,27771,17077
20,1024,27774,16949
20,1024,27439,16630
20,1024,27462,16707
20,1024,27611,16842
20,1024,27607,16859
20,1024,27427,16850
20,1024,27258,16941
20,1024,27205,16974
20,1024,27579,16904
20,1024,27735,16892
20,1024,27516,16950
20,1024,27667,17333
20,1024,27485,16904
20,1024,27542,16794
21,1024,28004,16953
21,1024,27972,17076
21,1024,27960,16975
21,1024,27903,17099
21,1024,27912,17264
21,1024,27605,16911
21,1024,27712,17201
21,1024,27709,16955
21,1024,27663,16765
21,1024,27614,16913
21,1024,27721,17048
21,1024,27908,16896
21,1024,27719,16962
21,1024,27667,16849
21,1024,28126,16777
21,1024,27871,17095
21,1024,28689,30073
21,1024,27727,16965
21,1024,27797,16983
21,1024,27764,17104
22,1024,28124,17036
22,1024,28339,17156
22,1024,28159,17273
22,1024,27885,16959
22,1024,27838,17268
22,1024,28290,17099
22,1024,28003,17170
22,1024,27852,17055
22,1024,28215,17006
22,1024,28302,17095
22,1024,27811,17248
22,1024,27977,17095
22,1024,27902,16902
22,1024,27997,16889
22,1024,27850,17279
22,1024,27809,17118
22,1024,27695,17211
22,1024,27888,17059
22,1024,27829,17129
22,1024,27884,17123
23,1024,28295,17308
23,1024,27704,17153
23,1024,27862,16983
23,1024,27851,16786
23,1024,27664,17039
23,1024,27514,17134
23,1024,27759,17103
23,1024,27826,16971
23,1024,27814,16959
23,1024,27660,16774
23,1024,28587,17233
23,1024,28102,16923
23,1024,27907,17073
23,1024,27842,16996
23,1024,27661,17306
23,1024,27899,17069
23,1024,27616,16931
23,1024,27893,17112
23,1024,28148,17312
23,1024,27821,16881
24,1024,28350,17274
24,1024,28360,17250
24,1024,28127,17111
24,1024,28147,17029
24,1024,28414,17200
24,1024,28170,17151
24,1024,28227,16994
24,1024,28356,17022
24,1024,27956,17139
24,1024,27756,17031
24,1024,28158,17120
24,1024,27782,16791
24,1024,27670,16974
24,1024,27845,16939
24,1024,28003,16774
24,1024,27955,16923
24,1024,28187,17024
24,1024,28466,16892
24,1024,28085,16742
24,1024,28290,16951
25,1024,28311,17234
25,1024,28054,16962
25,1024,28100,16767
25,1024,28078,17307
25,1024,31269,17410
25,1024,28213,16984
25,1024,28159,17010
25,1024,28056,16862
25,1024,28164,17146
25,1024,28381,17110
25,1024,28322,16827
25,1024,27946,17099
25,1024,28231,17084
25,1024,28091,16957
25,1024,28210,16912
25,1024,28325,16951
25,1024,28039,17024
25,1024,28196,17057
25,1024,28424,17084
25,1024,28150,16993
26,1024,28754,17132
26,1024,28726,16996
26,1024,28127,17089
26,1024,28431,17035
26,1024,28397,16882
26,1024,28358,17102
26,1024,28169,17075
26,1024,28314,17132
26,1024,28360,17054
26,1024,28255,17091
26,1024,28328,17048
26,1024,28389,17039
26,1024,28349,17114
26,1024,28594,17100
26,1024,28088,17198
26,1024,28010,17053
26,1024,28671,16963
26,1024,28517,20025
26,1024,28775,17157
26,1024,28584,17118
27,1024,28410,17221
27,1024,28612,17126
27,1024,28445,16943
27,1024,28278,31786
27,1024,28401,17239
27,1024,28372,17114
27,1024,28316,17223
27,1024,28663,17005
27,1024,28251,16936
27,1024,28295,16948
27,1024,28395,16897
27,1024,28352,17205
27,1024,28161,16982
27,1024,28124,17105
27,1024,28249,16931
27,1024,27925,16910
27,1024,27933,16956
27,1024,28179,16833
27,1024,28185,17087
27,1024,28077,16971
28,1024,28265,16930
28,1024,28306,17165
28,1024,28382,16865
28,1024,28432,17079
28,1024,28537,17136
28,1024,28569,16959
28,1024,28314,17102
28,1024,28528,16918
28,1024,28246,16993
28,1024,28599,16909
28,1024,28749,17180
28,1024,28380,16970
28,1024,28376,17012
28,1024,28503,17112
28,1024,28363,17012
28,1024,28336,16798
28,1024,28442,16739
28,1024,28388,17053
28,1024,28383,17082
28,1024,28384,16711
29,1024,29182,17111
29,1024,28880,17021
29,1024,29050,16935
29,1024,28610,17057
29,1024,28772,17096
29,1024,28786,17177
29,1024,28726,17193
29,1024,29025,16838
29,1024,28525,17259
29,1024,28611,17025
29,1024,28830,17158
29,1024,28728,17343
29,1024,28712,16988
29,1024,28618,17041
29,1024,28749,17143
29,1024,28692,17141
29,1024,28629,17124
29,1024,28630,16970
29,1024,28637,16858
29,1024,28762,17071
30,1024,28973,17074
30,1024,28657,16797
30,1024,28790,16926
30,1024,28961,16849
30,1024,28683,16946
30,1024,28577,16861
30,1024,28559,17019
30,1024,28733,17011
30,1024,28451,16693
30,1024,28289,17124
30,1024,28451,16735
30,1024,28178,16894
30,1024,28300,17039
30,1024,28245,16878
30,1024,28412,16846
30,1024,28628,16790
30,1024,28488,17076
30,1024,28614,16753
30,1024,28668,17089
30,1024,28414,16789
31,1024,29151,17066
31,1024,28907,17299
31,1024,29521,17051
31,1024,29110,17076
31,1024,29025,16686
31,1024,29075,17114
31,1024,29126,16990
31,1024,29013,16954
31,1024,29072,16909
31,1024,28819,17031
31,1024,28857,16956
31,1024,29068,16826
31,1024,29090,16978
31,1024,28874,16828
31,1024,29108,17379
31,1024,29206,17481
31,1024,29157,17191
31,1024,29108,17178
31,1024,28886,17070
31,1024,28934,16908
32,1024,29468,17514
32,1024,29329,17560
32,1024,29791,17251
32,1024,29876,17273
32,1024,29216,17337
32,1024,29527,16881
32,1024,29405,17036
32,1024,29643,17028
32,1024,29269,16940
32,1024,29277,17127
32,1024,29300,17252
32,1024,29258,16777
32,1024,29179,16782
32,1024,29487,17197
32,1024,29615,16956
32,1024,29667,16815
32,1024,29430,16889
32,1024,29031,17018
32,1024,29192,16717
32,1024,29282,16779
33,1024,30099,16998
33,1024,30069,17150
33,1024,30167,16956
33,1024,29862,16911
33,1024,29724,17127
33,1024,30205,16807
33,1024,30562,17249
33,1024,30216,17007
33,1024,29879,17158
33,1024,30341,16978
33,1024,29966,17048
33,1024,29869,17227
33,1024,29838,17481
33,1024,30342,16876
33,1024,30043,17059
33,1024,29826,17086
33,1024,30058,17163
33,1024,30136,17030
33,1024,30109,16815
33,1024,29672,17200
34,1024,30381,17249
34,1024,30128,17042
34,1024,30581,17234
34,1024,29813,16878
34,1024,30134,16967
34,1024,29856,16887
34,1024,30191,17314
34,1024,30246,17017
34,1024,30265,16860
34,1024,30160,16924
34,1024,30048,16760
34,1024,29979,16949
34,1024,30175,16815
34,1024,29855,16671
34,1024,30201,16933
34,1024,29939,17147
34,1024,30007,19743
34,1024,30136,17202
34,1024,29824,16890
34,1024,29956,17010
35,1024,30129,17075
35,1024,29845,17083
35,1024,30146,16898
35,1024,29855,16720
35,1024,30250,16669
35,1024,30262,16808
35,1024,29839,16697
35,1024,29916,16928
35,1024,29776,16758
35,1024,30161,16929
35,1024,29752,17191
35,1024,30101,16875
35,1024,30177,17046
35,1024,29929,16844
35,1024,29889,16783
35,1024,29887,16916
35,1024,30310,16889
35,1024,30216,16771
35,1024,30124,17073
35,1024,30286,17177
36,1024,30523,17261
36,1024,30573,17125
36,1024,30441,17215
36,1024,30414,17071
36,1024,30346,17231
36,1024,30109,16906
36,1024,30096,19879
36,1024,30392,16943
36,1024,30091,17167
36,1024,30400,17031
36,1024,30170,17519
36,1024,30120,17001
36,1024,30342,16952
36,1024,30326,16992
36,1024,30228,16997
36,1024,30394,16919
36,1024,30229,17275
36,1024,30340,17035
36,1024,30117,16907
36,1024,30021,17017
37,1024,31113,17314
37,1024,30561,17075
37,1024,30502,17164
37,1024,30403,16828
37,1024,30248,17080
37,1024,30785,17098
37,1024,30513,17220
37,1024,30433,17167
37,1024,30605,17273
37,1024,30245,16943
37,1024,30474,16744
37,1024,30712,16916
37,1024,30312,17022
37,1024,30252,17132
37,1024,30312,16878
37,1024,30681,16935
37,1024,31353,17506
37,1024,30506,17104
37,1024,30627,17079
37,1024,30170,16871
38,1024,30949,17010
38,1024,30512,16945
38,1024,30636,17001
38,1024,30593,17078
38,1024,30735,16941
38,1024,30675,16898
38,1024,30605,16820
38,1024,30663,16999
38,1024,30832,16748
38,1024,30519,17029
38,1024,30484,16939
38,1024,30401,17036
38,1024,30546,16765
38,1024,30602,16845
38,1024,30246,16853
38,1024,30621,17188
38,1024,30605,17097
38,1024,30497,16873
38,1024,30771,17043
38,1024,30607,17019
39,1024,30884,16988
39,1024,30781,17139
39,1024,30464,16966
39,1024,30665,16839
39,1024,30700,17119
39,1024,30758,19779
39,1024,31068,17135
39,1024,30262,16768
39,1024,30848,16805
39,1024,30571,16824
39,1024,30364,16890
39,1024,30186,17040
39,1024,30538,16928
39,1024,30434,16820
39,1024,30592,16866
39,1024,30272,16754
39,1024,30308,16859
39,1024,30320,17134
39,1024,30596,17247
39,1024,30236,17156
40,1024,31018,17095
40,1024,30790,17331
40,1024,30810,16962
40,1024,30798,16748
40,1024,30762,16997
40,1024,31117,16740
40,1024,30844,16696
40,1024,30575,17101
40,1024,31064,17396
40,1024,30685,17062
40,1024,30639,16850
40,1024,30861,16742
40,1024,30498,17055
40,1024,30575,17089
40,1024,30731,20093
40,1024,31329,17238
40,1024,30744,17034
40,1024,30853,16864
40,1024,31009,17036
40,1024,30745,17329
41,1024,31029,17060
41,1024,30758,17174
41,1024,31173,17002
41,1024,31086,16908
41,1024,30590,17295
41,1024,30917,16912
41,1024,30754,16862
41,1024,30875,17194
41,1024,30911,17215
41,1024,30842,17174
41,1024,31249,16921
41,1024,30893,17219
41,1024,31053,17103
41,1024,31106,17095
41,1024,30952,16913
41,1024,30851,17172
41,1024,30937,17072
41,1024,31047,17040
41,1024,30829,17203
41,1024,30813,17035
42,1024,30665,16917
42,1024,30866,17276
42,1024,30526,17034
42,1024,31696,17547
42,1024,30750,17084
42,1024,30528,16825
42,1024,30619,16722
42,1024,30754,17104
42,1024,30676,16933
42,1024,30626,16859
42,1024,30448,16785
42,1024,30767,16792
42,1024,30498,16997
42,1024,30648,17004
42,1024,30749,16968
42,1024,30550,16933
42,1024,30633,17076
42,1024,30646,16804
42,1024,30510,16860
42,1024,30781,16893
43,1024,30978,16940
43,1024,30845,17366
43,1024,30790,17244
43,1024,30743,16997
43,1024,30478,16945
43,1024,30516,16957
43,1024,30655,16915
43,1024,30810,16828
43,1024,31011,16877
43,1024,30703,16868
43,1024,30850,16687
43,1024,31528,17403
43,1024,30862,17072
43,1024,30664,16903
43,1024,30880,16924
43,1024,30923,16861
43,1024,31376,17289
43,1024,30595,16940
43,1024,30861,16992
43,1024,30592,16807
44,1024,31178,16890
44,1024,31207,17081
44,1024,31206,16807
44,1024,31440,17315
44,1024,31050,16737
44,1024,31547,17197
44,1024,31059,16957
44,1024,31254,16886
44,1024,31200,17054
44,1024,30914,16998
44,1024,30768,16868
44,1024,30832,16654
44,1024,30973,16735
44,1024,30784,16892
44,1024,30654,16839
44,1024,30741,17050
44,1024,31152,16764
44,1024,31282,16527
44,1024,30928,16883
44,1024,34402,17228
45,1024,31595,17337
45,1024,31378,17165
45,1024,31669,17288
45,1024,31685,17398
45,1024,31423,16925
45,1024,31551,17188
45,1024,31372,17213
45,1024,31613,16983
45,1024,31490,17163
45,1024,31251,16982
45,1024,31259,17057
45,1024,31453,16910
45,1024,31154,17019
45,1024,31057,16846
45,1024,31173,17073
45,1024,31370,17062
45,1024,31214,17380
45,1024,31294,16937
45,1024,31257,17083
45,1024,31209,17068
46,1024,31821,17079
46,1024,31300,16897
46,1024,31325,16869
46,1024,31002,16774
46,1024,31324,16927
46,1024,31212,16913
46,1024,31120,17228
46,1024,31776,17408
46,1024,31345,17090
46,1024,31327,17333
46,1024,31204,17277
46,1024,31268,16952
46,1024,31085,16898
46,1024,31234,16895
46,1024,31389,16967
46,1024,31271,17074
46,1024,31488,16715
46,1024,31141,17098
46,1024,31206,17201
46,1024,30895,16948
47,1024,31308,16911
47,1024,31411,17084
47,1024,31085,16790
47,1024,31689,16821
47,1024,31056,17073
47,1024,31525,17148
47,1024,31541,16911
47,1024,31318,16780
47,1024,31084,17108
47,1024,31613,16857
47,1024,31398,16870
47,1024,31162,16843
47,1024,31671,17117
47,1024,31546,17030
47,1024,31366,16999
47,1024,31623,17101
47,1024,31296,17163
47,1024,31735,17525
47,1024,31263,16969
47,1024,31470,17328
48,1024,31690,17111
48,1024,31506,17002
48,1024,31160,16926
48,1024,31125,17008
48,1024,31217,17014
48,1024,31328,16978
48,1024,31254,16693
48,1024,31061,17163
48,1024,31280,17109
48,1024,30885,16968
48,1024,31121,16997
48,1024,31295,17163
48,1024,31173,16951
48,1024,31124,17618
48,1024,31261,17054
48,1024,30936,17116
48,1024,31172,17179
48,1024,31169,16895
48,1024,31042,17115
48,1024,30970,16809
49,1024,31411,16939
49,1024,31609,17178
49,1024,32111,17208
49,1024,31532,17031
49,1024,31439,17147
49,1024,31845,16943
49,1024,31691,16945
49,1024,31632,16802
49,1024,31349,17329
49,1024,31497,17036
49,1024,31505,16912
49,1024,31743,17104
49,1024,31346,16838
49,1024,31234,16982
49,1024,31440,16870
49,1024,31644,16967
49,1024,31489,17158
49,1024,31545,17118
49,1024,31232,17041
49,1024,31659,17331
50,1024,31762,17248
50,1024,31828,17201
50,1024,31756,16909
50,1024,31524,17246
50,1024,31289,17096
50,1024,31491,16985
50,1024,31922,17086
50,1024,31773,17188
50,1024,31977,16956
50,1024,35096,17246
50,1024,31638,17033
50,1024,31728,17164
50,1024,31599,16914
50,1024,31645,16952
50,1024,31576,16997
50,1024,31527,16993
50,1024,31545,17201
50,1024,31610,17009
50,1024,31522,16784
50,1024,31653,16790
51,1024,31980,17088
51,1024,31571,17179
51,1024,31851,16767
51,1024,32272,17384
51,1024,32170,17049
51,1024,32124,17195
51,1024,32257,16888
51,1024,31833,16908
51,1024,31599,16999
51,1024,31707,16821
51,1024,31579,16721
51,1024,31739,16717
51,1024,31807,17229
51,1024,31632,17220
51,1024,31460,17468
51,1024,31422,16960
51,1024,32231,17443
51,1024,31635,17166
51,1024,32093,16924
51,1024,31719,16917
52,1024,31637,17061
52,1024,31984,17228
52,1024,31889,17018
52,1024,31648,16988
52,1024,31983,16932
52,1024,32021,17211
52,1024,32022,17168
52,1024,32033,17127
52,1024,31829,17062
52,1024,31948,16929
52,1024,32006,17330
52,1024,31790,17030
52,1024,31943,17246
52,1024,31671,17056
52,1024,31775,17018
52,1024,31554,17140
52,1024,31883,17221
52,1024,31938,17072
52,1024,31822,17052
52,1024,32103,16935
53,1024,32297,17222
53,1024,32023,16987
53,1024,32230,17189
53,1024,31805,16854
53,1024,31946,16923
53,1024,31716,16904
53,1024,31916,17135
53,1024,31738,17164
53,1024,31629,16955
53,1024,31700,16883
53,1024,31850,16738
53,1024,31974,17029
53,1024,31700,16993
53,1024,31856,16880
53,1024,31642,17077
53,1024,32119,17289
53,1024,31553,16934
53,1024,31777,16838
53,1024,31751,16977
53,1024,31845,16816
54,1024,32540,17090
54,1024,32360,16702
54,1024,32119,16926
54,1024,32244,16819
54,1024,32379,16869
54,1024,31883,17075
54,1024,32134,16899
54,1024,32141,17009
54,1024,35543,17542
54,1024,32201,16896
54,1024,32320,17238
54,1024,32336,16751
54,1024,32159,16779
54,1024,31799,17208
54,1024,32127,17009
54,1024,31967,16749
54,1024,32042,16720
54,1024,31708,16734
54,1024,32249,16839
54,1024,32161,16934
55,1024,32229,16941
55,1024,32427,17244
55,1024,31771,17032
55,1024,32106,16754
55,1024,31991,16619
55,1024,31948,16636
55,1024,31763,16955
55,1024,31733,16720
55,1024,31692,16618
55,1024,32000,17040
55,1024,31838,16873
55,1024,32114,17248
55,1024,31914,16780
55,1024,32019,17442
55,1024,31853,17212
55,1024,31903,16828
55,1024,31932,16783
55,1024,31880,16725
55,1024,31939,16903
55,1024,31808,16407
56,1024,32487,17574
56,1024,32639,17141
56,1024,32470,16980
56,1024,32644,16982
56,1024,32571,17517
56,1024,32540,16973
56,1024,32495,16870
56,1024,32349,17084
56,1024,32036,16904
56,1024,32139,17135
56,1024,32279,16825
56,1024,32237,17284
56,1024,32401,16948
56,1024,32036,17303
56,1024,32174,17091
56,1024,32521,17124
56,1024,32244,17234
56,1024,32541,17172
56,1024,32172,17085
56,1024,32009,17211
57,1024,32801,19852
57,1024,32743,17169
57,1024,32524,17144
57,1024,32402,17144
57,1024,32511,17184
57,1024,32616,17068
57,1024,32373,17175
57,1024,32534,17080
57,1024,32493,17261
57,1024,32724,17100
57,1024,32584,16948
57,1024,32322,16905
57,1024,32566,16770
57,1024,32614,16998
57,1024,32459,17056
57,1024,32392,16969
57,1024,32409,16914
57,1024,32436,16974
57,1024,32228,17125
57,1024,32117,17171
58,1024,32392,17080
58,1024,32828,17344
58,1024,32671,17377
58,1024,32530,17156
58,1024,32403,17001
58,1024,32531,16871
58,1024,32832,17092
58,1024,32483,16831
58,1024,32501,16802
58,1024,32786,16949
58,1024,32526,16936
58,1024,32479,17256
58,1024,32421,17363
58,1024,32673,16909
58,1024,32266,16858
58,1024,32554,17516
58,1024,32542,17123
58,1024,32633,16867
58,1024,32311,16849
58,1024,32870,17190
59,1024,32890,17075
59,1024,33087,16963
59,1024,32641,17245
59,1024,32763,16922
59,1024,32612,17155
59,1024,32818,17100
59,1024,32813,17278
59,1024,32993,17010
59,1024,32604,16941
59,1024,32433,16936
59,1024,32769,16789
59,1024,32593,17046
59,1024,32902,16871
59,1024,32714,17314
59,1024,32987,17188
59,1024,32654,16839
59,1024,32491,17295
59,1024,32442,17792
59,1024,32606,17485
59,1024,32655,16976
60,1024,32906,17006
60,1024,32473,17133
60,1024,32664,16890
60,1024,32559,16866
60,1024,32741,16938
60,1024,32624,16794
60,1024,32500,16810
60,1024,32841,16993
60,1024,32655,16807
60,1024,32342,16885
60,1024,32398,17013
60,1024,32558,16923
60,1024,32601,17227
60,1024,32852,16871
60,1024,33086,17289
60,1024,32594,16832
60,1024,32663,17019
60,1024,32792,17337
60,1024,32468,16874
60,1024,32202,17004
61,1024,33056,17263
61,1024,32800,16923
61,1024,32788,16883
61,1024,32734,16934
61,1024,32337,16848
61,1024,32555,16814
61,1024,33023,16917
61,1024,32608,16885
61,1024,32843,16991
61,1024,33101,16792
61,1024,32799,17232
61,1024,32699,17016
61,1024,32854,16984
61,1024,32738,17061
61,1024,32714,16868
61,1024,32492,17060
61,1024,32546,17002
61,1024,32843,16892
61,1024,32672,16797
61,1024,33048,17003
62,1024,33293,17187
62,1024,33230,17214
62,1024,33383,17193
62,1024,33382,17165
62,1024,33212,17198
62,1024,33307,17265
62,1024,33227,17206
62,1024,32923,16872
62,1024,32821,17205
62,1024,32876,17034
62,1024,32742,17226
62,1024,32680,17058
62,1024,32917,16773
62,1024,33309,17454
62,1024,33121,16875
62,1024,33213,17301
62,1024,33281,17255
62,1024,33042,17110
62,1024,32931,17317
62,1024,32948,17000
63,1024,32873,16820
63,1024,33253,17033
63,1024,33057,17005
63,1024,33269,17116
63,1024,33420,16926
63,1024,32938,17127
63,1024,33249,17309
63,1024,33411,17021
63,1024,32944,17041
63,1024,33126,17104
63,1024,33147,17167
63,1024,33095,16994
63,1024,32849,17125
63,1024,32791,17004
63,1024,33051,17105
63,1024,33328,17313
63,1024,32979,17279
63,1024,32998,16928
63,1024,33414,17410
63,1024,32977,16741
