Pallet: "indices", Extrinsic: "transfer", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
0,43544,36511
0,35471,33625
0,34584,33010
0,34178,32053
0,34027,32156
0,34262,32405
0,33877,31730
0,33827,32204
0,33906,31910
0,33792,31839
0,33818,31557
0,33649,32080
0,33619,31823
0,33659,31897
0,33442,31902
0,33569,31664
0,33584,32004
0,33443,32210
0,33699,31733
0,33403,31308
20,33876,33885
20,34225,34533
20,34183,33585
20,33916,33569
20,34382,34064
20,34229,34163
20,34045,33485
20,33817,34748
20,33710,33642
20,33886,33445
20,33973,33990
20,33862,33658
20,33809,33365
20,33787,33469
20,33814,33936
20,34042,34081
20,33933,33586
20,33987,33599
20,33823,34090
20,33871,33634
40,33826,31661
40,33509,31769
40,33535,31586
40,33229,31964
40,33350,32085
40,33443,32118
40,33450,31781
40,33419,32395
40,33134,32037
40,33108,31287
40,33286,32227
40,33289,31321
40,33631,31335
40,33599,31691
40,33296,31347
40,34145,32255
40,33490,31872
40,33121,31526
40,33116,31133
40,33699,31656
60,33711,31779
60,33711,31882
60,33718,31648
60,33481,31694
60,33773,31970
60,33571,31549
60,33451,31970
60,33584,31922
60,33644,31869
60,33259,31798
60,33440,32105
60,33434,32072
60,33565,31422
60,33675,31666
60,33517,32203
60,33394,32298
60,33937,31600
60,33457,31772
60,33339,31652
60,33399,32324
80,34048,34170
80,34381,33721
80,34288,33623
80,33844,33492
80,33972,33647
80,33463,33505
80,33872,33452
80,33557,33328
80,33745,33802
80,33752,33498
80,34059,33560
80,34036,33874
80,33769,33324
80,33434,33523
80,33538,33181
80,33859,33624
80,34081,33659
80,33595,33327
80,33733,33197
80,33886,33714
100,34379,34003
100,34166,34130
100,34397,33562
100,34393,34086
100,34402,33331
100,34548,36623
100,34556,33172
100,34328,34068
100,34661,33311
100,34570,33774
100,34366,34141
100,34303,34169
100,34362,33193
100,34110,33400
100,34102,33994
100,34634,33573
100,34243,33485
100,34144,33099
100,34340,33355
100,34214,34084
120,33756,32239
120,33220,31974
120,33238,31541
120,33295,31492
120,33069,31475
120,33491,31613
120,33309,31807
120,33606,32046
120,33555,32092
120,33525,31802
120,33355,31639
120,33490,31973
120,33859,31549
120,33228,31983
120,33769,31322
120,33315,31119
120,33322,31230
120,33204,31370
120,33300,31564
120,33600,31683
140,34620,36313
140,34284,36030
140,34216,35406
140,34095,35249
140,34310,36232
140,34558,36008
140,34283,36060
140,34041,36018
140,34369,35972
140,34550,35838
140,34384,35578
140,34428,35753
140,34483,35370
140,34259,36291
140,34464,36172
140,37585,35854
140,34357,35487
140,34292,35430
140,34404,35937
140,34508,35409
160,33932,34411
160,33894,33899
160,33840,33840
160,33586,33558
160,33257,33753
160,33479,33552
160,33763,33640
160,34012,33232
160,33451,33403
160,33433,33569
160,33676,33087
160,33717,33996
160,33596,33583
160,33650,33765
160,33710,33965
160,33858,33944
160,33414,33674
160,33653,33457
160,33639,33800
160,33640,33837
180,34136,31872
180,33707,31916
180,33597,31489
180,33461,32044
180,33892,32133
180,33665,31349
180,33486,31580
180,33344,31430
180,33166,31327
180,33446,31054
180,33471,31942
180,33408,31228
180,33304,31851
180,33413,31447
180,33233,31657
180,33151,31187
180,33144,31389
180,33210,31239
180,33471,31480
180,33537,31085
200,33602,33985
200,33698,33791
200,33484,33862
200,33862,33253
200,33554,33740
200,33609,36005
200,33797,33131
200,33446,33532
200,33504,33314
200,33720,33233
200,33840,33695
200,33645,33289
200,33717,33698
200,33851,33007
200,33498,33170
200,33492,33393
200,33412,33709
200,33593,32631
200,33711,33448
200,33561,33404
220,33820,31739
220,33324,31544
220,33254,31159
220,33087,31202
220,33428,31540
220,33256,31108
220,33467,31321
220,33161,31272
220,32969,31347
220,33385,31121
220,33212,30951
220,33731,31237
220,33275,30955
220,33088,31048
220,33255,30872
220,33221,31419
220,33241,31414
220,33089,31539
220,33611,31733
220,33021,31436
240,33872,31779
240,33854,31712
240,33749,31802
240,33504,31396
240,33666,32011
240,33303,31387
240,33611,30886
240,33793,31514
240,33454,31600
240,33304,31548
240,33250,31448
240,33289,31628
240,33552,30949
240,33086,31597
240,33556,31574
240,33508,30908
240,33615,31261
240,34222,31495
240,33882,31657
240,33985,31272
260,33925,34084
260,33970,33855
260,33886,33028
260,34334,33137
260,33923,33370
260,34085,32898
260,34218,33337
260,33810,33506
260,33786,33247
260,34391,33298
260,33972,32988
260,34056,33527
260,33633,33166
260,33789,33329
260,33830,33212
260,33956,32813
260,33749,33495
260,34322,34195
260,34085,33135
260,34085,33272
280,33852,33521
280,34021,32978
280,34282,33774
280,33557,33679
280,33842,33449
280,34055,33403
280,34016,32538
280,33755,33340
280,34034,33575
280,33862,33150
280,33298,33016
280,33660,33227
280,33573,33244
280,33558,33781
280,33746,33069
280,33924,33195
280,33773,32807
280,33678,33181
280,33531,33491
280,33751,33262
300,33962,33340
300,34176,33359
300,34147,33586
300,33907,33201
300,34082,32817
300,33481,33383
300,33799,33374
300,34016,33335
300,33939,32904
300,33457,33188
300,33632,33536
300,33357,32672
300,34051,33459
300,33816,33402
300,33945,33551
300,34399,32938
300,34306,33424
300,34001,33404
300,33923,33018
300,33988,33559
320,33766,32059
320,33628,31422
320,34083,31256
320,33589,31337
320,33535,31073
320,33841,31407
320,33787,31221
320,33576,31655
320,33848,31286
320,33947,31520
320,33764,30924
320,33828,30829
320,33828,31138
320,33712,31504
320,33826,31502
320,33397,31353
320,33475,31015
320,33553,30970
320,33669,31506
320,33687,31250
340,34063,31322
340,33657,31295
340,33585,31242
340,33913,30901
340,33884,31082
340,33642,31556
340,34038,31351
340,33613,31297
340,33675,31184
340,33461,30808
340,33599,30986
340,33044,31269
340,33673,31015
340,33929,31363
340,33491,31239
340,33516,30989
340,33591,31020
340,33889,31306
340,33586,31361
340,33549,30674
360,33871,33002
360,34014,32879
360,33900,33264
360,33735,33369
360,33822,33623
360,33779,33225
360,33681,33448
360,33805,33347
360,33560,32364
360,33581,32681
360,33505,32572
360,33865,32910
360,33900,33251
360,33905,32690
360,33753,33150
360,33682,32699
360,33807,33102
360,33540,33446
360,33931,32697
360,33532,33303
380,33335,32006
380,33350,31603
380,33596,31040
