Pallet: "system", Extrinsic: "suicide", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
n,extrinsic_time,storage_root_time
1,11995,29722
1,9476,18786
1,8975,17755
1,8863,17364
1,8771,17211
1,8818,17096
1,8798,16928
1,8701,17023
1,8761,16735
1,8808,16794
1,8658,16853
1,8703,17061
1,8651,17005
1,8616,16707
1,8709,16759
1,8570,16727
1,8571,16800
1,8575,16658
1,8610,16561
1,8645,16949
20,8761,16767
20,8623,16721
20,8744,16761
20,8660,16670
20,8648,16528
20,8698,16800
20,8630,16618
20,8580,16770
20,8630,16610
20,8571,16794
20,8581,16617
20,8559,16691
20,8598,16622
20,8754,16598
20,8881,16822
20,8635,16629
20,8577,16707
20,8658,16472
20,8612,16739
20,8695,16665
39,8780,16654
39,8784,16662
39,8675,16536
39,8571,16557
39,8726,16691
39,8663,16669
39,8573,16600
39,8662,16826
39,8605,16572
39,8659,16497
39,8635,16474
39,8658,16870
39,8575,16548
39,8763,16495
39,8711,16724
39,8492,16600
39,8584,16700
39,8574,16712
39,8651,16631
39,8851,16481
58,9185,16806
58,8561,16590
58,8555,16660
58,8505,16639
58,8501,16711
58,8801,16621
58,8678,16698
58,8531,16515
58,8624,16676
58,8503,16489
58,8633,16428
58,8593,16663
58,8608,16607
58,8545,16579
58,8484,16473
58,8509,16543
58,8615,16609
58,8587,16694
58,8507,16529
58,8485,16612
77,8703,16689
77,8722,16527
77,8584,16464
77,8765,16410
77,8548,16521
77,8574,16390
77,8652,16551
77,8638,16566
77,8510,16566
77,8761,16487
77,8533,16466
77,8527,16568
77,8477,16389
77,8600,16460
77,8550,16540
77,8504,16456
77,8559,16377
77,8652,16549
77,8549,16425
77,8651,16616
96,8875,16819
96,8649,16626
96,8601,16695
96,8631,16390
96,8600,16656
96,8478,16373
96,8602,16523
96,8597,16333
96,8607,16514
96,8591,16398
96,8599,16528
96,8560,16482
96,8424,16561
96,8570,16622
96,8478,16715
96,8571,16660
96,8546,16626
96,8861,16912
96,8575,16654
96,8574,16692
115,8628,16502
115,8547,16675
115,8529,16596
115,8566,16561
115,8613,16678
115,8550,16401
115,8663,16518
115,8632,16662
115,8590,16639
115,8703,16798
115,8669,16672
115,8586,16647
115,8485,16702
115,8669,16757
115,8673,16505
115,8657,16403
115,8724,16366
115,8722,16519
115,8650,16566
115,8545,16439
134,8799,16874
134,8681,16526
134,8683,16658
134,8629,16502
134,8531,16745
134,8551,16572
134,8728,16570
134,8546,16520
134,8543,16389
134,8637,16492
134,8614,16630
134,8655,16612
134,8625,16519
134,8558,16700
134,8622,16525
134,8561,16705
134,8579,16710
134,8501,16380
134,8591,16540
134,8599,16441
153,9009,16848
153,8702,16678
153,8716,16569
153,8785,16480
153,8649,16763
153,8538,16630
153,8699,16878
153,8603,16570
153,8697,16474
153,8585,16614
153,8677,16619
153,8489,16765
153,8572,16366
153,8623,16544
153,8650,16688
153,8625,16506
153,8681,16571
153,8763,16688
153,8649,16629
153,8890,16824
172,8777,16539
172,8717,16426
172,8563,16532
172,8583,16703
172,8788,16550
172,8595,16558
172,8631,16685
172,8563,19231
172,8726,16670
172,8613,16773
172,8691,16464
172,8743,16679
172,8746,16725
172,8659,16522
172,8563,16666
172,8585,16728
172,8700,16614
172,8630,16559
172,8781,16562
172,8654,16583
191,8681,16872
191,8600,16517
191,8660,16592
191,8633,16559
191,8582,16421
191,8640,16686
191,8626,16668
191,8618,16634
191,8548,16580
191,8603,16422
191,8765,16575
191,8618,16636
191,8695,16563
191,8666,16630
191,8703,16638
191,8558,16619
191,8677,16654
191,8582,16586
191,8507,16521
191,8641,16719
210,8716,16510
210,8578,16432
210,8554,16348
210,8495,16295
210,8531,16615
210,8664,16467
210,8592,16766
210,8675,16354
210,8684,16722
210,8624,16516
210,8622,16603
210,8559,16695
210,8623,16561
210,8700,16450
210,8625,16583
210,8599,16485
210,8758,16639
210,8648,16436
210,8667,16528
210,8573,16342
229,8697,16576
229,8638,16266
229,8695,16512
229,8595,16473
229,8706,16433
229,8633,16543
229,8636,16522
229,8659,16620
229,8568,16547
229,8536,16403
229,8543,16772
229,8695,19746
229,8659,16631
229,8605,16707
229,8621,16541
229,8538,16441
229,8719,16609
229,8713,16708
229,8658,16631
229,8560,16579
248,8857,16716
248,8676,16732
248,8603,16692
248,8558,16470
248,8635,16516
248,8632,16461
248,8642,16606
248,8490,16419
248,8538,16382
248,8600,16402
248,8572,16601
248,8635,16595
248,8574,16447
248,8513,16403
248,8575,16508
248,8680,16725
248,8793,16650
248,8755,16611
248,8656,16412
248,8607,16578
267,8685,16432
267,8747,16480
267,8646,16411
267,8641,16501
267,8683,16542
267,8617,16301
267,8683,16585
267,8713,16342
267,8599,16594
267,8828,16693
267,8664,16496
267,8687,16516
267,8618,16470
267,8578,16583
267,8590,16502
267,8540,16482
267,8587,16486
267,8623,16621
267,8657,16654
267,8751,16496
286,8836,16516
286,8646,16730
286,8703,16405
286,8566,16419
286,8661,16423
286,8797,16384
286,8626,16574
286,8684,16444
286,8432,16617
286,8542,16675
286,8494,16501
286,8399,16444
286,8632,16503
286,8548,16398
286,8621,16576
286,9015,16678
286,8658,16434
286,8719,16532
286,8558,16419
286,8701,16404
305,8626,16590
305,8594,16549
305,8730,16454
305,8555,16538
305,8617,16476
305,8631,16505
305,8605,16591
305,8647,16498
305,8780,16545
305,8579,16491
305,8583,16566
305,8662,16517
305,8542,16490
305,8677,16582
305,8678,16714
305,8753,16482
305,8651,16775
305,8594,16339
305,8744,16390
305,8699,16626
324,8743,16636
324,8677,16445
324,8612,16533
324,8555,16563
324,8578,16421
324,8507,16571
324,8602,16522
324,8602,16445
324,8591,16521
324,8733,16616
324,8677,16352
324,8616,16575
324,8525,16593
324,8619,16505
324,8682,16454
324,8567,16580
324,8573,16566
324,8613,16625
324,8580,16556
324,8529,16564
343,8825,16686
343,8777,16709
343,8639,16653
343,8559,16713
343,8722,16618
343,8751,16758
343,8715,16639
343,8544,16481
343,8642,16664
343,8606,16691
343,8635,16755
343,8525,16648
343,8701,16534
343,8603,16640
343,8613,16487
343,8601,16387
343,8644,16458
343,8546,16589
343,8587,16515
343,9040,16605
362,8737,16611
362,8775,16588
362,8788,16630
362,8619,16494
362,8541,16484
362,8569,16469
362,8719,16586
362,8559,16523
362,8559,16602
362,8701,16740
362,8522,16899
362,8695,16647
362,8709,16638
362,8593,16366
362,8565,16466
362,8758,16698
362,8706,16535
362,8651,16633
362,8602,16456
362,8584,16421
381,8787,16440
381,8735,16505
381,8637,16624
381,8654,16405
381,8649,16461
381,8654,16432
381,8561,16927
381,8636,16651
381,8643,16707
381,8636,16719
381,8605,16588
381,8563,16522
381,8719,16598
381,8686,16565
381,8569,16563
381,8591,16496
381,8666,16437
381,8645,16521
381,8580,16413
381,8717,16471
400,8816,16754
400,8712,16514
400,8768,16576
400,8820,16488
400,8568,16623
400,8689,16416
400,8625,16739
400,8489,16537
400,8585,16577
400,8613,16490
400,8552,16612
400,8639,16334
400,8566,16565
400,8577,16653
400,8608,16347
400,8515,16691
400,8611,16387
400,8573,16638
400,8599,16687
400,8627,16600
419,8609,16497
419,8375,16505
419,8509,16395
419,8993,16616
419,8661,16587
419,8612,16485
419,8685,16672
419,8533,16477
419,8573,16686
419,8649,16732
419,8633,16597
419,8668,16712
419,8588,16665
419,8602,16646
419,8636,16681
419,8553,16435
419,8593,16542
419,8632,16577
419,8716,16363
419,8489,16432
438,8811,16687
438,8760,16634
438,8656,16707
438,8716,16549
438,8492,16457
438,8473,16498
438,8627,16721
438,8576,16503
438,8597,16436
438,8618,16567
438,8570,16577
438,8621,16653
438,8599,16579
438,8634,16329
438,8588,16289
438,8605,16411
438,8734,16463
438,8622,16451
438,8697,16472
438,8516,16395
457,8655,16644
457,8715,16593
457,8629,16558
457,8501,16539
457,8590,16437
457,8624,16424
457,8640,16484
457,8562,16357
457,8580,16580
457,8556,16394
457,8579,16566
457,8614,16515
457,8554,16542
457,8618,16724
457,8612,16408
457,8508,16481
457,8660,16516
457,8563,16697
457,8537,16557
457,8567,16611
476,8751,16761
476,8679,16543
476,8633,16330
476,8610,16638
476,8716,16544
476,8501,16454
476,8612,16510
476,8871,16786
476,8444,16820
476,8498,16724
476,8518,16485
476,8513,16687
476,8541,16669
476,8750,16757
476,8574,16514
476,8481,16451
476,8577,16487
476,8564,16494
476,8432,16460
476,8402,16599
495,8485,16535
495,8534,16435
495,8604,16525
495,8522,16471
495,8656,16489
495,8560,16591
495,8616,16695
495,8664,16480
495,8766,16549
495,8594,16342
495,8722,16677
495,8513,16557
495,8509,16567
495,8534,16476
495,8616,16437
495,8612,16574
495,8496,16364
495,8526,16590
495,8612,16562
495,8582,16479
514,8535,16502
514,8548,16461
514,8598,16450
514,8590,16658
514,8526,16484
514,8719,16453
514,8574,16469
514,8579,16685
514,8515,16387
514,8564,16519
514,8513,16442
514,8466,16627
514,8505,16721
514,8562,16515
514,8624,16675
514,8766,16551
514,8662,16631
514,8643,16615
514,8578,16386
514,8516,16452
533,8532,16416
533,8606,16548
533,8579,16513
533,8461,16499
533,8463,16496
533,8657,16623
533,8542,16592
533,8530,16661
533,8470,16468
533,8578,16458
533,8522,16352
533,8676,16627
533,8545,16404
533,8567,16525
533,8597,16658
533,8509,16688
533,8574,16453
533,8464,16466
533,8548,16451
533,8604,16356
552,8890,16314
552,8881,16878
552,8662,16401
552,8683,16487
552,8540,16326
552,8570,16473
552,8561,16404
552,8654,16484
552,8573,16700
552,8490,16402
552,8646,16574
552,8578,16444
552,8651,16447
552,8642,16448
552,8642,16452
552,8587,16343
552,8655,16519
552,8660,16478
552,8678,16346
552,8599,16349
571,8807,16552
571,8669,16572
571,8676,16588
571,8635,16469
571,8613,16504
571,8662,16752
571,8521,16372
571,8659,16631
571,8643,16562
571,8571,16677
571,8477,16535
571,8550,16581
571,8593,16296
571,8598,16516
571,8704,16448
571,8613,16408
571,8615,16360
571,8565,16438
571,8492,16389
571,8463,16492
590,8542,16692
590,8587,16478
590,8577,16553
590,8599,16533
590,8587,16337
590,8596,16498
590,8672,16714
590,8571,16560
590,8566,16570
590,8561,16612
590,8613,16523
590,8525,16485
590,8688,16703
590,8595,16461
590,8619,16409
590,8952,16910
590,8564,16502
590,8652,16680
590,8656,16817
590,8694,16664
609,8782,16673
609,8588,16714
609,8642,16633
609,8627,16511
609,8491,16477
609,8579,16438
609,8626,16537
609,8525,16765
609,8535,16669
609,8449,16473
609,8435,16657
609,8472,16513
609,8562,16479
609,8705,16583
609,8624,16514
609,8610,16675
609,8665,16682
609,8609,16553
609,8616,16642
609,8630,16682
628,8686,16432
628,8640,16679
628,8642,16516
628,8566,16625
628,8690,16647
628,8740,16723
628,8516,16506
628,8660,16589
628,8543,16442
628,8669,16615
628,8608,16447
628,8525,16407
628,8538,16551
628,8583,16715
628,8621,16476
628,8615,16657
628,8639,16519
628,8580,16465
628,8685,16529
628,8648,16574
647,8828,16578
647,8693,16782
647,8801,16497
647,8687,16599
647,8660,16589
647,8483,16502
647,8691,16602
647,8596,16490
647,8692,16374
647,8650,16566
647,8708,16620
647,8638,16588
647,8615,16594
647,8712,16578
647,8684,16549
647,8747,16425
647,8608,16459
647,8608,16409
647,8651,16623
647,9031,16960
666,8679,16794
666,8622,16651
666,8597,16641
666,8563,16815
666,8664,16631
666,8647,16780
666,8525,16712
666,8597,16536
666,8540,16419
666,8567,16628
666,8629,16502
666,8610,16534
666,8587,16627
666,8634,16790
666,8654,16618
666,8642,16603
666,8661,16494
666,8545,16515
666,8565,16700
666,8545,16627
685,8811,16626
685,8521,16653
685,8697,16535
685,8637,16629
685,8546,16388
685,8634,16696
685,8587,16254
685,8616,16553
685,8560,16513
685,8547,16286
685,8664,16352
685,8460,16589
685,8556,16564
685,8611,16616
685,8543,16575
685,8520,16708
685,8667,16592
685,8656,16474
685,8635,16249
685,8635,16399
704,8957,16758
704,8803,16683
704,8731,16804
704,8540,16518
704,8769,16883
704,8618,16629
704,8676,16599
704,8614,16711
704,8565,16504
704,8608,16581
704,8716,16579
704,8679,16639
704,8681,16589
704,8699,16529
704,8573,16566
704,8672,16595
704,8639,16515
704,8671,16593
704,8735,16513
704,8524,16618
723,8631,16824
723,8636,16690
723,8513,16494
723,9096,17078
723,8649,16534
723,8579,16544
723,8502,16524
723,8624,16738
723,8611,16390
723,8503,16536
723,8574,16607
723,8543,16624
723,8499,16527
723,8530,16492
723,8480,16658
723,8568,16519
723,8555,16568
723,8533,16498
723,8561,16434
723,8504,16589
742,8674,16636
742,8586,16607
742,8616,16509
742,8557,16564
742,8745,16665
742,8642,16725
742,8591,16538
742,8512,16598
742,8547,16714
742,8494,16607
742,8478,16669
742,8559,16706
742,8559,16579
742,8790,16742
742,8686,16660
742,8540,16489
742,8556,16524
742,8548,16573
742,8584,16434
742,8622,16783
761,8636,16493
761,8572,16597
761,8470,16597
761,8525,16583
761,8459,16477
761,8697,16419
761,8600,16450
761,8568,16541
761,8431,16489
761,8504,16384
761,8459,16634
761,8574,16377
761,8624,16332
761,8538,16347
761,8440,16352
761,8519,16661
761,8600,16470
761,8682,16533
761,8531,16553
761,8533,16719
780,8738,16649
780,8633,16606
780,8656,16748
780,8699,16776
780,8717,16481
780,8585,16501
780,8674,16659
780,23949,29912
780,8690,16618
780,8606,16481
780,8545,16574
780,8577,16710
780,8591,16606
780,8583,16691
780,8524,16577
780,8589,16536
780,8770,16609
780,8619,16625
780,8594,16495
780,8564,16632
799,8658,16788
799,8646,16506
799,8605,16611
799,8656,16605
799,8593,16758
799,8583,16588
799,8511,16670
799,8547,16691
799,8704,16546
799,8654,16710
799,8545,16596
799,8518,16721
799,8526,16439
799,8720,16763
799,8692,16613
799,8670,16517
799,8692,16703
799,8494,16643
799,8606,16552
799,8618,16569
818,8770,16860
818,8705,16561
818,8736,16786
818,8557,16559
818,8610,16492
818,8653,16555
818,8526,16605
818,8587,16524
818,8605,16403
818,8594,16659
818,8537,16581
818,8526,16465
818,8593,16399
818,8678,16621
818,8516,16366
818,8526,16534
818,8640,16523
818,8549,16612
818,8581,16615
818,8534,16503
837,8605,16708
837,8692,16415
837,8544,16434
837,8582,16654
837,8497,16410
837,8535,16415
837,8624,16566
837,8507,16577
837,8563,16786
837,8563,16639
837,8641,16749
837,8613,16882
837,8581,16619
837,8552,16725
837,8601,16567
837,8619,16494
837,8640,16558
837,8518,16722
837,8546,16682
837,8557,16411
856,8882,16833
856,8781,16712
856,8903,16536
856,8693,16548
856,8540,16631
856,8763,16595
856,8828,16648
856,8559,16696
856,8666,16579
856,8688,16456
856,8679,16681
856,8622,16457
856,8540,16657
856,8618,16554
856,8571,16585
856,8576,16453
856,8668,16568
856,8670,16518
856,8640,16438
856,8476,16609
875,8680,16697
875,8667,16437
875,8667,16450
875,8641,16482
875,8598,16545
875,8544,16292
875,8539,16487
875,8623,16657
875,8573,16453
875,8636,16502
875,8544,16468
875,8664,16649
875,8707,16481
875,8684,16727
875,8675,16686
875,8616,16518
875,8644,16640
875,8607,16579
875,8654,16516
875,8651,16422
894,8650,16574
894,8642,16353
894,8537,16623
894,8629,16545
894,8670,16335
894,8635,16537
894,8559,16576
894,8663,16572
894,8750,16573
894,8632,16455
894,8602,16543
894,8620,16365
894,8647,16408
894,8618,16564
894,8702,16651
894,8692,16761
894,8772,16620
894,8598,16727
894,8561,16512
894,8746,16407
913,8661,16547
913,8854,16789
913,8735,16443
913,8643,16407
913,8618,16590
913,8589,16673
913,8641,16635
913,8773,16646
913,8735,16666
913,8690,16791
913,8610,16659
913,8728,16731
913,8641,16851
913,8601,16718
913,8511,16565
913,8607,16540
913,8593,16537
913,8451,16783
913,8551,16607
913,8525,16652
932,8818,16592
932,8716,16706
932,8670,16754
932,8707,16560
932,8607,16754
932,8668,16599
932,8539,16467
932,8584,16621
932,8654,16379
932,8578,16690
932,8666,16612
932,8499,16431
932,8432,16548
932,8460,16369
932,8536,16418
932,8530,16776
932,8482,16782
932,8600,16575
932,8585,16391
932,8629,16533
951,8765,16631
951,8735,16529
951,8666,16591
951,8554,16512
951,8496,16514
951,8590,16691
951,8655,16273
951,8654,16354
951,8616,16309
951,8767,16534
951,8614,16594
951,8705,16713
951,8593,16575
951,8649,16470
951,8525,16734
951,8616,16610
951,8616,16670
951,8694,16694
951,8638,16683
951,8709,16774
970,8719,16667
970,8636,16477
970,8631,16388
970,8545,16375
970,8701,16508
970,8805,16636
970,8535,16550
970,8682,16527
970,8648,16649
970,8538,16497
970,8570,16459
970,8723,16783
970,8584,16533
970,8494,16526
970,8562,16887
970,8595,16442
970,8669,16539
970,8608,16529
970,8659,16396
970,8503,16467
989,8705,16517
989,8810,16631
989,8633,16645
989,8658,16428
989,8675,16731
989,8638,16402
989,8661,16748
989,8653,16705
989,8620,16639
989,8800,16644
989,8694,16563
989,8550,16591
989,8587,16571
989,8633,16614
989,8708,16777
989,8738,16534
989,8749,16723
989,8700,16501
989,8744,16522
989,8594,16432

Median Slopes Analysis
========

Model:
Time ~=    8.625
    + n        0
              µs

Min Squares Analysis
========

Data points distribution:
    n   mean µs  sigma µs       %
    1      8.72     0.057    0.6%
   20     8.638     0.026    0.3%
   39      8.65     0.033    0.3%
   58     8.561     0.036    0.4%
   77      8.59      0.04    0.4%
   96     8.588     0.013    0.1%
  115     8.625     0.033    0.3%
  134     8.601     0.027    0.3%
  153     8.665     0.028    0.3%
  172     8.661     0.042    0.4%
  191      8.63      0.02    0.2%
  210     8.624     0.027    0.3%
  229     8.639     0.027    0.3%
  248     8.615     0.026    0.3%
  267     8.651     0.025    0.2%
