Pallet: "system", Extrinsic: "suicide", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
n,extrinsic_time,storage_root_time
  286     8.635     0.043    0.4%
  305     8.638     0.027    0.3%
  324     8.598     0.016    0.1%
  343     8.639     0.037    0.4%
  362     8.642     0.053    0.6%
  381     8.642     0.015    0.1%
  400     8.605      0.02    0.2%
  419     8.612     0.023    0.2%
  438     8.616     0.019    0.2%
  457      8.59     0.022    0.2%
  476     8.564     0.043    0.5%
  495     8.577     0.034    0.3%
  514     8.565     0.022    0.2%
  533     8.551      0.02    0.2%
  552     8.631     0.029    0.3%
  571      8.61     0.028    0.3%
  590     8.599     0.022    0.2%
  609     8.597     0.029    0.3%
  628     8.623     0.025    0.2%
  647     8.675     0.022    0.2%
  666     8.605     0.025    0.2%
  685     8.601     0.034    0.3%
  704     8.666     0.031    0.3%
  723     8.556     0.026    0.3%
  742     8.577     0.024    0.2%
  761     8.546     0.028    0.3%
  780     8.623     0.036    0.4%
  799     8.616     0.035    0.4%
  818     8.585     0.029    0.3%
  837     8.576     0.022    0.2%
  856     8.652     0.035    0.4%
  875      8.64     0.018    0.2%
  894      8.64     0.016    0.1%
  913      8.63     0.028    0.3%
  932     8.597     0.041    0.4%
  951     8.641     0.025    0.2%
  970     8.616     0.035    0.4%
  989     8.672     0.026    0.2%

Quality and confidence:
param     error
n             0

Model:
Time ~=    8.626
    + n        0
              µs

