Pallet: "staking", Extrinsic: "rebond", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
l,extrinsic_time,storage_root_time
1,37985,35039
1,34917,32626
1,34494,31665
1,34473,31801
1,34088,31634
1,34293,32069
1,33716,31505
1,33713,32019
1,33496,31464
1,33900,31574
1,33571,31339
1,33477,31351
1,33656,31790
1,33548,31608
1,33541,31912
1,33886,31484
1,33462,31254
1,33392,31662
1,33631,31101
1,33781,31441
20,36419,31691
20,35820,31727
20,35894,31378
20,35893,30741
20,36238,31682
20,36016,31756
20,36431,31321
20,36247,31563
20,36133,31583
20,36633,31624
20,36076,31375
20,35917,31413
20,35628,31432
20,35903,31431
20,36010,31509
20,36002,31054
20,36780,31470
20,36381,31225
20,36122,31437
20,36190,31443
39,36927,31267
39,36725,30978
39,36668,30925
39,37136,31919
39,36949,30778
39,36779,31544
39,36407,30935
39,36531,31316
39,36353,31435
39,36611,30893
39,36454,30546
39,36559,31750
39,36474,31319
39,36420,31081
39,36879,31905
39,36552,31200
39,36334,31655
39,36537,31391
39,36016,31038
39,36628,31200
58,37186,31266
58,37176,31487
58,37416,31228
58,36989,31269
58,36952,31255
58,36943,31132
58,37334,31407
58,37175,30806
58,37289,30833
58,36961,30530
58,37131,30700
58,37620,31037
58,37208,31090
58,37257,31147
58,37354,30977
58,37276,31700
58,37264,30295
58,36849,31337
58,36984,31333
58,52833,44764
77,38988,31364
77,38951,30787
77,38717,31362
77,38987,31538
77,39208,31537
77,38748,31514
77,38712,31720
77,38616,31179
77,38529,31256
77,38728,31246
77,38601,31376
77,38429,31476
77,38411,31428
77,38391,30979
77,38658,31558
77,38468,31629
77,38826,31533
77,38508,31507
77,38425,31154
77,38571,31002
96,39839,31348
96,39336,30739
96,39385,30841
96,39325,31027
96,39154,31128
96,39547,31122
96,39128,30646
96,38902,30765
96,39214,30629
96,39347,30862
96,39570,31387
96,38789,31150
96,39016,30340
96,39247,30838
96,39439,31278
96,39037,30582
96,39067,30992
96,39488,30817
96,39182,30600
96,39292,31347
115,39739,30989
115,40053,31540
115,40095,31241
115,40121,31308
115,40118,30965
115,39858,30601
115,39841,30894
115,40167,31059
115,40095,30746
115,39982,31371
115,39912,30966
115,40018,31108
115,40010,34485
115,39655,31401
115,39886,31234
115,39634,31471
115,39901,31454
115,39887,31191
115,39775,31497
115,39761,30685
134,40890,31029
134,40866,30629
134,40919,30864
134,40840,31359
134,40878,30579
134,41092,30929
134,40816,31338
134,40584,31632
134,41149,31022
134,40772,31248
134,41123,31104
134,41352,31165
134,41286,30996
134,41164,31051
134,41215,31019
134,41050,31286
134,41228,30931
134,40926,31196
134,41310,31464
134,41088,30770
153,41662,31893
153,42466,31220
153,42196,31318
153,42211,31887
153,42192,31761
153,42210,31017
153,42243,31618
153,42050,31590
153,42060,31483
153,42082,31555
153,42025,31460
153,41869,31181
153,42291,31362
153,41895,31688
153,42356,31521
153,42334,31543
153,41591,31475
153,41956,31609
153,41742,31575
153,42308,32037
172,43278,31977
172,42806,31131
172,42424,31169
172,42367,30923
172,43342,30693
172,42480,30984
172,42250,31267
172,42674,31500
172,42264,30731
172,42600,31395
172,42513,31239
172,42680,31257
172,42584,31460
172,42412,31135
172,42858,49712
172,42206,31401
172,42437,31253
172,42590,31504
172,42519,30977
172,42790,30873
191,43333,30969
191,43675,31368
191,43302,31137
191,43143,31295
191,43583,31583
191,43937,31037
191,43684,31862
191,43740,30953
191,43910,31739
191,43506,31318
191,43368,30805
191,43714,31205
191,43532,31497
191,43522,31535
191,43808,31533
191,43685,31700
191,44129,31988
191,43565,31851
191,43147,31457
191,43446,31455
210,44543,31677
210,44195,30703
210,44461,31638
210,44331,31086
210,44583,31666
210,44284,31549
210,44400,31520
210,43892,31051
210,44461,31289
210,44242,31093
210,44350,31421
210,44229,31333
210,44590,31567
210,44586,31132
210,44571,31222
210,44453,30983
210,44302,31252
210,44348,31593
210,44407,31078
210,44112,31003
229,45758,31225
229,45452,31321
229,45187,30833
229,45327,31461
229,45330,31070
229,45242,31548
229,45214,30901
229,44860,31083
229,45576,31095
229,45214,30846
229,45444,30816
229,45441,30570
229,45607,31169
229,45411,30904
229,45462,30696
229,45944,31097
229,45590,31259
229,45419,31485
229,45375,31041
229,45170,31209
248,46376,30918
248,46253,30747
248,46421,30833
248,46147,30968
248,45839,31147
248,46129,31093
248,46004,30993
248,45998,31024
248,46123,30862
248,45831,31012
248,46349,31341
248,46002,30980
248,46217,30910
248,45815,30787
248,45598,30979
248,46099,30949
248,46144,30760
248,46082,30844
248,45883,30219
248,46076,30714
267,47026,30836
267,47452,30860
267,47030,30752
267,47062,30913
267,47254,30910
267,47208,31370
267,46941,31182
267,47183,31016
267,47261,31000
267,46956,30826
267,46844,30710
267,47024,30993
267,46624,30708
267,46610,30744
267,46681,30859
267,46686,30597
267,47303,30942
267,47431,31267
267,47278,31046
267,47550,31530
286,48074,31167
286,48112,30868
286,47719,30663
286,47463,30905
286,47618,30357
286,47624,30981
286,47713,30651
286,47599,30767
286,47954,30632
286,47872,30933
286,47923,30489
286,47665,30724
286,47751,30941
286,48095,31053
286,50288,31006
286,47790,30902
286,47882,30934
286,47944,30710
286,47515,30774
286,47793,30687
305,48795,31028
305,49089,31192
305,48511,30849
305,48683,30830
305,48692,30823
305,49011,30981
305,48859,31033
305,49109,31106
305,48539,30861
305,48728,30925
305,48316,30810
305,48468,30705
305,49051,30844
305,48957,30880
305,48932,31164
305,48820,30810
305,49099,31014
305,49198,30782
305,48634,30702
305,48413,30689
324,49946,30880
324,49811,31197
324,49740,31128
324,50548,31323
324,50020,31008
324,49567,31238
324,49721,30847
324,49675,31305
324,49886,31413
324,49747,31301
324,49575,31312
324,50507,31223
324,49782,31421
324,49774,30955
324,49735,31480
324,49815,31047
324,49514,30957
324,49764,31072
