Pallet: "pallet-timestamp", Extrinsic: "set", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,116300,76700
1,120100,68400
1,132300,103400
1,146800,64000
1,124601,66200
1,120700,68000
1,114900,68200
1,146800,79800
1,111000,63900
1,113100,63600
10,113001,64700
10,139300,68400
10,112900,70500
10,128000,68700
10,117301,65300
10,115100,64800
10,120300,68200
10,119201,67000
10,118500,72601
10,119000,67600
19,125900,62601
19,107900,61600
19,106500,62200
19,133100,66000
19,361000,2507603
19,116001,67000
19,118000,78900
19,132700,63600
19,114201,109700
19,164300,69100
28,160200,70400
28,117300,67500
28,114300,66400
28,113300,63600
28,113500,65800
28,129700,69100
28,113900,67700
28,134900,68100
28,154100,73801
28,115100,65800
37,111400,67300
37,205101,83200
37,112800,87700
37,114101,67500
37,122100,67500
37,357400,82400
37,118801,68400
37,116600,78400
37,120000,70200
37,123301,88200
46,211800,109500
46,132700,100200
46,134501,67700
46,148000,65300
46,141300,69700
46,167200,66800
46,197400,89600
46,114100,68800
46,118301,68300
46,198800,67100
55,135401,100100
55,154300,73100
55,106100,63500
55,101200,81100
55,119900,68900
55,114300,67701
55,161000,71300
55,159500,69400
55,154700,85700
55,118700,102701
64,120300,69000
64,132000,114200
64,115700,66700
64,128201,114800
64,117700,68900
64,115001,81300
64,127800,108200
64,117400,69900
64,122700,68400
64,106600,66600
73,113100,66200
73,120101,69200
73,138200,139000
73,117400,121101
73,131401,92800
73,125800,65700
73,120700,116100
73,154600,67200
73,124100,68500
73,121501,71700
82,116801,102400
82,131900,93301
82,115400,66500
82,155200,96800
82,115600,105700
82,116400,67300
82,124800,70400
82,157000,69400
82,129300,64600
82,110900,65000
91,111800,66400
91,125800,83700
91,113500,64600
91,118200,67900
91,117400,67300
91,124500,70201
91,161600,72300
91,116700,87100
91,116601,68300
91,120200,90500
100,137200,68500
100,130700,86900
100,117100,69500
100,133000,75800
100,119700,71900
100,120801,68300
100,289301,70000
100,118900,69300
100,117900,75100
100,172400,69501
