Pallet: "pallet-staking", Extrinsic: "set_validator_count", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
c,extrinsic_time,storage_root_time
0,20000,107901
0,38600,167201
0,22100,154401
0,21500,161600
0,22600,125000
0,21600,121801
0,19000,157400
0,21100,118700
0,69701,208700
0,23500,125101
100,21500,122201
100,22300,161801
100,21100,137800
100,22500,150301
100,38100,121701
100,22900,157101
100,21900,130100
100,23500,127300
100,20900,124801
100,34500,139300
200,20500,115801
200,21000,143700
200,22600,139501
200,21700,135200
200,27800,133301
200,22201,151400
200,21200,118801
200,54500,123100
200,22200,141300
200,23000,123900
300,20900,119801
300,21800,121501
300,23200,140000
300,22000,123200
300,21100,124000
300,22900,125500
300,39700,137100
300,20600,109501
300,21700,118600
300,39200,140500
400,22200,136300
400,20800,113300
400,20700,140500
400,22200,119100
400,23300,127801
400,28800,169901
400,22200,142300
400,21800,183600
400,22100,154900
400,22300,147901
500,22700,200001
500,38300,128900
500,54200,126301
500,45200,149800
500,32200,130800
500,22200,143601
500,23900,143001
500,22100,119301
500,21500,130900
500,22200,155500
600,23000,140101
600,20600,118901
600,21700,147700
600,47101,163800
600,22100,124200
600,22700,158501
600,22400,148900
600,23200,146101
600,39100,127201
600,23200,128901
700,22200,129701
700,21400,131801
700,24000,129600
700,23000,126300
700,22000,177600
700,23200,132200
700,23200,162601
700,21400,122301
700,23101,134700
700,21700,121900
800,21600,155401
800,21500,153300
800,38700,133601
800,21700,125301
800,21100,117700
800,21500,123600
800,22400,134700
800,37600,124601
800,21000,152201
800,22400,146000
900,21500,127101
900,22700,141800
900,33201,141700
900,23400,132001
900,43900,181601
900,21100,122900
900,20700,118400
900,22200,181801
900,23900,128500
900,21500,154901
1000,20900,132300
1000,20500,121101
1000,39000,121000
1000,22800,126200
1000,21700,123100
1000,21700,123100
1000,40301,162500
1000,23500,125200
1000,20700,166201
1000,22800,130300
