Pallet: "pallet-staking", Extrinsic: "new_era", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
v,n,extrinsic_time,storage_root_time
1,100,228574455,222901
1,100,246806143,214102
1,100,188225116,216101
1,100,236262466,251701
1,100,209656114,8216744
1,100,247186005,251901
1,100,228043496,307502
1,100,194742115,237502
1,100,226734975,234701
1,100,198546224,246001
2,100,317782930,255302
2,100,336097316,317501
2,100,374994506,290401
2,100,344923646,318501
2,100,303368530,401002
2,100,296453990,328001
2,100,365251729,280701
2,100,304322992,256301
2,100,381897409,7940617
2,100,347375091,368501
3,100,452182896,8302521
3,100,317525715,319800
3,100,423369042,8363923
3,100,398070722,8272124
3,100,462323357,354201
3,100,452592975,368701
3,100,443700692,293400
3,100,455666971,448701
3,100,483945103,355701
3,100,534041812,366401
4,100,630394387,424402
4,100,614271374,8397430
4,100,583367002,384301
4,100,554868833,341001
4,100,545981731,8340731
4,100,600365964,367501
4,100,637543534,368202
4,100,586397064,574603
4,100,663463290,351201
4,100,551981677,403301
5,100,761849131,364702
5,100,651324914,387301
5,100,603482240,423902
5,100,680729173,400602
5,100,678326382,8386534
5,100,697600478,6712727
5,100,733815945,388601
5,100,722287413,744603
5,100,682904562,8400035
5,100,662534989,394202
6,100,740506430,537903
6,100,165483800,455902
6,100,157689369,462102
6,100,158320872,449302
6,100,165000201,474102
6,100,160603883,408501
6,100,163439695,459601
6,100,164677801,441701
6,100,155364961,516902
6,100,778967325,476002
7,100,882954280,8383436
7,100,430431348,578302
7,100,887864723,444402
7,100,909709328,427901
7,100,926047308,8310636
7,100,881213621,8142235
7,100,865664161,453902
7,100,950123536,525702
7,100,907618357,537402
7,100,848290204,536603
8,100,1008901412,544402
8,100,1036855840,514602
8,100,1021099177,675803
8,100,1005940516,464502
8,100,1073652118,543002
8,100,1096430223,564902
8,100,979167311,8576437
8,100,1017127938,8604365
8,100,1030548230,483498
8,100,1050469469,8373375
9,100,1087166749,622698
9,100,1195893877,8592781
9,100,1259913931,8562585
9,100,1072793358,526099
9,100,1119013670,8433790
9,100,1150844197,624699
9,100,1169519518,627000
9,100,1143730337,541400
9,100,1156177118,1031700
9,100,1094024266,8488002
10,100,142243901181,21301924
10,100,141879775470,20629835
10,100,141215528465,21607445
10,100,140100273393,29093870
10,100,146247762054,28686975
10,100,144922337260,29901683
10,100,139309051069,28878183
10,100,123677291964,29585787
10,100,141927749757,29543388
10,100,119358632682,29395888
10,1,59274878,366201
10,1,37282813,386601
10,1,59884180,388401
10,1,23249070,16732451
10,1,42356728,344401
10,1,41315024,320301
10,1,41350625,385301
10,1,31082293,310401
10,1,40337621,424902
10,1,61886987,8630726
10,10,128579288,469102
10,10,129753992,425902
10,10,101198407,407801
10,10,109964333,385401
10,10,130067593,457602
10,10,100822105,8858327
10,10,147345546,460502
10,10,156390874,502002
10,10,128386989,8485126
10,10,120393565,7791323
10,19,216469357,8055525
10,19,234711312,516902
10,19,229445397,7363423
10,19,248524755,8453526
10,19,209158835,8297026
10,19,277103742,473002
10,19,195324595,434301
10,19,238395925,474302
10,19,275555138,538702
10,19,256851383,466401
10,28,356197885,477301
10,28,334366519,453902
10,28,336434026,460301
10,28,297385308,8361125
10,28,348212163,524901
10,28,327685701,8451926
10,28,288302981,486802
10,28,374555245,8308025
10,28,343938052,466301
10,28,282719365,445401
10,37,502811739,513302
10,37,386650684,736402
10,37,424096799,635002
10,37,424553501,8245125
10,37,469916340,494202
10,37,397863721,8454426
10,37,426905010,8305225
10,37,394319710,494602
10,37,475791362,481701
10,37,427783814,8494426
10,46,563803733,561002
10,46,484434489,8752827
10,46,557345314,8524626
10,46,544937776,575802
10,46,555486909,8410226
10,46,503321049,1457405
10,46,582707395,8594326
10,46,516426691,711303
10,46,535851651,504001
10,46,497417033,570502
10,55,243468550,8438426
10,55,166735114,8300226
10,55,474942465,511701
10,55,623685925,8473226
10,55,767385469,564602
10,55,634225358,8630727
10,55,684700415,484901
10,55,693148041,8544726
10,55,855107942,588902
10,55,624213728,549402
10,64,736121075,505701
10,64,859123055,8820828
10,64,819192833,684902
10,64,739337187,8569926
10,64,811401109,530202
10,64,722042733,485902
10,64,801475580,8614926
10,64,712177504,549902
10,64,165245811,654802
10,64,152079070,521902
10,73,168336721,585702
10,73,167917920,515702
10,73,173317136,532902
10,73,168198421,504601
10,73,183000666,547402
10,73,167228417,530402
10,73,169646926,538301
10,73,181168861,596001
10,73,733554171,8487127
10,73,843148311,549001
10,82,930673282,603202
10,82,1005953615,668602
10,82,973595216,8495526
10,82,891974963,8602627
10,82,1126580691,518501
10,82,1016604050,531702
10,82,943933725,8683127
10,82,1055447971,8329926
10,82,1010095331,8232325
10,82,918689348,616302
10,91,1076731138,576802
10,91,1178930055,570801
10,91,1089230877,609102
10,91,1149791865,681202
10,91,1153419790,630212
10,91,1105257358,663812
10,91,1053733933,631511
10,91,1017033979,689611
10,91,1161341924,529608
10,91,1171051260,8531125
10,100,141917476362,22591767
10,100,141969553661,28629982
10,100,142616399643,28447241
10,100,142965549774,30387728
10,100,146515167574,21091744
10,100,145448860574,20774831
10,100,141386702370,28745973
10,100,140531907170,29093368
10,100,139697535502,29522965
10,100,144341263221,29026260
