Pallet: "pallet-staking", Extrinsic: "payout_validator", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,3330241,224403
1,3251240,267403
1,3074337,215003
1,2948436,272803
1,20110546,300004
1,20368848,235903
1,49490295,237903
1,20277942,260103
1,20814447,245803
1,20657544,236902
2,20970545,250803
2,19934831,239503
2,20565036,223603
2,20651436,241603
2,20980438,225102
2,19925325,281803
2,19086514,281703
2,3755342,243503
2,20544727,283303
2,22556147,265903
3,19865616,231502
3,21182528,330304
3,19369308,311103
3,19565508,339503
3,20628318,273403
3,20430515,302003
3,19915408,234702
3,10443408,266103
3,20945715,238003
3,3625237,7058072
4,19729901,298303
4,21516317,340404
4,9977400,240902
4,3381534,250202
4,21115009,321703
4,11693615,288503
4,21214807,291203
4,11930115,232502
4,19523688,288803
4,10018396,349004
5,21323303,238602
5,11124405,263903
5,20100489,262002
5,10895802,271903
5,21307898,255702
5,20923293,228102
5,21320295,374004
5,21100393,236602
5,21187392,230302
5,3177028,288803
6,20480183,253903
6,20200180,212802
6,20789484,288203
6,21505290,298402
6,3214528,217702
6,2939825,233102
6,21164283,250203
6,20081673,281903
6,20912279,234002
6,10354888,288802
7,20751776,256202
7,20510673,273802
7,20183369,265403
7,68879574,333502
7,21226676,234802
7,19681662,321503
7,20980472,280702
7,20766370,206701
7,20185364,249102
7,21383573,358203
8,21442472,266802
8,20516364,263102
8,3269926,16397930
8,3103624,16856533
8,10871086,240302
8,20103058,324802
8,20957164,275002
8,20794361,353803
8,20560559,267102
8,3366826,259102
9,3325925,355103
9,3320625,267002
9,3086224,226202
9,2950123,298302
9,3441526,264103
9,3279525,240802
9,3349626,271402
9,3264925,259902
9,3450126,234602
9,3648527,348903
10,3292825,262502
10,14696312,297202
10,3447726,277902
10,3083023,514404
10,8813466,240802
10,3793829,273502
10,3475826,270202
10,3356125,289802
10,3447226,256102
10,3656028,4644835
11,3365426,283502
11,3228624,261502
11,3676328,265802
11,3348725,273402
11,3593627,4314032
11,3348625,322102
11,3153824,572404
11,3222724,291302
11,3440425,288103
11,3547127,4425432
12,3278725,275102
12,3636827,4552533
12,3516826,284202
12,3442726,271102
12,4131230,352803
12,20077447,281503
12,20961154,331802
12,20136847,301302
12,3212624,16667021
12,20411747,267202
13,28519506,284402
13,20720249,395703
13,20967350,376703
13,19254637,287902
13,20147743,300902
13,21128950,418802
13,20248543,292002
13,21309349,290702
13,19945339,258301
13,30133709,266602
14,30334610,269202
14,21050045,287702
14,21165446,425402
14,20897743,332002
14,3347523,271202
14,21111843,307902
14,20315537,266602
14,20308237,254402
14,19539431,277302
14,30916907,278502
15,21268342,374102
15,19955232,277702
15,21243640,259402
15,30181899,318002
15,19476128,375503
15,21055938,359202
15,20533734,323603
15,20209431,274502
15,20884935,286402
15,20693434,417603
16,4971832,14908296
16,11016470,282802
16,20223029,299902
16,20400630,294502
16,19946927,275602
16,20354829,361502
16,21191734,401603
16,9002057,342002
16,41566261,28346279
16,20823231,295102
