Pallet: "pallet-identity", Extrinsic: "kill_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
1,100,100,60553156,37271758
1,100,100,60254355,19715983
1,100,100,58460347,19826784
1,100,100,59143050,18900780
1,100,100,60607156,22012494
1,100,100,59888454,20327786
1,100,100,41546276,19163481
1,100,100,59066050,20367186
1,100,100,59572752,20599987
1,100,100,51657119,36673555
5,100,100,42590680,26946815
5,100,100,36647455,5615424
5,100,100,59295652,20458586
5,100,100,41273775,12567953
5,100,100,60522957,20513887
5,100,100,41994478,19923785
5,100,100,42013978,20004185
5,100,100,61182359,20729788
5,100,100,58526449,18541578
5,100,100,77299428,10737346
9,100,100,59989055,20441287
9,100,100,60769558,20700088
9,100,100,41145875,9663041
9,100,100,41483476,39737269
9,100,100,59598754,20551087
9,100,100,60109656,20448287
9,100,100,51282118,20099785
9,100,100,59493953,10101443
9,100,100,42228180,27751418
9,100,100,61117960,20433187
13,100,100,60952059,21603593
13,100,100,60319057,20013685
13,100,100,42229780,27043916
13,100,100,68761693,19617784
13,100,100,56906743,10699345
13,100,100,59766655,11699350
13,100,100,41345876,19906285
13,100,100,41455377,20085886
13,100,100,81247347,20011886
13,100,100,41642278,19191582
17,100,100,60663760,20451187
17,100,100,59953357,20089286
17,100,100,41577278,18607580
17,100,100,40103172,3619216
17,100,100,60780561,30293630
17,100,100,42305382,20154186
17,100,100,60429160,19841685
17,100,100,62420768,27545118
17,100,100,41997080,27122717
17,100,100,41484178,19461683
21,100,100,39369670,1260105
21,100,100,40034172,1212505
21,100,100,41770080,17979477
21,100,100,31567436,17557376
21,100,100,39979972,1219506
21,100,100,14575263,1120904
21,100,100,40517475,1099204
21,100,100,39382070,1255805
21,100,100,41319678,17865877
21,100,100,23140300,17050473
25,100,100,22587398,17088173
25,100,100,22010195,28410723
25,100,100,42187582,19115783
25,100,100,22264896,17410076
25,100,100,40668376,1186205
25,100,100,22948800,1076904
25,100,100,40036373,1016005
25,100,100,22110996,1122905
25,100,100,39554672,1237105
25,100,100,40435975,1119105
29,100,100,22612298,17679076
29,100,100,30499433,1148805
29,100,100,31110335,1033505
29,100,100,40165775,1011204
29,100,100,22027896,17463676
29,100,100,20489289,1187905
29,100,100,39727673,1172905
29,100,100,41224880,1088205
29,100,100,70254006,18961183
29,100,100,40419877,1116804
33,100,100,39919474,18680181
33,100,100,39207171,1119805
33,100,100,39423673,1034204
33,100,100,40805678,1017804
33,100,100,30945635,1083105
33,100,100,21599394,17337076
33,100,100,38382968,1111905
33,100,100,22503498,17765478
33,100,100,30544033,1128705
33,100,100,39701974,1030805
37,100,100,40420977,1210705
37,100,100,40606878,1116205
37,100,100,21789395,967705
37,100,100,41334781,17686777
37,100,100,32489643,17947778
37,100,100,38894371,1243405
37,100,100,40690679,1031905
37,100,100,41597083,18010879
37,100,100,21911496,1155905
37,100,100,41144380,1138905
41,100,100,53936337,1083305
41,100,100,21966597,14897565
41,100,100,57381153,1278606
41,100,100,39892976,1073305
41,100,100,23040002,17514777
41,100,100,41850484,18282281
41,100,100,39465374,1040204
41,100,100,22427099,17527177
41,100,100,41132882,18515781
41,100,100,52471731,10119445
45,100,100,21630995,1251806
45,100,100,41140381,1214906
45,100,100,39536275,1107705
45,100,100,30113524,1222605
45,100,100,41924374,8383535
45,100,100,60512251,1163505
45,100,100,22678595,17304672
45,100,100,40312068,1263105
45,100,100,40081668,18074475
45,100,100,39016463,1251305
49,100,100,40061168,1201905
49,100,100,22597594,17646874
49,100,100,40426469,1193605
49,100,100,40237669,1220705
49,100,100,22115293,1223505
49,100,100,12925355,16807771
49,100,100,10879146,6939629
49,100,100,40949073,1208705
49,100,100,31139431,17678075
49,100,100,39415467,1179905
50,1,100,40128570,303501
50,1,100,39894770,336801
50,1,100,39184467,320001
50,1,100,30086328,274002
50,1,100,11916551,277901
50,1,100,39970170,257901
50,1,100,41032676,234701
50,1,100,12424653,257202
50,1,100,40564573,274002
50,1,100,39576070,257501
50,10,100,40171572,362302
50,10,100,42370882,355501
50,10,100,9646741,362802
50,10,100,41133977,346901
50,10,100,40234774,431501
50,10,100,40334574,406502
50,10,100,12771855,352101
50,10,100,13001656,347502
50,10,100,22098695,340702
50,10,100,30440931,370402
50,19,100,21996595,475202
50,19,100,12887056,430002
50,19,100,29984729,402702
50,19,100,41333579,403002
50,19,100,46166600,513203
50,19,100,22357297,649003
50,19,100,22680399,16867973
50,19,100,41783082,16570871
50,19,100,22164096,17127174
50,19,100,41949882,17291475
50,28,100,39885273,721603
50,28,100,39396071,475203
50,28,100,12855156,9863643
50,28,100,39605572,518702
50,28,100,30959735,472802
50,28,100,40062974,17329276
50,28,100,41337380,552903
50,28,100,30908435,484002
50,28,100,40646477,552902
50,28,100,40972579,498502
50,37,100,39389272,682603
50,37,100,22844699,17236976
50,37,100,12583155,597903
50,37,100,22720899,599303
50,37,100,38615969,617703
50,37,100,40794779,691003
50,37,100,22285097,583103
50,37,100,22494199,16758773
50,37,100,39995975,649203
50,37,100,38113266,598703
50,46,100,22547998,17123975
50,46,100,39973375,697703
50,46,100,40836878,696503
50,46,100,39334472,644003
50,46,100,51284025,712003
50,46,100,22287397,36087058
50,46,100,30523734,612803
50,46,100,21172093,15584768
50,46,100,21591895,709503
50,46,100,41063179,696903
50,55,100,39241572,773403
50,55,100,22730099,16940274
50,55,100,31430738,675203
50,55,100,18463181,2983513
50,55,100,58243356,787503
50,55,100,39187172,741403
50,55,100,22772200,17059475
50,55,100,39918675,828904
50,55,100,30173733,738903
50,55,100,12531755,27020419
50,64,100,39481373,805304
50,64,100,40338577,827303
50,64,100,40361777,772903
50,64,100,37850867,783903
50,64,100,40963680,830304
50,64,100,12066653,760503
50,64,100,58434556,851404
50,64,100,30313933,952704
50,64,100,48185412,877904
50,64,100,41118881,840903
50,73,100,40085576,974904
50,73,100,37733865,936205
50,73,100,39582174,973704
