Pallet: "claims", Extrinsic: "mint_claim", Lowest values: [], Highest values: [], Steps: [50], Repeat: 50
c,extrinsic_time,storage_root_time
0,274000,51000
0,60000,47000
0,48000,39000
0,64000,49000
0,54000,41000
0,54000,44000
0,56000,46000
0,58000,47000
0,49000,40000
0,41000,35000
0,50000,39000
0,48000,38000
0,51000,39000
0,47000,38000
0,63000,48000
0,53000,44000
0,50000,38000
0,186000,38000
0,53000,40000
0,50000,39000
0,47000,38000
0,43000,34000
0,40000,33000
0,96000,73000
0,45000,37000
0,48000,39000
0,201000,35000
0,160000,34000
0,41000,34000
0,42000,34000
0,196000,41000
0,55000,41000
0,216000,41000
0,187000,42000
0,51000,40000
0,194000,39000
0,53000,41000
0,227000,40000
0,46000,38000
0,216000,39000
0,216000,43000
0,50000,40000
0,220000,41000
0,275000,35000
0,41000,33000
0,40000,34000
0,60000,47000
0,54000,42000
0,51000,40000
0,46000,38000
200,42000,32000
200,52000,40000
200,47000,38000
200,216000,37000
200,49000,39000
200,223000,38000
200,48000,37000
200,283000,46000
200,245000,44000
200,316000,44000
200,50000,39000
200,62000,47000
200,51000,40000
200,48000,39000
200,52000,41000
200,51000,40000
200,48000,85000
200,44000,35000
200,211000,42000
200,196000,42000
200,78000,51000
200,59000,43000
200,59000,47000
200,48000,39000
200,273000,44000
200,50000,40000
200,51000,40000
200,48000,39000
200,52000,39000
200,47000,36000
200,45000,37000
200,247000,40000
200,55000,45000
200,58000,44000
200,52000,42000
200,50000,41000
200,50000,41000
200,47000,38000
200,57000,43000
200,49000,38000
200,201000,39000
200,54000,41000
200,266000,47000
200,258000,43000
200,220000,38000
200,42000,34000
200,44000,37000
200,217000,49000
200,47000,38000
200,51000,42000
400,50000,39000
400,54000,44000
400,50000,40000
400,62000,50000
400,63000,46000
400,54000,44000
400,55000,44000
400,49000,39000
400,52000,38000
400,216000,52000
400,42000,33000
400,57000,43000
400,43000,35000
400,229000,39000
400,265000,44000
400,58000,45000
400,54000,42000
400,58000,47000
400,77000,50000
400,165000,33000
400,54000,40000
400,215000,37000
400,41000,33000
400,48000,39000
400,244000,38000
400,45000,37000
400,303000,44000
400,48000,40000
400,50000,40000
400,52000,43000
400,48000,39000
400,288000,46000
400,257000,47000
400,291000,46000
400,50000,42000
400,72000,49000
400,285000,43000
400,243000,37000
400,405000,59000
400,49000,41000
400,273000,45000
400,55000,42000
400,46000,37000
400,242000,37000
400,45000,37000
400,50000,40000
400,50000,42000
400,54000,43000
400,47000,39000
400,62000,73000
600,54000,42000
600,39000,33000
600,49000,40000
600,49000,42000
600,48000,39000
600,44000,37000
600,48000,39000
600,276000,44000
600,50000,38000
600,39000,33000
600,40000,33000
600,49000,38000
600,46000,37000
600,285000,47000
600,278000,46000
600,216000,42000
600,54000,42000
600,49000,39000
600,250000,35000
600,52000,44000
600,52000,40000
600,53000,44000
600,49000,40000
600,57000,46000
600,51000,39000
600,253000,44000
600,52000,41000
600,64000,53000
600,52000,43000
600,55000,42000
600,50000,40000
600,261000,42000
600,201000,34000
600,74000,44000
600,53000,42000
600,60000,47000
600,48000,40000
600,282000,45000
600,54000,42000
600,56000,43000
600,48000,40000
600,46000,40000
600,50000,39000
600,232000,38000
600,224000,40000
600,285000,47000
600,49000,39000
600,262000,41000
600,47000,38000
600,213000,40000
800,236000,39000
800,50000,38000
800,216000,35000
800,49000,38000
800,43000,34000
800,231000,35000
800,159000,32000
800,235000,38000
800,48000,39000
800,45000,37000
800,51000,40000
800,44000,33000
800,43000,34000
800,169000,33000
800,278000,33000
800,283000,47000
800,67000,48000
800,57000,46000
800,342000,35000
800,46000,37000
800,50000,40000
800,291000,48000
800,54000,41000
800,38000,33000
800,67000,53000
800,55000,44000
800,53000,44000
800,61000,48000
800,279000,45000
800,52000,43000
800,52000,43000
800,55000,43000
800,48000,40000
800,61000,47000
800,57000,45000
800,54000,42000
800,45000,35000
800,55000,44000
800,55000,45000
800,52000,42000
800,51000,42000
800,267000,42000
800,49000,41000
800,48000,39000
800,48000,40000
800,53000,44000
800,197000,41000
800,177000,35000
800,52000,40000
800,53000,44000
1000,280000,44000
1000,49000,40000
1000,56000,44000
1000,52000,44000
1000,47000,40000
1000,331000,53000
1000,52000,40000
1000,84000,49000
1000,63000,49000
1000,57000,47000
1000,59000,45000
1000,73000,50000
1000,67000,54000
1000,53000,45000
1000,59000,45000
1000,284000,45000
1000,62000,46000
1000,50000,41000
1000,51000,56000
1000,49000,40000
1000,48000,40000
1000,274000,45000
1000,220000,41000
1000,275000,58000
1000,45000,36000
1000,56000,45000
1000,50000,42000
1000,51000,41000
1000,287000,45000
1000,49000,39000
1000,54000,42000
1000,57000,43000
1000,49000,39000
1000,47000,39000
1000,55000,43000
1000,50000,39000
1000,257000,44000
1000,283000,46000
1000,173000,35000
1000,43000,36000
1000,52000,41000
1000,47000,38000
1000,52000,38000
1000,55000,44000
1000,52000,43000
1000,62000,48000
1000,56000,46000
1000,51000,42000
1000,54000,44000
1000,51000,41000
1200,47000,38000
1200,52000,44000
1200,52000,42000
1200,252000,45000
1200,51000,41000
1200,53000,44000
1200,55000,44000
1200,56000,46000
1200,291000,45000
1200,300000,47000
1200,50000,42000
1200,60000,48000
1200,347000,48000
1200,63000,47000
1200,52000,43000
1200,55000,43000
1200,57000,44000
1200,57000,46000
1200,53000,43000
1200,281000,46000
1200,238000,40000
1200,52000,42000
1200,54000,45000
1200,54000,42000
1200,339000,52000
1200,63000,47000
1200,304000,45000
1200,48000,39000
1200,300000,46000
1200,52000,42000
1200,210000,40000
1200,62000,41000
1200,49000,40000
1200,53000,41000
1200,63000,46000
1200,53000,43000
1200,47000,39000
1200,286000,46000
1200,51000,40000
1200,49000,41000
1200,50000,41000
1200,54000,42000
1200,49000,40000
1200,56000,46000
1200,286000,45000
1200,57000,46000
1200,280000,44000
1200,52000,42000
1200,300000,49000
1200,49000,40000
1400,47000,39000
1400,66000,47000
1400,57000,44000
1400,53000,44000
1400,48000,40000
1400,307000,51000
1400,50000,41000
1400,72000,50000
1400,79000,46000
1400,342000,58000
1400,55000,43000
1400,53000,44000
1400,58000,46000
1400,57000,43000
1400,282000,49000
1400,240000,39000
1400,293000,44000
1400,215000,41000
1400,50000,40000
1400,285000,47000
1400,53000,44000
1400,59000,46000
1400,56000,45000
1400,285000,46000
1400,269000,45000
1400,47000,40000
1400,73000,49000
1400,65000,49000
1400,52000,44000
1400,53000,44000
1400,71000,49000
1400,250000,34000
1400,274000,44000
1400,51000,41000
1400,57000,48000
1400,64000,48000
1400,69000,52000
1400,61000,48000
1400,52000,47000
1400,55000,42000
1400,47000,39000
1400,51000,41000
1400,370000,49000
1400,51000,40000
1400,76000,43000
1400,55000,44000
1400,304000,51000
1400,143000,79000
1400,256000,40000
1400,57000,46000
1600,59000,45000
1600,58000,46000
1600,40000,34000
1600,80000,45000
1600,303000,48000
1600,52000,43000
1600,74000,50000
1600,67000,54000
1600,296000,49000
1600,56000,45000
1600,311000,48000
1600,59000,46000
1600,71000,50000
1600,68000,47000
1600,57000,45000
1600,51000,41000
1600,305000,50000
1600,289000,48000
1600,330000,52000
1600,61000,48000
1600,70000,48000
1600,50000,42000
1600,253000,43000
1600,58000,46000
1600,289000,45000
1600,258000,45000
1600,51000,41000
1600,309000,46000
1600,58000,45000
1600,297000,48000
1600,242000,43000
1600,57000,46000
1600,48000,39000
1600,41000,33000
1600,71000,50000
1600,55000,46000
1600,65000,53000
1600,217000,45000
1600,53000,41000
1600,247000,40000
1600,47000,37000
1600,52000,42000
1600,241000,47000
1600,52000,41000
1600,284000,49000
1600,47000,40000
1600,293000,45000
1600,430000,73000
1600,295000,46000
1600,53000,43000
1800,166000,33000
1800,51000,39000
1800,168000,32000
1800,51000,39000
1800,240000,38000
1800,58000,45000
1800,282000,42000
1800,221000,39000
1800,204000,33000
1800,262000,47000
1800,291000,44000
1800,58000,44000
1800,54000,43000
1800,55000,41000
1800,72000,52000
1800,47000,40000
1800,52000,41000
1800,57000,43000
1800,291000,44000
1800,48000,39000
1800,59000,46000
1800,323000,48000
1800,352000,49000
1800,54000,44000
1800,300000,43000
1800,48000,39000
1800,53000,43000
1800,345000,50000
1800,53000,41000
1800,290000,44000
1800,62000,47000
1800,279000,49000
1800,60000,46000
1800,282000,50000
1800,56000,43000
1800,285000,48000
1800,288000,48000
1800,286000,44000
1800,281000,47000
1800,280000,44000
1800,56000,44000
1800,55000,46000
1800,50000,40000
1800,51000,41000
1800,298000,48000
1800,55000,45000
1800,48000,39000
1800,274000,44000
1800,300000,49000
1800,53000,43000
2000,269000,44000
2000,54000,45000
2000,296000,44000
2000,284000,46000
2000,52000,44000
2000,297000,45000
2000,56000,44000
2000,268000,42000
2000,60000,47000
2000,282000,44000
2000,57000,46000
2000,56000,44000
2000,57000,45000
2000,295000,46000
2000,58000,45000
2000,280000,45000
2000,66000,48000
2000,273000,43000
2000,55000,43000
2000,89000,50000
2000,299000,47000
2000,58000,44000
2000,310000,42000
2000,55000,42000
2000,219000,40000
2000,42000,35000
2000,277000,42000
2000,53000,44000
2000,327000,59000
2000,50000,40000
2000,294000,46000
2000,58000,45000
2000,305000,48000
2000,48000,40000
2000,246000,46000
2000,53000,43000
2000,47000,39000
2000,54000,42000
2000,296000,45000
2000,54000,42000
2000,286000,44000
2000,65000,49000
2000,54000,44000
2000,58000,44000
2000,53000,43000
2000,52000,46000
2000,50000,40000
2000,345000,49000
2000,53000,42000
2000,229000,39000
2200,60000,46000
2200,50000,36000
2200,310000,48000
2200,56000,45000
2200,70000,46000
2200,52000,41000
2200,48000,38000
2200,48000,40000
2200,295000,48000
2200,69000,47000
2200,55000,41000
2200,58000,47000
2200,71000,48000
2200,51000,41000
2200,76000,49000
2200,63000,46000
2200,290000,43000
2200,56000,43000
2200,72000,45000
2200,59000,45000
2200,50000,40000
2200,41000,33000
2200,54000,39000
2200,250000,40000
2200,82000,45000
2200,274000,51000
2200,53000,39000
2200,56000,45000
2200,58000,44000
2200,281000,49000
2200,46000,39000
2200,289000,45000
2200,48000,39000
2200,61000,43000
2200,54000,41000
2200,48000,39000
2200,48000,39000
2200,70000,48000
2200,53000,41000
2200,71000,50000
2200,53000,43000
2200,52000,43000
2200,58000,44000
2200,177000,34000
2200,50000,39000
2200,310000,49000
2200,313000,45000
2200,53000,42000
2200,52000,42000
2200,50000,53000
2400,292000,44000
2400,66000,49000
2400,73000,48000
2400,65000,48000
2400,312000,49000
2400,59000,44000
2400,243000,38000
2400,236000,41000
2400,227000,44000
2400,47000,40000
2400,264000,41000
2400,287000,45000
2400,60000,46000
2400,257000,72000
2400,63000,48000
2400,49000,41000
2400,293000,44000
2400,369000,49000
2400,59000,45000
2400,68000,48000
2400,77000,50000
2400,287000,45000
2400,52000,42000
2400,55000,44000
2400,273000,40000
2400,296000,48000
2400,266000,46000
2400,51000,41000
2400,66000,53000
2400,57000,45000
2400,277000,43000
2400,51000,42000
2400,308000,42000
2400,58000,45000
2400,56000,45000
2400,52000,41000
2400,54000,43000
2400,292000,45000
2400,295000,44000
2400,50000,42000
2400,298000,44000
2400,279000,42000
2400,52000,40000
2400,301000,45000
2400,53000,41000
2400,56000,44000
2400,84000,43000
2400,243000,44000
2400,359000,58000
2400,49000,39000
2600,49000,39000
2600,55000,42000
2600,329000,47000
2600,57000,43000
2600,54000,43000
2600,292000,44000
2600,55000,42000
2600,66000,54000
2600,49000,40000
2600,71000,50000
2600,53000,37000
2600,203000,37000
2600,62000,49000
2600,241000,40000
2600,56000,43000
2600,75000,50000
2600,46000,38000
2600,287000,50000
2600,54000,42000
2600,57000,43000
2600,60000,47000
2600,58000,46000
2600,46000,38000
2600,56000,42000
2600,53000,41000
2600,54000,42000
2600,50000,39000
2600,49000,39000
2600,63000,45000
2600,193000,43000
2600,263000,39000
2600,302000,48000
2600,306000,50000
2600,54000,43000
2600,47000,39000
2600,40000,32000
2600,302000,49000
2600,57000,44000
2600,358000,76000
2600,270000,48000
2600,278000,46000
2600,55000,43000
2600,63000,48000
2600,266000,46000
2600,293000,44000
2600,65000,48000
2600,57000,45000
2600,66000,48000
2600,291000,48000
2600,48000,40000
2800,294000,45000
2800,62000,48000
2800,72000,49000
2800,49000,40000
2800,297000,44000
2800,47000,39000
2800,356000,78000
2800,48000,39000
2800,69000,52000
2800,48000,39000
2800,289000,45000
2800,49000,40000
2800,301000,45000
2800,56000,45000
2800,354000,59000
2800,61000,44000
2800,246000,38000
2800,51000,41000
2800,295000,44000
2800,52000,42000
2800,210000,39000
2800,63000,48000
2800,53000,43000
2800,50000,40000
2800,350000,57000
2800,48000,39000
2800,290000,49000
2800,53000,44000
2800,269000,43000
2800,55000,44000
2800,289000,44000
2800,53000,42000
2800,296000,45000
2800,53000,44000
2800,302000,49000
2800,55000,44000
2800,362000,49000
2800,68000,56000
2800,60000,47000
2800,63000,49000
2800,294000,45000
2800,57000,45000
2800,51000,41000
2800,73000,52000
2800,55000,42000
2800,279000,45000
2800,58000,46000
2800,307000,47000
2800,50000,41000
2800,61000,43000
3000,51000,43000
3000,278000,43000
3000,52000,42000
3000,47000,39000
3000,287000,45000
3000,65000,53000
3000,295000,44000
3000,48000,41000
3000,55000,44000
3000,52000,43000
3000,71000,51000
3000,57000,43000
3000,316000,46000
3000,293000,45000
3000,44000,37000
3000,46000,38000
3000,60000,44000
3000,172000,37000
3000,39000,32000
3000,295000,46000
3000,50000,40000
3000,362000,48000
3000,218000,35000
3000,46000,39000
3000,52000,42000
3000,205000,38000
3000,44000,36000
3000,39000,33000
3000,49000,35000
3000,53000,42000
3000,267000,44000
3000,294000,46000
3000,48000,39000
3000,47000,39000
3000,60000,46000
3000,48000,40000
3000,54000,42000
3000,324000,48000
3000,284000,43000
3000,54000,44000
3000,297000,44000
3000,57000,46000
3000,294000,44000
3000,49000,40000
3000,274000,43000
3000,75000,44000
3000,47000,38000
3000,294000,45000
3000,50000,42000
3000,72000,52000
3200,52000,41000
3200,54000,45000
3200,57000,45000
3200,248000,39000
3200,216000,32000
3200,58000,42000
3200,55000,42000
3200,50000,42000
3200,50000,41000
3200,57000,45000
3200,59000,46000
3200,290000,47000
3200,268000,43000
3200,53000,44000
3200,70000,51000
3200,53000,44000
3200,295000,44000
3200,284000,43000
3200,48000,39000
3200,48000,40000
3200,295000,44000
3200,66000,71000
3200,53000,78000
3200,68000,49000
3200,52000,43000
3200,292000,44000
3200,277000,43000
3200,59000,46000
3200,53000,43000
3200,277000,43000
3200,47000,38000
3200,285000,42000
3200,52000,42000
3200,65000,54000
3200,293000,46000
3200,294000,45000
3200,308000,49000
3200,292000,45000
3200,271000,43000
3200,239000,41000
3200,64000,49000
3200,52000,39000
3200,294000,47000
3200,274000,42000
3200,77000,44000
3200,49000,41000
3200,275000,43000
3200,262000,44000
3200,55000,47000
3200,51000,41000
3400,58000,43000
3400,355000,58000
3400,65000,49000
3400,292000,45000
3400,59000,46000
3400,65000,47000
3400,65000,67000
3400,64000,52000
3400,286000,46000
3400,52000,44000
3400,291000,45000
3400,55000,43000
3400,58000,45000
3400,291000,49000
3400,79000,45000
3400,378000,50000
3400,62000,52000
3400,267000,43000
3400,57000,45000
3400,300000,45000
3400,53000,42000
3400,317000,49000
3400,54000,45000
3400,53000,44000
3400,303000,45000
3400,49000,40000
3400,53000,43000
3400,250000,39000
3400,52000,41000
3400,300000,44000
3400,60000,45000
3400,52000,44000
3400,54000,44000
3400,48000,38000
3400,56000,46000
3400,60000,44000
3400,315000,48000
3400,354000,44000
3400,53000,44000
3400,60000,46000
3400,255000,45000
3400,52000,43000
3400,64000,48000
3400,65000,50000
3400,53000,42000
3400,59000,46000
3400,71000,48000
3400,65000,68000
3400,51000,40000
3400,63000,48000
3600,55000,43000
3600,52000,44000
3600,52000,44000
3600,40000,34000
3600,41000,34000
3600,291000,45000
3600,301000,48000
3600,53000,42000
3600,48000,39000
3600,53000,41000
3600,56000,44000
3600,57000,45000
3600,59000,46000
3600,47000,40000
3600,53000,44000
3600,49000,39000
3600,47000,38000
3600,273000,43000
3600,60000,46000
3600,53000,44000
3600,54000,44000
3600,315000,55000
3600,217000,39000
3600,282000,42000
3600,59000,45000
3600,49000,41000
3600,51000,44000
3600,305000,49000
3600,47000,40000
3600,49000,40000
3600,287000,43000
3600,277000,49000
3600,54000,42000
3600,195000,38000
3600,46000,36000
3600,47000,36000
3600,307000,48000
3600,53000,44000
3600,292000,44000
3600,287000,45000
3600,54000,42000
3600,57000,44000
3600,68000,48000
3600,259000,43000
3600,54000,39000
3600,286000,44000
3600,58000,45000
3600,54000,43000
3600,65000,46000
3600,51000,41000
3800,46000,38000
3800,45000,37000
3800,65000,48000
3800,269000,40000
3800,76000,71000
3800,55000,41000
3800,52000,43000
3800,50000,40000
3800,61000,48000
3800,76000,42000
3800,56000,43000
3800,302000,48000
3800,62000,47000
3800,358000,49000
3800,302000,47000
3800,47000,39000
3800,55000,44000
3800,47000,40000
3800,55000,43000
3800,59000,45000
3800,68000,50000
3800,271000,48000
3800,58000,46000
3800,69000,51000
3800,71000,48000
3800,52000,41000
3800,58000,43000
3800,57000,45000
3800,69000,47000
3800,84000,44000
3800,50000,40000
3800,71000,52000
3800,59000,44000
3800,55000,46000
3800,54000,42000
3800,53000,43000
3800,293000,48000
3800,51000,40000
3800,65000,47000
3800,56000,44000
3800,49000,41000
3800,56000,44000
3800,49000,40000
3800,53000,44000
3800,52000,41000
3800,67000,50000
3800,54000,42000
3800,55000,45000
3800,295000,47000
3800,290000,44000
4000,53000,43000
4000,53000,44000
4000,50000,41000
4000,48000,38000
4000,44000,38000
4000,301000,45000
4000,48000,39000
4000,54000,44000
4000,46000,38000
4000,52000,39000
4000,56000,45000
4000,65000,54000
4000,68000,51000
4000,48000,39000
4000,56000,42000
4000,49000,40000
4000,55000,45000
4000,54000,43000
4000,47000,39000
4000,48000,40000
4000,57000,44000
4000,249000,43000
4000,67000,47000
4000,54000,45000
4000,48000,39000
4000,226000,36000
4000,338000,53000
4000,50000,40000
4000,64000,48000
4000,50000,41000
4000,264000,36000
4000,247000,33000
4000,65000,48000
4000,40000,34000
4000,49000,39000
4000,73000,57000
4000,52000,42000
4000,54000,45000
4000,52000,44000
4000,296000,48000
4000,292000,39000
4000,49000,40000
4000,76000,45000
4000,65000,48000
4000,66000,50000
4000,343000,43000
4000,57000,44000
4000,53000,43000
4000,61000,48000
4000,47000,39000
4200,56000,46000
4200,56000,44000
4200,62000,39000
4200,254000,47000
4200,55000,45000
4200,52000,43000
4200,52000,43000
4200,60000,48000
4200,54000,42000
4200,298000,47000
4200,52000,41000
4200,54000,42000
4200,278000,43000
4200,39000,33000
4200,40000,32000
4200,293000,43000
4200,295000,45000
4200,69000,54000
4200,48000,40000
4200,50000,41000
4200,290000,42000
