Pallet: "timestamp", Extrinsic: "on_finalize", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
66,4989,8647
66,4878,8728
66,4917,8631
66,4915,8587
66,4932,8630
66,4844,8819
66,4844,8626
66,4891,8688
66,4983,8557
66,4841,8647
67,4913,8820
67,4809,8693
67,4871,8858
67,4760,8789
67,4834,8648
67,4931,8823
67,4915,8588
67,4895,8688
67,4932,8758
67,4872,8732
67,4893,8672
67,4924,8770
67,4838,8563
67,4851,8731
67,4974,8791
67,4884,8665
67,4940,8670
67,4848,8609
67,4977,8817
67,4934,8704
68,4925,8584
68,6191,8923
68,4984,8757
68,4862,8775
68,4911,8641
68,4805,8629
68,4810,8788
68,4918,8704
68,4982,8522
68,4961,8614
68,4904,8735
68,4962,8684
68,5274,23739
68,4894,8580
68,4868,8650
68,4817,8730
68,4856,8518
68,4877,8760
68,4809,8661
68,4773,8733
69,5158,8695
69,5014,8831
69,4894,8616
69,4820,8805
69,4819,8675
69,4851,8749
69,4797,8629
69,4740,8608
69,4943,8668
69,4907,8714
69,4813,8724
69,4874,8588
69,4915,8601
69,4971,8744
69,4937,8805
69,4896,8674
69,4806,8674
69,4839,8759
69,4830,8688
69,4836,8654
70,4947,8778
70,4823,8676
70,4973,8872
70,5028,8815
70,4883,8757
70,4955,8624
70,5037,8742
70,4975,8777
70,4959,8787
70,4928,8748
70,4818,8732
70,4882,8729
70,4800,8741
70,4801,8576
70,4976,8650
70,4910,8617
70,4870,8850
70,4874,8816
70,4889,8501
70,4891,8572
71,4905,8527
71,4830,8702
71,4963,8706
71,4884,8647
71,4892,8684
71,4807,8634
71,4907,8708
71,4921,8721
71,4796,8701
71,4831,8726
71,4848,8688
71,4848,8625
71,4885,8714
71,4881,8691
71,4947,8653
71,4918,8805
71,4873,8485
71,4865,8720
71,4947,8687
71,4783,8654
72,5026,8866
72,5031,8776
72,4912,8684
72,4903,8652
72,4849,8540
72,4876,8771
72,4860,8594
72,4802,8562
72,4850,8561
72,4944,8711
72,4941,8689
72,4912,8799
72,4964,8618
72,4999,8754
72,7338,9024
72,4935,8671
72,4799,8647
72,5011,8622
72,4904,8506
72,4870,8857
73,4825,8580
73,4937,8671
73,4926,8607
73,4913,8625
73,4930,8605
73,4803,8755
73,4743,8524
73,4916,8625
73,4834,8557
73,4835,8654
73,4893,8766
73,4798,8639
73,4866,8573
73,4863,8639
73,4820,8515
73,4774,8713
73,4824,8606
73,4883,8682
73,4963,8671
73,4816,8680
74,4942,8818
74,4913,8796
74,4966,8687
74,4926,8646
74,4919,8655
74,4848,8548
74,4860,8729
74,5019,8569
74,4953,8752
74,4883,8704
74,4905,8616
74,4912,8748
74,4800,8695
74,4977,8754
74,4876,8756
74,5045,8783
74,4892,8732
74,4845,8870
74,4968,8736
74,4972,8745
75,4992,8699
75,4945,8614
75,4874,8752
75,4907,8628
75,4913,8694
75,4897,8759
75,4888,8499
75,4837,8607
75,4882,8650
75,4836,8525
75,4856,8609
75,4769,8622
75,4867,8516
75,4684,8633
75,4890,8636
75,4844,8655
75,4929,8624
75,4807,8663
75,4766,8620
75,4840,8779
76,5002,8628
76,4988,8824
