Pallet: "treasury", Extrinsic: "close_tip", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
33,107820,72678
33,108950,73028
33,108785,73393
33,108764,73941
33,111856,73857
33,108481,73193
33,109559,74154
33,109047,73979
34,111624,78247
34,109835,78246
34,110492,78317
34,109671,77596
34,111015,78209
34,111384,81274
34,109879,78113
34,109781,77386
34,110024,78544
34,110244,77953
34,110264,77448
34,111277,78535
34,110566,77998
34,109947,77149
34,113699,78079
34,109993,77450
34,110021,77712
34,110295,77851
34,110870,77528
34,110046,77739
35,110735,73369
35,108729,73268
35,108630,73386
35,108219,72842
35,108735,73255
35,109368,73374
35,107363,73092
35,108661,74182
35,111941,73343
35,108638,73084
35,109388,73360
35,108141,73237
35,108355,73623
35,108738,73643
35,108734,73382
35,109796,73246
35,109341,73921
35,109632,73253
35,108026,73377
35,110257,73494
36,112505,76366
36,110420,76850
36,110281,75989
36,109214,75565
36,110418,76267
36,109446,75977
36,110793,76179
36,110251,75624
36,109548,75908
36,110299,76424
36,109607,76019
36,109604,76393
36,109695,76380
36,108787,76310
36,111214,77412
36,109359,78900
36,110386,76702
36,109723,76576
36,109683,76320
36,110811,76995
37,115404,78068
37,110812,78401
37,110327,78209
37,109772,78331
37,110688,78049
37,111465,78400
37,110129,78092
37,110051,77610
37,113920,77981
37,110711,78111
37,111040,78587
37,110721,78116
37,112139,78354
37,111291,78295
37,110507,77993
37,110254,77906
37,109413,81159
37,110035,77354
37,110608,77822
37,110853,77699
38,113340,75793
38,111307,74567
38,112010,74580
38,111184,74990
38,110870,75331
38,110664,74445
38,111364,75017
38,111085,75005
38,110423,76108
38,111083,74978
38,110775,78215
38,110592,75407
38,111443,76106
38,111763,74753
38,111441,75459
38,110511,75440
38,111353,75725
38,110433,74430
38,110577,75265
38,110599,75229
39,115373,76307
39,112367,75216
39,111416,75887
39,111220,76200
39,111573,75703
39,111288,75923
39,110968,75275
39,111434,76207
39,111103,75626
39,111802,76420
39,110991,75966
39,111766,75431
39,111770,75973
39,111497,76921
39,111868,76631
39,111425,75002
39,111337,76093
39,111096,75748
39,111911,75995
39,111835,76135
40,115315,76889
40,111901,76382
40,111110,75429
40,111702,75680
40,111987,75826
40,112897,75426
40,112026,76280
40,111708,76219
40,112314,75725
40,111522,76026
40,111105,75638
40,112711,75688
40,112335,75607
40,111653,75942
40,112857,75614
40,111744,76006
40,112644,75849
40,111831,75853
40,111473,75487
40,112693,76306
41,113110,75798
41,112226,75484
41,112958,75676
41,112019,75047
41,111188,75603
41,112813,76089
