Pallet: "proxy", Extrinsic: "kill_anonymous", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
0,19558,27723
0,16512,24525
0,16099,24054
0,16228,23646
0,15945,23871
0,15993,23274
0,15927,23295
0,15692,23267
0,15447,23455
0,15789,23569
0,15532,23176
0,15879,22863
0,15480,22994
0,15664,23369
0,15749,23170
0,15590,23205
0,15540,23127
0,15576,22936
0,15602,22766
0,15511,23084
1,15829,22908
1,15905,23000
1,15689,23088
1,15830,22907
1,15939,23359
1,15937,26335
1,15837,23244
1,15707,23085
1,15700,23014
1,15813,23176
1,15792,23040
1,15738,23010
1,15759,22846
1,15997,23254
1,15894,23113
1,15985,22857
1,15557,22701
1,16049,23438
1,15813,23049
1,15949,23592
2,16294,23294
2,15863,23093
2,15844,23077
2,15845,23311
2,16036,23021
2,15970,23192
2,15955,23353
2,15925,23140
2,15987,23126
2,15606,23229
2,15889,22881
2,16517,23399
2,16120,23774
2,15972,23057
2,15969,23157
2,15806,23195
2,15803,23176
2,15738,23658
2,15874,23331
2,15864,23067
3,16233,23137
3,16213,23172
3,16119,23031
3,16071,23013
3,15876,22830
3,16007,23304
3,16063,22842
3,15902,23037
3,16005,22827
3,16045,22948
3,16094,23129
3,15783,22806
3,15738,23113
3,15742,23007
3,16138,22964
3,16253,23391
3,16095,23313
3,15869,23087
3,15939,23123
3,15994,23035
4,16143,22862
4,16180,23073
4,16122,22832
4,16251,22783
4,16229,23088
4,16129,22934
4,16055,23029
4,16164,23417
4,16066,22985
4,16180,23053
4,16495,23142
4,16148,23225
4,16248,23250
4,16276,22835
4,16381,23110
4,16521,22959
4,18821,23358
4,16609,23000
4,16404,23033
4,16146,22748
5,16300,23278
5,16321,23832
5,16344,23153
5,16190,22810
5,16369,22967
5,16185,23073
5,16332,23287
5,16137,23015
5,15982,22965
5,16208,23172
5,16180,23864
5,16192,23358
5,16381,23115
5,16267,23027
5,16383,23112
5,16286,22982
5,15878,23165
5,16637,23713
5,16055,23052
5,16152,23152
6,16600,23396
6,16741,23134
6,16464,23127
6,16877,23802
6,16509,23513
6,16447,23089
6,16625,23173
6,16488,23188
6,16478,22946
6,16664,23162
6,16403,23079
6,16669,23117
6,16632,23123
6,16448,23132
6,16293,23491
6,16756,23318
6,16696,23322
6,16366,23226
6,16461,23172
6,16623,23281
7,16720,23204
7,16442,23330
7,16689,23084
7,16540,23087
7,16733,23481
7,16567,23304
7,16511,23623
7,16497,23193
7,16642,23110
7,16585,22988
7,16544,23348
7,16428,23306
7,16487,23225
7,16627,23223
7,17103,23350
7,16568,23283
7,16526,23320
7,16698,23303
7,16466,23319
7,16637,23366
8,17029,23307
8,16782,23813
8,16864,23124
8,16981,23279
8,16733,23243
8,16751,23568
8,16765,23235
8,16793,23193
8,16643,23150
8,16862,23309
8,16732,23184
8,17148,25729
8,16969,23306
8,16910,23288
8,16679,23335
8,16833,23236
8,16868,23202
8,16686,23095
8,16618,23083
8,16749,23301
9,17202,23548
9,17122,23703
9,16892,23697
9,17338,23665
9,17124,23827
9,16931,23598
9,17264,23337
9,16888,23508
9,17329,23710
9,17102,23547
9,17049,23437
9,17132,23728
9,17021,23407
9,17256,23535
9,17281,23730
9,17217,23291
9,17149,23310
9,17074,23678
9,17129,23398
9,16963,23442
10,17321,23604
10,17051,23351
10,16935,23749
10,17311,23571
10,17294,23813
10,17055,23433
10,17074,23378
10,17127,23537
10,16966,23393
10,16869,23725
10,16796,23482
10,17091,23452
10,17142,23376
10,17105,23471
10,17170,23319
10,17167,23641
10,17018,23577
10,17058,23450
10,17283,23118
10,19919,23936
11,17325,23340
11,17153,23403
11,17198,23235
11,17248,23290
11,17396,23381
11,17309,23433
11,17348,23512
11,17585,23377
11,17364,23062
11,17253,23255
11,17452,23374
11,17397,23266
11,17298,23590
11,17193,23268
11,17450,23759
11,17145,23509
11,17159,38385
11,17347,23746
11,17218,23268
11,17046,23487
12,17119,23264
12,17272,23147
12,17339,23350
12,17085,23505
12,17242,23486
12,17270,23298
12,17405,23113
12,17348,23196
12,17916,24070
12,17442,23538
12,17017,23344
12,17193,23408
12,17103,23484
12,17457,23142
12,17237,23467
12,17130,23403
12,17271,23507
12,17284,23504
12,17385,23370
12,17423,23420
13,17345,23445
13,17488,23375
13,17569,23376
13,17426,23437
13,17305,23364
13,17349,23422
13,17403,23011
13,17311,23526
13,17545,23286
13,17350,23065
13,17377,23134
13,17433,23300
13,17303,23553
13,17294,23132
13,17248,23582
13,17862,23543
13,17184,23412
13,17360,23183
13,17385,23091
13,17180,23008
14,17991,23366
14,17522,23233
14,17803,23567
14,17495,23280
14,17718,23407
14,17635,23462
14,17818,23366
14,17708,23383
14,20742,23985
14,17685,23269
14,17753,23461
14,17507,23492
14,17614,23577
14,17580,23572
14,17543,23425
14,17496,23808
14,17564,23584
14,17887,23116
14,17858,23585
14,17401,23788
15,18093,23540
15,17915,23681
15,17693,23273
15,17640,23482
15,17653,23328
15,17682,23234
15,17820,23458
15,17797,23558
15,17562,23740
15,17758,23535
15,17696,23285
15,17679,23681
15,17613,23106
15,17914,26333
15,17768,23892
15,17581,23816
15,17606,23413
15,17893,23741
15,17746,23690
15,17588,23382
16,17832,23935
16,18064,23345
16,17798,23464
16,17784,23800
16,17715,23489
16,17619,23447
16,18062,23380
16,17988,23574
16,17835,23611
16,17603,23324
16,17768,23807
16,17863,23515
16,17851,23477
16,17667,23517
16,17824,23668
16,17822,23305
16,17685,23272
16,18272,23757
16,17866,23281
16,17906,23563
17,18348,23500
17,18258,23587
17,18271,23711
17,18127,23470
17,18095,23442
17,18035,23107
17,18125,23202
17,18084,23349
17,17875,23301
17,18313,23623
17,18002,23219
17,17917,23566
17,18093,23526
17,17939,23225
17,17862,23274
17,18042,23722
17,17656,23426
17,17675,23229
17,17880,23258
17,17822,23255
18,18460,23419
18,17899,23394
18,18378,23275
18,18066,23315
18,17814,23082
18,17766,23809
18,18080,23252
18,17890,23320
18,18113,23484
18,17960,23157
18,18043,23255
18,18516,23529
18,18029,23559
18,17810,23466
18,17871,23446
18,18191,23728
18,18038,23352
18,18169,23766
18,18010,23672
18,18281,23425
19,18473,23659
19,18070,23597
19,18601,23651
19,18452,23404
19,18358,23438
19,17999,23467
19,18179,23214
19,17994,23387
19,18253,23464
19,18219,23331
19,18159,23151
19,18310,23241
19,18338,23364
19,18079,23267
19,18286,23292
19,18072,23511
19,18326,24021
19,18095,23342
19,18204,23292
19,18314,23405
20,18634,23806
20,18383,23816
20,18364,23716
20,19010,24075
20,18487,23723
20,18488,23819
20,18501,23719
20,18420,23369
20,18381,23517
20,18361,23595
20,18475,23314
20,18277,23596
20,18353,23474
20,18352,23567
20,18488,23694
20,18296,23522
20,18443,23822
20,18167,23520
20,18297,23514
20,18214,23176
21,18720,23319
21,18146,23369
21,18347,23415
21,18377,23356
21,18279,23187
21,18294,23517
21,18408,23480
21,18136,23762
21,18291,23102
21,18245,23192
21,18604,22902
21,18462,23376
21,18240,23151
21,18508,23384
21,18274,23258
21,18124,23155
21,18325,23364
21,18545,23431
21,18037,23147
21,18438,23341
22,18457,23439
22,18311,23621
22,18674,23704
22,18318,23319
22,18284,23431
22,18321,23556
22,18765,23387
22,18432,23532
22,18198,23356
22,18274,23203
22,18519,23473
22,18585,23498
22,18581,23352
22,18434,23232
22,18692,23475
22,18465,23544
22,18298,23481
22,18330,23537
22,18402,23320
22,18411,22971
23,18649,23239
23,18989,23496
23,18541,23102
23,18443,23610
23,18759,23668
23,18918,23537
23,18803,23330
23,18747,23551
23,18617,23374
23,18565,23579
23,18865,23286
23,18312,23408
23,18655,23829
23,18721,23463
23,18768,23570
23,18752,23411
23,18551,23208
23,18745,23125
23,18604,23342
23,18693,26837
24,18795,23307
24,18838,23514
24,18946,23409
24,18780,23442
24,18632,23630
24,18823,23439
24,18638,23317
24,18627,23010
24,18980,23612
24,18711,23558
24,18794,23496
24,18795,23286
24,18590,23466
24,18706,23466
24,18814,23414
24,18869,23317
24,18545,23294
24,19164,23465
24,18683,23544
24,18752,23243
25,18611,23085
25,19064,23456
25,18995,23495
25,18947,23311
25,18713,23389
25,18736,23345
25,19304,23566
25,18696,23220
25,18861,23434
25,18941,23194
25,18863,23500
25,18597,23313
25,18720,23344
25,18896,23722
25,19010,23438
25,19048,23463
25,18992,23401
25,18790,23501
25,18639,23263
25,18708,23356
26,19027,23736
26,18817,23192
26,18877,23623
26,18835,23538
26,18965,23539
26,18642,23556
26,18667,23293
26,18759,23265
26,18784,23638
26,18818,23334
26,18836,23397
26,18901,23339
26,18876,23347
26,18796,23385
26,18918,23329
26,19096,23252
26,18901,23469
26,19063,23034
26,18879,23520
26,18987,23392
27,19209,23398
27,19222,23691
27,18968,23674
27,18866,23494
27,18924,23213
27,18637,23242
27,19095,23537
27,19408,23844
27,19062,23645
27,18566,23495
27,19104,23204
27,18934,23658
27,19104,23535
27,19156,23782
27,18908,23354
27,21743,23801
27,19281,23384
27,19268,23445
27,19149,23518
27,18964,23753
28,20048,23336
28,20110,23030
28,19702,23319
28,20402,23505
28,19622,23406
28,19965,23259
28,19601,23379
28,19921,23228
28,19697,23339
28,19963,23196
28,19835,23076
28,20138,23435
28,19951,23487
28,19941,23074
28,20072,23233
28,19705,23014
28,19482,22830
28,19800,23050
28,19756,22910
28,19897,23044
29,20127,23157
29,19932,22975
29,20072,23202
29,19879,22833
29,19961,23197
29,19785,23031
29,19932,23334
29,19657,23269
29,19848,23338
29,19822,23084
29,19895,23307
29,19966,23255
29,19928,22979
29,19588,22902
29,20033,23400
29,19785,23511
29,20155,23017
29,19598,23053
29,19799,22995
29,19667,23238
30,20557,23551
30,21460,23791
30,20806,23523
30,20216,23914
30,20514,23604
30,20500,23566
30,20505,23599
30,20444,23340
30,20358,23734
30,20805,23215
30,20401,24028
30,20585,23491
30,20572,23356
30,20643,23404
30,20422,23197
30,20292,23595
30,20343,23379
30,20171,23454
30,20357,23249
