Pallet: "treasury", Extrinsic: "create_sub_bounty", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
u,r,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
720,16384,99011,2462,4,14,6,2
720,16384,99012,2320,4,14,6,2
720,16384,99498,2454,4,14,6,2
720,16384,99950,2490,4,14,6,2
720,16384,99127,2442,4,14,6,2
720,16384,99255,2418,4,14,6,2
720,16384,98843,2467,4,14,6,2
720,16384,99038,2434,4,14,6,2
720,16384,99084,2436,4,14,6,2
720,16384,99132,2416,4,14,6,2
720,16384,99747,2444,4,14,6,2
720,16384,99786,2356,4,14,6,2
720,16384,99539,2405,4,14,6,2
720,16384,99323,2428,4,14,6,2
740,16384,99159,2361,4,14,6,2
740,16384,99041,2459,4,14,6,2
740,16384,98960,2403,4,14,6,2
740,16384,98897,2449,4,14,6,2
740,16384,99433,2386,4,14,6,2
740,16384,98822,2370,4,14,6,2
740,16384,99572,2428,4,14,6,2
740,16384,99120,2410,4,14,6,2
740,16384,99697,2320,4,14,6,2
740,16384,98783,2572,4,14,6,2
740,16384,98670,2425,4,14,6,2
740,16384,98805,2370,4,14,6,2
740,16384,99389,2454,4,14,6,2
740,16384,99206,2430,4,14,6,2
740,16384,98877,2479,4,14,6,2
740,16384,98906,2431,4,14,6,2
740,16384,99197,2452,4,14,6,2
740,16384,99125,2369,4,14,6,2
740,16384,99123,2465,4,14,6,2
740,16384,98924,2424,4,14,6,2
760,16384,100272,2441,4,14,6,2
760,16384,98639,2314,4,14,6,2
760,16384,98974,2369,4,14,6,2
760,16384,99013,2358,4,14,6,2
760,16384,98811,2363,4,14,6,2
760,16384,99327,2354,4,14,6,2
760,16384,130189,2385,4,14,6,2
760,16384,99164,2343,4,14,6,2
760,16384,99352,2351,4,14,6,2
760,16384,99176,2471,4,14,6,2
760,16384,99109,2347,4,14,6,2
760,16384,99517,2342,4,14,6,2
760,16384,99555,2331,4,14,6,2
760,16384,99131,2352,4,14,6,2
760,16384,98852,2392,4,14,6,2
760,16384,99284,2438,4,14,6,2
760,16384,99557,2320,4,14,6,2
760,16384,99255,2358,4,14,6,2
760,16384,99372,2278,4,14,6,2
760,16384,99490,2363,4,14,6,2
780,16384,99018,2453,4,14,6,2
780,16384,99252,2320,4,14,6,2
780,16384,99206,2347,4,14,6,2
780,16384,99297,2375,4,14,6,2
780,16384,98976,2402,4,14,6,2
780,16384,99135,2385,4,14,6,2
780,16384,99159,2342,4,14,6,2
780,16384,99300,2427,4,14,6,2
780,16384,99392,2285,4,14,6,2
780,16384,98989,2304,4,14,6,2
780,16384,98996,2331,4,14,6,2
780,16384,102318,2360,4,14,6,2
780,16384,98726,2393,4,14,6,2
780,16384,99075,2472,4,14,6,2
780,16384,99438,2317,4,14,6,2
780,16384,99308,2378,4,14,6,2
780,16384,99296,2349,4,14,6,2
780,16384,99830,2357,4,14,6,2
780,16384,99727,2346,4,14,6,2
780,16384,99468,2305,4,14,6,2
800,16384,99141,2450,4,14,6,2
800,16384,99120,2469,4,14,6,2
800,16384,99083,2412,4,14,6,2
800,16384,99351,2400,4,14,6,2
800,16384,99871,2311,4,14,6,2
800,16384,99082,2422,4,14,6,2
800,16384,98806,2413,4,14,6,2
800,16384,98959,2397,4,14,6,2
800,16384,99519,2485,4,14,6,2
800,16384,99207,2372,4,14,6,2
800,16384,98929,2322,4,14,6,2
800,16384,99211,2320,4,14,6,2
800,16384,99453,2596,4,14,6,2
800,16384,99390,2514,4,14,6,2
800,16384,99150,2447,4,14,6,2
800,16384,98570,2493,4,14,6,2
800,16384,98913,2506,4,14,6,2
800,16384,98974,2414,4,14,6,2
800,16384,99073,2468,4,14,6,2
800,16384,99312,2470,4,14,6,2
820,16384,99111,2289,4,14,6,2
820,16384,99502,2356,4,14,6,2
820,16384,98753,2293,4,14,6,2
820,16384,98744,2364,4,14,6,2
820,16384,99259,2343,4,14,6,2
820,16384,98768,2448,4,14,6,2
820,16384,99066,2445,4,14,6,2
820,16384,98895,2291,4,14,6,2
820,16384,99323,2325,4,14,6,2
820,16384,98756,2399,4,14,6,2
820,16384,98536,2270,4,14,6,2
820,16384,99302,2337,4,14,6,2
820,16384,98481,2282,4,14,6,2
820,16384,99663,2416,4,14,6,2
820,16384,99120,2370,4,14,6,2
820,16384,99306,2297,4,14,6,2
820,16384,98618,2350,4,14,6,2
820,16384,98909,2396,4,14,6,2
820,16384,98939,2381,4,14,6,2
820,16384,98800,2325,4,14,6,2
840,16384,99410,2293,4,14,6,2
840,16384,101634,2412,4,14,6,2
840,16384,99112,2404,4,14,6,2
840,16384,99494,2316,4,14,6,2
840,16384,99834,2401,4,14,6,2
840,16384,99435,2426,4,14,6,2
840,16384,98957,2371,4,14,6,2
840,16384,98844,2412,4,14,6,2
840,16384,99084,2281,4,14,6,2
840,16384,99346,2388,4,14,6,2
840,16384,98800,2380,4,14,6,2
840,16384,99733,2367,4,14,6,2
840,16384,99473,2365,4,14,6,2
840,16384,98857,2346,4,14,6,2
840,16384,99784,2366,4,14,6,2
840,16384,99866,2311,4,14,6,2
840,16384,99781,2347,4,14,6,2
840,16384,99436,2334,4,14,6,2
840,16384,99281,2326,4,14,6,2
840,16384,99078,2380,4,14,6,2
860,16384,98647,2292,4,14,6,2
860,16384,98972,2325,4,14,6,2
860,16384,98955,2249,4,14,6,2
860,16384,98891,2365,4,14,6,2
860,16384,98667,2244,4,14,6,2
860,16384,98932,2250,4,14,6,2
860,16384,101615,2419,4,14,6,2
860,16384,98542,2336,4,14,6,2
860,16384,99068,2372,4,14,6,2
860,16384,99567,2281,4,14,6,2
860,16384,99053,2420,4,14,6,2
860,16384,99055,2388,4,14,6,2
860,16384,98905,2343,4,14,6,2
860,16384,99103,2334,4,14,6,2
860,16384,99071,2359,4,14,6,2
860,16384,99359,2451,4,14,6,2
860,16384,99163,2334,4,14,6,2
860,16384,99202,2369,4,14,6,2
860,16384,98952,2266,4,14,6,2
860,16384,98496,2350,4,14,6,2
880,16384,99271,2422,4,14,6,2
880,16384,98935,2423,4,14,6,2
880,16384,99653,2319,4,14,6,2
880,16384,103234,2506,4,14,6,2
880,16384,99016,2347,4,14,6,2
880,16384,99619,2495,4,14,6,2
880,16384,99264,2412,4,14,6,2
880,16384,99483,2318,4,14,6,2
880,16384,99662,2391,4,14,6,2
880,16384,100563,2440,4,14,6,2
880,16384,99524,2441,4,14,6,2
880,16384,99417,2526,4,14,6,2
880,16384,99649,2405,4,14,6,2
880,16384,99586,2415,4,14,6,2
880,16384,99574,2376,4,14,6,2
880,16384,99127,2461,4,14,6,2
880,16384,99851,2273,4,14,6,2
880,16384,99760,2374,4,14,6,2
880,16384,100595,2359,4,14,6,2
880,16384,99514,2514,4,14,6,2
900,16384,99943,2430,4,14,6,2
900,16384,99249,2411,4,14,6,2
900,16384,98966,2320,4,14,6,2
900,16384,100352,2414,4,14,6,2
900,16384,99871,2305,4,14,6,2
900,16384,99449,2256,4,14,6,2
900,16384,99783,2239,4,14,6,2
900,16384,99718,2315,4,14,6,2
900,16384,102120,2395,4,14,6,2
900,16384,99360,2358,4,14,6,2
900,16384,99689,2305,4,14,6,2
900,16384,99843,2307,4,14,6,2
900,16384,99541,2385,4,14,6,2
900,16384,99791,2344,4,14,6,2
900,16384,99758,2357,4,14,6,2
900,16384,99648,2400,4,14,6,2
900,16384,99452,2329,4,14,6,2
900,16384,99951,2240,4,14,6,2
900,16384,99657,2359,4,14,6,2
900,16384,99412,2348,4,14,6,2
920,16384,99776,2281,4,14,6,2
920,16384,99914,2320,4,14,6,2
920,16384,100318,2354,4,14,6,2
920,16384,99375,2466,4,14,6,2
920,16384,99558,2315,4,14,6,2
920,16384,99829,2357,4,14,6,2
920,16384,99768,2297,4,14,6,2
920,16384,99500,2367,4,14,6,2
920,16384,99762,2334,4,14,6,2
920,16384,99727,2329,4,14,6,2
920,16384,99673,2223,4,14,6,2
920,16384,99439,2276,4,14,6,2
920,16384,99894,2350,4,14,6,2
920,16384,102490,2404,4,14,6,2
920,16384,99771,2332,4,14,6,2
920,16384,99198,2308,4,14,6,2
920,16384,99683,2416,4,14,6,2
920,16384,99145,2368,4,14,6,2
920,16384,99405,2407,4,14,6,2
920,16384,99281,2369,4,14,6,2
940,16384,99343,2459,4,14,6,2
940,16384,99282,2338,4,14,6,2
940,16384,99440,2441,4,14,6,2
940,16384,99175,2412,4,14,6,2
940,16384,98645,2456,4,14,6,2
940,16384,99299,2363,4,14,6,2
940,16384,98730,2442,4,14,6,2
940,16384,99136,2324,4,14,6,2
940,16384,99703,2367,4,14,6,2
940,16384,98913,2448,4,14,6,2
940,16384,99388,2514,4,14,6,2
940,16384,99684,2346,4,14,6,2
940,16384,99387,2434,4,14,6,2
940,16384,99317,2291,4,14,6,2
940,16384,99449,2362,4,14,6,2
940,16384,99212,2493,4,14,6,2
940,16384,99615,2396,4,14,6,2
940,16384,98921,2432,4,14,6,2
940,16384,102735,2477,4,14,6,2
940,16384,99524,2461,4,14,6,2
960,16384,99931,2272,4,14,6,2
960,16384,99398,2340,4,14,6,2
960,16384,100495,2285,4,14,6,2
960,16384,99486,2381,4,14,6,2
960,16384,99357,2433,4,14,6,2
960,16384,99300,2414,4,14,6,2
960,16384,100033,2432,4,14,6,2
960,16384,99305,2295,4,14,6,2
960,16384,99611,2315,4,14,6,2
960,16384,100086,2409,4,14,6,2
960,16384,99795,2375,4,14,6,2
960,16384,99292,2354,4,14,6,2
960,16384,99000,2303,4,14,6,2
960,16384,99799,2391,4,14,6,2
960,16384,99595,2288,4,14,6,2
960,16384,99909,2384,4,14,6,2
960,16384,98758,2356,4,14,6,2
960,16384,99138,2325,4,14,6,2
960,16384,99474,2432,4,14,6,2
960,16384,99008,2294,4,14,6,2
980,16384,98976,2407,4,14,6,2
980,16384,98972,2471,4,14,6,2
980,16384,99226,2324,4,14,6,2
980,16384,100417,2478,4,14,6,2
980,16384,99508,2381,4,14,6,2
980,16384,99391,2504,4,14,6,2
980,16384,99341,2441,4,14,6,2
980,16384,98362,2437,4,14,6,2
980,16384,99704,2396,4,14,6,2
980,16384,100115,2488,4,14,6,2
980,16384,99959,2446,4,14,6,2
980,16384,99477,2445,4,14,6,2
980,16384,99542,2390,4,14,6,2
980,16384,99266,2421,4,14,6,2
980,16384,98972,2394,4,14,6,2
980,16384,99076,2452,4,14,6,2
980,16384,98917,2273,4,14,6,2
980,16384,99617,2406,4,14,6,2
980,16384,99141,2391,4,14,6,2
980,16384,98798,2451,4,14,6,2
1000,16384,99015,2427,4,14,6,2
1000,16384,99475,2391,4,14,6,2
1000,16384,99163,2366,4,14,6,2
1000,16384,99048,2366,4,14,6,2
1000,16384,99321,2425,4,14,6,2
1000,16384,99442,2347,4,14,6,2
1000,16384,98734,2388,4,14,6,2
1000,16384,99043,2354,4,14,6,2
1000,16384,99390,2423,4,14,6,2
1000,16384,99125,2361,4,14,6,2
1000,16384,99148,2368,4,14,6,2
1000,16384,99421,2343,4,14,6,2
1000,16384,98899,2368,4,14,6,2
1000,16384,98722,2399,4,14,6,2
1000,16384,99392,2386,4,14,6,2
1000,16384,99412,2441,4,14,6,2
1000,16384,101955,2456,4,14,6,2
1000,16384,98960,2375,4,14,6,2
1000,16384,99469,2360,4,14,6,2
1000,16384,98811,2391,4,14,6,2
1000,0,84385,2354,4,14,6,2
1000,0,84539,2242,4,14,6,2
1000,0,84077,2336,4,14,6,2
1000,0,84229,2403,4,14,6,2
1000,0,83941,2298,4,14,6,2
1000,0,85399,2403,4,14,6,2
1000,0,84321,2299,4,14,6,2
1000,0,84411,2415,4,14,6,2
1000,0,84438,2328,4,14,6,2
1000,0,84403,2330,4,14,6,2
1000,0,84470,2321,4,14,6,2
1000,0,84254,2271,4,14,6,2
1000,0,84414,2345,4,14,6,2
1000,0,84696,2304,4,14,6,2
1000,0,85047,2374,4,14,6,2
1000,0,84341,2346,4,14,6,2
1000,0,84852,2392,4,14,6,2
1000,0,84794,2305,4,14,6,2
1000,0,83609,2285,4,14,6,2
1000,0,84594,2363,4,14,6,2
1000,327,84622,2390,4,14,6,2
1000,327,85354,2324,4,14,6,2
1000,327,84656,2313,4,14,6,2
1000,327,87949,2389,4,14,6,2
1000,327,84511,2344,4,14,6,2
1000,327,84851,2287,4,14,6,2
1000,327,85181,2363,4,14,6,2
1000,327,84900,2348,4,14,6,2
1000,327,85354,2336,4,14,6,2
1000,327,84711,2276,4,14,6,2
1000,327,85323,2390,4,14,6,2
1000,327,85004,2273,4,14,6,2
1000,327,88021,2409,4,14,6,2
1000,327,85124,2393,4,14,6,2
1000,327,84879,2367,4,14,6,2
1000,327,85591,2363,4,14,6,2
1000,327,85064,2392,4,14,6,2
1000,327,85742,2224,4,14,6,2
1000,327,84401,2378,4,14,6,2
1000,327,84786,2344,4,14,6,2
1000,654,85162,2367,4,14,6,2
1000,654,84747,2436,4,14,6,2
1000,654,85018,2248,4,14,6,2
1000,654,85012,2341,4,14,6,2
1000,654,84326,2325,4,14,6,2
1000,654,85075,2340,4,14,6,2
1000,654,85406,2303,4,14,6,2
1000,654,85742,2366,4,14,6,2
1000,654,85127,2352,4,14,6,2
1000,654,85404,2387,4,14,6,2
1000,654,85625,2368,4,14,6,2
1000,654,85404,2333,4,14,6,2
1000,654,86027,2321,4,14,6,2
1000,654,85217,2336,4,14,6,2
1000,654,84866,2375,4,14,6,2
1000,654,84587,2450,4,14,6,2
1000,654,85119,2336,4,14,6,2
1000,654,84940,2310,4,14,6,2
1000,654,85202,2387,4,14,6,2
1000,654,85410,2403,4,14,6,2
1000,981,85491,2363,4,14,6,2
1000,981,85516,2397,4,14,6,2
1000,981,85017,2321,4,14,6,2
1000,981,85736,2378,4,14,6,2
1000,981,85668,2259,4,14,6,2
1000,981,85682,2372,4,14,6,2
1000,981,86201,2350,4,14,6,2
1000,981,85716,2420,4,14,6,2
1000,981,85335,2366,4,14,6,2
1000,981,85856,2492,4,14,6,2
1000,981,85135,2454,4,14,6,2
1000,981,85704,2419,4,14,6,2
1000,981,85265,2429,4,14,6,2
1000,981,85552,2343,4,14,6,2
1000,981,85530,2276,4,14,6,2
1000,981,85158,2343,4,14,6,2
1000,981,85625,2316,4,14,6,2
1000,981,85282,2496,4,14,6,2
1000,981,85590,2426,4,14,6,2
1000,981,84954,2371,4,14,6,2
1000,1308,86706,2372,4,14,6,2
1000,1308,85586,2376,4,14,6,2
1000,1308,85981,2443,4,14,6,2
1000,1308,86046,2330,4,14,6,2
1000,1308,86322,2352,4,14,6,2
1000,1308,86320,2274,4,14,6,2
1000,1308,86183,2327,4,14,6,2
1000,1308,86877,2454,4,14,6,2
1000,1308,86322,2366,4,14,6,2
1000,1308,86161,2334,4,14,6,2
1000,1308,86457,2375,4,14,6,2
1000,1308,86521,2441,4,14,6,2
1000,1308,86604,2370,4,14,6,2
1000,1308,86736,2416,4,14,6,2
1000,1308,86456,2354,4,14,6,2
1000,1308,86485,2363,4,14,6,2
1000,1308,86625,2493,4,14,6,2
1000,1308,86262,2401,4,14,6,2
1000,1308,86604,2402,4,14,6,2
1000,1308,86409,2378,4,14,6,2
1000,1635,86533,2391,4,14,6,2
1000,1635,86754,2245,4,14,6,2
1000,1635,86508,2337,4,14,6,2
1000,1635,86504,2281,4,14,6,2
1000,1635,87306,2298,4,14,6,2
1000,1635,87206,2470,4,14,6,2
1000,1635,86630,2380,4,14,6,2
1000,1635,86692,2302,4,14,6,2
1000,1635,86320,2346,4,14,6,2
1000,1635,86153,2264,4,14,6,2
1000,1635,86591,2247,4,14,6,2
1000,1635,86829,2365,4,14,6,2
1000,1635,86358,2385,4,14,6,2
1000,1635,86774,2409,4,14,6,2
1000,1635,86910,2310,4,14,6,2
1000,1635,86512,2337,4,14,6,2
1000,1635,86307,2324,4,14,6,2
1000,1635,86115,2187,4,14,6,2
1000,1635,86212,2217,4,14,6,2
1000,1635,86508,2283,4,14,6,2
1000,1962,86683,2292,4,14,6,2
1000,1962,86689,2354,4,14,6,2
1000,1962,87656,2442,4,14,6,2
1000,1962,86984,2342,4,14,6,2
1000,1962,87406,2368,4,14,6,2
1000,1962,87400,2456,4,14,6,2
1000,1962,87223,2383,4,14,6,2
1000,1962,86455,2331,4,14,6,2
1000,1962,87073,2255,4,14,6,2
1000,1962,86704,2415,4,14,6,2
1000,1962,87132,2409,4,14,6,2
1000,1962,86862,2502,4,14,6,2
1000,1962,86958,2292,4,14,6,2
1000,1962,86460,2365,4,14,6,2
1000,1962,86995,2426,4,14,6,2
1000,1962,87256,2407,4,14,6,2
1000,1962,86554,2377,4,14,6,2
1000,1962,87347,2361,4,14,6,2
1000,1962,87898,2410,4,14,6,2
1000,1962,87661,2435,4,14,6,2
1000,2289,90072,2257,4,14,6,2
1000,2289,87684,2312,4,14,6,2
1000,2289,86766,2340,4,14,6,2
1000,2289,87106,2383,4,14,6,2
1000,2289,87262,2379,4,14,6,2
1000,2289,87449,2380,4,14,6,2
1000,2289,87483,2315,4,14,6,2
1000,2289,87645,2298,4,14,6,2
1000,2289,87386,2326,4,14,6,2
1000,2289,90234,2261,4,14,6,2
1000,2289,87060,2447,4,14,6,2
1000,2289,87111,2316,4,14,6,2
1000,2289,87300,2349,4,14,6,2
1000,2289,86941,2449,4,14,6,2
1000,2289,88104,2348,4,14,6,2
1000,2289,87411,2253,4,14,6,2
1000,2289,86817,2387,4,14,6,2
1000,2289,87414,2295,4,14,6,2
1000,2289,91281,2378,4,14,6,2
1000,2289,87151,2312,4,14,6,2
1000,2616,87696,2396,4,14,6,2
1000,2616,87538,2296,4,14,6,2
1000,2616,87153,2406,4,14,6,2
1000,2616,88029,2326,4,14,6,2
1000,2616,87293,2254,4,14,6,2
1000,2616,87161,2343,4,14,6,2
1000,2616,87037,2353,4,14,6,2
1000,2616,87788,2441,4,14,6,2
1000,2616,87211,2355,4,14,6,2
1000,2616,87264,2290,4,14,6,2
1000,2616,87389,2353,4,14,6,2
1000,2616,87000,2388,4,14,6,2
1000,2616,87151,2441,4,14,6,2
1000,2616,88010,2292,4,14,6,2
1000,2616,87233,2382,4,14,6,2
1000,2616,88081,2446,4,14,6,2
1000,2616,88064,2399,4,14,6,2
1000,2616,87339,2333,4,14,6,2
1000,2616,87298,2267,4,14,6,2
1000,2616,87753,2258,4,14,6,2
1000,2943,87770,2386,4,14,6,2
1000,2943,88618,2309,4,14,6,2
1000,2943,87640,2349,4,14,6,2
1000,2943,88274,2439,4,14,6,2
1000,2943,87807,2485,4,14,6,2
1000,2943,88941,2368,4,14,6,2
1000,2943,88168,2412,4,14,6,2
1000,2943,87507,2394,4,14,6,2
1000,2943,88346,2371,4,14,6,2
1000,2943,87527,2380,4,14,6,2
1000,2943,87980,2449,4,14,6,2
1000,2943,87836,2279,4,14,6,2
1000,2943,87960,2344,4,14,6,2
1000,2943,87424,2311,4,14,6,2
1000,2943,87988,2345,4,14,6,2
1000,2943,87798,2342,4,14,6,2
1000,2943,87879,2297,4,14,6,2
1000,2943,87940,2431,4,14,6,2
1000,2943,88718,2364,4,14,6,2
1000,2943,87679,2326,4,14,6,2
1000,3270,88571,2413,4,14,6,2
1000,3270,87958,2342,4,14,6,2
1000,3270,88206,2292,4,14,6,2
1000,3270,87953,2332,4,14,6,2
1000,3270,88126,2351,4,14,6,2
1000,3270,88152,2409,4,14,6,2
1000,3270,88447,2365,4,14,6,2
1000,3270,87559,2299,4,14,6,2
1000,3270,87453,2222,4,14,6,2
1000,3270,87707,2282,4,14,6,2
1000,3270,87818,2376,4,14,6,2
1000,3270,88398,2289,4,14,6,2
1000,3270,88569,2427,4,14,6,2
1000,3270,88371,2291,4,14,6,2
1000,3270,88450,2382,4,14,6,2
1000,3270,87716,2339,4,14,6,2
1000,3270,88273,2372,4,14,6,2
1000,3270,88403,2392,4,14,6,2
1000,3270,87852,2384,4,14,6,2
1000,3270,88000,2372,4,14,6,2
1000,3597,88502,2355,4,14,6,2
1000,3597,88236,2285,4,14,6,2
1000,3597,88108,2235,4,14,6,2
1000,3597,88424,2414,4,14,6,2
1000,3597,87696,2312,4,14,6,2
1000,3597,87732,2263,4,14,6,2
1000,3597,88443,2261,4,14,6,2
1000,3597,88615,2282,4,14,6,2
1000,3597,88570,2284,4,14,6,2
1000,3597,88177,2304,4,14,6,2
1000,3597,88795,2371,4,14,6,2
1000,3597,88552,2353,4,14,6,2
1000,3597,88360,2303,4,14,6,2
1000,3597,88320,2414,4,14,6,2
1000,3597,88251,2305,4,14,6,2
1000,3597,88094,2327,4,14,6,2
1000,3597,87740,2358,4,14,6,2
1000,3597,87772,2261,4,14,6,2
1000,3597,91026,2436,4,14,6,2
1000,3597,88728,2385,4,14,6,2
1000,3924,89346,2337,4,14,6,2
1000,3924,88439,2485,4,14,6,2
1000,3924,88881,2394,4,14,6,2
1000,3924,88724,2362,4,14,6,2
1000,3924,89074,2347,4,14,6,2
1000,3924,88765,2394,4,14,6,2
1000,3924,88419,2375,4,14,6,2
1000,3924,89572,2458,4,14,6,2
1000,3924,88217,2408,4,14,6,2
1000,3924,88971,2414,4,14,6,2
1000,3924,88675,2352,4,14,6,2
1000,3924,88231,2331,4,14,6,2
1000,3924,88068,2288,4,14,6,2
1000,3924,88842,2357,4,14,6,2
1000,3924,88727,2309,4,14,6,2
1000,3924,88575,2344,4,14,6,2
1000,3924,89154,2357,4,14,6,2
1000,3924,88705,2350,4,14,6,2
1000,3924,88918,2414,4,14,6,2
1000,3924,88508,2349,4,14,6,2
1000,4251,90946,2315,4,14,6,2
1000,4251,88409,2313,4,14,6,2
1000,4251,88268,2394,4,14,6,2
1000,4251,88779,2406,4,14,6,2
1000,4251,88900,2363,4,14,6,2
1000,4251,89476,2461,4,14,6,2
1000,4251,89138,2321,4,14,6,2
1000,4251,89342,2384,4,14,6,2
1000,4251,88929,2338,4,14,6,2
1000,4251,88338,2363,4,14,6,2
1000,4251,88867,2383,4,14,6,2
1000,4251,88590,2390,4,14,6,2
1000,4251,88780,2387,4,14,6,2
1000,4251,87907,2373,4,14,6,2
1000,4251,88890,2342,4,14,6,2
1000,4251,88627,2302,4,14,6,2
1000,4251,89239,2418,4,14,6,2
1000,4251,89457,2422,4,14,6,2
1000,4251,88843,2285,4,14,6,2
1000,4251,88723,2424,4,14,6,2
1000,4578,88834,2332,4,14,6,2
1000,4578,89672,2424,4,14,6,2
1000,4578,89756,2394,4,14,6,2
1000,4578,89126,2279,4,14,6,2
1000,4578,89165,2397,4,14,6,2
1000,4578,88365,2310,4,14,6,2
1000,4578,88795,2294,4,14,6,2
1000,4578,89108,2392,4,14,6,2
1000,4578,88474,2340,4,14,6,2
1000,4578,88790,2362,4,14,6,2
1000,4578,89126,2381,4,14,6,2
1000,4578,91738,2415,4,14,6,2
1000,4578,88977,2394,4,14,6,2
1000,4578,88947,2306,4,14,6,2
1000,4578,89058,2333,4,14,6,2
1000,4578,89403,2267,4,14,6,2
1000,4578,89044,2333,4,14,6,2
1000,4578,89070,2291,4,14,6,2
1000,4578,88898,2252,4,14,6,2
1000,4578,89024,2343,4,14,6,2
1000,4905,92351,2367,4,14,6,2
1000,4905,89131,2467,4,14,6,2
1000,4905,89337,2286,4,14,6,2
1000,4905,89293,2389,4,14,6,2
1000,4905,89976,2401,4,14,6,2
1000,4905,89972,2401,4,14,6,2
1000,4905,89388,2416,4,14,6,2
1000,4905,90123,2381,4,14,6,2
1000,4905,89534,2348,4,14,6,2
1000,4905,89514,2393,4,14,6,2
1000,4905,89321,2361,4,14,6,2
1000,4905,89349,2402,4,14,6,2
1000,4905,89110,2279,4,14,6,2
1000,4905,89095,2388,4,14,6,2
1000,4905,89413,2367,4,14,6,2
1000,4905,90319,2345,4,14,6,2
1000,4905,90006,2372,4,14,6,2
1000,4905,89398,2367,4,14,6,2
1000,4905,90458,2399,4,14,6,2
1000,4905,89537,2373,4,14,6,2
1000,5232,89850,2378,4,14,6,2
1000,5232,89997,2431,4,14,6,2
1000,5232,89917,2379,4,14,6,2
1000,5232,90137,2394,4,14,6,2
1000,5232,90535,2391,4,14,6,2
1000,5232,90318,2403,4,14,6,2
1000,5232,90053,2382,4,14,6,2
1000,5232,89926,2380,4,14,6,2
1000,5232,89520,2363,4,14,6,2
1000,5232,90101,2347,4,14,6,2
1000,5232,89536,2352,4,14,6,2
1000,5232,90027,2334,4,14,6,2
1000,5232,90445,2301,4,14,6,2
1000,5232,89918,2364,4,14,6,2
1000,5232,90186,2501,4,14,6,2
1000,5232,90201,2520,4,14,6,2
1000,5232,89924,2324,4,14,6,2
1000,5232,89292,2502,4,14,6,2
1000,5232,90087,2451,4,14,6,2
1000,5232,89797,2325,4,14,6,2
1000,5559,90232,2335,4,14,6,2
1000,5559,89869,2323,4,14,6,2
1000,5559,90114,2224,4,14,6,2
1000,5559,90634,2288,4,14,6,2
1000,5559,93143,2422,4,14,6,2
1000,5559,90042,2323,4,14,6,2
1000,5559,89935,2371,4,14,6,2
1000,5559,90329,2379,4,14,6,2
1000,5559,90501,2489,4,14,6,2
1000,5559,90381,2452,4,14,6,2
1000,5559,90738,2274,4,14,6,2
1000,5559,90068,2306,4,14,6,2
1000,5559,90176,2340,4,14,6,2
1000,5559,90023,2392,4,14,6,2
1000,5559,90166,2482,4,14,6,2
1000,5559,89979,2355,4,14,6,2
1000,5559,89544,2371,4,14,6,2
1000,5559,89641,2375,4,14,6,2
1000,5559,89966,2306,4,14,6,2
1000,5559,89917,2415,4,14,6,2
1000,5886,90740,2412,4,14,6,2
1000,5886,89936,2405,4,14,6,2
1000,5886,90268,2437,4,14,6,2
1000,5886,90123,2380,4,14,6,2
1000,5886,90234,2331,4,14,6,2
1000,5886,90424,2331,4,14,6,2
1000,5886,90735,2325,4,14,6,2
1000,5886,90345,2446,4,14,6,2
1000,5886,90329,2312,4,14,6,2
1000,5886,89970,2436,4,14,6,2
1000,5886,90581,4897,4,14,6,2
1000,5886,90041,2359,4,14,6,2
1000,5886,90847,2432,4,14,6,2
1000,5886,90540,2362,4,14,6,2
1000,5886,89804,2304,4,14,6,2
1000,5886,90814,2331,4,14,6,2
1000,5886,90251,2381,4,14,6,2
1000,5886,90713,2336,4,14,6,2
1000,5886,90264,2370,4,14,6,2
1000,5886,93173,2386,4,14,6,2
1000,6213,90998,2302,4,14,6,2
1000,6213,89895,2383,4,14,6,2
1000,6213,90194,2349,4,14,6,2
1000,6213,90828,2373,4,14,6,2
1000,6213,90405,2365,4,14,6,2
1000,6213,90779,2431,4,14,6,2
1000,6213,90292,2409,4,14,6,2
1000,6213,91090,2323,4,14,6,2
1000,6213,91576,2438,4,14,6,2
1000,6213,90645,2313,4,14,6,2
1000,6213,90718,2316,4,14,6,2
1000,6213,90771,2426,4,14,6,2
1000,6213,90785,2282,4,14,6,2
1000,6213,90232,2368,4,14,6,2
1000,6213,90154,2353,4,14,6,2
1000,6213,90292,2264,4,14,6,2
1000,6213,90708,2379,4,14,6,2
1000,6213,90858,2458,4,14,6,2
1000,6213,90536,2295,4,14,6,2
1000,6213,90263,2371,4,14,6,2
1000,6540,90378,2466,4,14,6,2
1000,6540,91130,2474,4,14,6,2
1000,6540,91159,2345,4,14,6,2
1000,6540,90941,2368,4,14,6,2
1000,6540,91060,2384,4,14,6,2
1000,6540,90938,2350,4,14,6,2
1000,6540,90897,2504,4,14,6,2
1000,6540,91051,2398,4,14,6,2
1000,6540,90245,2408,4,14,6,2
1000,6540,90692,2438,4,14,6,2
1000,6540,90417,2431,4,14,6,2
1000,6540,90866,2473,4,14,6,2
1000,6540,90779,2475,4,14,6,2
1000,6540,90961,2413,4,14,6,2
1000,6540,93902,2469,4,14,6,2
1000,6540,90843,2444,4,14,6,2
1000,6540,90838,2360,4,14,6,2
1000,6540,91317,2491,4,14,6,2
