2020-04-09 01:44:28.693 main TRACE benchmark  Start Benchmark: u 1
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(08813a4c2319cb58da72c3cbb405437d8acf2f12a0c8c30052740c0465ba7d1e51e22fbba2e75d6516fd5b34db2a54571df781c90b6cb6e0a138d0c1955a1f2317)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8171cd3068e6118bfb392b798317f63a89d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(000000000200000004813a4c2319cb58da72c3cbb405437d8acf2f12a0c8c30052740c0465ba7d1e510080320200)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(04020701e22fbba2e75d6516fd5b34db2a54571df781c90b6cb6e0a138d0c1955a1f2317d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba1401020000000000000000)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(08813a4c2319cb58da72c3cbb405437d8acf2f12a0c8c30052740c0465ba7d1e51e22fbba2e75d6516fd5b34db2a54571df781c90b6cb6e0a138d0c1955a1f2317)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:28.693 main TRACE state-trace  f771: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(02000000)
2020-04-09 01:44:28.694 main TRACE state-trace  f771: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(04020701e22fbba2e75d6516fd5b34db2a54571df781c90b6cb6e0a138d0c1955a1f2317d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba1401020000000000000000)
2020-04-09 01:44:28.694 main TRACE state-trace  f771: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(08020701e22fbba2e75d6516fd5b34db2a54571df781c90b6cb6e0a138d0c1955a1f2317d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba1401020000000000000000020702d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba1400)
2020-04-09 01:44:28.694 main TRACE state-trace  f771: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
