Pallet: "democracy", Extrinsic: "on_initialize_public", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,extrinsic_time_ns,storage_root_time_ns
79,2536753,255835
79,2523907,258241
79,2521875,260664
79,2522734,257824
79,2542577,257231
79,2552247,257596
79,2536811,257026
79,2535446,258376
79,2526638,258877
79,2545139,257243
79,2521735,257530
79,2521796,258761
80,2534883,258926
80,2552758,258922
80,2544106,257717
80,2545589,258517
80,2588303,259582
80,2543877,258504
80,2550450,260249
80,2547706,259552
80,2547642,259089
80,2559514,258248
80,2549174,259684
80,2543118,257805
80,2561878,258362
80,2549859,258711
80,2545788,259380
80,2547096,259526
80,2555177,260021
80,2539954,259523
80,2537076,259008
80,2552235,258386
81,2578658,265966
81,2590674,267748
81,2588594,266817
81,2592218,266466
81,2592629,267491
81,2591751,267651
81,2579264,267197
81,2584137,266680
81,2578563,269892
81,2585071,267192
81,2601377,266900
81,2575618,265460
81,2582446,268699
81,2633172,267760
81,2584021,268227
81,2583272,267494
81,2581405,265836
81,2581624,266895
81,2583396,265777
81,2583612,267120
82,2652498,268876
82,2613010,268966
82,2627897,269784
82,2627688,268671
82,2616351,268585
82,2687539,271875
82,2654142,270793
82,2645820,269658
82,2633495,269200
82,2613519,305507
82,2644420,269496
82,2650298,269576
82,2617853,269109
82,2660566,269866
82,2654353,269947
82,2655945,269398
82,2629555,268371
82,2623024,269295
82,2620597,270897
82,2648752,269317
83,2641162,273123
83,2654361,274232
83,2680112,273925
83,2671326,275442
83,2642743,272317
83,2660863,274141
83,2642605,273476
83,2651976,272985
83,2651345,276963
83,2651951,273450
83,2643435,271931
83,2645084,274543
83,2679740,272906
83,2650347,273230
83,2649840,271795
83,2666216,273500
83,2659819,271535
83,2646114,273804
83,2653940,273140
83,2648716,275217
84,2669250,271609
84,2688206,273014
84,2682464,273385
84,2697177,272235
84,2683662,273406
84,2692239,273193
84,2698388,272759
84,2697493,272372
84,2677241,273078
84,2676658,273703
84,2713970,271907
84,2684027,273105
84,2680753,270348
84,2691535,273092
84,2721074,273031
84,2682459,273001
84,2719241,272499
84,2682709,273176
84,2689264,272150
84,2679036,272091
85,2713806,278862
85,2715333,278221
85,2729773,277870
85,2721354,278181
85,2722141,277582
85,2711543,284197
85,2728447,278223
85,2740888,277501
85,2719597,281121
85,2720037,278378
85,2748466,279489
85,2727653,305822
85,2753282,278732
85,2722836,278237
85,2722767,278610
85,2723614,278505
85,2726991,278257
85,2722613,277545
85,2719892,279284
85,2723398,278589
86,2738306,275290
86,2737943,279005
86,2736755,276779
86,2742713,278550
86,2760977,274916
86,2744488,277484
86,2742863,277440
86,2733787,277829
86,2724730,276610
86,2743034,277844
86,2739198,276198
86,2735277,276644
86,2745644,276778
86,2735829,276394
86,2730904,278503
86,2741315,276361
86,2732495,277255
86,2738764,276605
86,2741555,276718
86,2728976,275710
87,2770697,283398
87,2769032,282136
87,2776257,283843
87,2768548,285121
87,2766947,283665
87,2768327,282992
87,2776911,285778
87,2774275,284873
87,2782755,283830
87,2779386,284162
87,2772669,283862
87,2778038,285425
87,2773892,284813
87,2770353,283696
87,2768757,286025
87,2775676,284039
87,2773426,284537
87,2772451,284503
87,2759294,286582
87,2773786,283672
88,2801360,284685
88,2806843,285110
88,2803222,285748
88,2814111,286492
88,2805550,284339
88,2824871,284010
88,2817755,284357
88,2803718,284896
88,2804455,283533
88,2803012,282968
88,2811683,285534
88,2833526,286199
88,2786983,285135
88,2800915,284955
88,2799224,283409
88,2788821,284453
88,2803029,285086
88,2803792,284263
88,2840129,285759
88,2799136,284061
89,2843175,292479
89,2855876,287515
89,2831395,288970
89,2829407,288121
89,2842118,287414
89,2840353,286438
89,2840348,287599
89,2848823,287707
89,2832672,287920
89,2830645,289399
89,2839354,287882
89,2836769,287776
89,2903057,288789
89,2827662,287010
89,2858211,287090
89,2841986,287399
89,2824755,288002
89,2840774,287436
89,2823292,288485
89,2839780,287400
90,2869556,288914
90,2872162,289017
90,2859806,289249
90,2871660,289722
90,2863007,289260
90,2867413,288936
90,2859297,289931
90,2884391,288706
90,2876255,290404
90,2854596,291430
90,2859091,290365
90,2856964,287964
90,2877732,289341
90,2866875,289137
90,2866754,288288
90,2862218,288378
90,2863286,289261
90,2914285,289273
90,2859264,288700
90,2881237,289370
91,2879201,290989
91,2909648,289629
91,2926817,291802
91,2893276,289814
91,2889273,291035
91,2889308,290950
91,2890816,290405
91,2877117,290285
91,2886546,290692
91,2896625,290798
91,2889582,290257
91,2919372,290256
91,2880638,292151
91,2919092,290762
91,2898057,290668
91,2880254,290068
91,2897514,290515
91,2900968,289581
91,2882899,289169
91,2885467,290396
92,2926908,289190
92,2927774,289598
92,2910044,290801
92,2907525,290137
92,2915936,290536
92,2912890,289510
92,2945445,291062
92,2930086,290947
92,2919238,290221
92,2917271,289469
92,2929560,290145
92,2923265,290895
92,2926490,290264
92,2918314,290727
92,2949360,288961
92,2910919,289554
92,2914655,290347
92,2923043,291154
92,2912378,289445
92,2927189,288367
93,2967027,293752
93,2952369,294223
93,2948790,294169
93,2971059,294203
93,2966746,294189
93,2968998,293155
93,2957736,292731
93,3000253,294898
93,2955033,293404
93,2957563,293285
93,2959954,297066
93,2970710,293700
93,2958734,293485
93,2957765,293166
93,2982827,294030
93,2960044,292742
93,2946494,293956
93,2952495,295270
93,2947672,292937
93,2944042,296265
94,2993946,293613
94,2976546,291916
94,2970541,292568
94,2991299,293366
94,2989591,291859
94,2981551,292923
94,2971311,293136
94,2985243,291472
94,2975131,294715
94,2977160,293147
94,3013049,292742
94,2984332,296736
94,2988408,294347
94,2992128,294851
94,2982412,293310
94,2982889,293435
94,3000821,293091
94,2969006,292428
94,2973943,293921
94,2984158,293011
95,3024602,296806
95,3030162,296505
95,3006475,296400
95,3020172,299359
95,3016969,297083
95,3021219,296425
95,3012904,296309
95,3012542,295593
95,3013946,299559
95,3017633,296860
95,3025302,296119
95,2996181,297412
95,3002174,297044
95,3042681,296780
95,3028339,296178
95,3027045,297840
95,3013605,296569
95,3024702,298755
95,3013751,296812
95,3013148,295742
96,3045357,299554
96,3033826,302120
96,3040572,299595
96,3033212,299852
96,3044505,299164
96,3059654,301189
96,3055535,300365
96,3056943,298314
96,3042897,299961
96,3029727,306158
96,3038085,299480
96,3035339,300058
96,3046655,298480
96,3081171,300966
96,3039275,299648
96,3059127,299532
96,3049871,299307
96,3050270,299556
96,3045762,299058
96,3040905,300485
97,3057893,305881
97,3083050,304141
97,3111804,301886
97,3065647,306047
97,3084711,300913
97,3074851,303495
97,3091595,303654
97,3073957,302819
97,3079205,301568
97,3081305,303387
97,3073575,303534
97,3058291,301979
97,3069770,301567
97,3088799,302680
97,3093917,300881
97,3063862,302842
97,3066270,303985
97,3073959,301653
97,3082348,300587
97,3073840,301082
98,3119026,301729
98,3097107,304083
98,3105326,304243
98,3098063,304274
98,3116858,307333
98,3093313,301660
98,3095949,302573
98,3104190,303577
98,3113960,303259
98,3119290,304160
98,3094102,303082
98,3141657,303636
98,3110875,303045
98,3099780,301993
98,3118619,303847
98,3106147,303582
98,3105488,303118
98,3107195,303046
98,3106301,303943
98,3095045,302963
99,3139226,311013
99,3171882,308739
99,3170318,309380
99,3144619,309237
99,3147077,308522
99,3160947,309854
99,3172430,309181
99,3150523,308174
99,3139266,309564
99,3164156,307799
99,3136793,309478
99,3125752,311218
99,3116625,309941
99,3126415,309219
99,3153962,308468
99,3135438,308402
99,3156893,309918
99,3158810,310208
99,3126252,311664
99,3149026,308225
100,3179455,308398
100,3211654,309061
100,3175150,309316
100,3186229,307580
100,3177186,308969
100,3159150,307054
100,3159306,307601
100,3184588,308420
100,3169638,308683
100,3154894,308132
100,3178783,307037
100,3175737,307197
100,3174130,308336
100,3181965,309204
100,3166382,308238
100,3165836,307318
100,3174146,308709
100,3211897,308279
100,3148403,307327
100,3179125,307491

Median Slopes Analysis
========

Model:
Time ~=    64.34
    + r    31.09
              µs

Min Squares Analysis
========

Data points distribution:
    r   mean µs  sigma µs       %
    1     96.51     0.241    0.2%
    2     127.7     0.192    0.1%
    3     159.5     0.145    0.0%
    4     190.6     0.157    0.0%
    5     221.7     0.256    0.1%
    6     252.5     0.143    0.0%
    7     283.9     0.465    0.1%
    8     313.3     0.444    0.1%
    9     344.8     0.518    0.1%
   10     376.3     0.486    0.1%
   11     406.6     0.721    0.1%
   12     436.5     0.498    0.1%
   13     465.4     0.388    0.0%
   14     499.3     0.557    0.1%
   15     532.2     0.777    0.1%
   16       561     0.949    0.1%
   17     597.2     1.201    0.2%
   18     625.9      0.47    0.0%
   19     655.3     0.972    0.1%
   20     685.5     0.717    0.1%
   21     716.2     1.143    0.1%
   22     748.6     0.751    0.1%
   23     777.5     0.536    0.0%
   24     808.1     0.667    0.0%
   25     838.5     1.207    0.1%
   26     870.5     1.254    0.1%
   27       901     1.212    0.1%
   28     936.1     0.857    0.0%
   29       967     0.842    0.0%
   30     995.1     1.902    0.1%
   31      1024     0.523    0.0%
   32      1058     1.045    0.0%
   33      1089     1.483    0.1%
   34      1118     0.916    0.0%
   35      1154     1.096    0.0%
   36      1181     1.662    0.1%
   37      1217     1.686    0.1%
   38      1246     1.269    0.1%
   39      1271     2.864    0.2%
   40      1308     1.887    0.1%
   41      1333     1.159    0.0%
   42      1361     1.447    0.1%
   43      1394     1.313    0.0%
   44      1430     2.384    0.1%
   45      1460     1.796    0.1%
   46      1487     2.252    0.1%
   47      1521      4.25    0.2%
   48      1551     3.048    0.1%
   49      1578     2.947    0.1%
   50      1609      1.23    0.0%
   51      1642     2.429    0.1%
   52      1679     1.606    0.0%
   53      1713     1.492    0.0%
   54      1743     2.263    0.1%
   55      1771     1.991    0.1%
   56      1804     1.773    0.0%
   57      1840     1.843    0.1%
   58      1864     2.612    0.1%
   59      1892     2.713    0.1%
   60      1925     3.235    0.1%
   61      1959     3.171    0.1%
   62      1988     2.581    0.1%
   63      2027     2.248    0.1%
   64      2050     3.373    0.1%
   65      2096     1.479    0.0%
   66      2120      2.52    0.1%
   67      2147     4.268    0.1%
   68      2181     2.252    0.1%
   69      2216     2.289    0.1%
   70      2246     2.094    0.0%
   71      2273     3.881    0.1%
   72      2300     3.049    0.1%
   73      2329     3.301    0.1%
   74      2364     4.507    0.1%
   75      2400     3.594    0.1%
   76      2425     3.036    0.1%
   77      2464     4.499    0.1%
   78      2492     2.989    0.1%
   79      2524     4.063    0.1%
   80      2547     2.359    0.0%
   81      2584     2.668    0.1%
   82      2638      10.5    0.3%
   83      2651     3.513    0.1%
   84      2687     4.861    0.1%
   85      2723     2.222    0.0%
   86      2738     2.361    0.0%
   87      2772     1.935    0.0%
   88      2804     2.736    0.0%
   89      2838     3.564    0.1%
   90      2866     3.927    0.1%
   91      2891      4.28    0.1%
   92      2921     4.497    0.1%
   93      2959     4.344    0.1%
   94      2983     3.981    0.1%
   95      3017     4.267    0.1%
   96      3044     3.566    0.1%
   97      3076     4.289    0.1%
   98      3105       4.4    0.1%
   99      3147      7.27    0.2%
  100      3174     4.012    0.1%

Quality and confidence:
param     error
r         0.006

Model:
Time ~=    62.78
    + r    31.12
              µs
