Pallet: "elections", Extrinsic: "renounce_candidacy_member_runner_up", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,m,extrinsic_time,storage_root_time
69,20,46150,54205
69,20,46427,52718
69,20,45986,54044
69,20,46473,53220
69,20,46340,48962
69,20,47484,54299
69,20,46199,54555
69,20,45410,53474
69,20,46181,52704
69,20,45862,53125
69,20,46681,52690
69,20,46259,53231
69,20,46069,52842
70,20,46089,53129
70,20,46858,53126
70,20,46438,52848
70,20,46360,52102
70,20,46603,52384
70,20,47143,53047
70,20,46635,52885
70,20,47104,52613
70,20,46495,52794
70,20,46564,52543
70,20,47453,53142
70,20,46842,53466
70,20,46974,52991
70,20,46417,52978
70,20,47360,52957
70,20,46855,52682
70,20,46916,52885
70,20,47202,53180
70,20,47049,53101
70,20,46572,52425
71,20,46630,52756
71,20,47635,53028
71,20,46531,53126
71,20,46191,52937
71,20,46960,52935
71,20,47049,53134
71,20,47199,52736
71,20,46313,52631
71,20,46469,54230
71,20,47029,53187
71,20,46921,55955
71,20,46112,53499
71,20,47107,53091
71,20,46904,53043
71,20,46543,53212
71,20,46458,52807
71,20,46402,53549
71,20,46971,52831
71,20,46368,52945
71,20,46545,52630
72,20,46779,53023
72,20,47136,52978
72,20,46825,53517
72,20,46761,53122
72,20,47334,52827
72,20,46558,53058
72,20,47109,53170
72,20,46773,52806
72,20,46347,56062
72,20,46681,53251
72,20,46426,53429
72,20,47289,52928
72,20,46365,52963
72,20,46423,52536
72,20,46567,52929
72,20,46743,52793
72,20,46485,52698
72,20,46753,53267
72,20,46948,52776
72,20,45518,53798
73,20,46770,53699
73,20,46431,52763
73,20,48844,45890
73,20,46716,52741
73,20,49068,45783
73,20,47126,53043
73,20,46832,53071
73,20,47167,52620
73,20,47046,52758
73,20,46312,53078
73,20,49604,45785
73,20,46945,53167
73,20,46977,55455
73,20,46828,52997
73,20,46965,53060
73,20,46449,53076
73,20,47104,53166
73,20,46897,53193
73,20,46675,53118
73,20,46451,53346
74,20,46350,53042
74,20,49179,46064
74,20,47185,53396
74,20,46531,53291
74,20,46324,52943
74,20,46224,52697
74,20,47045,53098
74,20,47090,53186
74,20,47251,53312
74,20,46329,53317
74,20,47084,52926
74,20,77710,53679
74,20,46515,53061
74,20,46340,53191
74,20,46245,52672
74,20,46419,53128
74,20,46428,53613
74,20,46366,53211
74,20,46443,53294
74,20,46662,53156
75,20,47112,53511
75,20,48903,46330
75,20,47256,53345
75,20,46599,52690
75,20,46936,52933
75,20,46925,52296
75,20,46170,54137
75,20,46858,52946
75,20,46846,52837
75,20,49559,45972
75,20,47467,53231
75,20,46761,53062
75,20,49577,45960
75,20,46710,53440
75,20,47090,53142
75,20,46964,53582
75,20,46923,53108
75,20,46780,53295
75,20,47271,53651
75,20,46684,53230
76,20,49126,45399
76,20,45994,53209
76,20,46745,53096
76,20,46605,53032
76,20,46810,52743
76,20,46622,53461
76,20,46913,53316
76,20,46360,53623
76,20,46386,52706
76,20,46996,52914
76,20,46947,52419
76,20,46326,53321
76,20,46261,53058
76,20,49224,45933
76,20,46505,53143
76,20,46210,52917
76,20,45915,53545
76,20,46294,53493
76,20,46505,52988
76,20,48493,45487
77,20,46710,53057
77,20,46854,52830
77,20,46777,53414
77,20,46707,53856
77,20,46691,53555
77,20,47070,53868
77,20,46971,53147
77,20,48890,45290
77,20,46568,53199
77,20,46516,53332
77,20,46367,53505
77,20,47116,53321
77,20,47118,53467
77,20,46826,53136
77,20,47021,53126
77,20,46307,53382
77,20,46271,52912
77,20,46700,54312
77,20,46730,53730
77,20,46664,53165
78,20,49251,46192
78,20,48583,51836
78,20,47585,53914
78,20,47005,53606
78,20,47482,53406
78,20,46533,53186
78,20,46572,53145
78,20,46608,53540
78,20,46992,52972
78,20,46650,52806
78,20,46688,53100
78,20,46483,53386
78,20,48750,51190
78,20,47094,53051
78,20,47272,52753
78,20,47081,53316
78,20,47039,53208
78,20,47063,53392
78,20,46639,53238
78,20,47091,53904
79,20,46629,53422
79,20,49218,45771
79,20,48535,45573
79,20,46624,53310
79,20,46440,52872
79,20,46485,52649
79,20,47371,53183
79,20,46037,52920
79,20,47078,53264
79,20,46832,53847
79,20,46555,53340
79,20,46166,52849
79,20,46810,53985
79,20,46449,53879
79,20,45794,52921
79,20,47085,53345
79,20,47036,53106
79,20,46172,53644
79,20,46669,53113
79,20,46229,53191
80,20,47130,53175
80,20,46698,53453
80,20,47339,52821
80,20,49465,46027
80,20,47329,53507
80,20,47080,53941
80,20,46894,53415
80,20,47045,53822
80,20,46851,53318
80,20,46677,53224
80,20,47047,53419
80,20,47334,53215
80,20,49385,45401
80,20,46869,53122
80,20,46747,53153
80,20,46548,53743
80,20,47177,53748
80,20,47231,53152
80,20,47116,53709
80,20,47082,53448
81,20,46413,53376
81,20,46783,52961
81,20,47583,53724
81,20,47072,53674
81,20,46809,53549
81,20,46835,53569
81,20,46805,53779
81,20,46531,53792
81,20,49716,45749
81,20,45596,53954
81,20,49485,53835
81,20,47334,53200
81,20,46964,53117
81,20,46340,53635
81,20,46327,52844
81,20,47073,53334
81,20,47750,53399
81,20,47211,53763
81,20,45611,53952
81,20,47312,53670
82,20,47618,53172
82,20,47048,53048
82,20,47890,53369
82,20,47075,53746
82,20,47270,53722
82,20,46817,53591
82,20,48159,51644
82,20,59900,53272
82,20,45955,54123
82,20,47242,53402
82,20,47190,53569
82,20,46694,53720
82,20,60465,53538
82,20,46834,53108
82,20,49455,46238
82,20,47364,53530
82,20,46926,53138
82,20,78032,53732
82,20,47218,54105
82,20,47368,53797
83,20,47305,54449
83,20,47129,53767
83,20,46958,53749
83,20,46824,53124
83,20,46756,53669
83,20,47309,53090
83,20,46677,53162
83,20,47470,53757
83,20,46920,53704
83,20,49669,45842
83,20,50211,45952
83,20,47247,53683
83,20,47232,53285
83,20,49323,46198
83,20,47437,53623
83,20,46958,53583
83,20,47068,54045
83,20,46667,53922
83,20,47210,53559
83,20,46990,53161
84,20,48334,54382
84,20,49682,45808
84,20,46833,53497
84,20,46535,53744
84,20,50367,46439
84,20,45936,54489
84,20,46273,53664
84,20,49601,46543
84,20,46790,53441
84,20,47209,53547
84,20,47052,53526
84,20,46814,53684
84,20,46997,53343
84,20,46677,54179
84,20,47044,53085
84,20,46631,53386
84,20,47560,53675
84,20,47273,54183
84,20,46591,53735
84,20,47507,55646
85,20,46921,53679
85,20,47152,53702
85,20,46884,53610
85,20,47181,52859
85,20,47210,53091
85,20,46571,54714
85,20,47655,53606
85,20,47263,53352
85,20,49602,46024
85,20,46489,53363
85,20,47114,53625
85,20,46682,53569
85,20,47010,53769
85,20,50375,53908
85,20,46906,53942
85,20,47835,54074
85,20,47123,54051
85,20,47358,53530
85,20,46785,53711
85,20,46907,53520
86,20,46614,53410
86,20,46919,53431
86,20,46698,53795
86,20,46452,53858
86,20,47032,53481
86,20,46925,53575
86,20,47006,53975
86,20,46837,54038
86,20,46971,53371
86,20,47333,53112
86,20,50359,46256
86,20,46985,54084
86,20,46879,53768
86,20,47370,53550
86,20,47085,53044
86,20,46644,53519
86,20,46463,54959
86,20,47009,53103
86,20,47371,53639
86,20,49522,54314
87,20,46009,53689
87,20,46583,54015
87,20,60904,54493
87,20,46696,53776
87,20,46758,53281
87,20,50269,45771
87,20,46173,53710
87,20,45477,54870
87,20,46630,53869
87,20,46610,53991
87,20,46325,53601
87,20,46337,53375
87,20,46473,53269
87,20,46028,54749
87,20,46929,53614
87,20,46647,53384
87,20,45233,54977
87,20,46662,53884
87,20,46941,53711
87,20,49219,45898
88,20,46844,53809
88,20,46665,53728
88,20,47185,53835
88,20,47549,54039
88,20,47049,53728
88,20,46953,53694
88,20,46937,53429
88,20,47312,56384
88,20,47001,53650
88,20,47229,53999
88,20,47389,54100
88,20,47215,53819
88,20,47276,54462
88,20,47178,54087
88,20,46964,53832
88,20,46982,54224
88,20,46759,53578
88,20,46907,54142
88,20,46984,53891
88,20,47028,53651
89,20,46732,53709
89,20,47799,53689
89,20,46582,53326
89,20,47191,54031
89,20,47161,53681
89,20,47946,53889
89,20,47380,53541
89,20,49396,45917
89,20,46859,53593
89,20,47247,53515
89,20,46739,53420
89,20,46685,53724
89,20,46671,53728
89,20,47516,53585
89,20,47158,53709
89,20,46969,54110
89,20,47487,54176
89,20,47275,54030
89,20,47695,53881
89,20,46958,53662
90,20,46526,57661
90,20,45693,54392
90,20,47097,53952
90,20,46813,54103
90,20,46987,53884
90,20,47089,53521
90,20,49813,45574
90,20,47191,54074
90,20,47222,53768
90,20,46790,53459
90,20,47078,53556
90,20,46991,53899
90,20,46484,53998
90,20,46459,53564
90,20,46813,53876
90,20,46677,54502
90,20,46932,53975
90,20,47012,53666
90,20,46844,53646
90,20,47062,53982
91,20,47609,54358
91,20,47155,53694
91,20,47164,54271
91,20,46262,54913
91,20,47507,54021
91,20,47819,54389
91,20,46858,54193
91,20,47656,54291
91,20,47472,53962
91,20,47641,53895
91,20,47019,53832
91,20,47483,53912
91,20,47031,54705
91,20,47057,54475
91,20,47078,54021
91,20,47252,54315
91,20,47341,53946
91,20,46366,53799
91,20,47299,53734
91,20,47149,53364
92,20,47459,53922
92,20,49058,46101
92,20,46804,53728
92,20,47197,53946
92,20,46523,53510
92,20,46961,53751
92,20,46766,54021
92,20,47229,54225
92,20,47144,54785
92,20,46992,53787
92,20,46702,53535
92,20,46686,54432
92,20,47697,54782
92,20,47272,54158
92,20,46794,53706
92,20,46910,54197
92,20,47120,54608
92,20,47144,54222
92,20,47096,54168
92,20,46544,55060
93,20,47307,54210
93,20,46909,53419
93,20,46907,54307
93,20,47076,54438
93,20,46953,54359
93,20,46997,54242
93,20,47093,54247
93,20,49428,45922
93,20,46816,54034
93,20,47005,53906
93,20,46504,53576
93,20,48969,45898
93,20,46733,53949
93,20,47014,54097
93,20,46885,54050
93,20,47165,54919
93,20,46825,54310
93,20,46245,55840
93,20,46380,54022
93,20,46821,53606
94,20,47215,54401
94,20,46532,54328
94,20,46675,54177
94,20,46861,53924
94,20,46742,54238
94,20,46648,53680
94,20,47190,54613
94,20,47065,53857
94,20,47044,54088
94,20,49120,46135
94,20,46629,55367
94,20,46800,53976
94,20,46568,54205
94,20,47163,54278
94,20,46373,53490
94,20,46482,54192
94,20,46611,54097
94,20,46406,53636
94,20,46981,54402
94,20,46084,54749
95,20,46556,53967
95,20,47453,54377
95,20,47143,54719
95,20,46986,54266
95,20,47286,54441
95,20,46796,53920
95,20,46730,53840
95,20,46848,54272
95,20,46479,53844
95,20,47218,54024
95,20,46722,54247
95,20,47055,54151
95,20,46559,54189
95,20,46743,54307
95,20,47062,54483
95,20,46763,53949
95,20,46734,54053
95,20,46734,54164
95,20,46560,54186
95,20,50396,46702
96,20,48593,51987
96,20,46600,53988
96,20,46638,54692
96,20,46983,53914
96,20,49431,45945
96,20,45817,49246
96,20,46967,54292
96,20,46680,54430
96,20,46933,54286
96,20,46795,54597
96,20,46924,54128
96,20,47069,54217
96,20,46756,54469
96,20,49030,51899
96,20,46604,54298
96,20,49960,54063
96,20,46711,54690
96,20,46782,54081
96,20,48615,51890
96,20,46998,53860
97,20,46916,54769
97,20,47031,54615
97,20,47146,53977
97,20,47036,54477
97,20,46651,54107
97,20,47125,53957
97,20,47145,54455
97,20,46549,54948
97,20,47053,54895
97,20,48542,52401
97,20,46752,54323
97,20,46785,53564
97,20,49727,54750
97,20,46364,54051
97,20,46966,54837
97,20,47026,54694
97,20,48435,52068
97,20,46796,54204
97,20,46547,54851
97,20,46505,53833
98,20,48854,52254
98,20,46739,54807
98,20,46673,54290
98,20,46595,54442
98,20,47152,54385
98,20,46683,54394
98,20,46916,54093
98,20,46601,54130
98,20,46391,53717
98,20,47148,54482
98,20,46589,54225
98,20,46952,54457
98,20,46554,54192
98,20,47557,54259
98,20,46733,54233
98,20,47370,54368
98,20,46875,54365
98,20,46813,53719
98,20,46459,54096
98,20,47122,53988
99,20,47186,54464
99,20,46425,54232
99,20,47353,54320
99,20,46754,54914
99,20,46395,54264
99,20,49793,46076
99,20,46391,54666
99,20,46077,53991
99,20,46622,55359
99,20,46651,54518
99,20,46565,54118
99,20,49267,46004
99,20,46622,54901
99,20,46740,53678
99,20,46497,54446
99,20,46698,54998
99,20,46795,55182
99,20,47297,54305
99,20,47783,52089
99,20,46919,54248
100,20,46798,54336
100,20,46496,54278
100,20,45611,55259
100,20,46883,54666
100,20,46663,55024
100,20,47253,54461
100,20,46546,54218
100,20,46986,53844
100,20,46189,55333
100,20,46887,53989
100,20,46783,54002
100,20,46506,54378
100,20,46886,53919
100,20,46672,54141
100,20,46471,54316
100,20,47155,54572
100,20,46720,54523
100,20,46853,54778
100,20,47310,54108
100,20,46460,55088
100,1,41693,47449
100,1,43785,45607
100,1,41038,47098
100,1,41893,47438
100,1,41505,46978
100,1,41764,47015
100,1,42979,44817
100,1,42013,46320
100,1,43232,45170
100,1,41605,47105
100,1,43176,44895
100,1,43483,44874
100,1,43390,44973
100,1,42977,45417
100,1,41792,46949
100,1,42214,47084
100,1,43036,44985
100,1,42577,47000
100,1,42129,46315
100,1,41927,46440
100,2,44502,45726
100,2,42179,47802
100,2,44184,45606
100,2,42879,47165
100,2,43843,45892
100,2,44140,45165
100,2,44269,46406
100,2,43366,47425
100,2,42816,47218
100,2,42520,47837
100,2,42539,47767
100,2,42726,47808
100,2,42692,49818
100,2,42474,47617
100,2,44740,46246
100,2,44761,46127
100,2,42981,46989
100,2,42540,46962
100,2,43266,46516
100,2,42117,47430
100,3,43683,47476
100,3,44819,45652
100,3,43023,48232
100,3,42977,48263
100,3,43337,47390
100,3,43559,46025
100,3,42509,48700
100,3,42470,48028
100,3,42692,48444
100,3,43182,48626
100,3,42742,48695
100,3,43131,48558
100,3,42755,48593
100,3,42158,48152
100,3,42703,48128
100,3,42910,49037
100,3,42490,48215
100,3,45974,48865
100,3,42650,47955
100,3,43093,47935
100,4,42477,48626
100,4,42784,48872
100,4,42812,49152
100,4,43061,48119
100,4,42787,48837
100,4,43754,48039
100,4,44818,46101
100,4,43523,47928
100,4,42825,47486
100,4,44647,46346
100,4,42849,48865
100,4,43062,48910
100,4,45274,46657
100,4,43432,47444
100,4,42576,48158
100,4,46559,48237
100,4,44378,46167
100,4,44557,46280
100,4,44079,46091
100,4,43066,47894
100,5,43145,48787
100,5,45194,46464
100,5,42626,48441
100,5,43726,47748
100,5,43466,47546
100,5,43255,49065
100,5,42953,48620
100,5,42859,48636
100,5,43397,48065
100,5,42436,48835
100,5,45150,46714
100,5,42973,48901
100,5,44327,48089
100,5,42778,49127
100,5,43619,48566
100,5,43720,47774
100,5,43382,47565
100,5,44794,45795
100,5,44925,46660
100,5,47915,46767
100,6,45975,41888
100,6,43446,49176
100,6,44347,48325
100,6,43474,48010
100,6,45114,46796
100,6,44936,46469
100,6,44828,46587
100,6,42740,49309
100,6,44231,48095
100,6,45181,46668
100,6,43165,49359
100,6,42862,48659
100,6,44273,49216
100,6,43061,49533
100,6,43082,49314
100,6,43832,48380
100,6,42959,49055
100,6,43735,48627
100,6,42636,48939
100,6,42768,49357
100,7,43346,49220
100,7,43833,48515
100,7,43717,49785
100,7,44635,49540
100,7,43292,49386
100,7,45877,47173
100,7,43354,49257
100,7,44717,50026
100,7,44592,48312
100,7,43563,49612
100,7,43544,49554
100,7,45005,50378
100,7,43113,49309
100,7,43420,48888
100,7,43633,49514
100,7,43517,49371
100,7,43362,49151
100,7,43259,48800
100,7,43162,49344
100,7,43236,50017
100,8,46728,42223
100,8,44616,49896
100,8,47238,41872
100,8,44251,49174
100,8,46740,42027
100,8,46589,42167
100,8,46831,41509
100,8,47009,42059
100,8,46433,42229
100,8,43519,49386
100,8,46664,42024
100,8,45173,49012
100,8,46314,41936
100,8,46526,46846
100,8,44066,48691
100,8,44486,48853
100,8,47231,42354
100,8,44730,48888
100,8,46543,42170
100,8,46821,41966
100,9,45318,49620
100,9,44360,49609
100,9,44818,49476
100,9,44485,49446
100,9,45316,48949
100,9,45209,49435
100,9,43746,49726
100,9,46145,47552
100,9,46349,47860
100,9,46550,47525
100,9,46686,47090
100,9,46766,47592
100,9,46139,47526
100,9,45236,48806
100,9,46519,47260
100,9,46454,47576
100,9,46039,47984
100,9,46391,47642
100,9,46225,47697
100,9,46549,48307
100,10,46553,47479
100,10,44451,49349
100,10,46150,47602
100,10,46272,47845
100,10,46237,47986
100,10,44976,49817
100,10,47636,49463
100,10,44873,49969
100,10,45149,49701
100,10,45058,49874
100,10,46798,47612
100,10,46436,47725
100,10,46120,47443
100,10,46271,50817
100,10,46103,47128
100,10,46412,47858
100,10,46546,48073
100,10,44871,49240
100,10,46364,47683
100,10,45268,50094
100,11,45472,49673
100,11,45794,47786
100,11,45052,49756
100,11,44757,49761
100,11,45708,47704
100,11,45221,49705
100,11,44348,50405
100,11,45147,49237
100,11,45262,49705
100,11,44496,49163
100,11,44844,49999
100,11,45201,50205
100,11,44487,50009
100,11,45706,49867
100,11,46118,47796
100,11,45448,50436
100,11,44843,49459
100,11,44186,49927
100,11,45860,48419
100,11,44267,50138
100,12,45374,50320
100,12,45345,50398
100,12,45694,49961
100,12,47295,42660
100,12,44919,49982
100,12,47969,42385
100,12,45443,49996
100,12,47363,42584
100,12,48216,42750
100,12,44954,50694
100,12,45542,50511
100,12,44891,49689
100,12,45052,50275
100,12,45093,50317
100,12,45185,50077
100,12,47859,43076
100,12,44312,50823
100,12,45468,49871
100,12,45156,50765
100,12,44821,49672
100,13,45593,50401
100,13,45559,50306
100,13,45146,49960
100,13,45221,50266
100,13,45341,50328
100,13,46400,48713
100,13,45190,50076
100,13,44402,51228
100,13,47951,42858
100,13,45263,50552
100,13,45508,50588
100,13,45234,50495
100,13,47988,43581
100,13,45211,50444
100,13,45390,50514
100,13,45796,50255
100,13,45726,50538
100,13,44747,50368
100,13,45820,50372
100,13,45425,50481
100,14,46105,51618
100,14,46020,51675
100,14,48814,42882
100,14,46564,51518
100,14,48416,43080
100,14,46275,51477
100,14,48519,43640
100,14,48946,42919
100,14,46116,51559
100,14,48980,43595
100,14,46732,51926
100,14,46193,51139
100,14,46421,51200
100,14,46199,51050
100,14,46469,51332
100,14,48649,43469
100,14,46187,51088
100,14,46121,50803
100,14,46019,51469
100,14,46514,51639
100,15,46361,53138
100,15,46001,53533
100,15,46409,53450
100,15,46523,53064
100,15,48967,45679
100,15,46177,53189
100,15,49127,45959
100,15,46573,53377
100,15,46812,52900
100,15,46226,53405
100,15,48525,45897
100,15,46394,53324
100,15,46445,53292
100,15,46565,53348
100,15,46305,53306
100,15,46495,53417
100,15,46132,53425
100,15,46719,54180
100,15,46032,53076
100,15,46912,53175
100,16,45755,53776
100,16,45827,53175
100,16,48772,45552
100,16,46118,53247
100,16,48866,45314
100,16,45756,53253
100,16,46479,53262
100,16,45972,53102
100,16,46240,53319
100,16,45741,53447
100,16,47091,53829
100,16,46287,53062
100,16,45876,53763
100,16,46133,53795
100,16,48825,45787
100,16,45534,53465
100,16,46192,53180
100,16,46031,53861
100,16,46531,53433
100,16,45882,53151
100,17,46582,53258
100,17,46746,54008
100,17,46802,53078
100,17,46846,53394
100,17,46795,53268
100,17,46340,53632
100,17,49126,46267
100,17,48786,45384
100,17,49437,45887
100,17,46360,53286
100,17,46596,53674
100,17,46012,53307
100,17,46538,53597
100,17,46624,53457
100,17,47041,53166
100,17,46173,53419
100,17,46625,53487
100,17,46588,53551
100,17,46241,53579
100,17,46588,53450
100,18,46735,54548
100,18,46721,54247
100,18,46695,54219
100,18,47159,53683
100,18,46665,53953
100,18,47579,54458
100,18,46700,53378
100,18,47418,53710
100,18,46769,53728
100,18,46780,53376
100,18,46686,53861
100,18,47113,54065
100,18,46387,53789
100,18,46309,53397
100,18,47147,53990
100,18,49653,45662
100,18,46005,72151
100,18,46423,53352
100,18,46663,53646
100,18,46671,54261
100,19,46808,54141
100,19,46188,54250
100,19,46461,53877
100,19,45948,54256
100,19,46689,54808
100,19,46283,54684
100,19,46033,53651
100,19,46265,54041
100,19,46423,54168
100,19,46660,53841
100,19,46634,54051
100,19,46433,54999
100,19,45360,54808
100,19,46370,54391
100,19,46470,54399
100,19,48175,51999
100,19,46166,53970
100,19,46076,54396
100,19,46412,54405
100,19,46806,54382
100,20,46688,53971
100,20,47248,54217
100,20,46469,54025
100,20,46889,54470
100,20,46561,54246
100,20,46927,54386
100,20,46649,54012
100,20,46675,53976
100,20,46582,53597
100,20,49274,45678
100,20,46797,54347
100,20,47143,54123
100,20,46705,54195
100,20,48949,46002
100,20,46590,54136
100,20,47019,54332
100,20,46767,54156
100,20,47355,54010
100,20,46933,54112
100,20,46362,54086

Median Slopes Analysis
========

Model:
Time ~=    41.01
    + c    0.015
    + m    0.226
              µs

Min Squares Analysis
========

Data points distribution:
    c     m   mean µs  sigma µs       %
    1    20     45.07     0.215    0.4%
    2    20     45.73     0.178    0.3%
    3    20     45.67      0.09    0.1%
    4    20     45.43     0.147    0.3%
    5    20     45.65     0.084    0.1%
    6    20     45.45     0.208    0.4%
    7    20      45.4      0.07    0.1%
    8    20     45.66     0.155    0.3%
    9    20     45.94     0.137    0.2%
   10    20     45.67     0.193    0.4%
   11    20     45.37      0.17    0.3%
   12    20     45.48     0.223    0.4%
   13    20     45.36     0.162    0.3%
   14    20     45.38     0.131    0.2%
   15    20     45.73     0.158    0.3%
   16    20     45.85      0.19    0.4%
   17    20      45.1     0.138    0.3%
   18    20     45.78      0.18    0.3%
   19    20     46.25     0.188    0.4%
   20    20      46.1     0.229    0.4%
   21    20     46.11     0.105    0.2%
   22    20      46.2     0.127    0.2%
   23    20     46.12     0.215    0.4%
   24    20      46.2      0.13    0.2%
   25    20     45.93     0.149    0.3%
   26    20     46.02     0.169    0.3%
   27    20     46.01     0.152    0.3%
   28    20     46.01      0.15    0.3%
   29    20     45.69     0.159    0.3%
   30    20     46.16     0.116    0.2%
   31    20     46.37     0.143    0.3%
   32    20     46.28     0.159    0.3%
   33    20     46.11     0.112    0.2%
   34    20     45.97     0.124    0.2%
   35    20     45.89     0.215    0.4%
   36    20     46.04     0.177    0.3%
   37    20     46.27     0.286    0.6%
   38    20     46.34     0.229    0.4%
   39    20      45.8     0.221    0.4%
   40    20     46.29      0.32    0.6%
   41    20     46.26     0.159    0.3%
   42    20      46.2     0.168    0.3%
   43    20      46.9     0.336    0.7%
   44    20     46.06      0.26    0.5%
   45    20     47.45     0.423    0.8%
   46    20     46.89     0.245    0.5%
   47    20     46.76     0.431    0.9%
   48    20      46.5     0.614    1.3%
   49    20     47.56     0.118    0.2%
   50    20     46.38     0.152    0.3%
   51    20     46.54     0.343    0.7%
   52    20     46.35     0.379    0.8%
   53    20     46.95     0.407    0.8%
   54    20     46.17     0.662    1.4%
   55    20     46.55     0.223    0.4%
   56    20     46.08      0.22    0.4%
   57    20      46.2     0.226    0.4%
   58    20     46.41     0.243    0.5%
   59    20     46.32     0.261    0.5%
   60    20     46.44     0.222    0.4%
   61    20     46.32     0.256    0.5%
   62    20     45.71     0.174    0.3%
   63    20     46.34      0.28    0.6%
   64    20     46.02     0.217    0.4%
   65    20     46.59     0.335    0.7%
   66    20     45.84     0.273    0.5%
   67    20     46.39     0.259    0.5%
   68    20     46.68     0.183    0.3%
   69    20      46.2     0.115    0.2%
   70    20     46.78     0.169    0.3%
   71    20     46.69     0.206    0.4%
   72    20     46.69     0.109    0.2%
   73    20      46.9     0.116    0.2%
   74    20     46.58     0.254    0.5%
   75    20     46.96     0.136    0.2%
   76    20     46.57     0.188    0.4%
   77    20     46.76      0.09    0.1%
   78    20     46.99     0.179    0.3%
   79    20     46.65     0.181    0.3%
   80    20     47.06     0.107    0.2%
   81    20     46.93      0.22    0.4%
   82    20     47.32     0.242    0.5%
   83    20     47.14     0.132    0.2%
   84    20     47.01     0.242    0.5%
   85    20     47.07     0.126    0.2%
   86    20     46.96     0.071    0.1%
   87    20     46.57     0.139    0.2%
   88    20     47.05     0.095    0.2%
   89    20     47.16     0.185    0.3%
   90    20     46.93     0.103    0.2%
   91    20     47.24     0.144    0.3%
   92    20     47.01     0.138    0.2%
   93    20     46.93      0.08    0.1%
   94    20     46.75     0.154    0.3%
   95    20     46.84     0.129    0.2%
   96    20     46.89     0.114    0.2%
   97    20     46.94     0.123    0.2%
   98    20     46.81     0.149    0.3%
   99    20     46.75     0.173    0.3%
  100     1     42.35     0.468    1.1%
  100     2     43.12     0.498    1.1%
  100     3     42.92     0.177    0.4%
  100     4      43.4     0.503    1.1%
  100     5      43.5     0.358    0.8%
  100     6     43.66     0.471    1.0%
  100     7     43.52     0.156    0.3%
  100     8     46.24     0.665    1.4%
  100     9     45.96     0.455    0.9%
  100    10     46.03     0.424    0.9%
  100    11     45.12     0.236    0.5%
  100    12     45.33     0.198    0.4%
  100    13     45.42      0.16    0.3%
  100    14     46.59      0.63    1.3%
  100    15     46.47     0.115    0.2%
  100    16     46.12     0.179    0.3%
  100    17     46.64      0.09    0.1%
  100    18     46.75     0.125    0.2%
  100    19     46.39     0.119    0.2%
  100    20     46.76     0.109    0.2%

Quality and confidence:
param     error
c             0
m         0.003

Model:
Time ~=    41.18
    + c    0.016
    + m    0.219
              µs

