Pallet: "multisig", Extrinsic: "as_multi_create", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,78055,31337
2,10000,59917,27222
2,10000,58957,27190
2,10000,58225,26549
2,10000,58301,26377
2,10000,58012,26300
2,10000,58342,26226
2,10000,58379,25909
2,10000,58317,26101
2,10000,58341,26250
2,10000,58095,25879
2,10000,57987,26415
2,10000,58100,26378
2,10000,58165,25825
2,10000,57811,26233
2,10000,57822,25867
2,10000,58265,26363
2,10000,58091,26129
2,10000,58129,25648
2,10000,57878,25859
3,10000,62151,26742
3,10000,58631,26454
3,10000,58478,26796
3,10000,58983,27167
3,10000,58830,26710
3,10000,58633,26570
3,10000,58353,26471
3,10000,58279,26554
3,10000,58169,26350
3,10000,58177,26636
3,10000,58490,26684
3,10000,58200,26531
3,10000,58169,26103
3,10000,58363,26670
3,10000,58181,26518
3,10000,57951,26273
3,10000,58277,26062
3,10000,58263,26131
3,10000,58190,26384
3,10000,58132,26528
4,10000,59018,26984
4,10000,58816,26619
4,10000,61775,26859
4,10000,58859,27050
4,10000,58710,26781
4,10000,59267,26367
4,10000,59009,26479
4,10000,58783,26414
4,10000,59465,26554
4,10000,59145,26520
4,10000,59326,26369
4,10000,58752,26378
4,10000,58620,26421
4,10000,58936,26737
4,10000,58912,26176
4,10000,58693,26697
4,10000,59454,26596
4,10000,59294,26864
4,10000,59218,26474
4,10000,59187,26669
5,10000,59716,27743
5,10000,59097,27278
5,10000,90700,27571
5,10000,59346,26934
5,10000,59455,27306
5,10000,59392,27464
5,10000,59270,27321
5,10000,59190,27086
5,10000,58791,26902
5,10000,59200,27436
5,10000,58917,27002
5,10000,58764,27099
5,10000,59072,27173
5,10000,58901,26984
5,10000,59255,26648
5,10000,59034,26782
5,10000,58852,26766
5,10000,58847,27086
5,10000,58690,26784
5,10000,58727,26837
6,10000,61705,27140
6,10000,59602,27080
6,10000,59415,26987
6,10000,59068,26855
6,10000,59179,26644
6,10000,59495,27155
6,10000,59003,26937
6,10000,58982,26686
6,10000,59286,27203
6,10000,59392,26675
6,10000,59063,26801
6,10000,59192,27112
6,10000,59184,26971
6,10000,59352,27054
6,10000,59095,26845
6,10000,59248,27129
6,10000,58822,26590
6,10000,59293,27089
6,10000,59556,26941
6,10000,59125,26872
7,10000,59949,27155
7,10000,59344,27132
7,10000,59339,26574
7,10000,59489,27152
7,10000,59183,27316
7,10000,59457,27086
7,10000,59171,27039
7,10000,59237,26835
7,10000,59605,27089
7,10000,59465,27009
7,10000,59585,26982
7,10000,59316,26718
7,10000,59679,26868
7,10000,59649,26874
7,10000,59604,27214
7,10000,59575,26652
7,10000,59549,26639
7,10000,59318,26917
7,10000,59398,27062
7,10000,59307,26858
8,10000,59821,27138
8,10000,59910,27232
8,10000,59488,27037
8,10000,60034,26824
8,10000,59780,26813
8,10000,59562,26640
8,10000,59918,27130
8,10000,59101,27050
8,10000,59368,27102
8,10000,66427,27476
8,10000,60026,26749
8,10000,59648,26834
8,10000,59447,27068
8,10000,59441,27027
8,10000,59325,26956
8,10000,59456,26823
8,10000,59171,27050
8,10000,59485,27317
8,10000,59798,27053
8,10000,59394,26921
9,10000,62853,27512
9,10000,59888,27244
9,10000,59866,27168
9,10000,60352,27213
9,10000,60747,27589
9,10000,60107,27296
9,10000,59810,27259
9,10000,59966,27340
9,10000,59970,27316
9,10000,59721,27167
9,10000,59646,27135
9,10000,59871,27159
9,10000,60105,27021
9,10000,59884,27308
9,10000,60087,27339
9,10000,59885,27203
9,10000,59733,26917
9,10000,59535,26769
9,10000,62755,27253
9,10000,59555,26915
10,10000,59958,27189
10,10000,60153,27159
10,10000,60628,27370
10,10000,59978,27327
10,10000,60132,27416
10,10000,60187,27064
10,10000,60258,27301
10,10000,59965,27080
10,10000,60386,27378
10,10000,60686,27323
10,10000,60311,27168
10,10000,60713,27203
10,10000,60911,27027
10,10000,59923,27222
10,10000,60572,27236
10,10000,60128,26780
10,10000,60167,27102
10,10000,60055,27106
10,10000,59981,27310
10,10000,59978,26999
11,10000,60011,27565
11,10000,59792,27174
11,10000,60396,27556
11,10000,60449,27158
11,10000,60650,27523
11,10000,60677,27601
11,10000,60633,27485
11,10000,60367,27512
11,10000,60705,27378
11,10000,60361,27297
11,10000,60723,27482
11,10000,60109,27531
11,10000,60736,27557
11,10000,60210,27433
11,10000,60090,27603
11,10000,60383,27539
11,10000,60290,27677
11,10000,60306,27516
11,10000,60691,27339
11,10000,60514,27137
12,10000,60717,27502
12,10000,60795,27399
12,10000,60608,27917
12,10000,60416,27973
12,10000,60312,27727
12,10000,60319,27416
12,10000,60671,27489
12,10000,60755,27779
12,10000,60905,27943
12,10000,60779,27537
12,10000,60861,27504
12,10000,60154,27229
12,10000,60208,27365
12,10000,60650,27854
12,10000,60410,27306
12,10000,60268,27346
12,10000,60737,28067
12,10000,60807,27653
12,10000,60573,27275
12,10000,61023,27776
13,10000,60964,27566
13,10000,61097,27688
13,10000,61161,27982
13,10000,61020,27468
13,10000,61246,27997
13,10000,60726,28047
13,10000,61259,27723
13,10000,61082,27932
13,10000,61528,27597
13,10000,60968,28191
13,10000,61093,27963
13,10000,60632,27571
13,10000,60790,27751
13,10000,61249,27793
13,10000,60909,27856
13,10000,60647,27918
13,10000,60764,27819
13,10000,60748,27788
13,10000,60845,27686
13,10000,60519,27897
