Pallet: "proxy", Extrinsic: "remove_proxies", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,17604,24685
1,14765,21176
1,14405,20197
1,14175,19920
1,13943,19833
1,14033,19754
1,14189,19655
1,13985,19642
1,13810,19351
1,13846,19340
1,14002,19399
1,14041,19499
1,13921,19606
1,13724,19607
1,13882,19149
1,13822,19050
1,14121,19316
1,13890,19485
1,13869,19218
1,13809,19334
2,14138,19453
2,14063,19104
2,13957,19392
2,14117,19017
2,13983,19303
2,14235,19167
2,13816,19596
2,14350,19218
2,14024,19245
2,13967,22814
2,14060,19271
2,13839,19408
2,13802,19245
2,13871,19556
2,14091,19338
2,14094,19219
2,13993,19244
2,13797,19128
2,13766,19256
2,13772,19505
3,13947,19431
3,13951,19278
3,14175,19277
3,14075,19082
3,13808,19022
3,13788,19389
3,14165,19079
3,13683,19474
3,13693,19195
3,13908,19387
3,13953,19563
3,14148,19836
3,13863,19492
3,13966,19822
3,13974,19653
3,13855,19189
3,14014,19354
3,13903,19580
3,13954,19207
3,14011,19393
4,14290,19547
4,14265,19438
4,14348,19522
4,14265,19549
4,14185,19446
4,14135,19461
4,14106,19488
4,14087,19254
4,13960,19466
4,14090,19521
4,14125,19191
4,14174,19677
4,13972,19608
4,14174,19465
4,14039,19313
4,14427,19175
4,14188,19478
4,13948,19480
4,14222,19481
4,14174,19335
5,14550,19687
5,14394,19322
5,14027,19357
5,14356,19050
5,14329,19281
5,14099,19343
5,14169,19336
5,14281,19353
5,14279,19299
5,14302,22134
5,14181,19711
5,14574,19220
5,14127,19121
5,14098,19665
5,14172,19493
5,13965,19469
5,14178,19463
5,14082,19304
5,14233,19243
5,13984,19268
6,14438,19553
6,14556,19796
6,14567,19043
6,14402,19223
6,14483,19311
6,14555,19046
6,14449,19234
6,14427,19180
6,14535,19362
6,14121,19646
6,14411,19499
6,14497,19269
6,14579,19196
6,14371,19294
6,14489,19342
6,14682,19309
6,14513,19262
6,14728,19494
6,14702,19656
6,14558,19214
7,14866,19756
7,14764,19631
7,14648,19544
7,14709,19644
7,14645,19482
7,14739,19624
7,14725,19635
7,14779,19462
7,14620,19267
7,14756,19367
7,14668,19325
7,14762,19547
7,14533,19151
7,14300,19260
7,14301,19378
7,14582,19347
7,14649,19273
7,14728,19100
7,14877,19428
7,14591,19445
8,14885,19692
8,14900,19610
8,14787,19790
8,14730,19806
8,14693,19620
8,14897,19560
8,14868,19354
8,14977,19294
8,14683,19382
8,14946,19496
8,14665,19370
8,14784,19405
8,14851,19471
8,14768,19647
8,14901,19566
8,14866,19252
8,14769,19355
8,15000,19045
8,14797,19178
8,15324,19455
9,15015,19571
9,15143,19456
9,14926,19461
9,14924,19537
9,15033,19398
9,15259,19309
9,14928,19376
9,14844,19298
9,14864,19536
9,14672,19206
9,14766,19003
9,14895,19287
9,14891,19424
9,14853,19512
9,14830,19325
9,14880,19460
9,14855,19650
9,14798,19358
9,14884,19384
9,15557,19286
10,15062,19326
10,14979,19465
10,15250,19409
10,14914,19081
10,14934,19475
10,15127,19492
10,14718,19399
10,15004,19627
10,14992,19221
10,15183,19676
10,15193,19505
10,14805,19449
10,14898,19490
10,15157,19614
10,14920,19465
10,15029,19133
10,14902,19054
10,15080,19344
10,15468,19879
10,15134,19344
11,15273,19714
11,15550,20054
11,15437,19683
11,15356,19590
11,15597,19715
11,15558,19601
11,15339,19874
11,15615,19834
11,15612,19469
11,15391,19445
11,15633,19661
11,15211,19891
11,15252,19565
11,15383,19677
11,15429,19632
11,15372,19652
11,15709,19592
11,15500,19341
11,15410,19515
11,15456,19417
12,15331,19627
