Pallet: "utility", Extrinsic: "approve_as_multi_create", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,70242,64034
2,10000,54972,57414
2,10000,54334,59442
2,10000,53731,55605
2,10000,55082,56251
2,10000,54228,55175
2,10000,53811,55027
2,10000,54400,55461
2,10000,53557,55082
2,10000,53481,55172
2,10000,53768,55576
2,10000,53717,55225
2,10000,53590,54991
2,10000,53615,55072
2,10000,53280,55142
2,10000,53555,54881
2,10000,53664,55086
2,10000,54010,55443
2,10000,53810,55212
2,10000,53640,54542
3,10000,58026,55016
3,10000,54987,53470
3,10000,54090,53613
3,10000,54624,53836
3,10000,54433,53505
3,10000,55037,54333
3,10000,54810,53767
3,10000,53900,53482
3,10000,54488,53506
3,10000,54099,53192
3,10000,54961,53158
3,10000,57267,53861
3,10000,54134,53242
3,10000,54302,53686
3,10000,54897,53502
3,10000,53990,52959
3,10000,54019,53776
3,10000,54432,53307
3,10000,53777,52910
3,10000,54581,53355
4,10000,58851,57366
4,10000,55116,56331
4,10000,55322,55274
4,10000,54633,55109
4,10000,57624,56443
4,10000,55370,55583
4,10000,55883,55359
4,10000,54893,55241
4,10000,55052,55099
4,10000,55261,55399
4,10000,54965,55008
4,10000,55607,55406
4,10000,55062,55318
4,10000,55002,55515
4,10000,54975,55019
4,10000,54475,54885
4,10000,55981,55530
4,10000,54937,55489
4,10000,55155,55512
4,10000,54785,55163
5,10000,56943,56488
5,10000,54180,55495
5,10000,54635,55883
5,10000,54944,55549
5,10000,55060,55144
5,10000,54054,55395
5,10000,54238,55352
5,10000,54956,56293
5,10000,54562,55089
5,10000,54717,55870
5,10000,54194,55028
5,10000,54490,55825
5,10000,53841,55533
5,10000,54989,56009
5,10000,54153,55224
5,10000,54194,55996
5,10000,54225,54954
5,10000,54585,55771
5,10000,55028,55571
5,10000,54428,55909
6,10000,55217,51715
6,10000,54332,51781
6,10000,54677,51521
6,10000,55450,51817
6,10000,54437,51507
6,10000,54235,51340
6,10000,54167,51340
6,10000,54308,51585
6,10000,55214,51772
6,10000,54673,51537
6,10000,54320,51463
6,10000,54669,51598
6,10000,55016,51160
6,10000,54632,51472
6,10000,54237,51526
6,10000,54583,51551
6,10000,53717,51022
6,10000,54685,51420
6,10000,54244,51453
6,10000,54332,51206
7,10000,56497,54586
7,10000,55933,54435
7,10000,55215,1813769
7,10000,57107,54408
7,10000,56045,54161
7,10000,55532,53939
7,10000,55687,54091
7,10000,55377,53820
7,10000,55908,54087
7,10000,55619,54327
7,10000,55633,54272
7,10000,55172,54145
7,10000,56315,54425
7,10000,55700,54471
7,10000,55447,54175
7,10000,55178,53926
7,10000,55661,54217
7,10000,55143,53783
7,10000,56144,54554
7,10000,55127,54450
8,10000,59369,55356
8,10000,57671,54791
8,10000,57339,54655
8,10000,57316,55028
8,10000,56856,54130
8,10000,56771,54705
8,10000,62005,56534
8,10000,56792,53764
8,10000,56861,54105
8,10000,57210,54448
8,10000,57458,54375
8,10000,57147,54357
8,10000,57071,54039
8,10000,56983,54572
8,10000,56621,54006
8,10000,57285,53973
8,10000,57107,54247
8,10000,56351,54413
8,10000,57386,53984
8,10000,57232,55002
9,10000,58040,52405
9,10000,56389,51877
9,10000,56455,51944
9,10000,56505,51580
9,10000,55787,51453
9,10000,56015,51963
9,10000,56380,51543
9,10000,56512,51135
9,10000,56615,51518
9,10000,55793,51932
9,10000,56003,51678
9,10000,56098,51939
9,10000,56539,51968
9,10000,56334,52026
9,10000,55833,52234
9,10000,55892,51840
9,10000,56012,51937
9,10000,55699,51404
9,10000,59452,80024
9,10000,56107,51511
10,10000,57432,52470
10,10000,55854,51984
10,10000,55569,52180
10,10000,55308,51725
10,10000,55866,51994
10,10000,55446,51348
10,10000,55705,51554
10,10000,55456,51725
10,10000,55918,51986
10,10000,55797,51898
10,10000,55342,51938
10,10000,55239,51786
10,10000,55374,51881
10,10000,56090,51764
10,10000,54888,52083
10,10000,56207,52141
10,10000,55651,52105
10,10000,55102,51963
10,10000,55295,52059
10,10000,55332,52290
11,10000,62424,56063
11,10000,58102,54488
11,10000,57533,54671
11,10000,58311,54943
11,10000,58213,54998
11,10000,57732,54352
11,10000,57558,54530
11,10000,59328,55018
11,10000,57737,54926
11,10000,58109,55138
11,10000,57854,54637
11,10000,57606,54906
11,10000,57378,54519
11,10000,57649,53933
11,10000,57579,54446
11,10000,57724,54402
11,10000,57349,54412
11,10000,57883,54599
11,10000,57555,54545
11,10000,57766,54436
12,10000,57828,53061
12,10000,57321,53170
12,10000,57302,52737
12,10000,57088,53101
12,10000,57590,52734
12,10000,57015,52504
12,10000,56605,52967
12,10000,57821,52981
12,10000,57046,53088
12,10000,57106,53354
12,10000,57009,52821
12,10000,57206,52698
12,10000,57086,52784
12,10000,57014,52837
12,10000,57024,52654
12,10000,56790,53126
12,10000,56933,52980
12,10000,56666,52541
12,10000,57331,52717
12,10000,56929,52993
13,10000,59929,54110
