2020-04-09 01:45:20.778 main TRACE benchmark  Start Benchmark: u 1
2020-04-09 01:45:20.783 main TRACE benchmark  Start Benchmark: u 246
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.783 main TRACE benchmark  End Benchmark: 115345 ns
2020-04-09 01:45:20.783 main TRACE benchmark  Start Benchmark: u 295
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.783 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.784 main TRACE benchmark  End Benchmark: 126321 ns
2020-04-09 01:45:20.784 main TRACE benchmark  Start Benchmark: u 344
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.784 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.784 main TRACE benchmark  End Benchmark: 117664 ns
2020-04-09 01:45:20.785 main TRACE benchmark  Start Benchmark: u 393
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.785 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.785 main TRACE benchmark  End Benchmark: 120437 ns
2020-04-09 01:45:20.786 main TRACE benchmark  Start Benchmark: u 442
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.786 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.786 main TRACE benchmark  End Benchmark: 124427 ns
2020-04-09 01:45:20.787 main TRACE benchmark  Start Benchmark: u 491
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.787 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.787 main TRACE benchmark  End Benchmark: 124067 ns
2020-04-09 01:45:20.788 main TRACE benchmark  Start Benchmark: u 540
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.788 main TRACE benchmark  End Benchmark: 111289 ns
2020-04-09 01:45:20.788 main TRACE benchmark  Start Benchmark: u 589
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.788 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.788 main TRACE benchmark  End Benchmark: 117590 ns
2020-04-09 01:45:20.789 main TRACE benchmark  Start Benchmark: u 638
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.789 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.789 main TRACE benchmark  End Benchmark: 136551 ns
2020-04-09 01:45:20.790 main TRACE benchmark  Start Benchmark: u 687
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.790 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.790 main TRACE benchmark  End Benchmark: 113720 ns
2020-04-09 01:45:20.791 main TRACE benchmark  Start Benchmark: u 736
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.791 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.791 main TRACE benchmark  End Benchmark: 123621 ns
2020-04-09 01:45:20.792 main TRACE benchmark  Start Benchmark: u 785
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.792 main TRACE benchmark  End Benchmark: 113370 ns
2020-04-09 01:45:20.792 main TRACE benchmark  Start Benchmark: u 834
2020-04-09 01:45:20.792 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.793 main TRACE benchmark  End Benchmark: 113585 ns
2020-04-09 01:45:20.793 main TRACE benchmark  Start Benchmark: u 883
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.793 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.793 main TRACE benchmark  End Benchmark: 112094 ns
2020-04-09 01:45:20.794 main TRACE benchmark  Start Benchmark: u 932
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.794 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.794 main TRACE benchmark  End Benchmark: 128238 ns
2020-04-09 01:45:20.795 main TRACE benchmark  Start Benchmark: u 981
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040206060000000000)
2020-04-09 01:45:20.795 main TRACE state-trace  a513: Put f2794c22e353e9a839f12faab03a911bb9e0c7dac4238b700a83735192cb921cb4def25cfda6ef3a00000000=None
2020-04-09 01:45:20.795 main TRACE benchmark  End Benchmark: 133136 ns
