Pallet: "treasury", Extrinsic: "tip_new", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,t,extrinsic_time,storage_root_time
16384,12,69507,57798
16384,12,69752,57532
16384,12,69678,57741
16384,12,70206,57789
16384,12,70083,61015
16384,12,70315,57252
16384,12,69921,57952
16384,12,70082,57657
16384,12,69601,57813
16384,12,69975,58013
16384,12,69575,57855
16384,12,69662,57200
16384,12,69814,57946
16384,13,70486,63788
16384,13,70327,62067
16384,13,70758,62041
16384,13,70428,62116
16384,13,70032,61250
16384,13,73412,62736
16384,13,70607,61697
16384,13,70729,61385
16384,13,70486,62235
16384,13,70561,61946
16384,13,70155,61598
16384,13,70265,61844
16384,13,70538,61621
16384,13,70061,62094
16384,13,70444,61629
16384,13,70358,61905
16384,13,70556,62117
16384,13,70262,61863
16384,13,70122,61693
16384,13,70642,61724
16384,14,70733,63466
16384,14,70172,61550
16384,14,70511,62073
16384,14,70323,61634
16384,14,70848,62397
16384,14,70333,62129
16384,14,70570,61646
16384,14,70475,62034
16384,14,70674,62548
16384,14,70283,61912
16384,14,70270,61999
16384,14,70067,63961
16384,14,70543,61736
16384,14,70318,62033
16384,14,70292,61432
16384,14,70151,61694
16384,14,70148,61291
16384,14,70090,61313
16384,14,70444,62042
16384,14,70197,61509
16384,15,71316,58490
16384,15,71024,58051
16384,15,71091,57402
16384,15,70743,58458
16384,15,88638,70898
16384,15,70467,57257
16384,15,70648,57828
16384,15,70877,57780
16384,15,71127,57651
16384,15,70568,57846
16384,15,70720,57062
16384,15,70791,58003
16384,15,71048,57392
16384,15,70917,58001
16384,15,71200,57748
16384,15,70935,57803
16384,15,70940,57978
16384,15,71120,57829
16384,15,70794,57451
16384,15,71049,57996
16384,16,71156,65818
16384,16,70721,64279
16384,16,70825,64058
16384,16,70422,64074
16384,16,70834,64537
16384,16,70349,63905
16384,16,71175,64304
16384,16,70974,64138
16384,16,70462,63872
16384,16,70345,64275
16384,16,70824,63984
16384,16,70662,64746
16384,16,70587,63956
16384,16,70121,63523
16384,16,70831,64385
16384,16,70274,64058
16384,16,70669,64434
16384,16,70731,64106
16384,16,71178,64199
16384,16,70779,64178
16384,17,71205,64500
16384,17,70774,64638
16384,17,71155,64038
16384,17,70878,64518
16384,17,71155,64115
16384,17,70999,63907
16384,17,71060,64746
16384,17,70676,64160
16384,17,71170,64664
16384,17,70935,64091
16384,17,71117,63912
16384,17,70830,64135
16384,17,73988,64502
16384,17,71481,64690
16384,17,71200,63958
16384,17,71465,64594
16384,17,71634,64023
16384,17,71069,64535
16384,17,71126,63998
16384,17,71180,64283
16384,18,71446,63217
16384,18,70718,61811
16384,18,71387,61887
16384,18,70787,62279
16384,18,70796,61697
16384,18,71590,62535
16384,18,70722,61774
16384,18,71397,61996
16384,18,71226,61811
16384,18,71080,62060
16384,18,70869,61641
16384,18,70889,62367
16384,18,71104,61911
16384,18,70734,61542
16384,18,71164,62495
16384,18,70942,61686
16384,18,71213,61949
16384,18,71129,62058
16384,18,71502,61376
16384,18,71222,62273
16384,19,71978,63041
16384,19,71345,62115
16384,19,71123,61783
16384,19,71422,62559
16384,19,71610,62118
16384,19,71604,62575
16384,19,71697,61959
16384,19,71179,62045
16384,19,71433,62048
16384,19,71219,62053
16384,19,71654,62634
16384,19,71402,62357
16384,19,71332,62455
16384,19,71645,62214
16384,19,71441,62137
16384,19,70985,61785
16384,19,74238,62140
16384,19,71782,62541
16384,19,71575,62140
16384,19,71207,62479
16384,20,72339,62347
16384,20,71649,62448
16384,20,72153,62133
16384,20,71917,62472
16384,20,71480,61754
16384,20,71810,62178
16384,20,72126,61680
16384,20,72058,62234
16384,20,71882,61899
16384,20,71752,61478
16384,20,71821,62052
16384,20,71505,62082
16384,20,72113,62241
16384,20,72001,62118
16384,20,72477,62283
16384,20,71647,62109
16384,20,72033,62322
16384,20,99896,62301
16384,20,71712,61985
16384,20,71511,62089
16384,21,71645,64354
16384,21,71293,62726
16384,21,71207,61802
16384,21,71494,63173
16384,21,72091,62056
16384,21,71975,62770
16384,21,71693,61877
16384,21,72585,62995
16384,21,71611,61993
16384,21,71757,63063
16384,21,71433,61915
16384,21,71152,62673
16384,21,71634,62155
16384,21,71227,62699
16384,21,71470,61892
16384,21,71715,62477
16384,21,71491,61699
16384,21,71184,62718
16384,21,71373,62439
16384,21,71249,62257
16384,22,71972,61888
16384,22,70951,62004
16384,22,71927,61717
16384,22,71348,61888
16384,22,71120,61654
16384,22,71398,61693
16384,22,71208,62166
16384,22,71250,61722
16384,22,71282,61720
16384,22,71266,61685
16384,22,71522,61883
16384,22,71312,61524
16384,22,71835,61735
16384,22,71372,61729
16384,22,71867,62189
16384,22,71039,61869
16384,22,71692,62004
16384,22,71041,61748
16384,22,71312,62011
16384,22,71199,61773
16384,23,72195,62833
16384,23,71629,61971
16384,23,71908,62159
16384,23,71676,62925
16384,23,71989,62273
16384,23,71585,62124
16384,23,72153,62296
16384,23,71546,61850
16384,23,71793,62447
16384,23,71688,61839
16384,23,71959,62462
16384,23,71465,61979
16384,23,72021,62367
16384,23,71421,62120
16384,23,71726,62095
16384,23,71481,64970
16384,23,72069,62530
16384,23,71666,62406
16384,23,71790,62350
16384,23,71315,62203
16384,24,71714,65981
16384,24,71469,64340
16384,24,71679,64655
16384,24,71298,64747
16384,24,71740,64587
16384,24,71777,65219
16384,24,71245,64234
16384,24,71554,65409
16384,24,71398,64630
16384,24,71353,65033
16384,24,71370,64156
16384,24,71366,64794
16384,24,71057,64273
16384,24,71639,64820
16384,24,71285,64717
16384,24,71261,65012
16384,24,71292,64277
16384,24,71152,65212
16384,24,71105,64749
16384,24,71641,65504
16384,25,72757,62455
16384,25,72822,62046
16384,25,72114,64353
16384,25,72235,62477
16384,25,72422,61683
16384,25,71971,61423
16384,25,72165,61716
16384,25,72349,61875
16384,25,72028,61772
16384,25,71837,61791
16384,25,72241,62015
16384,25,75024,61896
16384,25,72526,61906
16384,25,72318,61710
16384,25,72212,61789
16384,25,72365,61567
16384,25,72292,62091
16384,25,72368,61402
16384,25,72448,61941
16384,25,72427,62053
16384,26,72736,66506
16384,26,73069,65032
16384,26,72825,64432
16384,26,72629,64698
16384,26,72790,64261
16384,26,72269,65057
16384,26,72460,64639
16384,26,72694,64934
16384,26,72619,67225
16384,26,72592,64931
16384,26,72968,64426
16384,26,72413,64613
16384,26,72848,64781
16384,26,72542,64176
16384,26,73056,64459
16384,26,72721,64111
16384,26,72859,64252
16384,26,72639,64144
16384,26,72424,64744
16384,26,72608,64748
16384,27,73484,62929
16384,27,72853,62446
16384,27,72709,62331
16384,27,72825,62530
16384,27,72689,61898
16384,27,73811,63483
16384,27,73207,61995
16384,27,73007,62476
16384,27,72809,62694
16384,27,72913,62464
16384,27,73211,62405
16384,27,72924,61986
16384,27,73274,62622
16384,27,77721,62840
16384,27,72943,62403
16384,27,72940,62657
16384,27,72774,62118
16384,27,73072,62555
16384,27,72531,61803
16384,27,72610,62224
16384,28,72711,62785
16384,28,75613,62748
16384,28,73843,62580
16384,28,72671,62198
16384,28,72877,62191
16384,28,72934,61993
16384,28,72696,62100
16384,28,72501,61828
16384,28,72893,62669
16384,28,75784,62605
16384,28,72981,62070
16384,28,72362,62802
16384,28,72358,61996
16384,28,73011,62191
16384,28,72765,61927
16384,28,72841,62643
16384,28,72366,62177
16384,28,73040,62519
16384,28,72776,61997
16384,28,72508,61822
16384,29,73018,63418
16384,29,73088,63004
16384,29,72464,62340
16384,29,72348,62978
16384,29,72692,62251
16384,29,72745,62859
16384,29,72706,62379
16384,29,72736,62551
16384,29,72911,62527
16384,29,72722,62379
16384,29,72867,62675
16384,29,72862,62316
16384,29,72721,62493
16384,29,72476,62860
16384,29,72578,62026
16384,29,72372,62510
16384,29,72622,62540
16384,29,72715,62533
16384,29,72726,62390
16384,29,73102,62378
16384,30,76266,67108
16384,30,73165,64594
16384,30,73016,64601
16384,30,73086,64726
16384,30,73359,64532
16384,30,73047,64952
16384,30,72943,64004
16384,30,73271,64631
16384,30,73823,64803
16384,30,73210,64836
16384,30,73222,64717
16384,30,72807,64662
16384,30,72889,64497
16384,30,73528,64889
16384,30,73215,64204
16384,30,73142,65104
16384,30,73432,64447
16384,30,72907,64296
16384,30,73183,64769
16384,30,72743,64721
16384,31,72617,62552
16384,31,72932,62327
16384,31,77643,62321
16384,31,72871,62551
16384,31,72848,61738
16384,31,73167,62249
16384,31,73233,61766
16384,31,72592,61862
16384,31,72951,62273
16384,31,73337,61556
16384,31,73239,61642
16384,31,73282,62219
16384,31,73069,61782
16384,31,72642,62019
16384,31,72813,62004
16384,31,73169,62603
16384,31,73406,62320
16384,31,72904,62173
16384,31,72830,61697
16384,31,72874,62126
16384,32,73718,62832
16384,32,73390,62684
16384,32,73384,62197
16384,32,73080,62418
16384,32,72957,62254
16384,32,73142,62073
16384,32,73340,61689
16384,32,73251,62544
16384,32,73394,61804
16384,32,73371,62464
16384,32,73488,62049
16384,32,73119,62704
16384,32,73222,62032
16384,32,73183,61992
16384,32,73499,61718
16384,32,73443,62553
16384,32,73307,62234
16384,32,73630,61734
16384,32,73951,62173
16384,32,72951,62074
16384,33,74325,63383
16384,33,73876,63121
16384,33,74422,62275
16384,33,74011,62357
16384,33,73918,62380
16384,33,73866,62835
16384,33,74493,62757
16384,33,73941,63034
16384,33,74109,62424
16384,33,74026,62588
16384,33,74580,62352
16384,33,73933,65313
16384,33,74675,62726
16384,33,74586,62436
16384,33,74078,62014
16384,33,74645,62628
16384,33,74275,62386
16384,33,73939,62597
16384,33,74513,63117
16384,33,74525,62730
16384,34,73888,62708
16384,34,73814,63039
16384,34,73962,62660
16384,34,73534,62709
16384,34,73771,62393
16384,34,73481,62311
16384,34,73769,62262
16384,34,73842,63227
16384,34,73690,62332
16384,34,73296,62746
16384,34,73680,62445
16384,34,73679,65002
16384,34,74151,61740
16384,34,73874,62795
16384,34,73681,62392
16384,34,73231,62486
16384,34,73899,62275
16384,34,73368,62383
16384,34,73792,62083
16384,34,73921,62633
16384,35,74223,66530
16384,35,73834,64402
16384,35,73995,64453
16384,35,73877,64674
16384,35,73673,67101
16384,35,73866,64873
16384,35,73826,64387
16384,35,73542,64409
16384,35,74130,64518
16384,35,73658,64995
16384,35,73583,63921
16384,35,74543,65538
16384,35,74154,64611
16384,35,73838,64868
16384,35,74112,64482
16384,35,73610,65009
16384,35,74055,64606
16384,35,74075,64492
16384,35,74078,64280
16384,35,73884,64731
16384,36,74128,62598
16384,36,74095,62425
16384,36,74127,62896
16384,36,78473,62906
16384,36,74009,62121
16384,36,73809,62635
16384,36,73483,61933
16384,36,74054,62331
16384,36,74012,62136
16384,36,73828,62139
16384,36,73668,62064
16384,36,73386,62644
16384,36,73674,62074
16384,36,73950,62515
16384,36,73993,62466
16384,36,73758,62391
16384,36,74182,61862
16384,36,73852,62541
16384,36,73949,61991
16384,36,73561,61935
16384,37,74031,66093
16384,37,74324,64881
16384,37,73928,64924
16384,37,74057,64567
16384,37,74004,64930
16384,37,74048,64636
16384,37,74001,64402
16384,37,74213,64824
16384,37,74463,65025
16384,37,74110,64958
16384,37,74398,64569
16384,37,74276,65294
16384,37,74485,64924
16384,37,74283,64617
16384,37,74512,64348
16384,37,74128,65057
16384,37,74008,64741
16384,37,73935,64755
16384,37,74265,64582
16384,37,74283,65022
16384,38,74341,63435
16384,38,74213,62622
16384,38,74501,62578
16384,38,74264,62848
16384,38,74304,62109
16384,38,74343,62931
16384,38,74417,62362
16384,38,74066,62528
16384,38,74358,62293
16384,38,74256,62903
16384,38,74130,62365
16384,38,74027,64797
16384,38,74514,62506
16384,38,74213,62819
16384,38,74180,62252
16384,38,74054,61995
16384,38,74345,62274
16384,38,75362,62944
16384,38,74384,62291
16384,38,73870,62634
16384,39,74907,65135
16384,39,74563,64782
16384,39,74779,64040
16384,39,74526,64497
16384,39,74416,63962
16384,39,75041,64008
16384,39,74485,64003
16384,39,74645,64158
16384,39,74764,64143
16384,39,74586,64147
16384,39,74672,63842
16384,39,74928,64548
16384,39,74800,64238
16384,39,74758,64181
16384,39,105129,64148
16384,39,74696,64473
16384,39,74848,64558
16384,39,74952,64101
16384,39,74896,63798
16384,39,74298,64474
16384,40,74353,67387
16384,40,73750,65438
16384,40,74252,65350
16384,40,73985,66032
16384,40,73630,65263
16384,40,73883,68095
16384,40,74402,65874
16384,40,73821,65561
16384,40,73895,65130
16384,40,74112,65221
16384,40,73761,64670
16384,40,74298,65859
16384,40,74047,65287
16384,40,74176,65451
16384,40,74060,65189
16384,40,73963,65385
16384,40,76720,65680
16384,40,73990,65412
16384,40,74175,65050
16384,40,73771,65291
16384,41,75560,66213
16384,41,75323,65215
16384,41,75397,64980
16384,41,75263,64885
16384,41,75935,64808
16384,41,75352,65106
16384,41,75038,64875
16384,41,75659,64639
16384,41,75835,65121
16384,41,75182,64809
16384,41,75157,64699
16384,41,75031,64507
16384,41,75200,64781
16384,41,75207,64494
16384,41,75455,64752
16384,41,75376,65013
16384,41,74684,64553
16384,41,75209,64798
16384,41,75431,65162
16384,41,75385,64733
16384,42,75138,62588
16384,42,75146,62776
16384,42,75228,62842
16384,42,75158,62367
16384,42,74685,62421
16384,42,74925,62519
16384,42,75308,62701
16384,42,74937,62651
16384,42,77779,62541
16384,42,74848,62297
16384,42,74850,62518
16384,42,75361,62730
16384,42,75061,62116
16384,42,75042,62621
16384,42,75161,62242
16384,42,74944,62486
16384,42,74596,62578
16384,42,74995,62836
16384,42,74867,62093
16384,42,74660,62889
16384,43,75803,62615
16384,43,74983,62677
16384,43,75633,62243
16384,43,74971,62265
16384,43,75358,62311
16384,43,74886,62489
16384,43,75267,62488
16384,43,75319,62412
16384,43,75783,61878
16384,43,75300,62781
16384,43,75110,62096
16384,43,75308,62519
16384,43,75443,62397
16384,43,75184,62243
16384,43,75536,62083
16384,43,75289,62436
16384,43,75238,61684
16384,43,75121,62724
16384,43,75251,61379
16384,43,75105,62564
16384,44,75250,63229
16384,44,75145,62979
16384,44,75120,62395
16384,44,74802,62540
16384,44,74917,62100
16384,44,75032,63167
16384,44,74890,62254
16384,44,74733,62690
16384,44,75013,62209
16384,44,74897,62583
16384,44,74726,62510
16384,44,74947,62718
16384,44,74968,63038
16384,44,74578,62449
16384,44,75288,62436
16384,44,74665,62735
16384,44,75134,62399
16384,44,74733,62582
16384,44,74952,62310
16384,44,74988,62558
16384,45,75296,62504
16384,45,75208,63133
16384,45,75104,62328
16384,45,75291,62611
16384,45,75926,62270
16384,45,75330,62501
16384,45,75225,62690
16384,45,75127,62975
16384,45,78336,62800
16384,45,75527,62959
16384,45,75868,62595
16384,45,75536,63003
16384,45,75314,62449
16384,45,75508,63447
16384,45,75565,62355
16384,45,75375,62762
16384,45,74991,62180
16384,45,74780,62296
16384,45,75508,62700
16384,45,75041,62776
16384,46,75389,63542
16384,46,75272,62614
16384,46,75534,62223
16384,46,75704,62360
16384,46,75867,62172
16384,46,75557,62826
16384,46,75472,62573
16384,46,77873,62896
16384,46,75684,62244
16384,46,75419,62709
16384,46,75429,62548
16384,46,75428,62690
16384,46,75564,62481
16384,46,75733,62585
16384,46,75626,62570
16384,46,75527,62832
16384,46,75652,62358
16384,46,75897,63159
16384,46,75688,62428
16384,46,75468,62861
16384,47,76360,63052
16384,47,76846,62944
16384,47,76573,61829
16384,47,76495,62643
16384,47,76709,62262
16384,47,76515,62388
16384,47,76652,62515
16384,47,76226,62663
16384,47,76663,62397
16384,47,76359,62499
16384,47,79340,62643
16384,47,76407,62550
16384,47,76587,62503
16384,47,76705,62654
16384,47,76533,62126
16384,47,76516,62540
16384,47,76590,62296
16384,47,76699,62712
16384,47,76425,62470
16384,47,76470,65694
16384,48,75748,63186
16384,48,75692,62235
16384,48,76130,61920
16384,48,75739,62333
16384,48,75989,62086
16384,48,75781,62628
16384,48,75862,62316
16384,48,75393,62410
16384,48,78787,62123
16384,48,75781,62627
16384,48,75965,62267
16384,48,75889,62414
16384,48,75952,62186
16384,48,76186,62881
16384,48,75801,62084
16384,48,75969,62853
16384,48,76072,62471
16384,48,76099,62568
16384,48,76145,62093
16384,48,75918,62190
16384,49,76796,63423
16384,49,76349,63474
16384,49,76655,62588
16384,49,76155,63077
16384,49,76535,62725
16384,49,76161,62804
16384,49,76478,62617
16384,49,76128,62901
16384,49,76316,62167
16384,49,76645,62787
16384,49,76318,62762
16384,49,76027,62987
16384,49,76405,62810
16384,49,76242,62941
16384,49,76527,62715
16384,49,76086,63127
16384,49,76197,62085
16384,49,76303,62902
16384,49,76452,62550
16384,49,76558,63052
16384,50,77323,63899
16384,50,76939,63375
16384,50,76552,62768
16384,50,77180,63397
16384,50,76341,62721
16384,50,76667,63222
16384,50,76893,62815
16384,50,77016,63560
16384,50,76832,63285
16384,50,76626,63058
16384,50,76683,62855
16384,50,79798,63494
16384,50,76774,62398
16384,50,76374,63181
16384,50,76189,62599
16384,50,76290,63102
16384,50,76345,62403
16384,50,76399,62847
16384,50,76735,63010
16384,50,76443,62922
16384,51,76466,63548
16384,51,76216,63013
16384,51,76115,62232
16384,51,75961,62673
16384,51,75740,62250
16384,51,75856,62634
16384,51,75825,61684
16384,51,75742,62253
16384,51,75970,62101
16384,51,76024,62618
16384,51,75790,61799
16384,51,76137,62561
16384,51,76360,62271
16384,51,76013,62586
16384,51,76166,62122
16384,51,75404,62554
16384,51,76100,62260
16384,51,75990,62911
16384,51,75794,62314
16384,51,76192,62650
16384,52,76756,62086
16384,52,76548,62541
16384,52,76411,62140
16384,52,75953,62533
16384,52,76570,61932
16384,52,76468,62383
16384,52,76267,61985
16384,52,76688,62593
16384,52,76909,62264
16384,52,77016,62333
16384,52,76562,62090
16384,52,76577,62051
16384,52,76668,61963
16384,52,76507,62575
16384,52,76254,61870
16384,52,76641,62619
16384,52,77182,62507
16384,52,76803,62459
16384,52,77068,62102
16384,52,76510,62242
16384,53,77707,63858
16384,53,76929,63173
16384,53,76882,62381
16384,53,76732,62992
16384,53,77319,62565
16384,53,76522,62639
16384,53,76959,62491
16384,53,76697,63210
16384,53,76579,62573
16384,53,76599,62781
16384,53,76246,62304
16384,53,76214,62969
16384,53,77263,63809
16384,53,77029,62835
16384,53,77225,62857
16384,53,76970,63115
16384,53,77038,62649
16384,53,76769,62664
16384,53,76540,62867
16384,53,76460,62878
16384,54,77607,63005
16384,54,77658,63073
16384,54,77396,62818
16384,54,76971,65420
16384,54,77022,62541
16384,54,77158,62635
16384,54,76930,62247
16384,54,77185,62608
16384,54,76736,62615
16384,54,76751,62910
16384,54,76928,62121
16384,54,77218,62338
16384,54,76975,62113
16384,54,76804,62716
16384,54,77463,62415
16384,54,77263,62894
16384,54,77181,62542
16384,54,77380,62670
16384,54,77024,62469
16384,54,76968,62491
16384,55,77361,63107
16384,55,77454,63329
16384,55,80453,62898
16384,55,77009,63082
16384,55,77585,62512
16384,55,77242,62756
16384,55,77442,62468
16384,55,77110,62759
16384,55,77623,62737
16384,55,77579,62973
16384,55,77781,62744
16384,55,77664,63092
16384,55,77878,62400
16384,55,77139,62735
16384,55,77284,62408
16384,55,77547,62596
16384,55,77194,62415
16384,55,77262,62986
16384,55,77264,62438
16384,55,76970,62975
16384,56,77988,63257
16384,56,77583,63270
16384,56,77483,62473
16384,56,77349,62763
16384,56,77544,62238
16384,56,77518,62888
16384,56,77063,62304
16384,56,76774,62921
16384,56,77482,62365
16384,56,77447,62786
16384,56,77242,62259
16384,56,77287,62815
16384,56,77986,62517
16384,56,76802,63089
16384,56,76822,62474
16384,56,77310,66499
16384,56,77853,62477
16384,56,77520,63054
16384,56,77135,62083
16384,56,77267,63178
16384,57,77695,62904
16384,57,77513,63423
16384,57,77618,62532
16384,57,77746,63196
16384,57,79168,95571
16384,57,78522,63499
16384,57,78047,62756
16384,57,77738,62915
16384,57,77766,62106
16384,57,77163,62828
16384,57,77610,62560
16384,57,77424,62814
16384,57,77427,62312
16384,57,77683,62767
16384,57,77847,62518
16384,57,77572,63129
16384,57,77800,62582
16384,57,77764,62867
16384,57,77770,62213
16384,57,77345,62664
16384,58,77542,66318
16384,58,76824,65065
16384,58,77639,65039
16384,58,77129,65026
16384,58,77610,64907
16384,58,77545,65600
16384,58,77418,64401
16384,58,77193,65314
16384,58,76689,64951
16384,58,77086,64607
16384,58,77320,64947
16384,58,76902,65234
16384,58,77223,64835
16384,58,77257,65032
16384,58,77885,64977
16384,58,76884,65474
16384,58,77226,64688
16384,58,77426,65151
16384,58,77458,64688
16384,58,76981,65236
16384,59,77444,63454
16384,59,77465,63034
16384,59,76824,62499
16384,59,77095,64336
16384,59,78605,62720
16384,59,77417,62833
16384,59,77153,62598
16384,59,77371,63028
16384,59,77627,62365
16384,59,77301,62656
16384,59,77631,64339
16384,59,77806,63072
16384,59,78407,62753
16384,59,77041,62876
16384,59,80111,62973
16384,59,77665,63444
16384,59,77583,63031
16384,59,77855,62517
16384,59,77501,62952
16384,59,77206,63064
16384,60,78358,63755
16384,60,78078,63116
16384,60,77670,62757
16384,60,77890,62985
16384,60,78190,66059
16384,60,78007,62887
16384,60,77515,62897
16384,60,77647,62850
16384,60,77793,62875
16384,60,77844,64081
16384,60,78312,62854
16384,60,78080,63007
16384,60,77679,62689
16384,60,77836,62505
16384,60,78989,63770
16384,60,78544,63277
16384,60,78123,62945
16384,60,77925,63476
16384,60,78304,63182
16384,60,77797,62980
16384,61,78695,63444
16384,61,78147,62656
16384,61,78492,62469
16384,61,77282,62968
16384,61,78405,62823
16384,61,78554,62877
16384,61,78089,62411
16384,61,78187,63968
16384,61,78723,63024
16384,61,78217,62760
16384,61,78162,62254
16384,61,77978,64488
16384,61,79051,62695
16384,61,78756,62700
16384,61,79283,64711
16384,61,78249,62922
16384,61,78304,62712
16384,61,79130,63155
16384,61,78487,62563
16384,61,78106,62392
16384,62,78581,63046
16384,62,77835,62715
16384,62,78008,62558
16384,62,79595,63947
16384,62,78915,63225
16384,62,78182,62618
16384,62,79725,63440
16384,62,79149,63061
16384,62,78965,63487
16384,62,78338,62765
16384,62,78104,63085
16384,62,77901,62777
16384,62,77585,62079
16384,62,78127,62603
16384,62,78136,62399
16384,62,78108,62999
16384,62,78972,63620
16384,62,78109,62172
16384,62,78172,62366
16384,62,79978,63888
16384,63,79021,63490
16384,63,78866,64264
16384,63,78741,62895
16384,63,78506,62769
16384,63,78349,62289
16384,63,78315,62654
16384,63,78012,62073
16384,63,77894,64247
16384,63,78339,65545
16384,63,77947,62543
16384,63,79746,63512
16384,63,78705,63475
16384,63,79171,63963
16384,63,78659,62939
16384,63,78480,62606
16384,63,78650,63850
16384,63,78651,62612
16384,63,78297,62572
16384,63,78636,63882
16384,63,78469,62742
16384,64,80406,63475
16384,64,78588,62740
16384,64,78761,63220
16384,64,78070,62882
16384,64,78232,62609
16384,64,78051,63541
16384,64,77953,62166
16384,64,78127,62038
16384,64,78512,62793
16384,64,77424,62214
16384,64,80466,62865
16384,64,78352,63238
16384,64,78106,62785
16384,64,78247,63032
16384,64,78018,62534
16384,64,78057,62530
16384,64,78235,62056
16384,64,78521,63173
16384,64,77869,62015
16384,64,78905,63420
16384,65,80284,63272
16384,65,79954,64415
16384,65,79663,63489
16384,65,79702,62986
16384,65,79193,62934
16384,65,79487,63143
16384,65,79674,63893
16384,65,79369,62796
16384,65,79497,62664
16384,65,79838,64354
16384,65,79261,63282
16384,65,79334,63036
16384,65,79018,63387
16384,65,79959,63137
16384,65,80155,63927
16384,65,79198,62878
16384,65,80825,63731
16384,65,80385,65023
16384,65,79206,63067
16384,65,79326,62856
16384,66,78265,63846
16384,66,78625,63334
16384,66,78661,64332
16384,66,78279,62885
16384,66,78934,63667
16384,66,79003,64119
16384,66,78594,63643
16384,66,78738,63331
16384,66,80848,63131
16384,66,78573,64229
16384,66,78184,62726
16384,66,79776,63700
16384,66,79291,64494
16384,66,79104,63893
16384,66,78454,62885
16384,66,78927,63304
16384,66,78383,64113
16384,66,79171,63430
16384,66,79544,63769
16384,66,79548,64505
16384,67,79779,64737
16384,67,79315,62865
16384,67,78995,63452
16384,67,79382,64664
16384,67,79142,62528
16384,67,80285,63249
16384,67,80027,64267
16384,67,79978,62997
16384,67,79266,63158
16384,67,79412,62875
16384,67,79816,63487
16384,67,81910,63251
16384,67,79876,63313
16384,67,79472,64372
16384,67,79115,63233
16384,67,79253,63101
16384,67,79018,62667
16384,67,79328,63551
16384,67,79743,63073
16384,67,80728,64382
16384,68,79516,64129
16384,68,79493,63527
16384,68,78309,62812
16384,68,79519,63923
16384,68,79459,63959
16384,68,80136,67299
16384,68,79662,63560
16384,68,78914,63570
16384,68,78701,62689
16384,68,80344,63823
16384,68,78437,64185
16384,68,79950,64046
16384,68,78877,63739
16384,68,79408,62696
16384,68,78497,63123
16384,68,79796,63863
16384,68,78552,64170
16384,68,80554,64138
16384,68,79335,63746
16384,68,79206,63326
16384,69,79620,63236
16384,69,80184,63298
16384,69,80473,63536
16384,69,81543,64169
16384,69,79945,63104
16384,69,80272,62934
16384,69,79449,63542
16384,69,80543,63007
16384,69,81433,63504
16384,69,80537,64408
16384,69,80101,63046
16384,69,79900,63870
16384,69,80422,63605
16384,69,80821,63619
16384,69,81214,64136
16384,69,80415,63077
16384,69,80239,63081
16384,69,78985,62713
16384,69,82224,63899
16384,69,81362,63443
16384,70,80282,65487
16384,70,80435,63962
16384,70,79187,63421
16384,70,79721,64107
16384,70,81391,63884
16384,70,79949,65137
16384,70,82930,64374
16384,70,79149,63522
16384,70,79626,64341
16384,70,81383,64658
16384,70,80053,65045
16384,70,80076,63930
16384,70,79557,64158
16384,70,80174,64327
16384,70,83091,64683
16384,70,80871,64826
16384,70,79923,65090
16384,70,80091,63858
16384,70,79633,64174
16384,70,79470,63717
16384,71,81325,65842
16384,71,80869,64512
16384,71,79328,63895
16384,71,80382,64002
16384,71,80388,63725
16384,71,81619,64466
16384,71,80670,63714
16384,71,79677,63508
16384,71,79970,63836
16384,71,80957,63865
16384,71,80344,64677
16384,71,79642,63390
16384,71,79040,63189
16384,71,79604,64478
16384,71,80823,64280
16384,71,83025,65068
16384,71,79844,63465
16384,71,80079,64675
16384,71,80455,63280
16384,71,80641,65136
16384,72,81146,67164
16384,72,80810,66134
16384,72,80401,65460
16384,72,81360,66321
16384,72,81270,66606
16384,72,80241,65487
16384,72,80098,66092
16384,72,80116,66467
16384,72,81503,66992
16384,72,80936,65910
16384,72,79833,65499
16384,72,80397,66349
16384,72,81798,66119
16384,72,81882,66907
16384,72,79865,65175
16384,72,81082,66328
16384,72,82385,66066
16384,72,80780,66915
16384,72,80645,68023
16384,72,80415,65146
16384,73,80268,64097
16384,73,81998,65041
16384,73,80763,63603
16384,73,79936,62912
16384,73,80526,63752
16384,73,82291,64576
16384,73,80988,64203
16384,73,80716,63389
16384,73,80193,64235
16384,73,82455,64252
16384,73,81014,64660
16384,73,80663,63662
16384,73,81196,63469
16384,73,82936,63677
16384,73,81222,64729
16384,73,80588,63483
16384,73,80111,64170
16384,73,81224,63925
16384,73,81192,64310
16384,73,81493,63651
16384,74,79745,68047
16384,74,81468,66986
16384,74,80664,67007
16384,74,80823,66031
16384,74,79793,66561
16384,74,81317,66240
16384,74,80533,66797
16384,74,80791,65874
16384,74,83251,66839
16384,74,81711,66717
16384,74,80965,66744
16384,74,80621,65980
16384,74,81062,66204
16384,74,81618,65975
16384,74,80584,67250
16384,74,80422,65879
16384,74,80511,66302
16384,74,81914,66716
16384,74,80981,67172
16384,74,80234,66093
16384,75,81231,63504
16384,75,82663,65082
16384,75,81225,63792
16384,75,80694,63717
16384,75,80766,62710
16384,75,82232,82268
16384,75,81383,63860
16384,75,80399,62795
16384,75,83099,63789
16384,75,81967,65073
16384,75,80337,63134
16384,75,80683,62996
16384,75,81761,63857
